Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQH_M_R
6748,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6749,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
6750,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
6751,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6752,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6753,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6754,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6755,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6756,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6757,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6758,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6759,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6760,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6761,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6762,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6763,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6764,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
6765,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6766,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
6767,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
6768,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
6769,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6770,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6771,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
6772,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6773,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
6774,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6775,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6776,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6777,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
6778,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6779,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
6780,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6781,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6782,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
6783,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6784,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6785,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
6786,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
6787,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
6788,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6789,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
6790,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
6791,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6792,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6793,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6794,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
6795,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6796,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
6797,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6798,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
6799,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6800,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6801,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6802,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6803,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
6804,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
6805,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
6806,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6807,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
6808,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6809,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6810,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6811,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
6812,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6813,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
6814,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6815,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6816,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6817,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6818,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6819,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Cropland
6820,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6821,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
6822,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
6823,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
6824,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
6825,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
6826,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
6827,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6828,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
6829,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
6830,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
6831,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
6832,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
6833,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
6834,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
6835,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
6836,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
6837,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
6838,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
6839,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
6840,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
6841,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
6842,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
6843,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
6844,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
6845,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
6846,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
6847,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
6848,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
6849,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
6850,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
6851,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
6852,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
6853,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
6854,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
6855,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6856,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
6857,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6858,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6859,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
6860,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6861,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
6862,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
6863,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Water
6864,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
6865,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
6866,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
6867,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
6868,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
6869,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6870,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
6871,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
6872,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6873,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
6874,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6875,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6876,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
6877,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6878,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
6879,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
6880,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
6881,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
6882,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
6883,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
6884,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
6885,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
6886,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
6887,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
6888,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
6889,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
6890,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Water
6891,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
6892,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
6893,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
6894,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
6895,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
6896,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
6897,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
6898,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
6899,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6900,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
6901,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
6902,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
6903,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6904,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
6905,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
6906,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
6907,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6908,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
6909,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
6910,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
6911,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
6912,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
6913,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
6914,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Water
6915,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
6916,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
6917,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
6918,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
6919,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
6920,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
6921,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
6922,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
6923,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
6924,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
6925,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
6926,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
6927,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
6928,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
6929,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
6930,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
6931,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6932,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6933,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
6934,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6935,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6936,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6937,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
6938,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6939,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
6940,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
6941,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Bareland
6942,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
6943,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
6944,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
6945,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
6946,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
6947,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6948,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6949,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
6950,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6951,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
6952,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
6953,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
6954,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
6955,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
6956,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
6957,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Water
6958,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
6959,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
6960,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
6961,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
6962,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
6963,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
6964,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Water
6965,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
6966,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
6967,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
6968,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6969,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
6970,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
6971,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
6972,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Water
6973,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
6974,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
6975,Forest,NULL,Wetland,Water,Wetland,Forest,NULL,Water
6976,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
6977,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
6978,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
6979,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
6980,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
6981,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
6982,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
6983,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
6984,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
6985,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
6986,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
6987,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
6988,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6989,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6990,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6991,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
6992,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Wetland
6993,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6994,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6995,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
6996,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6997,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6998,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
6999,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
7000,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
7001,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Wetland
7002,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
7003,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7004,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
7005,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
7006,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
7007,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
7008,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
7009,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
7010,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
7011,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
7012,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
7013,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
7014,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Wetland
7015,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
7016,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
7017,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
7018,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7019,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
7020,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
7021,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
7022,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
7023,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7024,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
7025,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
7026,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
7027,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
7028,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
7029,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
7030,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
7031,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
7032,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
7033,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
7034,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
7035,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
7036,Forest,NULL,Water,NULL,Water,NULL,NULL,Built-up
7037,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
7038,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
7039,Forest,NULL,Water,NULL,Water,NULL,Grassland,Grassland
7040,Forest,NULL,Water,NULL,Water,NULL,Grassland,Wetland
7041,Forest,NULL,Water,NULL,Water,NULL,Grassland,Forest
7042,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
7043,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
7044,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
7045,Forest,NULL,Water,NULL,Water,Grassland,NULL,Grassland
7046,Forest,NULL,Water,NULL,Water,Grassland,NULL,Forest
7047,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
7048,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
7049,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
7050,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
7051,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Forest
7052,Forest,NULL,Water,NULL,Water,Wetland,NULL,Grassland
7053,Forest,NULL,Water,NULL,Water,Wetland,NULL,Wetland
7054,Forest,NULL,Water,NULL,Water,Wetland,NULL,Forest
7055,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
7056,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
7057,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Water
7058,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
7059,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
7060,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
7061,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
7062,Forest,NULL,Water,NULL,Water,Wetland,Forest,Wetland
7063,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
7064,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
7065,Forest,NULL,Water,NULL,Water,Forest,NULL,Wetland
7066,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
7067,Forest,NULL,Water,NULL,Water,Forest,Forest,Wetland
7068,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
7069,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
7070,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
7071,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
7072,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
7073,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
7074,Forest,NULL,Water,Non_Water,Water,NULL,Water,Grassland
7075,Forest,NULL,Water,Non_Water,Water,NULL,Water,Wetland
7076,Forest,NULL,Water,Non_Water,Water,Grassland,NULL,Wetland
7077,Forest,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
7078,Forest,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
7079,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
7080,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
7081,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Forest
7082,Forest,NULL,Water,Non_Water,Water,Water,NULL,Grassland
7083,Forest,NULL,Water,Non_Water,Water,Water,NULL,Wetland
7084,Forest,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
7085,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
7086,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Forest
7087,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
7088,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
7089,Forest,NULL,Water,Non_Water,Water,Forest,NULL,Grassland
7090,Forest,NULL,Water,Non_Water,Water,Forest,NULL,Wetland
7091,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
7092,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
7093,Forest,NULL,Water,Water,Water,NULL,NULL,Water
7094,Forest,NULL,Water,Water,Water,NULL,Water,Water
