Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEQ_M_R
16138,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
16139,Forest,Built-up,Wetland,NULL,Wetland,NULL,Grassland,Forest
16140,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Grassland
16141,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
16142,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
16143,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
16144,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
16145,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Forest,Forest
16146,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
16147,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
16148,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Forest
16149,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Water
16150,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
16151,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
16152,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
16153,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Water
16154,Forest,Built-up,Wetland,NULL,Wetland,Forest,Shrubland,Forest
16155,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
16156,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
16157,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
16158,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
16159,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
16160,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
16161,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
16162,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
16163,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
16164,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
16165,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
16166,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
16167,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Bareland,Grassland
16168,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Forest,Forest
16169,Forest,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
16170,Forest,Built-up,Wetland,Water,Wetland,Water,Built-up,Water
16171,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
16172,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
16173,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
16174,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16175,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
16176,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
16177,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
16178,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
16179,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
16180,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
16181,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
16182,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
16183,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
16184,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
16185,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
16186,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
16187,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
16188,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Water
16189,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
16190,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
16191,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
16192,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
16193,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
16194,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
16195,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16196,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
16197,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
16198,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
16199,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
16200,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
16201,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
16202,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
16203,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
16204,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
16205,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
16206,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
16207,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
16208,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
16209,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
16210,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
16211,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
16212,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
16213,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
16214,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
16215,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
16216,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
16217,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
16218,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
16219,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
16220,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
16221,Forest,Built-up,Water,NULL,Water,Water,Grassland,Water
16222,Forest,Built-up,Water,Water,Water,Water,Built-up,Water
16223,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
16224,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
16225,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
16226,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16227,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
16228,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16229,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
16230,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
16231,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
16232,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
16233,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
16234,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16235,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
16236,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
16237,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
16238,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
16239,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
16240,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
16241,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
16242,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
16243,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
16244,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
16245,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
16246,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
16247,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
16248,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
16249,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16250,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
16251,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
16252,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
16253,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
16254,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
16255,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
16256,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
16257,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
16258,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
16259,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
16260,Forest,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Forest
16261,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
16262,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
16263,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
16264,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
16265,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
16266,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
16267,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
16268,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
16269,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
16270,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
16271,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
16272,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
16273,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
16274,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
16275,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
16276,Forest,Built-up,Forest,Water,Non_Wetland,NULL,Grassland,Forest
16277,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
16278,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
16279,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
16280,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Bareland
16281,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
16282,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
16283,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
16284,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16285,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16286,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
16287,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
16288,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
16289,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
16290,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
16291,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
16292,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
16293,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
16294,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
16295,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
16296,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
16297,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
16298,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
16299,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
16300,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
16301,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
16302,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
16303,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
16304,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
16305,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
16306,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
16307,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
16308,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
16309,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
16310,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
16311,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
16312,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
16313,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
16314,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
16315,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
16316,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
16317,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
16318,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
16319,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
16320,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
16321,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
16322,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
16323,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
16324,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
16325,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
16326,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
16327,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
16328,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
16329,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
16330,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
16331,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
16332,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
16333,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
16334,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
16335,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
16336,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
16337,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
16338,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
16339,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
16340,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
16341,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
16342,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
16343,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
16344,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
16345,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Wetland
16346,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
16347,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
16348,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
16349,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
16350,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
16351,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
16352,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
16353,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
16354,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
16355,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
16356,Forest,Water,NULL,Non_Water,Non_Wetland,Cropland,Forest,Wetland
16357,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
16358,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
16359,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
16360,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
16361,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
16362,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
16363,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
16364,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
16365,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
16366,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
16367,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
16368,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
16369,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
16370,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
16371,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
16372,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
16373,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
16374,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
16375,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
16376,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
16377,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Water,Forest
16378,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
16379,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
16380,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
16381,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
16382,Forest,Water,NULL,Water,Non_Wetland,Bareland,Forest,Grassland
16383,Forest,Water,NULL,Water,Non_Wetland,Bareland,Forest,Forest
16384,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
16385,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
16386,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
16387,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
16388,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
16389,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
16390,Forest,Water,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
16391,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
16392,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
16393,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
16394,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
16395,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
16396,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
16397,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
16398,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
16399,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
16400,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16401,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16402,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16403,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
16404,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
16405,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
16406,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
16407,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
16408,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
16409,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
16410,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
16411,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
16412,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
16413,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16414,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
16415,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
16416,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16417,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
16418,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
16419,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
16420,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
16421,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
16422,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
16423,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
16424,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
16425,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
16426,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
16427,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
16428,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Bareland
16429,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
16430,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Water,Water
16431,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland,Water,Forest
16432,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
16433,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
16434,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
16435,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
16436,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
16437,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
16438,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
16439,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
16440,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
16441,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
16442,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
16443,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
16444,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
16445,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
16446,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
16447,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16448,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
16449,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
16450,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
16451,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
16452,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
16453,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
16454,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
16455,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
16456,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
16457,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
16458,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
16459,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
16460,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
16461,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
16462,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
16463,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
16464,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
16465,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
16466,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
16467,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
16468,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
16469,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
16470,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
16471,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
