Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKR_M_R
676,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
677,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
678,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
679,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
680,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
681,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
682,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
683,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
684,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
685,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
686,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
687,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
688,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
689,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
690,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
691,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
692,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
693,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
694,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
695,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
696,Water,Water,Wetland,Water,Wetland,Water,Water,Water
697,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
698,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
699,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
700,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Grassland
701,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
702,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
703,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
704,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
705,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
706,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
707,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
708,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
709,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
710,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
711,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
712,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
713,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
714,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
715,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
716,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
717,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
718,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
719,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
720,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
721,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
722,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
723,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
724,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
725,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
726,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Water
727,Water,Water,Built-up,Water,Non_Wetland,Grassland,Wetland,Water
728,Water,Water,Built-up,Water,Non_Wetland,Grassland,Water,Water
729,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
730,Water,Water,Water,NULL,Water,Grassland,Wetland,Grassland
731,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
732,Water,Water,Water,NULL,Water,Grassland,Water,Water
733,Water,Water,Water,NULL,Water,Grassland,Water,Forest
734,Water,Water,Water,NULL,Water,Grassland,Forest,Forest
735,Water,Water,Water,NULL,Water,Bareland,Grassland,Grassland
736,Water,Water,Water,NULL,Water,Bareland,Wetland,Grassland
737,Water,Water,Water,NULL,Water,Water,NULL,Grassland
738,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
739,Water,Water,Water,NULL,Water,Water,Grassland,Bareland
740,Water,Water,Water,NULL,Water,Water,Grassland,Water
741,Water,Water,Water,NULL,Water,Water,Grassland,Forest
742,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
743,Water,Water,Water,NULL,Water,Water,Wetland,Water
744,Water,Water,Water,NULL,Water,Water,Wetland,Forest
745,Water,Water,Water,NULL,Water,Water,Water,Grassland
746,Water,Water,Water,NULL,Water,Water,Water,Water
747,Water,Water,Water,NULL,Water,Water,Water,Forest
748,Water,Water,Water,NULL,Water,Water,Forest,Water
749,Water,Water,Water,NULL,Water,Water,Forest,Forest
750,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
751,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
752,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
753,Water,Water,Water,Non_Water,Water,Water,Water,Water
754,Water,Water,Water,Non_Water,Water,Water,Water,Forest
755,Water,Water,Water,Non_Water,Water,Water,Forest,Water
756,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
757,Water,Water,Water,Water,Water,NULL,Water,Water
758,Water,Water,Water,Water,Water,NULL,Water,Forest
759,Water,Water,Water,Water,Water,Grassland,Wetland,Water
760,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
761,Water,Water,Water,Water,Water,Grassland,Water,Bareland
762,Water,Water,Water,Water,Water,Grassland,Water,Water
763,Water,Water,Water,Water,Water,Grassland,Water,Forest
764,Water,Water,Water,Water,Water,Water,Wetland,Grassland
765,Water,Water,Water,Water,Water,Water,Wetland,Water
766,Water,Water,Water,Water,Water,Water,Wetland,Forest
767,Water,Water,Water,Water,Water,Water,Water,Grassland
768,Water,Water,Water,Water,Water,Water,Water,Wetland
769,Water,Water,Water,Water,Water,Water,Water,Bareland
770,Water,Water,Water,Water,Water,Water,Water,Water
771,Water,Water,Water,Water,Water,Water,Water,Forest
772,Water,Water,Water,Water,Water,Water,Forest,Grassland
773,Water,Water,Water,Water,Water,Water,Forest,Water
774,Water,Water,Water,Water,Water,Water,Forest,Forest
775,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
776,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
777,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
778,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
779,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
780,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
781,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
782,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
783,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
784,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
785,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
786,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
787,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
788,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
789,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
790,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
791,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
792,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
793,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
794,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
795,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
796,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
797,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
798,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
799,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
800,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
801,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
802,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
803,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
804,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
805,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
806,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
807,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
808,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
809,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
810,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
811,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
812,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
813,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
814,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
815,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
816,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
817,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
818,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
819,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
820,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
821,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland,Water
822,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
823,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
824,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
825,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
826,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
827,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
828,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
829,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
830,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
831,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
832,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
833,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
834,Water,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
835,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
836,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
837,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Grassland
838,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
839,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
840,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
841,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
842,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
843,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
844,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
845,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
846,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
847,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
848,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
849,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
850,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
851,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
852,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
853,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
854,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
855,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
856,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
857,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
858,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland,Forest,Grassland
859,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
860,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
861,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
862,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
863,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
864,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
865,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
866,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
867,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
868,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
869,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
870,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
871,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
872,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
873,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
874,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
875,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
876,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
877,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
878,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
879,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
880,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
881,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
882,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
883,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
884,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
885,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
886,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
887,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
888,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
889,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
890,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
891,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
892,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
893,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
894,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
895,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
896,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
897,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
898,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
899,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
900,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
901,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
902,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
903,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
904,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
905,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
906,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
907,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
908,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
909,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
910,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
911,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
912,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
913,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
914,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
915,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
916,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
917,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
918,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
919,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
920,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
921,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
922,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
923,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
924,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
925,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
926,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
927,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
928,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
929,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
930,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
931,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
932,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
933,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
934,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
935,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
936,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
937,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
938,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
939,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
940,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
941,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
942,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
943,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
944,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
945,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
946,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
947,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
948,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
949,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
950,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
951,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
952,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
953,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
954,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
955,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
956,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
957,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
958,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
959,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
960,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
961,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
962,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
963,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
964,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
965,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
966,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
967,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
968,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
969,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
970,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
971,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
972,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
973,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
974,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
975,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
976,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
977,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
978,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
979,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
980,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
981,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
982,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
983,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
984,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
985,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
986,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
987,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
988,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
989,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
990,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
991,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
992,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
993,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
994,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
995,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
996,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
997,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
998,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
999,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
1000,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1001,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,NULL
1002,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1003,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
1004,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1005,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1006,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1007,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1008,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1009,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1010,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1011,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1012,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1013,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1014,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1015,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1016,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1017,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1018,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1019,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1020,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1021,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1022,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1023,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1024,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1025,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1026,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1027,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1028,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1029,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
1030,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1031,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
