Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWV_M_R
5176,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
5177,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
5178,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
5179,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5180,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5181,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
5182,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
5183,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5184,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
5185,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
5186,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5187,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
5188,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
5189,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
5190,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
5191,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5192,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5193,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
5194,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5195,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5196,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5197,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
5198,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5199,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
5200,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
5201,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
5202,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
5203,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
5204,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Water
5205,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
5206,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
5207,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5208,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
5209,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5210,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
5211,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
5212,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
5213,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
5214,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
5215,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
5216,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
5217,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
5218,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Water
5219,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
5220,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
5221,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
5222,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
5223,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
5224,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Forest,Wetland
5225,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
5226,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
5227,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Water
5228,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5229,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
5230,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
5231,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
5232,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
5233,Wetland,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
5234,Wetland,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
5235,Wetland,Wetland,Wetland,Water,Wetland,Water,Grassland,Forest
5236,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
5237,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
5238,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
5239,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
5240,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
5241,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
5242,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
5243,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
5244,Wetland,Wetland,Wetland,Water,Wetland,Water,Forest,Wetland
5245,Wetland,Wetland,Wetland,Water,Wetland,Water,Forest,Water
5246,Wetland,Wetland,Wetland,Water,Wetland,Water,Forest,Forest
5247,Wetland,Wetland,Wetland,Water,Wetland,Forest,Water,Wetland
5248,Wetland,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
5249,Wetland,Wetland,Wetland,Water,Wetland,Forest,Forest,Wetland
5250,Wetland,Wetland,Wetland,Water,Wetland,Forest,Forest,Water
5251,Wetland,Wetland,Wetland,Water,Wetland,Forest,Forest,Forest
5252,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5253,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5254,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5255,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5256,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
5257,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
5258,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
5259,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
5260,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
5261,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
5262,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
5263,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Forest,Forest
5264,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5265,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Wetland
5266,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5267,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5268,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
5269,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
5270,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
5271,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
5272,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
5273,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
5274,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
5275,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5276,Wetland,Wetland,Water,NULL,Water,Shrubland,Wetland,Wetland
5277,Wetland,Wetland,Water,NULL,Water,Grassland,Grassland,Wetland
5278,Wetland,Wetland,Water,NULL,Water,Grassland,Grassland,Water
5279,Wetland,Wetland,Water,NULL,Water,Grassland,Wetland,Wetland
5280,Wetland,Wetland,Water,NULL,Water,Grassland,Water,Wetland
5281,Wetland,Wetland,Water,NULL,Water,Grassland,Water,Forest
5282,Wetland,Wetland,Water,NULL,Water,Wetland,Grassland,Wetland
5283,Wetland,Wetland,Water,NULL,Water,Wetland,Grassland,Water
5284,Wetland,Wetland,Water,NULL,Water,Wetland,Grassland,Forest
5285,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
5286,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
5287,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
5288,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Water
5289,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Forest
5290,Wetland,Wetland,Water,NULL,Water,Water,Grassland,Wetland
5291,Wetland,Wetland,Water,NULL,Water,Water,Grassland,Water
5292,Wetland,Wetland,Water,NULL,Water,Water,Grassland,Forest
5293,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Wetland
5294,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Water
5295,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Forest
5296,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
5297,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
5298,Wetland,Wetland,Water,NULL,Water,Water,Water,Forest
5299,Wetland,Wetland,Water,NULL,Water,Water,Forest,Wetland
5300,Wetland,Wetland,Water,NULL,Water,Water,Forest,Water
5301,Wetland,Wetland,Water,NULL,Water,Water,Forest,Forest
5302,Wetland,Wetland,Water,NULL,Water,Forest,Forest,Forest
5303,Wetland,Wetland,Water,Non_Water,Water,Grassland,Grassland,Wetland
5304,Wetland,Wetland,Water,Non_Water,Water,Grassland,Grassland,Water
5305,Wetland,Wetland,Water,Non_Water,Water,Grassland,Grassland,Forest
5306,Wetland,Wetland,Water,Non_Water,Water,Grassland,Wetland,Wetland
5307,Wetland,Wetland,Water,Non_Water,Water,Grassland,Wetland,Water
5308,Wetland,Wetland,Water,Non_Water,Water,Grassland,Water,Wetland
5309,Wetland,Wetland,Water,Non_Water,Water,Wetland,Grassland,Wetland
5310,Wetland,Wetland,Water,Non_Water,Water,Wetland,Grassland,Water
5311,Wetland,Wetland,Water,Non_Water,Water,Wetland,Grassland,Forest
5312,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
5313,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
5314,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
5315,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Water
5316,Wetland,Wetland,Water,Non_Water,Water,Water,Grassland,Grassland
5317,Wetland,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
5318,Wetland,Wetland,Water,Non_Water,Water,Water,Grassland,Water
5319,Wetland,Wetland,Water,Non_Water,Water,Water,Grassland,Forest
5320,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
5321,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
5322,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Water
5323,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
5324,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
5325,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
5326,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
5327,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Forest
5328,Wetland,Wetland,Water,Water,Water,Grassland,Grassland,Wetland
5329,Wetland,Wetland,Water,Water,Water,Grassland,Grassland,Water
5330,Wetland,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
5331,Wetland,Wetland,Water,Water,Water,Grassland,Wetland,Water
5332,Wetland,Wetland,Water,Water,Water,Grassland,Water,Wetland
5333,Wetland,Wetland,Water,Water,Water,Grassland,Water,Water
5334,Wetland,Wetland,Water,Water,Water,Grassland,Water,Forest
5335,Wetland,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
5336,Wetland,Wetland,Water,Water,Water,Wetland,Grassland,Water
5337,Wetland,Wetland,Water,Water,Water,Wetland,Grassland,Forest
5338,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
5339,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Water
5340,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
5341,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
5342,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
5343,Wetland,Wetland,Water,Water,Water,Water,Grassland,Wetland
5344,Wetland,Wetland,Water,Water,Water,Water,Grassland,Water
5345,Wetland,Wetland,Water,Water,Water,Water,Grassland,Forest
5346,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
5347,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
5348,Wetland,Wetland,Water,Water,Water,Water,Wetland,Forest
5349,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
5350,Wetland,Wetland,Water,Water,Water,Water,Water,Water
5351,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
5352,Wetland,Wetland,Water,Water,Water,Water,Forest,Wetland
5353,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5354,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5355,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5356,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
5357,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
5358,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5359,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5360,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5361,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5362,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5363,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5364,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
5365,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5366,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
5367,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
5368,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Water
5369,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5370,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
5371,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5372,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
5373,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5374,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5375,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5376,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
5377,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5378,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5379,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5380,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5381,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
5382,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
5383,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
5384,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5385,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
5386,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5387,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
5388,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
5389,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5390,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
5391,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Water
5392,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5393,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
5394,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5395,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
5396,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5397,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
5398,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
5399,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
5400,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
5401,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Wetland
5402,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
5403,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
5404,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
5405,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5406,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
5407,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5408,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
5409,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5410,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Wetland
5411,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
5412,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
5413,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5414,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
5415,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Water
5416,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
5417,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5418,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5419,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
5420,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
5421,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
5422,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5423,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
5424,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5425,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5426,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
5427,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5428,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
5429,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
5430,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
5431,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
5432,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
5433,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
5434,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
5435,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
5436,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
5437,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
5438,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
5439,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
5440,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
5441,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
5442,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
5443,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
5444,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
5445,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Wetland
5446,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
5447,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
5448,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Wetland
5449,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Water
5450,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
5451,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
5452,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
5453,Wetland,Wetland,Forest,Water,Non_Wetland,Forest,Grassland,Forest
5454,Wetland,Bareland,Water,Water,Water,Water,Water,Wetland
5455,Wetland,Bareland,Water,Water,Water,Water,Water,Water
5456,Wetland,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5457,Wetland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
5458,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
5459,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
5460,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
5461,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5462,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
5463,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
5464,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5465,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5466,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
5467,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5468,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
5469,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5470,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
5471,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
5472,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5473,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5474,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Bareland
5475,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
5476,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
5477,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
5478,Wetland,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
5479,Wetland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
5480,Wetland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
5481,Wetland,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
5482,Wetland,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
5483,Wetland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5484,Wetland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
5485,Wetland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5486,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5487,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5488,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
5489,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
5490,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
5491,Wetland,Water,Wetland,NULL,Wetland,Water,Grassland,Water
5492,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
5493,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
5494,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
5495,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
5496,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
5497,Wetland,Water,Wetland,NULL,Wetland,Forest,Grassland,Wetland
5498,Wetland,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
5499,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
5500,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5501,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
5502,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5503,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
5504,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
5505,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
5506,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5507,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5508,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
5509,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5510,Wetland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
5511,Wetland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
5512,Wetland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
5513,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5514,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
5515,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
5516,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
