Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTE_M_R
8299,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
8300,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
8301,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
8302,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8303,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
8304,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
8305,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8306,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
8307,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
8308,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
8309,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
8310,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
8311,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
8312,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
8313,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
8314,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
8315,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
8316,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
8317,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
8318,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
8319,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
8320,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
8321,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
8322,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
8323,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
8324,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
8325,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
8326,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
8327,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
8328,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
8329,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
8330,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
8331,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
8332,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
8333,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
8334,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
8335,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
8336,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
8337,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
8338,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
8339,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
8340,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
8341,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
8342,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
8343,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
8344,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
8345,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
8346,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
8347,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
8348,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
8349,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
8350,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
8351,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
8352,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
8353,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
8354,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
8355,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
8356,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
8357,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
8358,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
8359,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
8360,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
8361,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
8362,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
8363,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
8364,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
8365,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
8366,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
8367,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Forest
8368,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
8369,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Cropland
8370,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
8371,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
8372,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Grassland
8373,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
8374,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Grassland
8375,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Forest
8376,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
8377,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
8378,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8379,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
8380,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
8381,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
8382,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
8383,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8384,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
8385,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
8386,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8387,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
8388,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
8389,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
8390,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
8391,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
8392,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
8393,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Cropland
8394,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
8395,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
8396,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
8397,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
8398,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
8399,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8400,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
8401,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8402,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8403,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8404,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8405,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
8406,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8407,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
8408,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8409,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8410,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
8411,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8412,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8413,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8414,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8415,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8416,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8417,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
8418,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
8419,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
8420,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
8421,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
8422,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
8423,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8424,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
8425,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
8426,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8427,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
8428,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8429,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
8430,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
8431,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
8432,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
8433,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8434,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8435,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8436,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
8437,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
8438,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
8439,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
8440,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8441,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
8442,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Water
8443,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
8444,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
8445,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
8446,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
8447,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Water
8448,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
8449,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
8450,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
8451,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8452,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
8453,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
8454,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
8455,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
8456,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
8457,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
8458,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
8459,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
8460,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
8461,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
8462,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
8463,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8464,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8465,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8466,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
8467,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8468,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
8469,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8470,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
8471,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
8472,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
8473,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
8474,Forest,NULL,Grassland,Water,Non_Wetland,Water,NULL,Water
8475,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8476,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8477,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8478,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
8479,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8480,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
8481,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
8482,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8483,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
8484,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8485,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
8486,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
8487,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
8488,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8489,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8490,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
8491,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8492,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
8493,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
8494,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8495,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
8496,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
8497,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
8498,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
8499,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
8500,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8501,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
8502,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
8503,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
8504,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
8505,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
8506,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8507,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
8508,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
8509,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
8510,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
8511,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
8512,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
8513,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
8514,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
8515,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8516,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
8517,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8518,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
8519,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8520,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8521,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8522,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8523,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8524,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8525,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8526,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
8527,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8528,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8529,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8530,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
8531,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
8532,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8533,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8534,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8535,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8536,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8537,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8538,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8539,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8540,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8541,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
8542,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8543,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
8544,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8545,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
8546,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8547,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
8548,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
8549,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
8550,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8551,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
8552,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
8553,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8554,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
8555,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
8556,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8557,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
8558,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
8559,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8560,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8561,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
8562,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
8563,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
8564,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
8565,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8566,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
8567,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8568,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
8569,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
8570,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
8571,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8572,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8573,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
8574,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8575,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8576,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8577,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8578,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
8579,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8580,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8581,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8582,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
8583,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
8584,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
8585,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
8586,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
8587,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8588,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
8589,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
8590,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8591,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8592,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
8593,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
8594,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
8595,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
8596,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
8597,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
8598,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
8599,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
8600,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
8601,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
8602,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
8603,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
8604,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Water
8605,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
8606,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
8607,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
8608,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
8609,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
8610,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Water
8611,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
8612,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
8613,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
8614,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
8615,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
8616,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
8617,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
8618,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8619,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
8620,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
8621,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8622,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
8623,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
8624,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
8625,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8626,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
8627,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
