Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGP_M_R
15851,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
15852,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
15853,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
15854,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
15855,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
15856,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
15857,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
15858,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
15859,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
15860,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
15861,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
15862,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
15863,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
15864,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
15865,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
15866,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
15867,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
15868,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15869,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
15870,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
15871,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
15872,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
15873,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15874,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
15875,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
15876,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
15877,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
15878,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
15879,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
15880,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
15881,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
15882,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
15883,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
15884,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
15885,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
15886,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
15887,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
15888,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
15889,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
15890,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
15891,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
15892,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
15893,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
15894,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
15895,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
15896,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
15897,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
15898,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
15899,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
15900,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
15901,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
15902,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
15903,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15904,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
15905,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
15906,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
15907,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
15908,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
15909,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
15910,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
15911,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
15912,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
15913,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
15914,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
15915,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
15916,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
15917,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
15918,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
15919,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
15920,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
15921,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
15922,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
15923,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
15924,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
15925,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
15926,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
15927,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
15928,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
15929,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
15930,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
15931,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
15932,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
15933,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
15934,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
15935,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
15936,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
15937,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
15938,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
15939,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
15940,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
15941,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
15942,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
15943,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
15944,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
15945,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
15946,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
15947,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
15948,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
15949,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
15950,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
15951,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
15952,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
15953,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Built-up
15954,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
15955,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
15956,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
15957,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
15958,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
15959,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
15960,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
15961,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
15962,Forest,Built-up,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
15963,Forest,Built-up,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
15964,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest,Water,Forest
15965,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
15966,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
15967,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
15968,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
15969,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
15970,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15971,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15972,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
15973,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15974,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15975,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15976,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
15977,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
15978,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
15979,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
15980,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
15981,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
15982,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15983,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
15984,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15985,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
15986,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
15987,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
15988,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
15989,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
15990,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
15991,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
15992,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
15993,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
15994,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15995,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
15996,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
15997,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
15998,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
15999,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
16000,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
16001,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
16002,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
16003,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
16004,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
16005,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
16006,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
16007,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Built-up
16008,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
16009,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
16010,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
16011,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
16012,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
16013,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
16014,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
16015,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
16016,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
16017,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
16018,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
16019,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
16020,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16021,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
16022,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16023,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16024,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
16025,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16026,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16027,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
16028,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
16029,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
16030,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
16031,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
16032,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
16033,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
16034,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
16035,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Bareland
16036,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
16037,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
16038,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
16039,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
16040,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16041,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
16042,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
16043,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
16044,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16045,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
16046,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
16047,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
16048,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
16049,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
16050,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
16051,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
16052,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
16053,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
16054,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
16055,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
16056,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
16057,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16058,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16059,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
16060,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16061,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
16062,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16063,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
16064,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
16065,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
16066,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
16067,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
16068,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
16069,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
16070,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
16071,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
16072,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
16073,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
16074,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
16075,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
16076,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
16077,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
16078,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
16079,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
16080,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
16081,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
16082,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
16083,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
16084,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
16085,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
16086,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
16087,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
16088,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
16089,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
16090,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
16091,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
16092,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,Forest
16093,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
16094,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
16095,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
16096,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
16097,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,Forest
16098,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
16099,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
16100,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
16101,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
16102,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Forest
16103,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Forest,Forest
16104,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
16105,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
16106,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
16107,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
16108,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
16109,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
16110,Forest,Built-up,Wetland,NULL,Wetland,Forest,Shrubland,Forest
16111,Forest,Built-up,Wetland,NULL,Wetland,Forest,Water,Forest
16112,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
16113,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
16114,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
16115,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
16116,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Water
16117,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
16118,Forest,Built-up,Wetland,Water,Wetland,Shrubland,Water,Grassland
16119,Forest,Built-up,Wetland,Water,Wetland,Shrubland,Water,Forest
16120,Forest,Built-up,Wetland,Water,Wetland,Wetland,Shrubland,Forest
16121,Forest,Built-up,Wetland,Water,Wetland,Forest,Shrubland,Forest
16122,Forest,Built-up,Wetland,Water,Wetland,Forest,Water,Forest
16123,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
16124,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16125,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
16126,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
16127,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Built-up,Forest
16128,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Water,Forest
16129,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
16130,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
16131,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
16132,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
16133,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
16134,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
16135,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
16136,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
16137,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
16138,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
16139,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
16140,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
16141,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16142,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16143,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
16144,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16145,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16146,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
16147,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Grassland
16148,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
16149,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
16150,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
16151,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
16152,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
16153,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
16154,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
16155,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
16156,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Water,Built-up
16157,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Water,Water
16158,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Water,Forest
16159,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
16160,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Built-up
16161,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
16162,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
16163,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
16164,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
