Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MVS_M_R
22746,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
22747,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
22748,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
22749,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
22750,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
22751,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
22752,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
22753,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
22754,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
22755,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
22756,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
22757,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
22758,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
22759,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
22760,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
22761,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
22762,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
22763,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
22764,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
22765,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
22766,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
22767,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
22768,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
22769,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
22770,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
22771,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
22772,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
22773,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
22774,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
22775,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
22776,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
22777,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
22778,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
22779,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
22780,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
22781,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
22782,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
22783,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
22784,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
22785,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
22786,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Built-up
22787,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
22788,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
22789,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,NULL
22790,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
22791,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
22792,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
22793,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
22794,Forest,Built-up,Water,Water,Water,NULL,Shrubland,Water
22795,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
22796,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
22797,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
22798,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
22799,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
22800,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
22801,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
22802,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
22803,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
22804,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
22805,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
22806,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
22807,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
22808,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
22809,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
22810,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
22811,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,NULL
22812,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
22813,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
22814,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
22815,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
22816,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
22817,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
22818,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
22819,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
22820,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
22821,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
22822,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
22823,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
22824,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
22825,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
22826,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
22827,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
22828,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
22829,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
22830,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
22831,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
22832,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
22833,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
22834,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
22835,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Bareland
22836,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
22837,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
22838,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
22839,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
22840,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
22841,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
22842,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
22843,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
22844,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
22845,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
22846,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
22847,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
22848,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
22849,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
22850,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
22851,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
22852,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
22853,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
22854,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
22855,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
22856,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
22857,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
22858,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
22859,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
22860,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
22861,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
22862,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
22863,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
22864,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
22865,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
22866,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
22867,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
22868,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
22869,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
22870,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
22871,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
22872,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
22873,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Cropland
22874,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
22875,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
22876,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
22877,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
22878,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
22879,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
22880,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Bareland
22881,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
22882,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
22883,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
22884,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Bareland
22885,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
22886,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
22887,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
22888,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
22889,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
22890,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
22891,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
22892,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
22893,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
22894,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,NULL
22895,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
22896,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
22897,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,NULL
22898,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
22899,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
22900,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
22901,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
22902,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
22903,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Built-up
22904,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
22905,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
22906,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,NULL
22907,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
22908,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
22909,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,NULL
22910,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
22911,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
22912,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
22913,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Built-up,Wetland
22914,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Built-up,Forest
22915,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Built-up,Forest
22916,Forest,Built-up,Forest,Water,Non_Wetland,NULL,Built-up,Forest
22917,Forest,Built-up,Forest,Water,Non_Wetland,Shrubland,Built-up,Wetland
22918,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
22919,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
22920,Forest,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
22921,Forest,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
22922,Forest,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
22923,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
22924,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
22925,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
22926,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
22927,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
22928,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
22929,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
22930,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
22931,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
22932,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
22933,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
22934,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
22935,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
22936,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Water
22937,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
22938,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
22939,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,NULL
22940,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
22941,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Wetland
22942,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
22943,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
22944,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
22945,Forest,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
22946,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
22947,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
22948,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
22949,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
22950,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
22951,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
22952,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
22953,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
22954,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
22955,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
22956,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
22957,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
22958,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
22959,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
22960,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
22961,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
22962,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
22963,Forest,Water,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
22964,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Water,Forest
22965,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,NULL
22966,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Water
22967,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
22968,Forest,Water,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
22969,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
22970,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
22971,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
22972,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
22973,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
22974,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
22975,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
22976,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
22977,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
22978,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
22979,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
22980,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
22981,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
22982,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
22983,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
22984,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
22985,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
22986,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
22987,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
22988,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
22989,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
22990,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
22991,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
22992,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
22993,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
22994,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
22995,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
22996,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
22997,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
22998,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
22999,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
23000,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
23001,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
23002,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
23003,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
23004,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
23005,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
23006,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
23007,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
23008,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
23009,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
23010,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
23011,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
23012,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
23013,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
23014,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
23015,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
23016,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
23017,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Water
23018,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
23019,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
23020,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
23021,Forest,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
23022,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
23023,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
23024,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
23025,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
23026,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
23027,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
23028,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
23029,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
23030,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
23031,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
23032,Forest,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
23033,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
23034,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
23035,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
23036,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
23037,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
23038,Forest,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
23039,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
23040,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
23041,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,NULL
23042,Forest,Water,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
23043,Forest,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
23044,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
23045,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
23046,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
23047,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
23048,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
23049,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
23050,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
23051,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
23052,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
23053,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
23054,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
23055,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
23056,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
23057,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
23058,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
23059,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
23060,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
23061,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
23062,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
23063,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
23064,Forest,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
23065,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
23066,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
23067,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
23068,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
23069,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
23070,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
23071,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
23072,Forest,Water,Cropland,NULL,Non_Wetland,Built-up,Water,Water
23073,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
