Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLU_M_R
20632,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Built-up
20633,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
20634,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
20635,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
20636,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Cropland
20637,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Built-up
20638,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
20639,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
20640,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
20641,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
20642,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
20643,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,NULL
20644,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
20645,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
20646,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
20647,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Built-up
20648,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Water
20649,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
20650,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
20651,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
20652,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
20653,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
20654,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
20655,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
20656,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
20657,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
20658,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
20659,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
20660,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
20661,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
20662,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
20663,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
20664,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
20665,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
20666,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
20667,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
20668,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
20669,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
20670,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
20671,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
20672,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
20673,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
20674,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
20675,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
20676,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
20677,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
20678,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
20679,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
20680,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
20681,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
20682,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
20683,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
20684,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
20685,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
20686,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
20687,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
20688,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
20689,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,NULL
20690,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
20691,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
20692,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
20693,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
20694,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
20695,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
20696,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
20697,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
20698,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
20699,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
20700,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
20701,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
20702,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
20703,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
20704,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
20705,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
20706,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
20707,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
20708,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
20709,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
20710,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
20711,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
20712,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
20713,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
20714,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
20715,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
20716,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
20717,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,NULL
20718,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
20719,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
20720,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
20721,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
20722,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
20723,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
20724,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
20725,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,NULL
20726,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
20727,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Water
20728,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
20729,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,NULL
20730,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,NULL
20731,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
20732,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
20733,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
20734,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
20735,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Water
20736,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
20737,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
20738,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
20739,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Water
20740,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
20741,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
20742,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Shrubland,Water
20743,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
20744,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,NULL
20745,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Water,Water
20746,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
20747,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
20748,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
20749,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
20750,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
20751,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
20752,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
20753,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
20754,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
20755,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
20756,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
20757,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
20758,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
20759,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
20760,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
20761,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
20762,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
20763,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
20764,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
20765,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
20766,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
20767,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
20768,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
20769,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
20770,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
20771,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
20772,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
20773,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
20774,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
20775,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
20776,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
20777,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
20778,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
20779,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
20780,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
20781,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
20782,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
20783,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
20784,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
20785,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
20786,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
20787,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
20788,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
20789,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
20790,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
20791,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
20792,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
20793,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
20794,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
20795,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
20796,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
20797,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
20798,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
20799,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
20800,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
20801,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
20802,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
20803,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,NULL
20804,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
20805,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
20806,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
20807,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
20808,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
20809,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
20810,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
20811,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
20812,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Water
20813,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
20814,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
20815,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
20816,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
20817,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
20818,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
20819,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
20820,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
20821,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
20822,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
20823,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
20824,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
20825,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
20826,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
20827,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
20828,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
20829,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
20830,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
20831,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
20832,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
20833,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
20834,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
20835,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
20836,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
20837,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
20838,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
20839,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
20840,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
20841,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Built-up
20842,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Water
20843,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
20844,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
20845,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
20846,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
20847,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
20848,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
20849,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
20850,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
20851,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
20852,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
20853,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
20854,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
20855,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
20856,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
20857,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
20858,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
20859,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
20860,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
20861,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
20862,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
20863,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
20864,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
20865,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
20866,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
20867,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
20868,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
20869,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
20870,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
20871,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
20872,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
20873,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
20874,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
20875,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
20876,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
20877,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
20878,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
20879,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
20880,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
20881,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
20882,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
20883,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
20884,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
20885,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
20886,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
20887,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
20888,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
20889,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
20890,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
20891,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
20892,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
20893,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
20894,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
20895,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
20896,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
20897,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
20898,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,NULL
20899,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
20900,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
20901,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
20902,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
20903,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
20904,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
20905,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
20906,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
20907,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
20908,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
20909,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
20910,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
20911,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
20912,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
20913,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
20914,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
20915,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
20916,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
20917,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
20918,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
20919,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
20920,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
20921,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
20922,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
20923,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
20924,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
20925,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
20926,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
20927,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
20928,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
20929,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
20930,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
20931,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Water
20932,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
20933,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
20934,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
20935,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
20936,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
20937,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
20938,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
20939,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
20940,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
20941,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
20942,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
20943,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
20944,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
20945,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
20946,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
20947,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
20948,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
20949,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
20950,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
20951,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
20952,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
20953,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
