Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDG_M_R
2873,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2874,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2875,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2876,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2877,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2878,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2879,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2880,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2881,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2882,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2883,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2884,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2885,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2886,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2887,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2888,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2889,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2890,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2891,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2892,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2893,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2894,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2895,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2896,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2897,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2898,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
2899,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2900,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2901,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
2902,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2903,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2904,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2905,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
2906,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2907,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2908,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2909,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2910,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2911,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2912,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2913,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2914,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2915,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2916,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2917,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2918,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2919,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2920,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2921,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2922,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2923,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2924,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2925,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2926,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2927,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2928,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2929,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2930,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2931,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2932,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2933,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2934,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2935,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2936,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2937,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2938,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2939,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2940,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2941,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2942,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2943,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2944,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2945,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2946,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2947,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2948,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2949,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2950,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
2951,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2952,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2953,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2954,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2955,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2956,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2957,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2958,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2959,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2960,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2961,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2962,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2963,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2964,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2965,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2966,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2967,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2968,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2969,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2970,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2971,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2972,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2973,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2974,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2975,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2976,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2977,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2978,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2979,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2980,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
2981,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2982,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2983,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2984,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2985,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2986,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2987,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2988,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2989,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
2990,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2991,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2992,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2993,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
2994,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2995,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2996,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2997,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2998,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2999,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
3000,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
3001,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
3002,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
3003,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
3004,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
3005,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3006,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3007,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3008,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3009,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
3010,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
3011,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3012,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3013,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3014,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3015,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3016,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
3017,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
3018,Forest,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
3019,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
3020,Forest,Cropland,Water,NULL,Water,NULL,NULL,Wetland
3021,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
3022,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
3023,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
3024,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
3025,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
3026,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
3027,Forest,Cropland,Water,Water,Water,NULL,NULL,Cropland
3028,Forest,Cropland,Water,Water,Water,NULL,NULL,Wetland
3029,Forest,Cropland,Water,Water,Water,NULL,NULL,Bareland
3030,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
3031,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
3032,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3033,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3034,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3035,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3036,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3037,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3038,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
3039,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3040,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3041,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3042,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
3043,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3044,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3045,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3046,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
3047,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
3048,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3049,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3050,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3051,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3052,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
3053,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3054,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3055,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3056,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3057,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3058,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3059,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
3060,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
3061,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3062,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3063,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3064,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3065,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3066,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3067,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3068,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3069,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3070,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3071,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3072,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3073,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3074,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3075,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3076,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3077,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3078,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3079,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3080,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
3081,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3082,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3083,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3084,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
3085,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
3086,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3087,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3088,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3089,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3090,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3091,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
3092,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
3093,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
3094,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
3095,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
3096,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
3097,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3098,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3099,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
3100,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3101,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
3102,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
3103,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
3104,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
3105,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
3106,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3107,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
3108,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3109,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3110,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3111,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3112,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3113,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3114,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3115,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
3116,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
3117,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3118,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3119,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3120,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3121,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
3122,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
3123,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
3124,Forest,Wetland,Water,NULL,Water,NULL,NULL,NULL
3125,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
3126,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
3127,Forest,Wetland,Water,NULL,Water,NULL,NULL,Bareland
3128,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
3129,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
3130,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
3131,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
3132,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
3133,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
3134,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
3135,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
3136,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
3137,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
3138,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
3139,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3140,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3141,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3142,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3143,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
3144,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3145,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3146,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3147,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3148,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3149,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3150,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3151,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3152,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
3153,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
3154,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3155,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3156,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3157,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
3158,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3159,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3160,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3161,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3162,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3163,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3164,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3165,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3166,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3167,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3168,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
3169,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3170,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
3171,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
3172,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
3173,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
3174,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3175,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
3176,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
3177,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
3178,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
3179,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
3180,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3181,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3182,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3183,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3184,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3185,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
3186,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
3187,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3188,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3189,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3190,Forest,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
3191,Forest,Bareland,Water,NULL,Water,NULL,NULL,Bareland
3192,Forest,Bareland,Water,NULL,Water,NULL,NULL,Forest
3193,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
3194,Forest,Bareland,Water,Water,Water,NULL,NULL,Forest
3195,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3196,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3197,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
3198,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3199,Forest,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3200,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3201,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
3202,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
3203,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3204,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3205,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3206,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3207,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
3208,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3209,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3210,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
3211,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3212,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3213,Forest,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3214,Forest,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
3215,Forest,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
