Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWU_M_R
12109,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
12110,Forest,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
12111,Forest,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Water
12112,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12113,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
12114,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
12115,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
12116,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
12117,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
12118,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
12119,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
12120,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
12121,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
12122,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
12123,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
12124,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
12125,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
12126,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
12127,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
12128,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
12129,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
12130,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
12131,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
12132,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
12133,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Wetland
12134,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
12135,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
12136,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
12137,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
12138,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12139,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
12140,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
12141,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
12142,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
12143,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12144,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12145,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
12146,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
12147,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12148,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
12149,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
12150,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
12151,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12152,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12153,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12154,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
12155,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12156,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
12157,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
12158,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
12159,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12160,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
12161,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
12162,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
12163,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
12164,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
12165,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
12166,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
12167,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
12168,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
12169,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12170,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
12171,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
12172,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
12173,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
12174,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12175,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
12176,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
12177,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
12178,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
12179,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12180,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
12181,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12182,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
12183,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
12184,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12185,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12186,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12187,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
12188,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12189,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
12190,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12191,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
12192,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12193,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
12194,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
12195,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
12196,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
12197,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
12198,Forest,Wetland,Cropland,Water,Non_Wetland,Wetland,Grassland,Forest
12199,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
12200,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
12201,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
12202,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
12203,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
12204,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
12205,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
12206,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
12207,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
12208,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
12209,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
12210,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
12211,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Water
12212,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
12213,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
12214,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
12215,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Water
12216,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
12217,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
12218,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
12219,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Wetland
12220,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
12221,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
12222,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
12223,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
12224,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
12225,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Water
12226,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
12227,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
12228,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
12229,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
12230,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
12231,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
12232,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
12233,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
12234,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
12235,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Water
12236,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
12237,Forest,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Forest
12238,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
12239,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
12240,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Water
12241,Forest,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
12242,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
12243,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
12244,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
12245,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
12246,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
12247,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
12248,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
12249,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
12250,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Water
12251,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
12252,Forest,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
12253,Forest,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
12254,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Wetland
12255,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
12256,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
12257,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
12258,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
12259,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
12260,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
12261,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
12262,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
12263,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
12264,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
12265,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
12266,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
12267,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
12268,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
12269,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
12270,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
12271,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
12272,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
12273,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
12274,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
12275,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
12276,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
12277,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
12278,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
12279,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
12280,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
12281,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
12282,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
12283,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
12284,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Water
12285,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
12286,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Water
12287,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
12288,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
12289,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
12290,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
12291,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
12292,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
12293,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
12294,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
12295,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Water
12296,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
12297,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
12298,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
12299,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
12300,Forest,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Forest
12301,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
12302,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
12303,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
12304,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
12305,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
12306,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Water
12307,Forest,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Forest
12308,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
12309,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
12310,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
12311,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
12312,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
12313,Forest,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
12314,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
12315,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
12316,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
12317,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
12318,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
12319,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Water
12320,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Forest
12321,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12322,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
12323,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
12324,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
12325,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
12326,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Forest,Forest
12327,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
12328,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
12329,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
12330,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
12331,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Grassland,Wetland
12332,Forest,Wetland,Water,NULL,Water,Grassland,Grassland,Wetland
12333,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Wetland
12334,Forest,Wetland,Water,NULL,Water,Grassland,Water,Wetland
12335,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Wetland
12336,Forest,Wetland,Water,NULL,Water,Wetland,Grassland,Water
12337,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
12338,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
12339,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
12340,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
12341,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
12342,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
12343,Forest,Wetland,Water,NULL,Water,Water,Grassland,Water
12344,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
12345,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
12346,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
12347,Forest,Wetland,Water,NULL,Water,Water,Water,Water
12348,Forest,Wetland,Water,Non_Water,Water,Grassland,Grassland,Grassland
12349,Forest,Wetland,Water,Non_Water,Water,Grassland,Grassland,Wetland
12350,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Wetland
12351,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Forest
12352,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Wetland
12353,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Wetland
12354,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Water
12355,Forest,Wetland,Water,Non_Water,Water,Wetland,Grassland,Forest
12356,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
12357,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
12358,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
12359,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
12360,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
12361,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
12362,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Wetland
12363,Forest,Wetland,Water,Non_Water,Water,Water,Grassland,Water
12364,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
12365,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
12366,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
12367,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
12368,Forest,Wetland,Water,Water,Water,Grassland,Grassland,Wetland
12369,Forest,Wetland,Water,Water,Water,Grassland,Grassland,Water
12370,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
12371,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Water
12372,Forest,Wetland,Water,Water,Water,Grassland,Water,Wetland
12373,Forest,Wetland,Water,Water,Water,Grassland,Water,Water
12374,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
12375,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Water
12376,Forest,Wetland,Water,Water,Water,Wetland,Grassland,Forest
12377,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
12378,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
12379,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
12380,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
12381,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
12382,Forest,Wetland,Water,Water,Water,Wetland,Forest,Water
12383,Forest,Wetland,Water,Water,Water,Wetland,Forest,Forest
12384,Forest,Wetland,Water,Water,Water,Water,Grassland,Wetland
12385,Forest,Wetland,Water,Water,Water,Water,Grassland,Water
12386,Forest,Wetland,Water,Water,Water,Water,Grassland,Forest
12387,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
12388,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
12389,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
12390,Forest,Wetland,Water,Water,Water,Water,Water,Water
12391,Forest,Wetland,Water,Water,Water,Water,Water,Forest
12392,Forest,Wetland,Water,Water,Water,Water,Forest,Water
12393,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12394,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12395,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
12396,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
12397,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
12398,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
12399,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
12400,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
12401,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
12402,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
12403,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
12404,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
12405,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
12406,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12407,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
12408,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
12409,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
12410,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
12411,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
12412,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
12413,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
12414,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
12415,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
12416,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
12417,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
12418,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
12419,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
12420,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
12421,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
12422,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
12423,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
12424,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Water
12425,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
12426,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
12427,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
12428,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Water
12429,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
12430,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
12431,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
12432,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
12433,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
12434,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
12435,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
12436,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
12437,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
12438,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12439,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
12440,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
12441,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
12442,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
12443,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
12444,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
12445,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12446,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
