Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDU_M_R
8577,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8578,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8579,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8580,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
8581,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
8582,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8583,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
8584,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
8585,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Built-up,Forest
8586,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
8587,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
8588,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
8589,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Forest
8590,Forest,Built-up,Wetland,NULL,Wetland,Water,NULL,Forest
8591,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
8592,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Forest
8593,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,NULL,Forest
8594,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Water,Forest
8595,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Forest,Forest
8596,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
8597,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
8598,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
8599,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
8600,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Built-up
8601,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
8602,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
8603,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8604,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
8605,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
8606,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
8607,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
8608,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8609,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
8610,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
8611,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
8612,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
8613,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
8614,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
8615,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
8616,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
8617,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
8618,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
8619,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
8620,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
8621,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
8622,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Cropland
8623,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
8624,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
8625,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8626,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
8627,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
8628,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
8629,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8630,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
8631,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
8632,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8633,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
8634,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
8635,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
8636,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
8637,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
8638,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
8639,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Forest
8640,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
8641,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
8642,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
8643,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
8644,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8645,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8646,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
8647,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8648,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
8649,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8650,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
8651,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
8652,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
8653,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
8654,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
8655,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
8656,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
8657,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
8658,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
8659,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
8660,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
8661,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8662,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
8663,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8664,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
8665,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
8666,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
8667,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
8668,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
8669,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
8670,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Bareland
8671,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
8672,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
8673,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
8674,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
8675,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Cropland
8676,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
8677,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
8678,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
8679,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
8680,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Forest,Forest,Forest
8681,Forest,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
8682,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
8683,Forest,Built-up,Water,NULL,Water,NULL,NULL,Bareland
8684,Forest,Built-up,Water,NULL,Water,NULL,Bareland,Grassland
8685,Forest,Built-up,Water,NULL,Water,NULL,Built-up,Built-up
8686,Forest,Built-up,Water,NULL,Water,NULL,Water,Forest
8687,Forest,Built-up,Water,NULL,Water,Wetland,NULL,Forest
8688,Forest,Built-up,Water,NULL,Water,Bareland,Water,Bareland
8689,Forest,Built-up,Water,NULL,Water,Forest,Bareland,Forest
8690,Forest,Built-up,Water,NULL,Water,Forest,Built-up,Grassland
8691,Forest,Built-up,Water,NULL,Water,Forest,Forest,Forest
8692,Forest,Built-up,Water,Non_Water,Water,NULL,Bareland,Grassland
8693,Forest,Built-up,Water,Water,Water,Water,Water,Water
8694,Forest,Built-up,Water,Water,Water,Water,Water,Forest
8695,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8696,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
8697,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
8698,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
8699,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8700,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8701,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
8702,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8703,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
8704,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8705,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
8706,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Built-up
8707,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Water
8708,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
8709,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
8710,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
8711,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
8712,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Grassland
8713,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
8714,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
8715,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
8716,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
8717,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Water
8718,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8719,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8720,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8721,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8722,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8723,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8724,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
8725,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
8726,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
8727,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
8728,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
8729,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
8730,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
8731,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
8732,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Built-up,Forest
8733,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
8734,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
8735,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
8736,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
8737,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Built-up
8738,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
8739,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8740,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
8741,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Water
8742,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8743,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Built-up
8744,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8745,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8746,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
8747,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
8748,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8749,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
8750,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
8751,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
8752,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
8753,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8754,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
8755,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
8756,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
8757,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Water
8758,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
8759,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
8760,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
8761,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
8762,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
8763,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
8764,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
8765,Forest,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Water
8766,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Forest
8767,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Water,Forest
8768,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Forest
8769,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
8770,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
8771,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
8772,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8773,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
8774,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8775,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8776,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
8777,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
8778,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Cropland
8779,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
8780,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
8781,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
8782,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
8783,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
8784,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
8785,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8786,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
8787,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8788,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
8789,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
8790,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
8791,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
8792,Forest,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Water
8793,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
8794,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
8795,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
8796,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
8797,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8798,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
8799,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
8800,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
8801,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8802,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
8803,Forest,Water,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
8804,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
8805,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
8806,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
8807,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
8808,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
8809,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8810,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8811,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8812,Forest,Water,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
8813,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
8814,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
8815,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
8816,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8817,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
8818,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
8819,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
8820,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
8821,Forest,Water,NULL,NULL,Non_Wetland,Built-up,Water,Forest
8822,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
8823,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
8824,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
8825,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
8826,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
8827,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
8828,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
8829,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
8830,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
8831,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
8832,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8833,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
8834,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
8835,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
8836,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
8837,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8838,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
8839,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
8840,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
8841,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
8842,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
8843,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
8844,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
8845,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
8846,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
8847,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
8848,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
8849,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
8850,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
8851,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
8852,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
8853,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
8854,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
8855,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
8856,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
8857,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
8858,Forest,Water,NULL,Water,Non_Wetland,Wetland,NULL,Forest
8859,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Water
8860,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
8861,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
8862,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
8863,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
8864,Forest,Water,NULL,Water,Non_Wetland,Forest,NULL,Forest
8865,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
8866,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
8867,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
8868,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
8869,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8870,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8871,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8872,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
8873,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
8874,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8875,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
8876,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8877,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
8878,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
8879,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
8880,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
8881,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
8882,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
8883,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
8884,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
8885,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8886,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8887,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
8888,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
8889,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8890,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
8891,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
8892,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
8893,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
8894,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
8895,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
8896,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
8897,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
8898,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
8899,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
8900,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
8901,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
8902,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
8903,Forest,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
8904,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
8905,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
8906,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Water
8907,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
8908,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
8909,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
8910,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
8911,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
8912,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
8913,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
8914,Forest,Water,Grassland,Water,Non_Wetland,NULL,Grassland,Forest
