Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQM_M_R
10911,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
10912,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
10913,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
10914,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
10915,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
10916,Water,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,NULL
10917,Water,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Water
10918,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
10919,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
10920,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
10921,Water,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
10922,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
10923,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Cropland
10924,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
10925,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
10926,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Cropland
10927,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
10928,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
10929,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
10930,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
10931,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
10932,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
10933,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Water
10934,Water,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
10935,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
10936,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
10937,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
10938,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
10939,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
10940,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,NULL
10941,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,NULL
10942,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
10943,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
10944,Water,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
10945,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,NULL
10946,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
10947,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
10948,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
10949,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
10950,Water,Water,Wetland,Water,Wetland,NULL,Shrubland,Water
10951,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
10952,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
10953,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
10954,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,NULL
10955,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Grassland
10956,Water,Water,Wetland,Water,Wetland,Shrubland,NULL,Water
10957,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
10958,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
10959,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
10960,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
10961,Water,Water,Wetland,Water,Wetland,Shrubland,Grassland,Water
10962,Water,Water,Wetland,Water,Wetland,Shrubland,Water,NULL
10963,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
10964,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
10965,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
10966,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
10967,Water,Water,Wetland,Water,Wetland,Shrubland,Forest,Water
10968,Water,Water,Wetland,Water,Wetland,Shrubland,Forest,Forest
10969,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
10970,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
10971,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
10972,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
10973,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
10974,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Wetland
10975,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Water
10976,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Forest
10977,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
10978,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
10979,Water,Water,Wetland,Water,Wetland,Water,Water,NULL
10980,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
10981,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
10982,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
10983,Water,Water,Wetland,Water,Wetland,Water,Water,Water
10984,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
10985,Water,Water,Wetland,Water,Wetland,Water,Forest,Wetland
10986,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
10987,Water,Water,Wetland,Water,Wetland,Forest,Shrubland,Water
10988,Water,Water,Wetland,Water,Wetland,Forest,Water,Wetland
10989,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
10990,Water,Water,Bareland,NULL,Non_Wetland,NULL,Shrubland,Wetland
10991,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
10992,Water,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10993,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Wetland
10994,Water,Water,Bareland,NULL,Non_Wetland,Built-up,Water,Water
10995,Water,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Wetland
10996,Water,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
10997,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
10998,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
10999,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
11000,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
11001,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
11002,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
11003,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
11004,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
11005,Water,Water,Bareland,Water,Non_Wetland,Built-up,Water,Water
11006,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
11007,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
11008,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
11009,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Wetland
11010,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
11011,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Water,NULL
11012,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
11013,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Wetland
11014,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
11015,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
11016,Water,Water,Water,NULL,Water,NULL,Water,Wetland
11017,Water,Water,Water,NULL,Water,NULL,Water,Water
11018,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Water
11019,Water,Water,Water,NULL,Water,Shrubland,Water,Grassland
11020,Water,Water,Water,NULL,Water,Shrubland,Water,Built-up
11021,Water,Water,Water,NULL,Water,Shrubland,Water,Water
11022,Water,Water,Water,NULL,Water,Shrubland,Water,Forest
11023,Water,Water,Water,NULL,Water,Water,Shrubland,Water
11024,Water,Water,Water,NULL,Water,Water,Grassland,Water
11025,Water,Water,Water,NULL,Water,Water,Water,Grassland
11026,Water,Water,Water,NULL,Water,Water,Water,Water
11027,Water,Water,Water,NULL,Water,Water,Water,Forest
11028,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
11029,Water,Water,Water,Non_Water,Water,Shrubland,NULL,Water
11030,Water,Water,Water,Non_Water,Water,Shrubland,Water,Wetland
11031,Water,Water,Water,Non_Water,Water,Shrubland,Water,Water
11032,Water,Water,Water,Non_Water,Water,Shrubland,Water,Forest
11033,Water,Water,Water,Non_Water,Water,Grassland,Shrubland,Grassland
11034,Water,Water,Water,Non_Water,Water,Bareland,NULL,Grassland
11035,Water,Water,Water,Non_Water,Water,Water,NULL,Water
11036,Water,Water,Water,Non_Water,Water,Water,Shrubland,Water
11037,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
11038,Water,Water,Water,Non_Water,Water,Water,Water,Water
11039,Water,Water,Water,Non_Water,Water,Water,Forest,Water
11040,Water,Water,Water,Water,Water,NULL,NULL,Wetland
11041,Water,Water,Water,Water,Water,NULL,NULL,Bareland
11042,Water,Water,Water,Water,Water,NULL,Water,Water
11043,Water,Water,Water,Water,Water,Shrubland,Shrubland,Wetland
11044,Water,Water,Water,Water,Water,Shrubland,Shrubland,Water
11045,Water,Water,Water,Water,Water,Shrubland,Grassland,Water
11046,Water,Water,Water,Water,Water,Shrubland,Water,NULL
11047,Water,Water,Water,Water,Water,Shrubland,Water,Grassland
11048,Water,Water,Water,Water,Water,Shrubland,Water,Wetland
11049,Water,Water,Water,Water,Water,Shrubland,Water,Water
11050,Water,Water,Water,Water,Water,Shrubland,Water,Forest
11051,Water,Water,Water,Water,Water,Shrubland,Forest,Forest
11052,Water,Water,Water,Water,Water,Bareland,Water,Grassland
11053,Water,Water,Water,Water,Water,Bareland,Water,Water
11054,Water,Water,Water,Water,Water,Built-up,Water,Water
11055,Water,Water,Water,Water,Water,Water,NULL,Wetland
11056,Water,Water,Water,Water,Water,Water,NULL,Water
11057,Water,Water,Water,Water,Water,Water,NULL,Forest
11058,Water,Water,Water,Water,Water,Water,Shrubland,Wetland
11059,Water,Water,Water,Water,Water,Water,Shrubland,Water
11060,Water,Water,Water,Water,Water,Water,Built-up,Water
11061,Water,Water,Water,Water,Water,Water,Water,Grassland
11062,Water,Water,Water,Water,Water,Water,Water,Cropland
11063,Water,Water,Water,Water,Water,Water,Water,Wetland
11064,Water,Water,Water,Water,Water,Water,Water,Bareland
11065,Water,Water,Water,Water,Water,Water,Water,Water
11066,Water,Water,Water,Water,Water,Water,Water,Forest
11067,Water,Water,Water,Water,Water,Water,Forest,Water
11068,Water,Water,Water,Water,Water,Forest,Shrubland,Water
11069,Water,Water,Water,Water,Water,Forest,Water,Wetland
11070,Water,Water,Water,Water,Water,Forest,Water,Water
11071,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11072,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
11073,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11074,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
11075,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
11076,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
11077,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
11078,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
11079,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
11080,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
11081,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11082,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
11083,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
11084,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11085,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11086,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11087,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11088,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
11089,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11090,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11091,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
11092,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
11093,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Cropland
11094,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
11095,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
11096,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
11097,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
11098,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11099,Water,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
11100,Water,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11101,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11102,Water,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
11103,Water,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Water
11104,Water,Water,Forest,NULL,Non_Wetland,Cropland,Water,Grassland
11105,Water,Water,Forest,NULL,Non_Wetland,Cropland,Water,Wetland
11106,Water,Water,Forest,NULL,Non_Wetland,Cropland,Water,Water
11107,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
11108,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
11109,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
11110,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
11111,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
11112,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
11113,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
11114,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
11115,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
11116,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
11117,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
11118,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
11119,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
11120,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
11121,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
11122,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
11123,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
11124,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
11125,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
11126,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
11127,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
11128,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
11129,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
11130,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
11131,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
11132,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
11133,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
11134,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11135,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
11136,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
11137,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
11138,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
11139,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11140,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
11141,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
11142,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
11143,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
11144,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
11145,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Cropland
11146,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
11147,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Cropland
11148,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
11149,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11150,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
11151,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
11152,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
11153,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
11154,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
11155,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
11156,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11157,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
11158,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,NULL
11159,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
11160,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Cropland
11161,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
11162,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,NULL
11163,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
11164,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
11165,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Cropland
11166,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
11167,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,NULL
11168,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
11169,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
11170,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
11171,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,NULL
11172,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
11173,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
11174,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
11175,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
11176,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
11177,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
11178,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
11179,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
11180,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
11181,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
11182,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
11183,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
11184,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
11185,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
11186,Water,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Water
11187,Water,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
11188,Water,Forest,NULL,Water,Non_Wetland,Water,Shrubland,Water
11189,Water,Forest,NULL,Water,Non_Wetland,Water,Water,Bareland
11190,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11191,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
11192,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
11193,Water,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
11194,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11195,Water,Forest,Wetland,NULL,Wetland,Water,Shrubland,Wetland
11196,Water,Forest,Wetland,Non_Water,Wetland,Water,NULL,Wetland
11197,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
11198,Water,Forest,Water,Water,Water,Shrubland,Shrubland,Water
11199,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
11200,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11201,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11202,Water,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
11203,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
11204,Water,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
11205,Water,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
11206,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,NULL
11207,Water,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
11208,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11209,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,Water,Water
11210,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
11211,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,Water,Water
11212,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
11213,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11214,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
11215,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
11216,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
11217,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
11218,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11219,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
11220,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
11221,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
11222,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
11223,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
11224,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
11225,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
11226,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
11227,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
11228,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
11229,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
11230,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
11231,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
11232,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
11233,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
11234,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
11235,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
11236,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,Built-up
11237,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
11238,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
11239,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
11240,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
11241,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
11242,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
11243,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
11244,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
11245,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
11246,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
11247,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11248,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11249,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11250,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11251,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
11252,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11253,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
11254,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11255,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
11256,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11257,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11258,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
11259,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
11260,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
11261,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Wetland
11262,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Water
11263,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
11264,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
11265,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
11266,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
11267,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
11268,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
11269,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
11270,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
11271,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
11272,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
11273,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
