Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NGB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NGB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NGB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NGB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NGB_M_R
717,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
718,Water,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
719,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
720,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
721,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
722,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
723,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
724,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
725,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
726,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
727,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
728,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
729,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
730,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
731,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
732,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
733,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
734,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
735,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
736,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
737,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
738,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
739,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
740,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
741,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
742,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
743,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
744,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
745,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
746,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
747,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
748,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
749,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
750,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
751,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
752,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
753,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
754,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
755,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
756,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
757,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
758,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
759,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
760,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
761,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
762,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
763,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
764,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
765,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
766,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
767,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
768,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
769,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
770,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
771,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
772,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
773,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
774,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
775,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
776,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
777,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
778,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
779,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
780,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
781,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
782,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
783,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
784,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
785,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
786,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
787,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
788,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
789,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
790,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
791,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
792,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
793,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
794,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
795,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
796,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
797,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
798,Water,Water,Wetland,Water,Wetland,Water,Water,Water
799,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
800,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
801,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
802,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
803,Water,Water,Water,NULL,Water,NULL,NULL,Water
804,Water,Water,Water,NULL,Water,NULL,NULL,Forest
805,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
806,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
807,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
808,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
809,Water,Water,Water,NULL,Water,Wetland,Water,Water
810,Water,Water,Water,NULL,Water,Water,NULL,Water
811,Water,Water,Water,NULL,Water,Water,NULL,Forest
812,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
813,Water,Water,Water,NULL,Water,Water,Wetland,Water
814,Water,Water,Water,NULL,Water,Water,Wetland,Forest
815,Water,Water,Water,NULL,Water,Water,Water,Grassland
816,Water,Water,Water,NULL,Water,Water,Water,Wetland
817,Water,Water,Water,NULL,Water,Water,Water,Bareland
818,Water,Water,Water,NULL,Water,Water,Water,Water
819,Water,Water,Water,NULL,Water,Water,Water,Forest
820,Water,Water,Water,NULL,Water,Water,Forest,Water
821,Water,Water,Water,NULL,Water,Water,Forest,Forest
822,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
823,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
824,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
825,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
826,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
827,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
828,Water,Water,Water,Non_Water,Water,Water,NULL,Water
829,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
830,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
831,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
832,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
833,Water,Water,Water,Non_Water,Water,Water,Water,Water
834,Water,Water,Water,Non_Water,Water,Water,Water,Forest
835,Water,Water,Water,Non_Water,Water,Water,Forest,Water
836,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
837,Water,Water,Water,Water,Water,NULL,NULL,Grassland
838,Water,Water,Water,Water,Water,NULL,NULL,Wetland
839,Water,Water,Water,Water,Water,NULL,NULL,Bareland
840,Water,Water,Water,Water,Water,NULL,NULL,Water
841,Water,Water,Water,Water,Water,NULL,NULL,Forest
842,Water,Water,Water,Water,Water,Grassland,Water,Water
843,Water,Water,Water,Water,Water,Wetland,Wetland,Water
844,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
845,Water,Water,Water,Water,Water,Wetland,Water,Grassland
846,Water,Water,Water,Water,Water,Wetland,Water,Water
847,Water,Water,Water,Water,Water,Wetland,Water,Forest
848,Water,Water,Water,Water,Water,Bareland,Water,Water
849,Water,Water,Water,Water,Water,Water,NULL,Water
850,Water,Water,Water,Water,Water,Water,NULL,Forest
851,Water,Water,Water,Water,Water,Water,Wetland,Grassland
852,Water,Water,Water,Water,Water,Water,Wetland,Water
853,Water,Water,Water,Water,Water,Water,Wetland,Forest
854,Water,Water,Water,Water,Water,Water,Water,Grassland
855,Water,Water,Water,Water,Water,Water,Water,Wetland
856,Water,Water,Water,Water,Water,Water,Water,Bareland
857,Water,Water,Water,Water,Water,Water,Water,Water
858,Water,Water,Water,Water,Water,Water,Water,Forest
859,Water,Water,Water,Water,Water,Water,Forest,Water
860,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
861,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
862,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
863,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
864,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
865,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
866,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
867,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
868,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
869,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
870,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
871,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
872,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
873,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
874,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
875,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
876,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
877,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
878,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
879,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
880,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
881,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
882,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
883,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
884,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
885,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
886,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
887,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
888,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
889,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
890,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
891,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
892,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
893,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
894,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
895,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
896,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
897,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
898,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
899,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
900,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
901,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
902,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
903,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
904,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
905,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
906,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
907,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
908,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
909,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
910,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
911,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
912,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
913,Water,Forest,Water,Water,Water,Wetland,NULL,NULL
914,Water,Forest,Water,Water,Water,Wetland,NULL,Grassland
915,Water,Forest,Water,Water,Water,Wetland,NULL,Forest
916,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
917,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
918,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
919,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
920,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
921,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Grassland
922,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Wetland
923,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
924,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
925,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
926,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
927,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
928,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
929,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
930,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
931,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
932,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
933,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
934,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
935,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
936,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
937,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
938,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
939,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
940,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
941,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
942,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
943,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
944,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
945,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
946,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
947,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
948,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
949,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
950,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
951,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
952,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
953,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
954,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
955,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
956,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
957,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
958,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
959,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
960,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
961,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
962,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
963,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
964,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
965,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
966,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
967,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
968,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
969,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
970,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
971,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
972,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
973,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
974,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
975,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
976,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
977,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
978,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
979,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
980,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
981,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
982,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
983,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
984,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
985,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
986,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
987,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
988,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
989,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
990,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
991,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
992,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
993,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
994,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
995,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
996,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
997,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
998,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
999,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1000,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,NULL
1001,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
1002,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
1003,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
1004,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
1005,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1006,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1007,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1008,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1009,Forest,NULL,Wetland,NULL,Wetland,Water,Water,NULL
1010,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1011,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1012,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
1013,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1014,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1015,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1016,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1017,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1018,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1019,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
1020,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1021,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1022,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1023,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1024,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1025,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1026,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1027,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1028,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1029,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1030,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1031,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1032,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1033,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1034,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1035,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
1036,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
1037,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Forest
1038,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
1039,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1040,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1041,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1042,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1043,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1044,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1045,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1046,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1047,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1048,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Built-up
1049,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1050,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
1051,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1052,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1053,Forest,NULL,Water,NULL,Water,Wetland,NULL,NULL
1054,Forest,NULL,Water,NULL,Water,Wetland,NULL,Forest
1055,Forest,NULL,Water,NULL,Water,Wetland,Wetland,NULL
1056,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1057,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1058,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
1059,Forest,NULL,Water,NULL,Water,Wetland,Forest,Wetland
1060,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
1061,Forest,NULL,Water,NULL,Water,Water,Wetland,NULL
1062,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
1063,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
1064,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
1065,Forest,NULL,Water,NULL,Water,Water,Water,Water
1066,Forest,NULL,Water,NULL,Water,Water,Water,Forest
1067,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1068,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1069,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
1070,Forest,NULL,Water,Non_Water,Water,Wetland,NULL,Forest
1071,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1072,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1073,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1074,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1075,Forest,NULL,Water,Water,Water,Wetland,NULL,Grassland
1076,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
1077,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
1078,Forest,NULL,Water,Water,Water,Water,Water,Grassland
1079,Forest,NULL,Water,Water,Water,Water,Water,Wetland
1080,Forest,NULL,Water,Water,Water,Water,Water,Water
1081,Forest,NULL,Water,Water,Water,Water,Water,Forest
1082,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1083,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1084,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1085,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1086,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1087,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1088,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1089,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1090,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1091,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1092,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1093,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1094,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1095,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1096,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1097,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1098,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1099,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1100,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1101,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
