Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQK_M_R
12996,Water,Water,Water,Non_Water,Water,Water,Water,Water
12997,Water,Water,Water,Non_Water,Water,Water,Water,Forest
12998,Water,Water,Water,Non_Water,Water,Forest,NULL,Wetland
12999,Water,Water,Water,Water,Water,NULL,Water,NULL
13000,Water,Water,Water,Water,Water,NULL,Water,Wetland
13001,Water,Water,Water,Water,Water,NULL,Water,Water
13002,Water,Water,Water,Water,Water,Shrubland,NULL,Wetland
13003,Water,Water,Water,Water,Water,Shrubland,Water,Grassland
13004,Water,Water,Water,Water,Water,Shrubland,Water,Wetland
13005,Water,Water,Water,Water,Water,Shrubland,Water,Water
13006,Water,Water,Water,Water,Water,Grassland,NULL,Water
13007,Water,Water,Water,Water,Water,Grassland,Grassland,Wetland
13008,Water,Water,Water,Water,Water,Bareland,Water,Cropland
13009,Water,Water,Water,Water,Water,Bareland,Water,Wetland
13010,Water,Water,Water,Water,Water,Bareland,Water,Water
13011,Water,Water,Water,Water,Water,Water,NULL,NULL
13012,Water,Water,Water,Water,Water,Water,NULL,Grassland
13013,Water,Water,Water,Water,Water,Water,NULL,Wetland
13014,Water,Water,Water,Water,Water,Water,NULL,Water
13015,Water,Water,Water,Water,Water,Water,Shrubland,Wetland
13016,Water,Water,Water,Water,Water,Water,Built-up,Water
13017,Water,Water,Water,Water,Water,Water,Water,NULL
13018,Water,Water,Water,Water,Water,Water,Water,Grassland
13019,Water,Water,Water,Water,Water,Water,Water,Cropland
13020,Water,Water,Water,Water,Water,Water,Water,Wetland
13021,Water,Water,Water,Water,Water,Water,Water,Bareland
13022,Water,Water,Water,Water,Water,Water,Water,Water
13023,Water,Water,Water,Water,Water,Water,Water,Forest
13024,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
13025,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
13026,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
13027,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
13028,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
13029,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13030,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13031,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13032,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
13033,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13034,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
13035,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
13036,Water,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13037,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
13038,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,NULL
13039,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
13040,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
13041,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
13042,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
13043,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
13044,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
13045,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
13046,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
13047,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
13048,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
13049,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
13050,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
13051,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
13052,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
13053,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
13054,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
13055,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
13056,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
13057,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
13058,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
13059,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Cropland
13060,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
13061,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
13062,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13063,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
13064,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Cropland
13065,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
13066,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
13067,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
13068,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
13069,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,NULL
13070,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
13071,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
13072,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
13073,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
13074,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Wetland
13075,Water,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
13076,Water,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
13077,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
13078,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
13079,Water,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
13080,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
13081,Water,Water,Forest,Water,Non_Wetland,Bareland,NULL,Water
13082,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
13083,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
13084,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
13085,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
13086,Water,Water,Forest,Water,Non_Wetland,Water,Shrubland,Forest
13087,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
13088,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
13089,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
13090,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
13091,Water,Water,Forest,Water,Non_Wetland,Forest,Shrubland,NULL
13092,Water,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
13093,Water,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
13094,Water,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Cropland
13095,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
13096,Water,Forest,Wetland,Water,Wetland,Water,Water,Wetland
13097,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
13098,Water,Forest,Water,Water,Water,Water,Water,Wetland
13099,Water,Forest,Water,Water,Water,Water,Water,Water
13100,Water,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
13101,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
13102,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
13103,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
13104,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
13105,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
13106,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
13107,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
13108,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
13109,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
13110,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
13111,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
13112,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13113,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
13114,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
13115,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
13116,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
13117,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
13118,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
13119,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13120,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
13121,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
13122,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
13123,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
13124,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
13125,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
13126,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13127,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
13128,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
13129,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
13130,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
13131,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
13132,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
13133,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
13134,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13135,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
13136,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
13137,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
13138,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
13139,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13140,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
13141,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13142,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13143,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
13144,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
13145,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
13146,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
13147,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
13148,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13149,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13150,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13151,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13152,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
13153,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13154,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13155,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
13156,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
13157,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
13158,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
13159,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
13160,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
13161,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13162,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
13163,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
13164,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
13165,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
13166,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
13167,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
13168,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
13169,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
13170,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
13171,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
13172,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
13173,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
13174,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
13175,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13176,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
13177,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
13178,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
13179,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
13180,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13181,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
13182,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
13183,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
13184,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
13185,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
13186,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
13187,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
13188,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13189,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
13190,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13191,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13192,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
13193,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
13194,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
13195,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
13196,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
13197,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13198,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13199,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13200,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
13201,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13202,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
13203,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
13204,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13205,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13206,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
13207,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
13208,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
13209,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
13210,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
13211,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
13212,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
13213,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
13214,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
13215,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
13216,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
13217,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
13218,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
13219,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13220,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
13221,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Bareland
13222,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
13223,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
13224,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
13225,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
13226,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
13227,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
13228,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
13229,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
13230,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
13231,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
13232,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
13233,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
13234,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
13235,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Water,Water,NULL
13236,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Water,Water,Wetland
13237,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Water,Water,Bareland
13238,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Water,Water,Water
13239,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Bareland
13240,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
13241,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,NULL
13242,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13243,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13244,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,NULL
13245,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13246,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13247,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
13248,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13249,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13250,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
13251,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
13252,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
13253,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
13254,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
13255,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
13256,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
13257,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
13258,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Wetland
13259,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
13260,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
13261,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
13262,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
13263,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
13264,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
13265,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
13266,Permanent_ice_and_snow,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
13267,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
13268,Permanent_ice_and_snow,NULL,Water,NULL,Water,Water,Water,Wetland
13269,Permanent_ice_and_snow,NULL,Water,NULL,Water,Water,Water,Water
13270,Permanent_ice_and_snow,NULL,Water,Water,Water,Bareland,Water,Bareland
13271,Permanent_ice_and_snow,NULL,Water,Water,Water,Water,Water,Wetland
13272,Permanent_ice_and_snow,NULL,Water,Water,Water,Water,Water,Water
13273,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
13274,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13275,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13276,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
13277,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
13278,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13279,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
13280,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13281,Permanent_ice_and_snow,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
13282,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
13283,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13284,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13285,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
13286,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
13287,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13288,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
13289,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
13290,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
13291,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
13292,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
13293,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13294,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13295,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
13296,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
