Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NLJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NLJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NLJ_M_R
713,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
714,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
715,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
716,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
717,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
718,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
719,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
720,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
721,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
722,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
723,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
724,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
725,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
726,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
727,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
728,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
729,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
730,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
731,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
732,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
733,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
734,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
735,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
736,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
737,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
738,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
739,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
740,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
741,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
742,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
743,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
744,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
745,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
746,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
747,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
748,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
749,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
750,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
751,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
752,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
753,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
754,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
755,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
756,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
757,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
758,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
759,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
760,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
761,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
762,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
763,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
764,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
765,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
766,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
767,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
768,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
769,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
770,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
771,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
772,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
773,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
774,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
775,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
776,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
777,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
778,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
779,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
780,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
781,Forest,Water,Water,NULL,Water,NULL,NULL,Water
782,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
783,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
784,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
785,Forest,Water,Water,NULL,Water,NULL,Water,Water
786,Forest,Water,Water,NULL,Water,NULL,Water,Forest
787,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
788,Forest,Water,Water,NULL,Water,Grassland,Water,Water
789,Forest,Water,Water,NULL,Water,Water,Wetland,Bareland
790,Forest,Water,Water,NULL,Water,Water,Wetland,Water
791,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
792,Forest,Water,Water,NULL,Water,Water,Water,Water
793,Forest,Water,Water,NULL,Water,Water,Water,Forest
794,Forest,Water,Water,NULL,Water,Water,Forest,Water
795,Forest,Water,Water,NULL,Water,Water,Forest,Forest
796,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
797,Forest,Water,Water,NULL,Water,Forest,Water,Water
798,Forest,Water,Water,NULL,Water,Forest,Forest,Water
799,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
800,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
801,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
802,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
803,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
804,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
805,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
806,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
807,Forest,Water,Water,Non_Water,Water,NULL,Forest,Water
808,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
809,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Water
810,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
811,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
812,Forest,Water,Water,Non_Water,Water,Water,Water,Water
813,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
814,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
815,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
816,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
817,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
818,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
819,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
820,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
821,Forest,Water,Water,Water,Water,NULL,NULL,Water
822,Forest,Water,Water,Water,Water,NULL,NULL,Forest
823,Forest,Water,Water,Water,Water,NULL,Wetland,Water
824,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
825,Forest,Water,Water,Water,Water,NULL,Water,Water
826,Forest,Water,Water,Water,Water,NULL,Water,Forest
827,Forest,Water,Water,Water,Water,NULL,Forest,Water
828,Forest,Water,Water,Water,Water,NULL,Forest,Forest
829,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
830,Forest,Water,Water,Water,Water,Grassland,Water,Water
831,Forest,Water,Water,Water,Water,Grassland,Water,Forest
832,Forest,Water,Water,Water,Water,Bareland,Water,Water
833,Forest,Water,Water,Water,Water,Water,Wetland,Water
834,Forest,Water,Water,Water,Water,Water,Wetland,Forest
835,Forest,Water,Water,Water,Water,Water,Water,Water
836,Forest,Water,Water,Water,Water,Water,Water,Forest
837,Forest,Water,Water,Water,Water,Water,Forest,Water
838,Forest,Water,Water,Water,Water,Water,Forest,Forest
839,Forest,Water,Water,Water,Water,Forest,Wetland,Water
840,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
841,Forest,Water,Water,Water,Water,Forest,Water,Water
842,Forest,Water,Water,Water,Water,Forest,Water,Forest
843,Forest,Water,Water,Water,Water,Forest,Forest,Water
844,Forest,Water,Water,Water,Water,Forest,Forest,Forest
845,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
846,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
847,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
848,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
849,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
850,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
851,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
852,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
853,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
854,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
855,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
856,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
857,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
858,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
859,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
860,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
861,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
862,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
863,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
864,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
865,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
866,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
867,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
868,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
869,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
870,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
871,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
872,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
873,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
874,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
875,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
876,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
877,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
878,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
879,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
880,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
881,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
882,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
883,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
884,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
885,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
886,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
887,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
888,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
889,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
890,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
891,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
892,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
893,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
894,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
895,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
896,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
897,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
898,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
899,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
900,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
901,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
902,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
903,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
904,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
905,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
906,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
907,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
908,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
909,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
910,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
911,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
912,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
913,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
914,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
915,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
916,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
917,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
918,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
919,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
920,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
921,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
922,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
923,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
924,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
925,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
926,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
927,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
928,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
929,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
930,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
931,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
932,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
933,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
934,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
935,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
936,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
937,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
938,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
939,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
940,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
941,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
942,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
943,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
944,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
945,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
946,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
947,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
948,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
949,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
950,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
951,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
952,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
953,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
954,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
955,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
956,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
957,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
958,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
959,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
960,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
961,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
962,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
963,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
964,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
965,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
966,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
967,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
968,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
969,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
970,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
971,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
972,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
973,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
974,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
975,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
976,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
977,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
978,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
979,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
980,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
981,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
982,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
983,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
984,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
985,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
986,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
987,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
988,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
989,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
990,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Bareland
991,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
992,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
993,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
994,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
995,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Water
996,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
997,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
998,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
999,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1000,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1001,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1002,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1003,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1004,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1005,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
1006,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
1007,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1008,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1009,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1010,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1011,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1012,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1013,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1014,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1015,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1016,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1017,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1018,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1019,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1020,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1021,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
1022,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1023,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1024,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1025,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1026,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1027,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1028,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1029,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1030,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1031,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
1032,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1033,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
1034,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1035,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1036,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1037,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
1038,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1039,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1040,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1041,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
1042,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1043,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1044,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1045,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1046,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1047,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1048,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
1049,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
1050,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1051,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1052,Forest,Forest,Water,NULL,Water,Water,Water,Water
1053,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1054,Forest,Forest,Water,NULL,Water,Water,Forest,Water
1055,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1056,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1057,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1058,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
1059,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1060,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1061,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1062,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1063,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1064,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1065,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1066,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
1067,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1068,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1069,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1070,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1071,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1072,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1073,Forest,Forest,Water,Water,Water,NULL,Water,Water
1074,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1075,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1076,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
1077,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
1078,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
1079,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
1080,Forest,Forest,Water,Water,Water,Bareland,Wetland,Water
1081,Forest,Forest,Water,Water,Water,Bareland,Wetland,Forest
1082,Forest,Forest,Water,Water,Water,Bareland,Water,Water
1083,Forest,Forest,Water,Water,Water,Water,Wetland,Water
1084,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1085,Forest,Forest,Water,Water,Water,Water,Water,Water
1086,Forest,Forest,Water,Water,Water,Water,Water,Forest
1087,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1088,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1089,Forest,Forest,Water,Water,Water,Forest,Water,Water
1090,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1091,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1092,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1093,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1094,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1095,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
