Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPN_M_R
1585,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1586,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1587,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,Water
1588,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Grassland
1589,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Bareland
1590,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Water
1591,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland
1592,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Wetland
1593,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland
1594,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Water
1595,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
1596,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1597,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1598,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Water
1599,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Forest
1600,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Grassland
1601,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Wetland
1602,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Bareland
1603,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Water
1604,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Forest
1605,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Grassland
1606,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Wetland
1607,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Bareland
1608,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Water
1609,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Forest
1610,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland
1611,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland
1612,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Water
1613,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Forest
1614,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL
1615,Bareland,Bareland,Wetland,Water,Wetland,NULL,Grassland
1616,Bareland,Bareland,Wetland,Water,Wetland,NULL,Wetland
1617,Bareland,Bareland,Wetland,Water,Wetland,NULL,Bareland
1618,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water
1619,Bareland,Bareland,Wetland,Water,Wetland,NULL,Forest
1620,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Grassland
1621,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland
1622,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Water
1623,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Forest
1624,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1625,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1626,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Grassland
1627,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Bareland
1628,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Water
1629,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland
1630,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland
1631,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Water
1632,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Forest
1633,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1634,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1635,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Water
1636,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Bareland
1637,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Water
1638,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Forest
1639,Bareland,Bareland,Water,NULL,Water,NULL,Grassland
1640,Bareland,Bareland,Water,NULL,Water,NULL,Wetland
1641,Bareland,Bareland,Water,NULL,Water,NULL,Bareland
1642,Bareland,Bareland,Water,NULL,Water,NULL,Water
1643,Bareland,Bareland,Water,NULL,Water,NULL,Forest
1644,Bareland,Bareland,Water,Non_Water,Water,NULL,Grassland
1645,Bareland,Bareland,Water,Non_Water,Water,NULL,Wetland
1646,Bareland,Bareland,Water,Non_Water,Water,NULL,Bareland
1647,Bareland,Bareland,Water,Non_Water,Water,NULL,Water
1648,Bareland,Bareland,Water,Non_Water,Water,NULL,Forest
1649,Bareland,Bareland,Water,Water,Water,NULL,Grassland
1650,Bareland,Bareland,Water,Water,Water,NULL,Wetland
1651,Bareland,Bareland,Water,Water,Water,NULL,Bareland
1652,Bareland,Bareland,Water,Water,Water,NULL,Water
1653,Bareland,Bareland,Water,Water,Water,NULL,Forest
1654,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL
1655,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
1656,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Wetland
1657,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland
1658,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Water
1659,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
1660,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1661,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Bareland
1662,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Water
1663,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,Forest
1664,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Grassland
1665,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Wetland
1666,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Bareland
1667,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Water
1668,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,Forest
1669,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
1670,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland
1671,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Water
1672,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Forest
1673,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,Grassland
1674,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,Bareland
1675,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,Grassland
1676,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,Bareland
1677,Bareland,Built-up,NULL,Water,Non_Wetland,NULL,Water
1678,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1679,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland
1680,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
1681,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water
1682,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
1683,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1684,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1685,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1686,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,Grassland
1687,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,Bareland
1688,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,Water
1689,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,Forest
1690,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
1691,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland
1692,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
1693,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Water
1694,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
1695,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1696,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,Grassland
1697,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,Bareland
1698,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,Water
1699,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
1700,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland
1701,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Water
1702,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
1703,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1704,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1705,Bareland,Built-up,Cropland,Water,Non_Wetland,NULL,Grassland
1706,Bareland,Built-up,Cropland,Water,Non_Wetland,NULL,Bareland
1707,Bareland,Built-up,Cropland,Water,Non_Wetland,NULL,Water
1708,Bareland,Built-up,Cropland,Water,Non_Wetland,NULL,Forest
1709,Bareland,Built-up,Wetland,NULL,Wetland,NULL,Grassland
1710,Bareland,Built-up,Wetland,NULL,Wetland,NULL,Water
1711,Bareland,Built-up,Wetland,NULL,Wetland,NULL,Forest
1712,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,Bareland
1713,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,Forest
1714,Bareland,Built-up,Wetland,Water,Wetland,NULL,Grassland
1715,Bareland,Built-up,Wetland,Water,Wetland,NULL,Bareland
1716,Bareland,Built-up,Wetland,Water,Wetland,NULL,Water
1717,Bareland,Built-up,Wetland,Water,Wetland,NULL,Forest
1718,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
1719,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland
1720,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest
1721,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1722,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1723,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,Grassland
1724,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,Bareland
1725,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,Water
1726,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
1727,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland
1728,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
1729,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1730,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,Bareland
1731,Bareland,Built-up,Water,NULL,Water,NULL,Grassland
1732,Bareland,Built-up,Water,NULL,Water,NULL,Bareland
1733,Bareland,Built-up,Water,NULL,Water,NULL,Water
1734,Bareland,Built-up,Water,Non_Water,Water,NULL,Grassland
1735,Bareland,Built-up,Water,Non_Water,Water,NULL,Bareland
1736,Bareland,Built-up,Water,Water,Water,NULL,Grassland
1737,Bareland,Built-up,Water,Water,Water,NULL,Bareland
1738,Bareland,Built-up,Water,Water,Water,NULL,Water
1739,Bareland,Built-up,Water,Water,Water,NULL,Forest
1740,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
1741,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland
1742,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Water
1743,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
1744,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland
1745,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Bareland
1746,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest
1747,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,Grassland
1748,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,Bareland
1749,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,Water
1750,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,Forest
1751,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Grassland
1752,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Bareland
1753,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Water
1754,Bareland,Water,NULL,NULL,Non_Wetland,NULL,Forest
1755,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland
1756,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,Bareland
1757,Bareland,Water,NULL,Water,Non_Wetland,NULL,Grassland
1758,Bareland,Water,NULL,Water,Non_Wetland,NULL,Bareland
1759,Bareland,Water,NULL,Water,Non_Wetland,NULL,Water
1760,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL
1761,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
1762,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
1763,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
1764,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1765,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
1766,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1767,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1768,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1769,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
1770,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
1771,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
1772,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Water
1773,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,Forest
1774,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
1775,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Wetland
1776,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
1777,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Water
1778,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
1779,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Grassland
1780,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Bareland
1781,Bareland,Water,Grassland,Water,Non_Wetland,NULL,Water
1782,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
1783,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
1784,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Water
1785,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,Forest
1786,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1787,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest
1788,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Grassland
1789,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Bareland
1790,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Water
1791,Bareland,Water,Cropland,Water,Non_Wetland,NULL,Forest
1792,Bareland,Water,Wetland,NULL,Wetland,NULL,Grassland
1793,Bareland,Water,Wetland,NULL,Wetland,NULL,Wetland
1794,Bareland,Water,Wetland,NULL,Wetland,NULL,Bareland
1795,Bareland,Water,Wetland,NULL,Wetland,NULL,Water
1796,Bareland,Water,Wetland,NULL,Wetland,NULL,Forest
1797,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
1798,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Bareland
1799,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Water
1800,Bareland,Water,Wetland,Non_Water,Wetland,NULL,Forest
1801,Bareland,Water,Wetland,Water,Wetland,NULL,Grassland
1802,Bareland,Water,Wetland,Water,Wetland,NULL,Bareland
1803,Bareland,Water,Wetland,Water,Wetland,NULL,Water
1804,Bareland,Water,Wetland,Water,Wetland,NULL,Forest
1805,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
1806,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,Bareland
1807,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1808,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1809,Bareland,Water,Bareland,Water,Non_Wetland,NULL,Grassland
1810,Bareland,Water,Bareland,Water,Non_Wetland,NULL,Bareland
1811,Bareland,Water,Bareland,Water,Non_Wetland,NULL,Water
1812,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Grassland
1813,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,Bareland
1814,Bareland,Water,Built-up,Water,Non_Wetland,NULL,Bareland
1815,Bareland,Water,Built-up,Water,Non_Wetland,NULL,Water
1816,Bareland,Water,Water,NULL,Water,NULL,Grassland
1817,Bareland,Water,Water,NULL,Water,NULL,Wetland
1818,Bareland,Water,Water,NULL,Water,NULL,Bareland
1819,Bareland,Water,Water,NULL,Water,NULL,Water
1820,Bareland,Water,Water,NULL,Water,NULL,Forest
1821,Bareland,Water,Water,Non_Water,Water,NULL,Bareland
1822,Bareland,Water,Water,Non_Water,Water,NULL,Water
1823,Bareland,Water,Water,Non_Water,Water,NULL,Forest
1824,Bareland,Water,Water,Water,Water,NULL,Grassland
1825,Bareland,Water,Water,Water,Water,NULL,Wetland
1826,Bareland,Water,Water,Water,Water,NULL,Bareland
1827,Bareland,Water,Water,Water,Water,NULL,Water
1828,Bareland,Water,Water,Water,Water,NULL,Forest
1829,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
1830,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Wetland
1831,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Bareland
1832,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Water
1833,Bareland,Water,Forest,NULL,Non_Wetland,NULL,Forest
1834,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
1835,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland
1836,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Water
1837,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
1838,Bareland,Water,Forest,Water,Non_Wetland,NULL,Grassland
1839,Bareland,Water,Forest,Water,Non_Wetland,NULL,Bareland
1840,Bareland,Water,Forest,Water,Non_Wetland,NULL,Water
1841,Bareland,Water,Forest,Water,Non_Wetland,NULL,Forest
1842,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
1843,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Bareland
1844,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Water
1845,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Forest
1846,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,Bareland
1847,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest
1848,Bareland,Forest,NULL,Water,Non_Wetland,NULL,Bareland
1849,Bareland,Forest,NULL,Water,Non_Wetland,NULL,Water
1850,Bareland,Forest,NULL,Water,Non_Wetland,NULL,Forest
1851,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
1852,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
1853,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
1854,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
1855,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1856,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1857,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1858,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1859,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
1860,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,Bareland
1861,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,Water
1862,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
1863,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL
1864,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1865,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland
1866,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Water
1867,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1868,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1869,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
1870,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,Bareland
1871,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,Water
1872,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,Forest
1873,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
1874,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland
1875,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Water
1876,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
1877,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1878,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland
1879,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water
1880,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
1881,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,Grassland
1882,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,Bareland
1883,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,Water
1884,Bareland,Forest,Cropland,Water,Non_Wetland,NULL,Forest
1885,Bareland,Forest,Wetland,NULL,Wetland,NULL,Grassland
1886,Bareland,Forest,Wetland,NULL,Wetland,NULL,Bareland
1887,Bareland,Forest,Wetland,NULL,Wetland,NULL,Water
1888,Bareland,Forest,Wetland,NULL,Wetland,NULL,Forest
1889,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
1890,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,Bareland
1891,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
1892,Bareland,Forest,Wetland,Water,Wetland,NULL,Grassland
1893,Bareland,Forest,Wetland,Water,Wetland,NULL,Bareland
1894,Bareland,Forest,Wetland,Water,Wetland,NULL,Water
1895,Bareland,Forest,Wetland,Water,Wetland,NULL,Forest
1896,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
1897,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland
1898,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
1899,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1900,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,Grassland
1901,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,Bareland
1902,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,Water
1903,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
1904,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland
1905,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
1906,Bareland,Forest,Water,NULL,Water,NULL,Grassland
1907,Bareland,Forest,Water,NULL,Water,NULL,Water
1908,Bareland,Forest,Water,NULL,Water,NULL,Forest
1909,Bareland,Forest,Water,Water,Water,NULL,Grassland
1910,Bareland,Forest,Water,Water,Water,NULL,Bareland
1911,Bareland,Forest,Water,Water,Water,NULL,Water
1912,Bareland,Forest,Water,Water,Water,NULL,Forest
1913,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL
1914,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1915,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
1916,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
1917,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Water
1918,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1919,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
1920,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,Bareland
1921,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
1922,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Grassland
1923,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Wetland
1924,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Bareland
1925,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Water
1926,Bareland,Forest,Forest,Water,Non_Wetland,NULL,Forest
1927,Water,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
1928,Water,NULL,NULL,NULL,Non_Wetland,NULL,Wetland
1929,Water,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
1930,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water
1931,Water,NULL,NULL,NULL,Non_Wetland,NULL,Forest
1932,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland
1933,Water,NULL,NULL,Water,Non_Wetland,NULL,Bareland
1934,Water,NULL,NULL,Water,Non_Wetland,NULL,Water
1935,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
1936,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1937,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
1938,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1939,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
1940,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1941,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1942,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1943,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1944,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
1945,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1946,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1947,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
1948,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
1949,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water
1950,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
1951,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1952,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
1953,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1954,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water
1955,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1956,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1957,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water
1958,Water,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
1959,Water,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
1960,Water,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
1961,Water,NULL,Grassland,Water,Non_Wetland,NULL,Water
1962,Water,NULL,Grassland,Water,Non_Wetland,NULL,Forest
1963,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
