Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKA_M_R
2069,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2070,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Water,Water,Water
2071,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2072,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2073,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2074,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
2075,Permanent_ice_and_snow,NULL,Water,Water,Water,Wetland,Water,Wetland
2076,Permanent_ice_and_snow,NULL,Water,Water,Water,Water,Water,Wetland
2077,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2078,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2079,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2080,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2081,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2082,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2083,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2084,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2085,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
2086,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
2087,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
2088,Permanent_ice_and_snow,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2089,Permanent_ice_and_snow,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
2090,Permanent_ice_and_snow,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2091,Permanent_ice_and_snow,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
2092,Permanent_ice_and_snow,Wetland,Water,Water,Water,Water,Water,Wetland
2093,Permanent_ice_and_snow,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2094,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2095,Permanent_ice_and_snow,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2096,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Wetland
2097,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2098,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2099,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2100,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2101,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2102,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2103,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2104,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2105,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2106,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2107,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2108,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2109,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2110,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2111,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2112,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2113,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2114,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
2115,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2116,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2117,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2118,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2119,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2120,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2121,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
2122,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2123,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2124,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2125,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2126,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2127,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2128,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2129,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
2130,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2131,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
2132,Forest,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
2133,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2134,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
2135,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
2136,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2137,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2138,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2139,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2140,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2141,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2142,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2143,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2144,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2145,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2146,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2147,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2148,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2149,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2150,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2151,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2152,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2153,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2154,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2155,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2156,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2157,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2158,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2159,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2160,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2161,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2162,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
2163,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2164,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2165,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
2166,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2167,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
2168,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2169,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
2170,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2171,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2172,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2173,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2174,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2175,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2176,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2177,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2178,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2179,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2180,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2181,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2182,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2183,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2184,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2185,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2186,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2187,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2188,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2189,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2190,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2191,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2192,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
2193,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2194,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2195,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2196,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2197,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
2198,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2199,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2200,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
2201,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2202,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2203,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2204,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2205,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2206,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
2207,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
2208,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2209,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
2210,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2211,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
2212,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2213,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2214,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2215,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2216,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2217,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2218,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2219,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2220,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2221,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2222,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2223,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2224,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2225,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2226,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
2227,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2228,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2229,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2230,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2231,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2232,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
2233,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2234,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2235,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2236,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2237,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2238,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2239,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2240,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
2241,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2242,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2243,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
2244,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2245,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2246,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2247,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2248,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2249,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2250,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2251,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2252,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2253,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2254,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2255,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2256,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2257,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2258,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
2259,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2260,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2261,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2262,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2263,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
2264,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2265,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
2266,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2267,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2268,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2269,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2270,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
2271,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
2272,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
2273,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2274,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
2275,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
2276,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2277,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2278,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
2279,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
2280,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
2281,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Forest
2282,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Forest
2283,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
2284,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
2285,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2286,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2287,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2288,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2289,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2290,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2291,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2292,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2293,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2294,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2295,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2296,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2297,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2298,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2299,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2300,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2301,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2302,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2303,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2304,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2305,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2306,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2307,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2308,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
2309,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
2310,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Wetland
2311,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
2312,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
2313,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2314,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2315,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2316,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
2317,Forest,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
2318,Forest,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
2319,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2320,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
2321,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
2322,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
2323,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2324,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2325,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
2326,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2327,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2328,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2329,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2330,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2331,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2332,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
2333,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
2334,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Wetland
2335,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2336,Forest,NULL,Water,Non_Water,Water,Bareland,Wetland,Grassland
2337,Forest,NULL,Water,Water,Water,Wetland,Grassland,Grassland
2338,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
2339,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
2340,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
2341,Forest,NULL,Water,Water,Water,Water,Grassland,Grassland
2342,Forest,NULL,Water,Water,Water,Water,Grassland,Wetland
2343,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
2344,Forest,NULL,Water,Water,Water,Water,Water,Grassland
2345,Forest,NULL,Water,Water,Water,Water,Water,Wetland
2346,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2347,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2348,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2349,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2350,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2351,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2352,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2353,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2354,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2355,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2356,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2357,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2358,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2359,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2360,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2361,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2362,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2363,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2364,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2365,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2366,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2367,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2368,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2369,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2370,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2371,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
2372,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2373,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2374,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2375,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2376,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2377,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2378,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2379,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2380,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2381,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2382,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2383,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2384,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2385,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2386,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2387,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2388,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2389,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2390,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
2391,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2392,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
2393,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2394,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
2395,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
2396,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2397,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2398,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
