Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUH_M_R
10654,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
10655,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
10656,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
10657,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
10658,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
10659,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
10660,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10661,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
10662,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
10663,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
10664,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
10665,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
10666,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10667,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
10668,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
10669,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
10670,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
10671,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
10672,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
10673,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
10674,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
10675,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
10676,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
10677,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
10678,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
10679,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
10680,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
10681,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
10682,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
10683,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
10684,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Water
10685,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
10686,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
10687,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
10688,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Cropland
10689,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
10690,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
10691,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
10692,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
10693,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
10694,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
10695,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
10696,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
10697,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
10698,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10699,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
10700,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
10701,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
10702,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
10703,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
10704,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
10705,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
10706,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
10707,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
10708,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
10709,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
10710,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
10711,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
10712,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10713,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
10714,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
10715,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
10716,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10717,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
10718,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
10719,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
10720,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
10721,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
10722,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
10723,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
10724,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
10725,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
10726,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
10727,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
10728,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
10729,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
10730,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
10731,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10732,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
10733,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10734,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
10735,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
10736,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
10737,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
10738,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10739,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
10740,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
10741,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10742,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10743,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
10744,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
10745,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
10746,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
10747,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
10748,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
10749,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10750,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
10751,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
10752,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
10753,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
10754,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
10755,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
10756,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
10757,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
10758,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
10759,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
10760,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
10761,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
10762,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
10763,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
10764,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
10765,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
10766,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
10767,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
10768,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
10769,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
10770,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
10771,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
10772,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
10773,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Water
10774,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
10775,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
10776,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Forest
10777,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
10778,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
10779,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
10780,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
10781,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
10782,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
10783,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Water
10784,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
10785,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Forest
10786,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
10787,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
10788,Forest,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
10789,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
10790,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
10791,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
10792,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
10793,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
10794,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
10795,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
10796,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
10797,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
10798,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
10799,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
10800,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
10801,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
10802,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
10803,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Water
10804,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
10805,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
10806,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
10807,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
10808,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
10809,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
10810,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
10811,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
10812,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
10813,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
10814,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
10815,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Water
10816,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
10817,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
10818,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
10819,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
10820,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
10821,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
10822,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
10823,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
10824,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
10825,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
10826,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
10827,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
10828,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
10829,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
10830,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
10831,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
10832,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
10833,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
10834,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
10835,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Water
10836,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
10837,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
10838,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
10839,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
10840,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
10841,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
10842,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
10843,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
10844,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
10845,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
10846,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
10847,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
10848,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
10849,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
10850,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
10851,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
10852,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
10853,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
10854,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
10855,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
10856,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
10857,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
10858,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
10859,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
10860,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
10861,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
10862,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
10863,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
10864,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
10865,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
10866,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
10867,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
10868,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
10869,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
10870,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
10871,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
10872,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
10873,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
10874,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
10875,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
10876,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
10877,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
10878,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Forest
10879,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
10880,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
10881,Forest,NULL,Wetland,Water,Wetland,NULL,Bareland,Grassland
10882,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
10883,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Water
10884,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Forest
10885,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
10886,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
10887,Forest,NULL,Wetland,Water,Wetland,Grassland,NULL,Forest
10888,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
10889,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
10890,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
10891,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Forest
10892,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
10893,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
10894,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Water
10895,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Forest
10896,Forest,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
10897,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
10898,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Water
10899,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
10900,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
10901,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
10902,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Forest
10903,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
10904,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Bareland
10905,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
10906,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
10907,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
10908,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
10909,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
10910,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
10911,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
10912,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
10913,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10914,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
10915,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
10916,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
10917,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
10918,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
10919,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
10920,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
10921,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
10922,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10923,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10924,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Water
10925,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
10926,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
10927,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,NULL,Wetland
10928,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
10929,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest,Forest,Wetland
10930,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
10931,Forest,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Water
10932,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
10933,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Forest
10934,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
10935,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Forest,Water
10936,Forest,NULL,Bareland,Water,Non_Wetland,Water,NULL,Water
10937,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
10938,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
10939,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
10940,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
10941,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
10942,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
10943,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
10944,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
10945,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
10946,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
10947,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
10948,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
10949,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
10950,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
10951,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
10952,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
10953,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
10954,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
10955,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
10956,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
10957,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
10958,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
10959,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10960,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10961,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
10962,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
10963,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
10964,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
10965,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Water
10966,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
10967,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10968,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
10969,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
10970,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
10971,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
10972,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
10973,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
10974,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
10975,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
10976,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
10977,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
10978,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
10979,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
10980,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
10981,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
10982,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
10983,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
10984,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
10985,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
10986,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
10987,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
10988,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10989,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
10990,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
