Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGB_M_R
4415,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4416,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Forest,Bareland
4417,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
4418,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Built-up
4419,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4420,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4421,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4422,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4423,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4424,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4425,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4426,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4427,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4428,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4429,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
4430,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
4431,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
4432,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
4433,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
4434,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
4435,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
4436,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4437,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
4438,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4439,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4440,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4441,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4442,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4443,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4444,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4445,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4446,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4447,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
4448,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4449,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4450,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4451,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4452,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4453,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4454,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
4455,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4456,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4457,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4458,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4459,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4460,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4461,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4462,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4463,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4464,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4465,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
4466,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
4467,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4468,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Built-up
4469,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
4470,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4471,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4472,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4473,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4474,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4475,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
4476,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4477,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4478,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4479,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4480,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4481,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4482,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4483,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4484,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4485,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4486,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4487,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
4488,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4489,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4490,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4491,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4492,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4493,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4494,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4495,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4496,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4497,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4498,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4499,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4500,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4501,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4502,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4503,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4504,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4505,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
4506,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4507,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
4508,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4509,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4510,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
4511,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4512,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
4513,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
4514,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
4515,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4516,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4517,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4518,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
4519,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
4520,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4521,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4522,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4523,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
4524,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4525,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4526,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4527,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
4528,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
4529,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4530,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4531,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4532,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4533,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
4534,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4535,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4536,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4537,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4538,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
4539,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4540,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4541,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
4542,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4543,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4544,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4545,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4546,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4547,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4548,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4549,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4550,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4551,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4552,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4553,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4554,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
4555,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
4556,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4557,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4558,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4559,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4560,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4561,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4562,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
4563,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4564,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4565,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4566,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4567,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4568,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
4569,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4570,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
4571,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4572,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4573,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4574,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4575,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4576,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4577,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4578,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4579,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4580,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4581,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
4582,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
4583,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4584,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4585,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4586,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4587,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
4588,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Bareland
4589,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
4590,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland,Wetland,Bareland
4591,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4592,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
4593,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4594,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4595,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4596,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4597,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
4598,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Built-up
4599,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
4600,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4601,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4602,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
4603,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
4604,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4605,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4606,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4607,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4608,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4609,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4610,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4611,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4612,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4613,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4614,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4615,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
4616,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4617,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4618,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
4619,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4620,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4621,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4622,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
4623,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
4624,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4625,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
4626,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4627,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4628,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4629,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Water
4630,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
4631,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4632,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Cropland
4633,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4634,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
4635,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
4636,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
4637,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
4638,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4639,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4640,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
4641,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4642,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
4643,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
4644,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
4645,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
4646,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
4647,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4648,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4649,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4650,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4651,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4652,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4653,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
4654,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4655,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4656,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4657,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4658,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4659,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4660,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
4661,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
4662,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4663,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
4664,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4665,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water,NULL,Bareland
4666,Bareland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4667,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4668,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4669,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4670,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4671,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
4672,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4673,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4674,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4675,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4676,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
4677,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4678,Bareland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4679,Bareland,Cropland,Wetland,NULL,Wetland,Forest,NULL,Forest
4680,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4681,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
4682,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
4683,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
4684,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Forest
4685,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4686,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Grassland,Forest
4687,Bareland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
4688,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
4689,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
4690,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4691,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4692,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4693,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Bareland
4694,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
4695,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4696,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4697,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
4698,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
4699,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4700,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
4701,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4702,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4703,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4704,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
4705,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
4706,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
4707,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
4708,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
4709,Bareland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
4710,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4711,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
4712,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4713,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
4714,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4715,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4716,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4717,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4718,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4719,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4720,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4721,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4722,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
4723,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4724,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4725,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4726,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
