Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MVA_M_R
14639,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
14640,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14641,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
14642,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
14643,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14644,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
14645,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14646,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
14647,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
14648,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
14649,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
14650,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
14651,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
14652,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
14653,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
14654,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
14655,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
14656,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
14657,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
14658,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
14659,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
14660,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
14661,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
14662,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
14663,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
14664,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
14665,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
14666,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
14667,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
14668,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
14669,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
14670,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
14671,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
14672,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
14673,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
14674,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Cropland
14675,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
14676,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
14677,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
14678,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
14679,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
14680,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
14681,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
14682,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
14683,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
14684,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
14685,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
14686,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
14687,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
14688,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
14689,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
14690,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
14691,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
14692,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
14693,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14694,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
14695,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14696,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
14697,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
14698,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Cropland
14699,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
14700,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
14701,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
14702,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
14703,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14704,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
14705,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Built-up
14706,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14707,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
14708,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Cropland
14709,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Shrubland,Grassland
14710,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
14711,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
14712,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
14713,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
14714,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Cropland
14715,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
14716,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
14717,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
14718,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
14719,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
14720,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
14721,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
14722,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Cropland
14723,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Built-up
14724,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
14725,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Bareland
14726,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
14727,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
14728,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Built-up
14729,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
14730,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
14731,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
14732,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
14733,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
14734,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Built-up
14735,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
14736,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
14737,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Grassland
14738,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
14739,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
14740,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
14741,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
14742,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14743,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
14744,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
14745,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
14746,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14747,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
14748,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14749,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14750,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14751,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
14752,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14753,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
14754,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
14755,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
14756,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
14757,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
14758,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
14759,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
14760,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14761,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14762,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
14763,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
14764,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
14765,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
14766,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
14767,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
14768,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
14769,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
14770,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
14771,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
14772,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
14773,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
14774,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
14775,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
14776,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
14777,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
14778,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
14779,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
14780,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
14781,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Water
14782,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
14783,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14784,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
14785,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
14786,Forest,NULL,Grassland,Water,Non_Wetland,Shrubland,Water,Grassland
14787,Forest,NULL,Grassland,Water,Non_Wetland,Forest,Shrubland,Water
14788,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
14789,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
14790,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
14791,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
14792,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
14793,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
14794,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
14795,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
14796,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
14797,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
14798,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
14799,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
14800,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
14801,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
14802,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
14803,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
14804,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
14805,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
14806,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
14807,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
14808,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
14809,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
14810,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
14811,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
14812,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
14813,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
14814,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
14815,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
14816,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
14817,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
14818,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
14819,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
14820,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
14821,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
14822,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
14823,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
14824,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
14825,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
14826,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
14827,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
14828,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
14829,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
14830,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
14831,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
14832,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14833,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14834,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
14835,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
14836,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
14837,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
14838,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14839,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
14840,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14841,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
14842,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
14843,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
14844,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
14845,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
14846,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
14847,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
14848,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
14849,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
14850,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
14851,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Water
14852,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
14853,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
14854,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
14855,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
14856,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
14857,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
14858,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
14859,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
14860,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
14861,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
14862,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
14863,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
14864,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
14865,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Built-up
14866,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
14867,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
14868,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
14869,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
14870,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
14871,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
14872,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
14873,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
14874,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14875,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
14876,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
14877,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
14878,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
14879,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
14880,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
14881,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
14882,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
14883,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
14884,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
14885,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
14886,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
14887,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
14888,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
14889,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
14890,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
14891,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Water
14892,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
14893,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
14894,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
14895,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
14896,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
14897,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
14898,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
14899,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
14900,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
14901,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
14902,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
14903,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
14904,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
14905,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
14906,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
14907,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
14908,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
14909,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
14910,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
14911,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
14912,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
14913,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
14914,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
14915,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
14916,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
14917,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
14918,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
14919,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
14920,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
14921,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
14922,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
14923,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
14924,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
14925,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
14926,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
14927,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
14928,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
14929,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
14930,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
14931,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
14932,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
14933,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
14934,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
14935,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
14936,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
14937,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
14938,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
14939,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
14940,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
14941,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
14942,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
14943,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
14944,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
14945,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
14946,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
14947,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
14948,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
14949,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
14950,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
14951,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
14952,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
14953,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
14954,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
14955,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
14956,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
14957,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
