Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NBL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NBL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NBL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NBL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NBL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NBL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NBL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NBL_M_R
1045,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1046,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1047,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1048,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1049,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1050,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1051,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1052,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1053,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1054,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1055,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1056,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1057,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1058,Water,Wetland,Wetland,Water,NULL,NULL,NULL,Grassland
1059,Water,Wetland,Wetland,Water,NULL,NULL,NULL,Water
1060,Water,Wetland,Wetland,Water,NULL,NULL,NULL,Forest
1061,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1062,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1063,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1064,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1065,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1066,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1067,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1068,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1069,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1070,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1071,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1072,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1073,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1074,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1075,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1076,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1077,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1078,Water,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1079,Water,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1080,Water,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1081,Water,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1082,Water,Wetland,Water,NULL,NULL,NULL,NULL,Grassland
1083,Water,Wetland,Water,NULL,NULL,NULL,NULL,Water
1084,Water,Wetland,Water,NULL,NULL,NULL,NULL,Forest
1085,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1086,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1087,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1088,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
1089,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1090,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1091,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1092,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1093,Water,Wetland,Water,Water,NULL,NULL,NULL,Grassland
1094,Water,Wetland,Water,Water,NULL,NULL,NULL,Water
1095,Water,Wetland,Water,Water,NULL,NULL,NULL,Forest
1096,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1097,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1098,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
1099,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1100,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1101,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1102,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1103,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1104,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1105,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1106,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1107,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1108,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1109,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1110,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1111,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1112,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1113,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1114,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1115,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1116,Water,Bareland,Wetland,Water,NULL,NULL,NULL,Water
1117,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1118,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1119,Water,Bareland,Water,Water,NULL,NULL,NULL,Water
1120,Water,Bareland,Water,Water,NULL,NULL,NULL,Forest
1121,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1122,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1123,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1124,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1125,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1126,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1127,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1128,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1129,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1130,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1131,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Built-up
1132,Water,Built-up,Water,NULL,Water,NULL,NULL,Forest
1133,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
1134,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1135,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1136,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1137,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1138,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1139,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1140,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1141,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1142,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1143,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1144,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1145,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1146,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1147,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1148,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1149,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1150,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1151,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1152,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1153,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1154,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1155,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1156,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1157,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1158,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1159,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1160,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1161,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1162,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1163,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1164,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1165,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1166,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1167,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1168,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1169,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1170,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1171,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1172,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1173,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1174,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1175,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1176,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1177,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1178,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1179,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1180,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1181,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1182,Water,Water,Wetland,NULL,NULL,NULL,NULL,Forest
1183,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1184,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1185,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1186,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Built-up
1187,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1188,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1189,Water,Water,Wetland,Non_Water,NULL,NULL,NULL,Wetland
1190,Water,Water,Wetland,Non_Water,NULL,NULL,NULL,Water
1191,Water,Water,Wetland,Non_Water,NULL,NULL,NULL,Forest
1192,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1193,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1194,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1195,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1196,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1197,Water,Water,Wetland,Water,NULL,NULL,NULL,Grassland
1198,Water,Water,Wetland,Water,NULL,NULL,NULL,Wetland
1199,Water,Water,Wetland,Water,NULL,NULL,NULL,Bareland
1200,Water,Water,Wetland,Water,NULL,NULL,NULL,Water
1201,Water,Water,Wetland,Water,NULL,NULL,NULL,Forest
1202,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1203,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1204,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1205,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1206,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1207,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1208,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1209,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1210,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1211,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1212,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1213,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1214,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1215,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1216,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1217,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1218,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1219,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1220,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1221,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
1222,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1223,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1224,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1225,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1226,Water,Water,Water,NULL,NULL,NULL,NULL,Bareland
1227,Water,Water,Water,NULL,NULL,NULL,NULL,Forest
1228,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1229,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1230,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1231,Water,Water,Water,NULL,Water,NULL,NULL,Water
1232,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1233,Water,Water,Water,Non_Water,NULL,NULL,NULL,Wetland
1234,Water,Water,Water,Non_Water,NULL,NULL,NULL,Water
1235,Water,Water,Water,Non_Water,NULL,NULL,NULL,Forest
1236,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1237,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1238,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1239,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1240,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1241,Water,Water,Water,Water,NULL,NULL,NULL,Grassland
1242,Water,Water,Water,Water,NULL,NULL,NULL,Wetland
1243,Water,Water,Water,Water,NULL,NULL,NULL,Bareland
1244,Water,Water,Water,Water,NULL,NULL,NULL,Water
1245,Water,Water,Water,Water,NULL,NULL,NULL,Forest
1246,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1247,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1248,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1249,Water,Water,Water,Water,Water,NULL,NULL,Built-up
1250,Water,Water,Water,Water,Water,NULL,NULL,Water
1251,Water,Water,Water,Water,Water,NULL,NULL,Forest
1252,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1253,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1254,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1255,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1256,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1257,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1258,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1259,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1260,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1261,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1262,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1263,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1264,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1265,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1266,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1267,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1268,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1269,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1270,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1271,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1272,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1273,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1274,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1275,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1276,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1277,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1278,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1279,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1280,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1281,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1282,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1283,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1284,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1285,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1286,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1287,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1288,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1289,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1290,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1291,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1292,Water,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1293,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1294,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1295,Water,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1296,Water,Forest,Water,NULL,Water,NULL,NULL,Water
1297,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1298,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
1299,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1300,Water,Forest,Water,Water,NULL,NULL,NULL,Water
1301,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
1302,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
1303,Water,Forest,Water,Water,Water,NULL,NULL,Water
1304,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1305,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1306,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1307,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1308,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1309,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1310,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1311,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1312,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1313,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1314,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1315,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1316,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1317,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1318,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1319,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1320,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1321,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1322,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1323,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
1324,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1325,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1326,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1327,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1328,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1329,Permanent_ice_and_snow,Wetland,Water,NULL,Water,NULL,NULL,Forest
1330,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Water
1331,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Forest
1332,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1333,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1334,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1335,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
1336,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1337,Permanent_ice_and_snow,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1338,Permanent_ice_and_snow,Built-up,Wetland,Water,Wetland,NULL,NULL,Built-up
1339,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1340,Permanent_ice_and_snow,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1341,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1342,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1343,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1344,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1345,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
1346,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
1347,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
1348,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
1349,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1350,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1351,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1352,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1353,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1354,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1355,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1356,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1357,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Forest
1358,Permanent_ice_and_snow,Forest,Water,Water,Water,NULL,NULL,Forest
1359,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1360,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1361,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1362,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1363,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1364,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1365,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1366,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1367,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1368,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1369,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1370,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1371,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1372,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1373,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1374,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1375,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1376,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1377,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1378,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1379,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1380,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1381,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1382,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1383,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1384,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1385,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1386,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1387,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1388,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1389,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1390,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1391,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1392,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1393,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1394,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1395,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1396,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1397,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1398,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
