Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKP_M_R
3520,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
3521,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3522,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3523,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3524,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3525,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3526,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3527,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3528,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3529,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
3530,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3531,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3532,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
3533,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3534,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3535,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3536,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
3537,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3538,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3539,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3540,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3541,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3542,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
3543,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
3544,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3545,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
3546,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3547,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3548,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
3549,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
3550,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
3551,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
3552,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
3553,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
3554,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3555,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3556,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
3557,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3558,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3559,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3560,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
3561,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3562,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
3563,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
3564,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
3565,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
3566,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
3567,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3568,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3569,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
3570,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
3571,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3572,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
3573,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
3574,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3575,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3576,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
3577,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3578,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
3579,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
3580,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
3581,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
3582,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
3583,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
3584,Wetland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
3585,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
3586,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
3587,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3588,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
3589,Wetland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
3590,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3591,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
3592,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
3593,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
3594,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3595,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
3596,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3597,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3598,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3599,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
3600,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
3601,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
3602,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Wetland
3603,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Forest
3604,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
3605,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Water
3606,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3607,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
3608,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3609,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
3610,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
3611,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
3612,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
3613,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
3614,Wetland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
3615,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3616,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
3617,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
3618,Wetland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
3619,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Water
3620,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
3621,Wetland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3622,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
3623,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3624,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
3625,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3626,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3627,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
3628,Wetland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Water
3629,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
3630,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Water
3631,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3632,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
3633,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
3634,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3635,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
3636,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
3637,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
3638,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3639,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3640,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
3641,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3642,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
3643,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3644,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3645,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
3646,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
3647,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3648,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3649,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
3650,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3651,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
3652,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
3653,Wetland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3654,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Water
3655,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3656,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3657,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
3658,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
3659,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3660,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
3661,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3662,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3663,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3664,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
3665,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
3666,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
3667,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
3668,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3669,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
3670,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
3671,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
3672,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
3673,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
3674,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
3675,Wetland,NULL,Water,NULL,Water,Wetland,Water,Grassland
3676,Wetland,NULL,Water,NULL,Water,Wetland,Water,Bareland
3677,Wetland,NULL,Water,NULL,Water,Bareland,NULL,Grassland
3678,Wetland,NULL,Water,NULL,Water,Bareland,Wetland,Forest
3679,Wetland,NULL,Water,NULL,Water,Bareland,Water,Grassland
3680,Wetland,NULL,Water,NULL,Water,Bareland,Water,Water
3681,Wetland,NULL,Water,NULL,Water,Water,Water,Water
3682,Wetland,NULL,Water,Non_Water,Water,NULL,Water,Water
3683,Wetland,NULL,Water,Non_Water,Water,Cropland,NULL,Water
3684,Wetland,NULL,Water,Non_Water,Water,Cropland,NULL,Forest
3685,Wetland,NULL,Water,Non_Water,Water,Cropland,Water,Forest
3686,Wetland,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
3687,Wetland,NULL,Water,Non_Water,Water,Bareland,Water,Water
3688,Wetland,NULL,Water,Non_Water,Water,Water,NULL,Grassland
3689,Wetland,NULL,Water,Non_Water,Water,Water,NULL,Cropland
3690,Wetland,NULL,Water,Non_Water,Water,Water,NULL,Wetland
3691,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
3692,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Water
3693,Wetland,NULL,Water,Non_Water,Water,Water,Water,Grassland
3694,Wetland,NULL,Water,Non_Water,Water,Water,Water,Cropland
3695,Wetland,NULL,Water,Non_Water,Water,Water,Water,Wetland
3696,Wetland,NULL,Water,Non_Water,Water,Water,Water,Water
3697,Wetland,NULL,Water,Water,Water,NULL,Water,Water
3698,Wetland,NULL,Water,Water,Water,Wetland,NULL,Forest
3699,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
3700,Wetland,NULL,Water,Water,Water,Bareland,Wetland,Grassland
3701,Wetland,NULL,Water,Water,Water,Bareland,Water,Grassland
3702,Wetland,NULL,Water,Water,Water,Bareland,Water,Bareland
3703,Wetland,NULL,Water,Water,Water,Bareland,Water,Water
3704,Wetland,NULL,Water,Water,Water,Water,Wetland,Grassland
3705,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
3706,Wetland,NULL,Water,Water,Water,Water,Water,Water
3707,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3708,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3709,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
3710,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3711,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3712,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
3713,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3714,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
3715,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
3716,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
3717,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3718,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3719,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3720,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3721,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3722,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3723,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3724,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3725,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
3726,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
3727,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3728,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
3729,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3730,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Wetland
3731,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
3732,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
3733,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3734,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3735,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3736,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3737,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
3738,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
3739,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
3740,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3741,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
3742,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
3743,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
3744,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
3745,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
3746,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3747,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3748,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3749,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3750,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
3751,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3752,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3753,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3754,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3755,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
3756,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3757,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3758,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
3759,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
3760,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3761,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3762,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
3763,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3764,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
3765,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
3766,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
3767,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
3768,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
3769,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
3770,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
3771,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
3772,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3773,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
3774,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Cropland
3775,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3776,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
3777,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3778,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3779,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3780,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3781,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3782,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3783,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3784,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3785,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
3786,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3787,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
3788,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
3789,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
3790,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3791,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
3792,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
3793,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
3794,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3795,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3796,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3797,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3798,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3799,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3800,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3801,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3802,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3803,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3804,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3805,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
3806,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Bareland
3807,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3808,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3809,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3810,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
3811,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3812,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3813,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3814,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3815,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
3816,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3817,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3818,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3819,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3820,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3821,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3822,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3823,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3824,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3825,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3826,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3827,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3828,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
3829,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3830,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3831,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
3832,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
3833,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Bareland
3834,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3835,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3836,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
3837,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3838,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3839,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
3840,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Cropland
3841,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
3842,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Built-up
3843,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
3844,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3845,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3846,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3847,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
