Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFF_M_R
1050,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1051,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1052,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1053,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1054,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1055,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1056,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1057,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1058,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1059,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1060,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1061,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1062,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1063,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1064,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1065,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1066,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1067,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1068,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1069,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1070,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1071,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1072,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1073,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1074,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1075,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1076,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1077,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1078,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1079,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1080,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1081,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1082,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1083,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1084,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1085,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1086,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1087,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1088,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1089,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1090,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1091,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1092,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1093,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1094,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1095,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
1096,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
1097,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1098,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1099,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1100,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1101,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1102,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1103,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1104,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1105,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1106,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1107,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1108,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1109,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1110,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1111,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1112,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1113,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1114,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1115,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1116,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1117,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1118,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1119,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1120,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1121,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1122,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1123,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
1124,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1125,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1126,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1127,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1128,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1129,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1130,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1131,Bareland,Forest,Water,Water,Water,NULL,NULL,Wetland
1132,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
1133,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1134,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1135,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1136,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1137,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1138,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1139,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1140,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1141,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1142,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1143,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1144,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1145,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1146,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1147,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1148,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1149,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1150,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1151,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1152,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1153,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1154,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1155,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1156,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1157,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1158,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1159,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1160,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1161,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1162,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1163,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1164,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1165,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1166,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1167,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1168,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1169,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1170,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1171,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1172,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1173,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1174,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1175,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1176,Water,NULL,Water,Water,Water,NULL,NULL,Water
1177,Water,NULL,Water,Water,Water,NULL,NULL,Forest
1178,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1179,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1180,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1181,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1182,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1183,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1184,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1185,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1186,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1187,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1188,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1189,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1190,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1191,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1192,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1193,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1194,Water,Cropland,Water,Water,Water,NULL,NULL,Water
1195,Water,Cropland,Water,Water,Water,NULL,NULL,Forest
1196,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1197,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1198,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1199,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1200,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1201,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1202,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1203,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1204,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1205,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1206,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1207,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1208,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1209,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1210,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1211,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1212,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1213,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1214,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1215,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1216,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1217,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1218,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1219,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1220,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1221,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1222,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1223,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1224,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1225,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1226,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1227,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1228,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1229,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1230,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1231,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1232,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
1233,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1234,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1235,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1236,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1237,Water,Wetland,Water,Water,Water,NULL,NULL,NULL
1238,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1239,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1240,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1241,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1242,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1243,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1244,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1245,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1246,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1247,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1248,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1249,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1250,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1251,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1252,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1253,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1254,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1255,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1256,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1257,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1258,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1259,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1260,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1261,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1262,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1263,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1264,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1265,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1266,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1267,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1268,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1269,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1270,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
1271,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
1272,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1273,Water,Bareland,Water,Water,Water,NULL,NULL,Wetland
1274,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1275,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1276,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
1277,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1278,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1279,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1280,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1281,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1282,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1283,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1284,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1285,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1286,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1287,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1288,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1289,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1290,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1291,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1292,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1293,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1294,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1295,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1296,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1297,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1298,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1299,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1300,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1301,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1302,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1303,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1304,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1305,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1306,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1307,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1308,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1309,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1310,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1311,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1312,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1313,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1314,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1315,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1316,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1317,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1318,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1319,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1320,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1321,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1322,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1323,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1324,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1325,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1326,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1327,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1328,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1329,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1330,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1331,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1332,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1333,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1334,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1335,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1336,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1337,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1338,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1339,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1340,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1341,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1342,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1343,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1344,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1345,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1346,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1347,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1348,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1349,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1350,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1351,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1352,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1353,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1354,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1355,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1356,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1357,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1358,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1359,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1360,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1361,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1362,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1363,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1364,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1365,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1366,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1367,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1368,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1369,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1370,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1371,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1372,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1373,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1374,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1375,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1376,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1377,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1378,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1379,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1380,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1381,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1382,Water,Water,Water,NULL,Water,NULL,NULL,Water
1383,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1384,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
1385,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1386,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
1387,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1388,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1389,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1390,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1391,Water,Water,Water,Water,Water,NULL,NULL,NULL
1392,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1393,Water,Water,Water,Water,Water,NULL,NULL,Cropland
1394,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1395,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1396,Water,Water,Water,Water,Water,NULL,NULL,Water
1397,Water,Water,Water,Water,Water,NULL,NULL,Forest
1398,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1399,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1400,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1401,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1402,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1403,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1404,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1405,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1406,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1407,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1408,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1409,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1410,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1411,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1412,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1413,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
