Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NLN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NLN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NLN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NLN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NLN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NLN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NLN_M_R
791,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Cropland
792,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
793,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water
794,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest
795,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
796,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
797,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
798,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
799,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland
800,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water
801,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest
802,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
803,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
804,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
805,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Cropland
806,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
807,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
808,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Cropland
809,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest
810,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
811,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
812,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
813,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
814,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
815,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
816,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water
817,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
818,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
819,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
820,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
821,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
822,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Water
823,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
824,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland
825,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water
826,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest
827,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
828,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland
829,Forest,Wetland,Wetland,Water,Wetland,NULL,Water
830,Forest,Wetland,Wetland,Water,Wetland,NULL,Forest
831,Forest,Wetland,Water,NULL,Water,NULL,Forest
832,Forest,Wetland,Water,Non_Water,Water,NULL,Water
833,Forest,Wetland,Water,Non_Water,Water,NULL,Forest
834,Forest,Wetland,Water,Water,Water,NULL,Grassland
835,Forest,Wetland,Water,Water,Water,NULL,Wetland
836,Forest,Wetland,Water,Water,Water,NULL,Water
837,Forest,Wetland,Water,Water,Water,NULL,Forest
838,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL
839,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
840,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
841,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water
842,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
843,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
844,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
845,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water
846,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Forest
847,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
848,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
849,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
850,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
851,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
852,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
853,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up
854,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
855,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
856,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
857,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water
858,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
859,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
860,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
861,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
862,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
863,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
864,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water
865,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest
866,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
867,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland
868,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water
869,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest
870,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
871,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
872,Forest,Water,Grassland,Water,Non_Wetland,NULL,Grassland
873,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water
874,Forest,Water,Grassland,Water,Non_Wetland,NULL,Forest
875,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest
876,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland
877,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland
878,Forest,Water,Wetland,NULL,Wetland,NULL,Water
879,Forest,Water,Wetland,NULL,Wetland,NULL,Forest
880,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland
881,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland
882,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water
883,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest
884,Forest,Water,Wetland,Water,Wetland,NULL,Grassland
885,Forest,Water,Wetland,Water,Wetland,NULL,Bareland
886,Forest,Water,Wetland,Water,Wetland,NULL,Water
887,Forest,Water,Wetland,Water,Wetland,NULL,Forest
888,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water
889,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest
890,Forest,Water,Water,NULL,Water,NULL,Grassland
891,Forest,Water,Water,NULL,Water,NULL,Wetland
892,Forest,Water,Water,NULL,Water,NULL,Water
893,Forest,Water,Water,NULL,Water,NULL,Forest
894,Forest,Water,Water,Non_Water,Water,NULL,Grassland
895,Forest,Water,Water,Non_Water,Water,NULL,Wetland
896,Forest,Water,Water,Non_Water,Water,NULL,Water
897,Forest,Water,Water,Non_Water,Water,NULL,Forest
898,Forest,Water,Water,Water,Water,NULL,Grassland
899,Forest,Water,Water,Water,Water,NULL,Wetland
900,Forest,Water,Water,Water,Water,NULL,Water
901,Forest,Water,Water,Water,Water,NULL,Forest
902,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL
903,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland
904,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland
905,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland
906,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water
907,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest
908,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
909,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water
910,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
911,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland
912,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland
913,Forest,Water,Forest,Water,Non_Wetland,NULL,Bareland
914,Forest,Water,Forest,Water,Non_Wetland,NULL,Water
915,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest
916,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest
917,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
918,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
919,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
920,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
921,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
922,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
923,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
924,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water
925,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
926,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL
927,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
928,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
929,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water
930,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
931,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland
932,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
933,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest
934,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
935,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
936,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
937,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL
938,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland
939,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland
940,Forest,Forest,Wetland,NULL,Wetland,NULL,Water
941,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest
942,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
943,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
944,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water
945,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest
946,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland
947,Forest,Forest,Wetland,Water,Wetland,NULL,Water
948,Forest,Forest,Wetland,Water,Wetland,NULL,Forest
949,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
950,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest
951,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
952,Forest,Forest,Water,NULL,Water,NULL,Water
953,Forest,Forest,Water,NULL,Water,NULL,Forest
954,Forest,Forest,Water,Non_Water,Water,NULL,Grassland
955,Forest,Forest,Water,Non_Water,Water,NULL,Water
956,Forest,Forest,Water,Non_Water,Water,NULL,Forest
957,Forest,Forest,Water,Water,Water,NULL,Water
958,Forest,Forest,Water,Water,Water,NULL,Forest
959,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL
960,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
961,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
962,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
963,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water
964,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest
965,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
966,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland
967,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water
968,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
969,Forest,Forest,Forest,Water,Non_Wetland,NULL,Grassland
970,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland
971,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water
972,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest
