Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MPQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MPQ_M_R
841,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
842,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
843,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
844,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL
845,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
846,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
847,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
848,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
849,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
850,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
851,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
852,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
853,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
854,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
855,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
856,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
857,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
858,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
859,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
860,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
861,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
862,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
863,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
864,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
865,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
866,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
867,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
868,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
869,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
870,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
871,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
872,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
873,Bareland,NULL,Cropland,Water,Non_Wetland,Water
874,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
875,Bareland,NULL,Wetland,NULL,Wetland,Forest
876,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
877,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
878,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
879,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
880,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
881,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
882,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
883,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
884,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
885,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
886,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
887,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
888,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
889,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
890,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
891,Bareland,NULL,Bareland,Water,Non_Wetland,Water
892,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
893,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
894,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
895,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
896,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
897,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
898,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
899,Bareland,NULL,Water,NULL,Water,Grassland
900,Bareland,NULL,Water,NULL,Water,Bareland
901,Bareland,NULL,Water,NULL,Water,Water
902,Bareland,NULL,Water,NULL,Water,Forest
903,Bareland,NULL,Water,Water,Water,Grassland
904,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
905,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
906,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
907,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
908,Bareland,NULL,Forest,NULL,Non_Wetland,Water
909,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
910,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
911,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
912,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
913,Bareland,NULL,Forest,Water,Non_Wetland,Water
914,Bareland,NULL,Forest,Water,Non_Wetland,Forest
915,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
916,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
917,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
918,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
919,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
920,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Water
921,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
922,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
923,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
924,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
925,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
926,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
927,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
928,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
929,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
930,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
931,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
932,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
933,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
934,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
935,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water
936,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
937,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
938,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
939,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
940,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
941,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
942,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
943,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
944,Bareland,Cropland,Cropland,Water,Non_Wetland,Forest
945,Bareland,Cropland,Wetland,NULL,Wetland,Bareland
946,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
947,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
948,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
949,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
950,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
951,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
952,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
953,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
954,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
955,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
956,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
957,Bareland,Cropland,Bareland,Water,Non_Wetland,Forest
958,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
959,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
960,Bareland,Cropland,Water,NULL,Water,Grassland
961,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
962,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
963,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
964,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
965,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
966,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Forest
967,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
968,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
969,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
970,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
971,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
972,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
973,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
974,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
975,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
976,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
977,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
978,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
979,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
980,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
981,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
982,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
983,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
984,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
985,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
986,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
987,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
988,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
989,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
990,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
991,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
992,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
993,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
994,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
995,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
996,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
997,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
998,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL
999,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1000,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1001,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1002,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
1003,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1004,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1005,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
1006,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1007,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1008,Bareland,Bareland,Wetland,NULL,Wetland,Water
1009,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1010,Bareland,Bareland,Wetland,Water,Wetland,Water
1011,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
1012,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1013,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1014,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1015,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
1016,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1017,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1018,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1019,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1020,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1021,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1022,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1023,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1024,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1025,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
1026,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1027,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1028,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1029,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
1030,Bareland,Bareland,Water,NULL,Water,Grassland
1031,Bareland,Bareland,Water,NULL,Water,Bareland
1032,Bareland,Bareland,Water,NULL,Water,Water
1033,Bareland,Bareland,Water,NULL,Water,Forest
1034,Bareland,Bareland,Water,Non_Water,Water,Bareland
1035,Bareland,Bareland,Water,Water,Water,Grassland
1036,Bareland,Bareland,Water,Water,Water,Bareland
1037,Bareland,Bareland,Water,Water,Water,Water
1038,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
1039,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1040,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
1041,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1042,Bareland,Bareland,Forest,NULL,Non_Wetland,Built-up
1043,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1044,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
1045,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1046,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1047,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
1048,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
1049,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
1050,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1051,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1052,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1053,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1054,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1055,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1056,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1057,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water
1058,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1059,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1060,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1061,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1062,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1063,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1064,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1065,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1066,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
1067,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1068,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1069,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1070,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1071,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1072,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1073,Bareland,Built-up,Wetland,NULL,Wetland,Forest
1074,Bareland,Built-up,Wetland,Water,Wetland,Water
1075,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
1076,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1077,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1078,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1079,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1080,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water
1081,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1082,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1083,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1084,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Forest
1085,Bareland,Built-up,Bareland,Water,Non_Wetland,Grassland
1086,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1087,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
1088,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1089,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1090,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1091,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1092,Bareland,Built-up,Water,NULL,Water,Bareland
1093,Bareland,Built-up,Water,Water,Water,Water
1094,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
1095,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1096,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1097,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1098,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Forest
1099,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1100,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1101,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1102,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1103,Bareland,Water,Shrubland,NULL,Non_Wetland,Built-up
1104,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1105,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1106,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL
1107,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1108,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1109,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1110,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1111,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1112,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1113,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1114,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
1115,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
1116,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1117,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
1118,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1119,Bareland,Water,Grassland,NULL,Non_Wetland,Built-up
1120,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1121,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1122,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1123,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
1124,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1125,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
1126,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1127,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1128,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1129,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL
1130,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
1131,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
1132,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1133,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
1134,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1135,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
1136,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
1137,Bareland,Water,Cropland,Water,Non_Wetland,Water
1138,Bareland,Water,Wetland,NULL,Wetland,Bareland
1139,Bareland,Water,Wetland,NULL,Wetland,Forest
1140,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1141,Bareland,Water,Wetland,Water,Wetland,Grassland
1142,Bareland,Water,Wetland,Water,Wetland,Bareland
1143,Bareland,Water,Wetland,Water,Wetland,Water
1144,Bareland,Water,Wetland,Water,Wetland,Forest
1145,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1146,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1147,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1148,Bareland,Water,Bareland,NULL,Non_Wetland,Built-up
1149,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1150,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1151,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL
1152,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1153,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1154,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1155,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
1156,Bareland,Water,Bareland,Water,Non_Wetland,NULL
1157,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1158,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1159,Bareland,Water,Bareland,Water,Non_Wetland,Water
1160,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1161,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1162,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
1163,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
1164,Bareland,Water,Water,NULL,Water,Grassland
1165,Bareland,Water,Water,NULL,Water,Bareland
1166,Bareland,Water,Water,NULL,Water,Water
1167,Bareland,Water,Water,NULL,Water,Forest
1168,Bareland,Water,Water,Non_Water,Water,NULL
1169,Bareland,Water,Water,Non_Water,Water,Bareland
1170,Bareland,Water,Water,Non_Water,Water,Forest
1171,Bareland,Water,Water,Water,Water,Grassland
1172,Bareland,Water,Water,Water,Water,Bareland
1173,Bareland,Water,Water,Water,Water,Water
1174,Bareland,Water,Forest,NULL,Non_Wetland,NULL
1175,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1176,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
1177,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1178,Bareland,Water,Forest,NULL,Non_Wetland,Water
1179,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1180,Bareland,Water,Forest,Non_Water,Non_Wetland,Bareland
1181,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1182,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1183,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1184,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1185,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1186,Bareland,Forest,Shrubland,NULL,Non_Wetland,Built-up
1187,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1188,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1189,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
1190,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1191,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
1192,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1193,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1194,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
1195,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1196,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
1197,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1198,Bareland,Forest,Cropland,NULL,Non_Wetland,Built-up
1199,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1200,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Forest
1201,Bareland,Forest,Cropland,Water,Non_Wetland,Grassland
1202,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
1203,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1204,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
1205,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
1206,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Forest
1207,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
1208,Bareland,Forest,Built-up,NULL,Non_Wetland,Forest
1209,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
1210,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1211,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
1212,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1213,Bareland,Forest,Forest,NULL,Non_Wetland,Built-up
1214,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1215,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
1216,Water,NULL,NULL,NULL,Non_Wetland,NULL
1217,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1218,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1219,Water,NULL,NULL,NULL,Non_Wetland,Water
1220,Water,NULL,NULL,NULL,Non_Wetland,Forest
1221,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1222,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1223,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1224,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1225,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1226,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1227,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1228,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1229,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1230,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1231,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1232,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1233,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1234,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1235,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1236,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1237,Water,NULL,Shrubland,Water,Non_Wetland,Water
1238,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1239,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1240,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1241,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1242,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1243,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
1244,Water,NULL,Grassland,NULL,Non_Wetland,Water
1245,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1246,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1247,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1248,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1249,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1250,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1251,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1252,Water,NULL,Cropland,NULL,Non_Wetland,Water
1253,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1254,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
1255,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1256,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1257,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1258,Water,NULL,Cropland,Water,Non_Wetland,Water
