Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVR_M_R
2219,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2220,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
2221,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2222,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2223,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2224,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
2225,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2226,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
2227,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
2228,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2229,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2230,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2231,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2232,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2233,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2234,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2235,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2236,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2237,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2238,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
2239,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2240,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2241,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2242,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2243,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2244,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
2245,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2246,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2247,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2248,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2249,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
2250,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2251,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2252,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
2253,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2254,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2255,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2256,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2257,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2258,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2259,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2260,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2261,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2262,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2263,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
2264,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2265,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2266,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2267,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2268,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
2269,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2270,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
2271,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2272,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
2273,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2274,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2275,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2276,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2277,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2278,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2279,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2280,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
2281,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
2282,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
2283,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
2284,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2285,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
2286,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
2287,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2288,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
2289,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2290,Forest,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
2291,Forest,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
2292,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
2293,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
2294,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
2295,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2296,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
2297,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
2298,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
2299,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2300,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2301,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
2302,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2303,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2304,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2305,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2306,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2307,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2308,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2309,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2310,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2311,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
2312,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2313,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2314,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2315,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2316,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2317,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2318,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2319,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2320,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2321,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
2322,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
2323,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
2324,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
2325,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
2326,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
2327,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2328,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
2329,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2330,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2331,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2332,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2333,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2334,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2335,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
2336,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
2337,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
2338,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
2339,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2340,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
2341,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
2342,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
2343,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
2344,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2345,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
2346,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
2347,Forest,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
2348,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2349,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2350,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
2351,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
2352,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Forest
2353,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
2354,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2355,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2356,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2357,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2358,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2359,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
2360,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
2361,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2362,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
2363,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2364,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2365,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2366,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2367,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2368,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2369,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
2370,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2371,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2372,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
2373,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
2374,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2375,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2376,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2377,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2378,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
2379,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2380,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
2381,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
2382,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
2383,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
2384,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2385,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
2386,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2387,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
2388,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2389,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
2390,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
2391,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
2392,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2393,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2394,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2395,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2396,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2397,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2398,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2399,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2400,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2401,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2402,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2403,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2404,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
2405,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
2406,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
2407,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
2408,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2409,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2410,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2411,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2412,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
2413,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2414,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
2415,Forest,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
2416,Forest,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
2417,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2418,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
2419,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
2420,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
2421,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
2422,Forest,NULL,Bareland,Water,Non_Wetland,Water,Forest,Grassland
2423,Forest,NULL,Bareland,Water,Non_Wetland,Water,Forest,Forest
2424,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2425,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2426,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2427,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2428,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2429,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2430,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2431,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2432,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
2433,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2434,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2435,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
2436,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2437,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2438,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
2439,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
2440,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2441,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
2442,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
2443,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
2444,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Wetland
2445,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
2446,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Forest,Grassland
2447,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
2448,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
2449,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
2450,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
2451,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
2452,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
2453,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
2454,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
2455,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
2456,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
2457,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
2458,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
2459,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
2460,Forest,NULL,Water,NULL,Water,Water,Water,Forest
2461,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
2462,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
2463,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
2464,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
2465,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
2466,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
2467,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Forest
2468,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
2469,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
2470,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Forest
2471,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
2472,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
2473,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
2474,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
2475,Forest,NULL,Water,Non_Water,Water,Water,Forest,Forest
2476,Forest,NULL,Water,Water,Water,Wetland,Grassland,Grassland
2477,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
2478,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
2479,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
2480,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
2481,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
2482,Forest,NULL,Water,Water,Water,Wetland,Water,Water
2483,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
2484,Forest,NULL,Water,Water,Water,Wetland,Forest,Grassland
2485,Forest,NULL,Water,Water,Water,Wetland,Forest,Forest
2486,Forest,NULL,Water,Water,Water,Water,Grassland,Grassland
2487,Forest,NULL,Water,Water,Water,Water,Grassland,Wetland
2488,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
2489,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
2490,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
2491,Forest,NULL,Water,Water,Water,Water,Water,Grassland
2492,Forest,NULL,Water,Water,Water,Water,Water,Wetland
2493,Forest,NULL,Water,Water,Water,Water,Water,Bareland
2494,Forest,NULL,Water,Water,Water,Water,Water,Water
2495,Forest,NULL,Water,Water,Water,Water,Water,Forest
2496,Forest,NULL,Water,Water,Water,Water,Forest,Grassland
2497,Forest,NULL,Water,Water,Water,Water,Forest,Wetland
2498,Forest,NULL,Water,Water,Water,Water,Forest,Forest
2499,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2500,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2501,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2502,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2503,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2504,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2505,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2506,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2507,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2508,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2509,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2510,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2511,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2512,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2513,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2514,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2515,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2516,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2517,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2518,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2519,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2520,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2521,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2522,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2523,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2524,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2525,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2526,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2527,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2528,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2529,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2530,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2531,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2532,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2533,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2534,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2535,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2536,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2537,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2538,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2539,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2540,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2541,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2542,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2543,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2544,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2545,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2546,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2547,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2548,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2549,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2550,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
2551,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2552,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2553,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2554,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2555,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2556,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2557,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2558,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2559,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2560,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2561,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2562,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2563,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
2564,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2565,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2566,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2567,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
2568,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
