Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MVU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MVU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MVU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MVU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MVU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MVU_M_R
886,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
887,Bareland,Cropland,Forest,Water,Non_Wetland,Cropland
888,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
889,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
890,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
891,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
892,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
893,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
894,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
895,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
896,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
897,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
898,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
899,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
900,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
901,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
902,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
903,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
904,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
905,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
906,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
907,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
908,Bareland,Bareland,Wetland,NULL,Wetland,Water
909,Bareland,Bareland,Wetland,NULL,Wetland,Forest
910,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
911,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland
912,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland
913,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
914,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
915,Bareland,Bareland,Wetland,Non_Water,Wetland,Forest
916,Bareland,Bareland,Wetland,Water,Wetland,Grassland
917,Bareland,Bareland,Wetland,Water,Wetland,Wetland
918,Bareland,Bareland,Wetland,Water,Wetland,Bareland
919,Bareland,Bareland,Wetland,Water,Wetland,Water
920,Bareland,Bareland,Wetland,Water,Wetland,Forest
921,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
922,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
923,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
924,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
925,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
926,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
927,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
928,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
929,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
930,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
931,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
932,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
933,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
934,Bareland,Bareland,Water,NULL,Water,Water
935,Bareland,Bareland,Water,NULL,Water,Forest
936,Bareland,Bareland,Water,Non_Water,Water,Grassland
937,Bareland,Bareland,Water,Non_Water,Water,Cropland
938,Bareland,Bareland,Water,Non_Water,Water,Bareland
939,Bareland,Bareland,Water,Non_Water,Water,Water
940,Bareland,Bareland,Water,Non_Water,Water,Forest
941,Bareland,Bareland,Water,Water,Water,Grassland
942,Bareland,Bareland,Water,Water,Water,Wetland
943,Bareland,Bareland,Water,Water,Water,Bareland
944,Bareland,Bareland,Water,Water,Water,Water
945,Bareland,Bareland,Water,Water,Water,Forest
946,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
947,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
948,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
949,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
950,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
951,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
952,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
953,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
954,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
955,Bareland,Bareland,Forest,Water,Non_Wetland,Water
956,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
957,Bareland,Built-up,Wetland,Water,Wetland,Water
958,Bareland,Built-up,Water,Water,Water,Water
959,Bareland,Water,NULL,Non_Water,Non_Wetland,Water
960,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
961,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
962,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
963,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
964,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water
965,Bareland,Water,Cropland,NULL,Non_Wetland,Water
966,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
967,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
968,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
969,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
970,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
971,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
972,Bareland,Water,Cropland,Water,Non_Wetland,Water
973,Bareland,Water,Cropland,Water,Non_Wetland,Forest
974,Bareland,Water,Wetland,NULL,Wetland,Grassland
975,Bareland,Water,Wetland,NULL,Wetland,Forest
976,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
977,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
978,Bareland,Water,Wetland,Non_Water,Wetland,Water
979,Bareland,Water,Wetland,Non_Water,Wetland,Forest
980,Bareland,Water,Wetland,Water,Wetland,Grassland
981,Bareland,Water,Wetland,Water,Wetland,Wetland
982,Bareland,Water,Wetland,Water,Wetland,Bareland
983,Bareland,Water,Wetland,Water,Wetland,Water
984,Bareland,Water,Wetland,Water,Wetland,Forest
985,Bareland,Water,Bareland,NULL,Non_Wetland,Water
986,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
987,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
988,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
989,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
990,Bareland,Water,Bareland,Non_Water,Non_Wetland,Forest
991,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
992,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
993,Bareland,Water,Bareland,Water,Non_Wetland,Water
994,Bareland,Water,Built-up,Water,Non_Wetland,Water
995,Bareland,Water,Water,NULL,Water,Water
996,Bareland,Water,Water,Non_Water,Water,Grassland
997,Bareland,Water,Water,Non_Water,Water,Water
998,Bareland,Water,Water,Non_Water,Water,Forest
999,Bareland,Water,Water,Water,Water,Grassland
1000,Bareland,Water,Water,Water,Water,Wetland
1001,Bareland,Water,Water,Water,Water,Water
1002,Bareland,Water,Water,Water,Water,Forest
1003,Bareland,Water,Forest,NULL,Non_Wetland,Water
1004,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1005,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
1006,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
1007,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1008,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1009,Bareland,Water,Forest,Water,Non_Wetland,Water
1010,Bareland,Water,Forest,Water,Non_Wetland,Forest
1011,Bareland,Forest,Grassland,Water,Non_Wetland,Grassland
1012,Bareland,Forest,Grassland,Water,Non_Wetland,Water
1013,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1014,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
1015,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1016,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Water
1017,Bareland,Forest,Cropland,Water,Non_Wetland,Grassland
1018,Bareland,Forest,Cropland,Water,Non_Wetland,Water
1019,Bareland,Forest,Wetland,NULL,Wetland,Forest
1020,Bareland,Forest,Wetland,Non_Water,Wetland,Water
1021,Bareland,Forest,Wetland,Non_Water,Wetland,Forest
1022,Bareland,Forest,Wetland,Water,Wetland,Grassland
1023,Bareland,Forest,Wetland,Water,Wetland,Water
1024,Bareland,Forest,Wetland,Water,Wetland,Forest
1025,Bareland,Forest,Bareland,Water,Non_Wetland,Bareland
1026,Bareland,Forest,Bareland,Water,Non_Wetland,Water
1027,Bareland,Forest,Water,Water,Water,Water
1028,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1029,Bareland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1030,Bareland,Forest,Forest,Non_Water,Non_Wetland,Water
1031,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
1032,Bareland,Forest,Forest,Water,Non_Wetland,Water
1033,Bareland,Forest,Forest,Water,Non_Wetland,Forest
1034,Water,NULL,NULL,Non_Water,Non_Wetland,Water
1035,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1036,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1037,Water,NULL,Shrubland,Water,Non_Wetland,Water
1038,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1039,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1040,Water,NULL,Cropland,NULL,Non_Wetland,Water
1041,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1042,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1043,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1044,Water,NULL,Cropland,Water,Non_Wetland,Water
1045,Water,NULL,Wetland,NULL,Wetland,Grassland
1046,Water,NULL,Wetland,NULL,Wetland,Wetland
1047,Water,NULL,Wetland,NULL,Wetland,Water
1048,Water,NULL,Wetland,NULL,Wetland,Forest
1049,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1050,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1051,Water,NULL,Wetland,Non_Water,Wetland,Water
1052,Water,NULL,Wetland,Non_Water,Wetland,Forest
1053,Water,NULL,Wetland,Water,Wetland,Grassland
1054,Water,NULL,Wetland,Water,Wetland,Wetland
1055,Water,NULL,Wetland,Water,Wetland,Water
1056,Water,NULL,Wetland,Water,Wetland,Forest
1057,Water,NULL,Bareland,NULL,Non_Wetland,Water
1058,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1059,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1060,Water,NULL,Bareland,Water,Non_Wetland,Water
1061,Water,NULL,Built-up,Non_Water,Non_Wetland,Water
1062,Water,NULL,Water,NULL,Water,Water
1063,Water,NULL,Water,Non_Water,Water,Grassland
1064,Water,NULL,Water,Non_Water,Water,Wetland
1065,Water,NULL,Water,Non_Water,Water,Water
1066,Water,NULL,Water,Non_Water,Water,Forest
1067,Water,NULL,Water,Water,Water,Grassland
1068,Water,NULL,Water,Water,Water,Wetland
1069,Water,NULL,Water,Water,Water,Water
1070,Water,NULL,Water,Water,Water,Forest
1071,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1072,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1073,Water,NULL,Forest,NULL,Non_Wetland,Water
1074,Water,NULL,Forest,NULL,Non_Wetland,Forest
1075,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1076,Water,NULL,Forest,Non_Water,Non_Wetland,Water
1077,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1078,Water,NULL,Forest,Water,Non_Wetland,Grassland
1079,Water,NULL,Forest,Water,Non_Wetland,Wetland
1080,Water,NULL,Forest,Water,Non_Wetland,Water
1081,Water,NULL,Forest,Water,Non_Wetland,Forest
1082,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1083,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1084,Water,Cropland,Wetland,NULL,Wetland,Wetland
1085,Water,Cropland,Wetland,Water,Wetland,Grassland
1086,Water,Cropland,Wetland,Water,Wetland,Wetland
1087,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1088,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1089,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1090,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1091,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1092,Water,Cropland,Forest,Water,Non_Wetland,Wetland
1093,Water,Wetland,Cropland,NULL,Non_Wetland,Water
1094,Water,Wetland,Wetland,NULL,Wetland,Grassland
1095,Water,Wetland,Wetland,NULL,Wetland,Forest
1096,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1097,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1098,Water,Wetland,Wetland,Non_Water,Wetland,Water
1099,Water,Wetland,Wetland,Water,Wetland,Grassland
1100,Water,Wetland,Wetland,Water,Wetland,Wetland
1101,Water,Wetland,Wetland,Water,Wetland,Water
1102,Water,Wetland,Water,Non_Water,Water,Grassland
1103,Water,Wetland,Water,Non_Water,Water,Water
1104,Water,Wetland,Water,Water,Water,Grassland
1105,Water,Wetland,Water,Water,Water,Wetland
1106,Water,Wetland,Water,Water,Water,Water
1107,Water,Wetland,Water,Water,Water,Forest
1108,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1109,Water,Wetland,Forest,NULL,Non_Wetland,Water
1110,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1111,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1112,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1113,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1114,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1115,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water
1116,Water,Bareland,Wetland,NULL,Wetland,Water
1117,Water,Bareland,Wetland,NULL,Wetland,Forest
1118,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
1119,Water,Bareland,Wetland,Non_Water,Wetland,Cropland
1120,Water,Bareland,Wetland,Non_Water,Wetland,Water
1121,Water,Bareland,Wetland,Non_Water,Wetland,Forest
1122,Water,Bareland,Wetland,Water,Wetland,Grassland
1123,Water,Bareland,Wetland,Water,Wetland,Bareland
1124,Water,Bareland,Wetland,Water,Wetland,Water
1125,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1126,Water,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
1127,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1128,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1129,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
1130,Water,Bareland,Bareland,Water,Non_Wetland,Water
1131,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1132,Water,Bareland,Built-up,Non_Water,Non_Wetland,Water
1133,Water,Bareland,Water,NULL,Water,Water
1134,Water,Bareland,Water,Non_Water,Water,Water
1135,Water,Bareland,Water,Non_Water,Water,Forest
1136,Water,Bareland,Water,Water,Water,Grassland
1137,Water,Bareland,Water,Water,Water,Bareland
1138,Water,Bareland,Water,Water,Water,Water
1139,Water,Bareland,Water,Water,Water,Forest
1140,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1141,Water,Bareland,Forest,NULL,Non_Wetland,Water
1142,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1143,Water,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1144,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
1145,Water,Bareland,Forest,Water,Non_Wetland,Water
1146,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1147,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1148,Water,Built-up,Wetland,NULL,Wetland,Grassland
1149,Water,Built-up,Wetland,NULL,Wetland,Forest
1150,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1151,Water,Built-up,Built-up,NULL,Non_Wetland,Water
1152,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1153,Water,Built-up,Water,NULL,Water,Water
1154,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1155,Water,Built-up,Forest,NULL,Non_Wetland,Water
1156,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1157,Water,Water,NULL,NULL,Non_Wetland,Grassland
1158,Water,Water,NULL,NULL,Non_Wetland,Water
1159,Water,Water,NULL,NULL,Non_Wetland,Forest
1160,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1161,Water,Water,NULL,Non_Water,Non_Wetland,Water
1162,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1163,Water,Water,NULL,Water,Non_Wetland,Water
1164,Water,Water,NULL,Water,Non_Wetland,Forest
1165,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1166,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
1167,Water,Water,Shrubland,NULL,Non_Wetland,Water
1168,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1169,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1170,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1171,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1172,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1173,Water,Water,Shrubland,Water,Non_Wetland,Water
1174,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1175,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1176,Water,Water,Grassland,NULL,Non_Wetland,Built-up
1177,Water,Water,Grassland,NULL,Non_Wetland,Water
1178,Water,Water,Grassland,NULL,Non_Wetland,Forest
1179,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1180,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1181,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1182,Water,Water,Grassland,Water,Non_Wetland,Grassland
1183,Water,Water,Grassland,Water,Non_Wetland,Water
1184,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1185,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1186,Water,Water,Cropland,NULL,Non_Wetland,Built-up
1187,Water,Water,Cropland,NULL,Non_Wetland,Water
1188,Water,Water,Cropland,NULL,Non_Wetland,Forest
1189,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1190,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1191,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1192,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1193,Water,Water,Cropland,Water,Non_Wetland,Grassland
1194,Water,Water,Cropland,Water,Non_Wetland,Water
1195,Water,Water,Cropland,Water,Non_Wetland,Forest
1196,Water,Water,Wetland,NULL,Wetland,Grassland
1197,Water,Water,Wetland,NULL,Wetland,Cropland
1198,Water,Water,Wetland,NULL,Wetland,Wetland
1199,Water,Water,Wetland,NULL,Wetland,Bareland
1200,Water,Water,Wetland,NULL,Wetland,Built-up
1201,Water,Water,Wetland,NULL,Wetland,Water
1202,Water,Water,Wetland,NULL,Wetland,Forest
1203,Water,Water,Wetland,Non_Water,Wetland,NULL
1204,Water,Water,Wetland,Non_Water,Wetland,Grassland
1205,Water,Water,Wetland,Non_Water,Wetland,Cropland
1206,Water,Water,Wetland,Non_Water,Wetland,Wetland
1207,Water,Water,Wetland,Non_Water,Wetland,Bareland
1208,Water,Water,Wetland,Non_Water,Wetland,Water
1209,Water,Water,Wetland,Non_Water,Wetland,Forest
1210,Water,Water,Wetland,Water,Wetland,Grassland
1211,Water,Water,Wetland,Water,Wetland,Cropland
1212,Water,Water,Wetland,Water,Wetland,Wetland
1213,Water,Water,Wetland,Water,Wetland,Bareland
1214,Water,Water,Wetland,Water,Wetland,Water
1215,Water,Water,Wetland,Water,Wetland,Forest
1216,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1217,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1218,Water,Water,Bareland,NULL,Non_Wetland,Built-up
1219,Water,Water,Bareland,NULL,Non_Wetland,Water
1220,Water,Water,Bareland,NULL,Non_Wetland,Forest
1221,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1222,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1223,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1224,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1225,Water,Water,Bareland,Water,Non_Wetland,Grassland
1226,Water,Water,Bareland,Water,Non_Wetland,Bareland
1227,Water,Water,Bareland,Water,Non_Wetland,Water
1228,Water,Water,Bareland,Water,Non_Wetland,Forest
1229,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1230,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1231,Water,Water,Built-up,NULL,Non_Wetland,Water
1232,Water,Water,Built-up,NULL,Non_Wetland,Forest
1233,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1234,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1235,Water,Water,Built-up,Water,Non_Wetland,Water
1236,Water,Water,Water,NULL,Water,Grassland
1237,Water,Water,Water,NULL,Water,Wetland
1238,Water,Water,Water,NULL,Water,Built-up
1239,Water,Water,Water,NULL,Water,Water
1240,Water,Water,Water,NULL,Water,Forest
1241,Water,Water,Water,Non_Water,Water,Grassland
1242,Water,Water,Water,Non_Water,Water,Wetland
1243,Water,Water,Water,Non_Water,Water,Bareland
1244,Water,Water,Water,Non_Water,Water,Water
1245,Water,Water,Water,Non_Water,Water,Forest
1246,Water,Water,Water,Water,Water,Grassland
1247,Water,Water,Water,Water,Water,Cropland
1248,Water,Water,Water,Water,Water,Wetland
1249,Water,Water,Water,Water,Water,Water
1250,Water,Water,Water,Water,Water,Forest
1251,Water,Water,Forest,NULL,Non_Wetland,Grassland
1252,Water,Water,Forest,NULL,Non_Wetland,Wetland
1253,Water,Water,Forest,NULL,Non_Wetland,Bareland
1254,Water,Water,Forest,NULL,Non_Wetland,Built-up
1255,Water,Water,Forest,NULL,Non_Wetland,Water
1256,Water,Water,Forest,NULL,Non_Wetland,Forest
1257,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1258,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1259,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1260,Water,Water,Forest,Non_Water,Non_Wetland,Water
1261,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1262,Water,Water,Forest,Water,Non_Wetland,Grassland
1263,Water,Water,Forest,Water,Non_Wetland,Wetland
1264,Water,Water,Forest,Water,Non_Wetland,Water
1265,Water,Water,Forest,Water,Non_Wetland,Forest
1266,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1267,Water,Forest,Cropland,Water,Non_Wetland,Water
1268,Water,Forest,Wetland,NULL,Wetland,Grassland
1269,Water,Forest,Wetland,NULL,Wetland,Water
1270,Water,Forest,Wetland,NULL,Wetland,Forest
1271,Water,Forest,Wetland,Non_Water,Wetland,Grassland
1272,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1273,Water,Forest,Wetland,Non_Water,Wetland,Water
1274,Water,Forest,Wetland,Non_Water,Wetland,Forest
1275,Water,Forest,Wetland,Water,Wetland,Grassland
1276,Water,Forest,Wetland,Water,Wetland,Wetland
1277,Water,Forest,Wetland,Water,Wetland,Water
1278,Water,Forest,Wetland,Water,Wetland,Forest
1279,Water,Forest,Bareland,Water,Non_Wetland,Water
1280,Water,Forest,Water,NULL,Water,Forest
1281,Water,Forest,Water,Non_Water,Water,Grassland
1282,Water,Forest,Water,Non_Water,Water,Water
1283,Water,Forest,Water,Non_Water,Water,Forest
1284,Water,Forest,Water,Water,Water,Grassland
1285,Water,Forest,Water,Water,Water,Wetland
1286,Water,Forest,Water,Water,Water,Water
1287,Water,Forest,Water,Water,Water,Forest
1288,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1289,Water,Forest,Forest,NULL,Non_Wetland,Forest
1290,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1291,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1292,Water,Forest,Forest,Water,Non_Wetland,Grassland
1293,Water,Forest,Forest,Water,Non_Wetland,Water
1294,Water,Forest,Forest,Water,Non_Wetland,Forest
1295,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1296,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1297,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1298,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1299,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1300,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1301,Forest,NULL,NULL,Water,Non_Wetland,Water
1302,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1303,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1304,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1305,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1306,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1307,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
1308,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1309,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1310,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1311,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
1312,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1313,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1314,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1315,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1316,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1317,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1318,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1319,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1320,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1321,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1322,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1323,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1324,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1325,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water
1326,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1327,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1328,Forest,NULL,Cropland,Water,Non_Wetland,Water
1329,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1330,Forest,NULL,Wetland,NULL,Wetland,NULL
1331,Forest,NULL,Wetland,NULL,Wetland,Grassland
1332,Forest,NULL,Wetland,NULL,Wetland,Cropland
1333,Forest,NULL,Wetland,NULL,Wetland,Wetland
1334,Forest,NULL,Wetland,NULL,Wetland,Water
1335,Forest,NULL,Wetland,NULL,Wetland,Forest
1336,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1337,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1338,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
1339,Forest,NULL,Wetland,Non_Water,Wetland,Bareland
1340,Forest,NULL,Wetland,Non_Water,Wetland,Water
1341,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1342,Forest,NULL,Wetland,Water,Wetland,Grassland
