Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LBF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LBF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LBF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LBF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LBF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LBF_M_R
2366,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2367,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2368,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2369,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2370,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2371,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2372,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2373,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2374,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2375,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2376,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2377,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2378,Permanent_ice_and_snow,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2379,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2380,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2381,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2382,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2383,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2384,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2385,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
2386,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
2387,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
2388,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2389,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
2390,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
2391,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
2392,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
2393,Permanent_ice_and_snow,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2394,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2395,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2396,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2397,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2398,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2399,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2400,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2401,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2402,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2403,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2404,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2405,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2406,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2407,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2408,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2409,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2410,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2411,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2412,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2413,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2414,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2415,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2416,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Grassland
2417,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Bareland
2418,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Water
2419,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2420,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
2421,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
2422,Permanent_ice_and_snow,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2423,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2424,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2425,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2426,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2427,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2428,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2429,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2430,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2431,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2432,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2433,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2434,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2435,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2436,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2437,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2438,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2439,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Grassland
2440,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
2441,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2442,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Grassland
2443,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
2444,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
2445,Permanent_ice_and_snow,Water,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
2446,Permanent_ice_and_snow,Water,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2447,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2448,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2449,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2450,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2451,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2452,Permanent_ice_and_snow,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2453,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2454,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2455,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2456,Permanent_ice_and_snow,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2457,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Grassland
2458,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
2459,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Water
2460,Permanent_ice_and_snow,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2461,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
2462,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
2463,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
2464,Permanent_ice_and_snow,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2465,Permanent_ice_and_snow,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2466,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2467,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2468,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2469,Permanent_ice_and_snow,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2470,Permanent_ice_and_snow,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2471,Permanent_ice_and_snow,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
2472,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2473,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2474,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2475,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2476,Permanent_ice_and_snow,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2477,Permanent_ice_and_snow,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2478,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2479,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2480,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2481,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2482,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2483,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2484,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2485,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2486,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2487,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2488,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2489,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
2490,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2491,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2492,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2493,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2494,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2495,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2496,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2497,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2498,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2499,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2500,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2501,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2502,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2503,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2504,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
2505,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
2506,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
2507,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2508,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2509,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2510,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2511,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2512,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2513,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2514,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2515,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2516,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2517,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2518,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2519,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2520,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2521,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2522,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2523,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2524,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2525,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2526,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2527,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2528,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
2529,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2530,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2531,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2532,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2533,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2534,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2535,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2536,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2537,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2538,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2539,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2540,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2541,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2542,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2543,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2544,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
2545,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2546,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
2547,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2548,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2549,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2550,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2551,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2552,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2553,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2554,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2555,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2556,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2557,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2558,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2559,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
2560,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2561,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2562,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2563,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2564,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2565,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2566,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2567,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2568,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2569,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2570,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2571,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2572,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2573,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
2574,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2575,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2576,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2577,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2578,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2579,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2580,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2581,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2582,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2583,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2584,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2585,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2586,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2587,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2588,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2589,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2590,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2591,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2592,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2593,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2594,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
2595,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2596,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
2597,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2598,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2599,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2600,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
2601,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2602,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2603,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2604,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
2605,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2606,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2607,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2608,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2609,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2610,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2611,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2612,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2613,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2614,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2615,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2616,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2617,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2618,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2619,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2620,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2621,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2622,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2623,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2624,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2625,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2626,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2627,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2628,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2629,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2630,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2631,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2632,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2633,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2634,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2635,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2636,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2637,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2638,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2639,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2640,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2641,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2642,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2643,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2644,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2645,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2646,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2647,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2648,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
2649,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2650,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2651,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2652,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2653,Forest,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2654,Forest,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2655,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2656,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2657,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2658,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2659,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2660,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2661,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2662,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2663,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2664,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2665,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
2666,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2667,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2668,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2669,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2670,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
