Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQN_M_R
848,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
849,Cropland,Bareland,Built-up,NULL,Non_Wetland,Built-up
850,Cropland,Bareland,Built-up,NULL,Non_Wetland,Forest
851,Cropland,Bareland,Water,NULL,Water,Forest
852,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
853,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
854,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland
855,Cropland,Bareland,Forest,NULL,Non_Wetland,Built-up
856,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
857,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
858,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
859,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
860,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
861,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
862,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Water
863,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
864,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Water
865,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
866,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
867,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
868,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
869,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
870,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
871,Cropland,Built-up,Grassland,NULL,Non_Wetland,Water
872,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
873,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
874,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
875,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
876,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
877,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
878,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
879,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
880,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
881,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
882,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
883,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
884,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
885,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
886,Cropland,Built-up,Bareland,NULL,Non_Wetland,Water
887,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
888,Cropland,Built-up,Bareland,Water,Non_Wetland,Bareland
889,Cropland,Built-up,Bareland,Water,Non_Wetland,Water
890,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
891,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
892,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
893,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
894,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
895,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
896,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
897,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
898,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
899,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
900,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Cropland
901,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
902,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
903,Cropland,Water,Shrubland,NULL,Non_Wetland,Built-up
904,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
905,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
906,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
907,Cropland,Water,Shrubland,Water,Non_Wetland,Water
908,Cropland,Water,Grassland,NULL,Non_Wetland,Built-up
909,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
910,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
911,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
912,Cropland,Water,Cropland,NULL,Non_Wetland,Water
913,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
914,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland
915,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
916,Cropland,Water,Cropland,Water,Non_Wetland,Forest
917,Cropland,Water,Wetland,Water,Wetland,Water
918,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
919,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
920,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
921,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
922,Cropland,Water,Bareland,Water,Non_Wetland,Water
923,Cropland,Water,Water,Water,Water,Forest
924,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
925,Cropland,Water,Forest,NULL,Non_Wetland,Water
926,Cropland,Water,Forest,NULL,Non_Wetland,Forest
927,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
928,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
929,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
930,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
931,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
932,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
933,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
934,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
935,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
936,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
937,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
938,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
939,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
940,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
941,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
942,Cropland,Forest,Cropland,NULL,Non_Wetland,Water
943,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
944,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
945,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
946,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
947,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
948,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
949,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
950,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
951,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
952,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
953,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
954,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
955,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
956,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
957,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
958,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
959,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
960,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
961,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
962,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
963,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
964,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
965,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
966,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
967,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
968,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
969,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
970,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
971,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
972,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
973,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
974,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
975,Wetland,NULL,Cropland,NULL,Non_Wetland,Built-up
976,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
977,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
978,Wetland,NULL,Cropland,Water,Non_Wetland,Water
979,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
980,Wetland,NULL,Wetland,Water,Wetland,Cropland
981,Wetland,NULL,Wetland,Water,Wetland,Water
982,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
983,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
984,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
985,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
986,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water
987,Wetland,NULL,Bareland,Water,Non_Wetland,Water
988,Wetland,NULL,Bareland,Water,Non_Wetland,Forest
989,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
990,Wetland,NULL,Water,NULL,Water,Forest
991,Wetland,NULL,Water,Non_Water,Water,Cropland
992,Wetland,NULL,Water,Water,Water,Cropland
993,Wetland,NULL,Water,Water,Water,Water
994,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
995,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
996,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
997,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
998,Wetland,NULL,Forest,NULL,Non_Wetland,Water
999,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1000,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water
1001,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
1002,Wetland,NULL,Forest,Water,Non_Wetland,Water
1003,Wetland,Cropland,Wetland,Water,Wetland,Water
1004,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1005,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1006,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
1007,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1008,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1009,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
1010,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1011,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
1012,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1013,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1014,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1015,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
1016,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1017,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1018,Wetland,Wetland,Wetland,Water,Wetland,Cropland
1019,Wetland,Wetland,Wetland,Water,Wetland,Water
1020,Wetland,Wetland,Water,NULL,Water,Wetland
1021,Wetland,Wetland,Water,NULL,Water,Water
1022,Wetland,Wetland,Water,Water,Water,Cropland
1023,Wetland,Wetland,Water,Water,Water,Wetland
1024,Wetland,Wetland,Water,Water,Water,Water
1025,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
1026,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1027,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland
1028,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1029,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1030,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
1031,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1032,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
1033,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1034,Wetland,Wetland,Forest,Water,Non_Wetland,Cropland
1035,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1036,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1037,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
1038,Wetland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1039,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland
1040,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1041,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
1042,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1043,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
1044,Wetland,Water,Shrubland,Water,Non_Wetland,Water
1045,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
1046,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
1047,Wetland,Water,Wetland,Water,Wetland,Water
1048,Wetland,Water,Water,Non_Water,Water,Water
1049,Wetland,Water,Water,Water,Water,Water
1050,Wetland,Water,Forest,NULL,Non_Wetland,Water
1051,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1052,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1053,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1054,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1055,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1056,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1057,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1058,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1059,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1060,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1061,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1062,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1063,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1064,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1065,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1066,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL
1067,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1068,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
1069,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1070,Bareland,NULL,Shrubland,Water,Non_Wetland,Built-up
1071,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1072,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
1073,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1074,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1075,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1076,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1077,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1078,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
1079,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1080,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1081,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1082,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1083,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
1084,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1085,Bareland,NULL,Grassland,Water,Non_Wetland,Water
1086,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
1087,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1088,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
1089,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1090,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1091,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
1092,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1093,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
1094,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
1095,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1096,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Built-up
1097,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1098,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
1099,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1100,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
1101,Bareland,NULL,Cropland,Water,Non_Wetland,Water
1102,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
1103,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1104,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1105,Bareland,NULL,Wetland,NULL,Wetland,Water
1106,Bareland,NULL,Wetland,Non_Water,Wetland,NULL
1107,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
1108,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
1109,Bareland,NULL,Wetland,Water,Wetland,Grassland
1110,Bareland,NULL,Wetland,Water,Wetland,Bareland
1111,Bareland,NULL,Wetland,Water,Wetland,Water
1112,Bareland,NULL,Wetland,Water,Wetland,Forest
1113,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1114,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1115,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
1116,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1117,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1118,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
1119,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1120,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
1121,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1122,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
1123,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1124,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Built-up
1125,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
1126,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
1127,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
1128,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1129,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
1130,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1131,Bareland,NULL,Bareland,Water,Non_Wetland,Built-up
1132,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1133,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
1134,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1135,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1136,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
1137,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1138,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1139,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1140,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1141,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1142,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1143,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1144,Bareland,NULL,Water,NULL,Water,Grassland
1145,Bareland,NULL,Water,NULL,Water,Bareland
1146,Bareland,NULL,Water,NULL,Water,Water
1147,Bareland,NULL,Water,NULL,Water,Forest
1148,Bareland,NULL,Water,Non_Water,Water,Grassland
1149,Bareland,NULL,Water,Non_Water,Water,Water
1150,Bareland,NULL,Water,Non_Water,Water,Forest
1151,Bareland,NULL,Water,Water,Water,Grassland
1152,Bareland,NULL,Water,Water,Water,Cropland
1153,Bareland,NULL,Water,Water,Water,Bareland
1154,Bareland,NULL,Water,Water,Water,Water
1155,Bareland,NULL,Water,Water,Water,Forest
1156,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1157,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1158,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
1159,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1160,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
1161,Bareland,NULL,Forest,NULL,Non_Wetland,Water
1162,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1163,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL
1164,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland
1165,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water
1166,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
1167,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
1168,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
1169,Bareland,NULL,Forest,Water,Non_Wetland,Water
1170,Bareland,NULL,Forest,Water,Non_Wetland,Forest
1171,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
1172,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1173,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1174,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1175,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1176,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
1177,Bareland,Cropland,Shrubland,Water,Non_Wetland,Water
1178,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
1179,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1180,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1181,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
1182,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
1183,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1184,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
1185,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
1186,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1187,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1188,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1189,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
1190,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
1191,Bareland,Cropland,Cropland,Water,Non_Wetland,Forest
1192,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
1193,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1194,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
1195,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
1196,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
1197,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
1198,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
1199,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
1200,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1201,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
1202,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1203,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1204,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1205,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
1206,Bareland,Cropland,Forest,NULL,Non_Wetland,Built-up
1207,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1208,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1209,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1210,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
1211,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1212,Bareland,Wetland,Grassland,NULL,Non_Wetland,Built-up
1213,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1214,Bareland,Wetland,Built-up,NULL,Non_Wetland,Built-up
1215,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1216,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1217,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1218,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1219,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1220,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1221,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1222,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1223,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1224,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1225,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1226,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1227,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
1228,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1229,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1230,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1231,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
1232,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1233,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1234,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1235,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1236,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
1237,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1238,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1239,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1240,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
1241,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1242,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1243,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1244,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1245,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1246,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1247,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1248,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1249,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1250,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1251,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1252,Bareland,Bareland,Wetland,Water,Wetland,Water
1253,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
1254,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1255,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1256,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1257,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
1258,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1259,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1260,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1261,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
1262,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1263,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
1264,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
