Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDD_M_R
15924,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
15925,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
15926,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
15927,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
15928,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
15929,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
15930,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Water
15931,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
15932,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
15933,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
15934,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
15935,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
15936,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
15937,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
15938,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
15939,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
15940,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
15941,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
15942,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
15943,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
15944,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
15945,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
15946,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,NULL
15947,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
15948,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
15949,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
15950,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
15951,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,NULL
15952,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
15953,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
15954,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
15955,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
15956,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
15957,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
15958,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
15959,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
15960,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
15961,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
15962,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
15963,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland,Water,Grassland
15964,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
15965,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
15966,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
15967,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
15968,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
15969,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
15970,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
15971,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
15972,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Forest
15973,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
15974,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
15975,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
15976,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
15977,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
15978,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
15979,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
15980,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
15981,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
15982,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
15983,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
15984,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
15985,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
15986,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
15987,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
15988,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
15989,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
15990,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
15991,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
15992,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15993,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
15994,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
15995,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
15996,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
15997,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
15998,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
15999,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
16000,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
16001,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
16002,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
16003,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
16004,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
16005,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
16006,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
16007,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
16008,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
16009,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
16010,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
16011,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
16012,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
16013,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
16014,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
16015,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
16016,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
16017,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
16018,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
16019,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
16020,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
16021,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
16022,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
16023,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
16024,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
16025,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
16026,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
16027,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
16028,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
16029,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
16030,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
16031,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
16032,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
16033,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
16034,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
16035,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
16036,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
16037,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
16038,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
16039,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
16040,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
16041,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
16042,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
16043,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
16044,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
16045,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
16046,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
16047,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
16048,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Water
16049,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
16050,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
16051,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
16052,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
16053,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
16054,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
16055,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Water
16056,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
16057,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
16058,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16059,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
16060,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16061,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16062,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
16063,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16064,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
16065,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16066,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
16067,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
16068,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
16069,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
16070,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
16071,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
16072,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
16073,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
16074,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
16075,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
16076,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
16077,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
16078,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
16079,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
16080,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16081,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
16082,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
16083,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
16084,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16085,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
16086,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
16087,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
16088,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
16089,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
16090,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
16091,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
16092,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
16093,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
16094,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
16095,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
16096,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
16097,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
16098,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
16099,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
16100,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
16101,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
16102,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
16103,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
16104,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
16105,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
16106,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
16107,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
16108,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
16109,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
16110,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
16111,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Water,Forest
16112,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
16113,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
16114,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
16115,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
16116,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
16117,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
16118,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
16119,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
16120,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
16121,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
16122,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
16123,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
16124,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
16125,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
16126,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
16127,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
16128,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
16129,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
16130,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
16131,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
16132,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
16133,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
16134,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
16135,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
16136,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
16137,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
16138,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
16139,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
16140,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
16141,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
16142,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Wetland
16143,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Water
16144,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
16145,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
16146,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
16147,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
16148,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
16149,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Water
16150,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
16151,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
16152,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
16153,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
16154,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
16155,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Bareland
16156,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
16157,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
16158,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
16159,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
16160,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
16161,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
16162,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
16163,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
16164,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
16165,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16166,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
16167,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
16168,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16169,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
16170,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
16171,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
16172,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
16173,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
16174,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
16175,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
16176,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
16177,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
16178,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
16179,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
16180,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
16181,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
16182,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16183,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16184,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
16185,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
16186,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
16187,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
16188,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
16189,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Water
16190,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
16191,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
16192,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
16193,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
16194,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Wetland
16195,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
16196,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
16197,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
16198,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
16199,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
16200,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
16201,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
16202,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
16203,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
16204,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
16205,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
16206,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
16207,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
16208,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
16209,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
16210,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
16211,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
16212,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
16213,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
16214,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
16215,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
16216,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
16217,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
16218,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
16219,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
16220,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
16221,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
16222,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
16223,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Bareland
16224,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Water
16225,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
16226,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
16227,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
16228,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
16229,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
16230,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
16231,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
16232,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
16233,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
16234,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
16235,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
16236,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
16237,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
16238,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
16239,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
16240,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
16241,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
16242,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
16243,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
16244,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
16245,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
16246,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
16247,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
16248,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
