Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LLL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LLL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LLL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LLL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LLL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LLL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LLL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LLL_M_R
1035,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1036,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1037,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1038,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1039,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1040,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1041,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1042,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1043,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1044,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1045,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1046,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1047,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1048,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1049,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1050,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1051,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1052,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1053,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,NULL
1054,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1055,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1056,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1057,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1058,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1059,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1060,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1061,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1062,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1063,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1064,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1065,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1066,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1067,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1068,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1069,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1070,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1071,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1072,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1073,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1074,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1075,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1076,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1077,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1078,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1079,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1080,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1081,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1082,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1083,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1084,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1085,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1086,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1087,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1088,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1089,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1090,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1091,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1092,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1093,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1094,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1095,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1096,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1097,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1098,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1099,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1100,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1101,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1102,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1103,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1104,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1105,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1106,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1107,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
1108,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1109,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
1110,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1111,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1112,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1113,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1114,Wetland,Wetland,Water,Water,Water,NULL,NULL,NULL
1115,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1116,Wetland,Wetland,Water,Water,Water,NULL,NULL,Cropland
1117,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1118,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1119,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
1120,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1121,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1122,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1123,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1124,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1125,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1126,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1127,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1128,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,NULL
1129,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1130,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1131,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1132,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1133,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1134,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1135,Wetland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1136,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1137,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1138,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1139,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1140,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1141,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1142,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1143,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1144,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1145,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1146,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1147,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1148,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1149,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1150,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1151,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1152,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1153,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1154,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1155,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1156,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1157,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1158,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1159,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1160,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1161,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1162,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1163,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1164,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1165,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1166,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1167,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1168,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1169,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1170,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1171,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1172,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1173,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1174,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1175,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1176,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1177,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1178,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1179,Wetland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1180,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
1181,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
1182,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
1183,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
1184,Wetland,Water,Water,Non_Water,Water,NULL,NULL,NULL
1185,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1186,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1187,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
1188,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1189,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
1190,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
1191,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1192,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
1193,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1194,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1195,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1196,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1197,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1198,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1199,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1200,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1201,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1202,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1203,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1204,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1205,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1206,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1207,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1208,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1209,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1210,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1211,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1212,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1213,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1214,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1215,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1216,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1217,Wetland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1218,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1219,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1220,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1221,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1222,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1223,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1224,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1225,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1226,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1227,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1228,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1229,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1230,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1231,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1232,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1233,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1234,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1235,Wetland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1236,Wetland,Forest,Water,NULL,Water,NULL,NULL,Wetland
1237,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
1238,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1239,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1240,Wetland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1241,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
1242,Wetland,Forest,Water,Water,Water,NULL,NULL,Wetland
1243,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
1244,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
1245,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1246,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1247,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1248,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1249,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1250,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1251,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1252,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1253,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1254,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1255,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1256,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1257,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1258,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1259,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1260,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1261,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1262,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1263,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1264,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1265,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1266,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1267,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1268,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1269,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1270,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1271,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1272,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1273,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1274,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1275,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1276,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1277,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1278,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1279,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1280,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1281,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1282,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1283,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1284,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1285,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1286,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1287,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1288,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1289,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1290,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1291,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1292,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1293,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1294,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1295,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1296,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1297,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1298,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1299,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1300,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1301,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1302,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1303,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1304,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1305,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1306,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1307,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1308,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1309,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1310,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1311,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1312,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1313,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1314,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1315,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1316,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1317,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1318,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1319,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1320,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1321,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1322,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1323,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1324,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1325,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1326,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1327,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1328,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1329,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1330,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1331,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1332,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1333,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1334,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1335,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1336,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1337,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1338,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1339,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1340,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1341,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1342,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1343,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1344,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1345,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1346,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1347,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1348,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1349,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1350,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1351,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1352,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1353,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1354,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1355,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1356,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1357,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1358,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1359,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
1360,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1361,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1362,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1363,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1364,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1365,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1366,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1367,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1368,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1369,Bareland,NULL,Water,Water,Water,NULL,NULL,Cropland
1370,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
1371,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1372,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1373,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1374,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
