Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFD_M_R
10312,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
10313,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Water
10314,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
10315,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
10316,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
10317,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
10318,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
10319,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
10320,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
10321,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
10322,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Water
10323,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
10324,Water,Water,Wetland,Water,Wetland,Water,Water,NULL
10325,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
10326,Water,Water,Wetland,Water,Wetland,Water,Water,Cropland
10327,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
10328,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
10329,Water,Water,Wetland,Water,Wetland,Water,Water,Water
10330,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
10331,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
10332,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
10333,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
10334,Water,Water,Wetland,Water,Wetland,Forest,NULL,Forest
10335,Water,Water,Wetland,Water,Wetland,Forest,Water,Wetland
10336,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
10337,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
10338,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
10339,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
10340,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
10341,Water,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
10342,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
10343,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
10344,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
10345,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
10346,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
10347,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
10348,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Water
10349,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
10350,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
10351,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
10352,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
10353,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Shrubland,Water
10354,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
10355,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Water
10356,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
10357,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
10358,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
10359,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
10360,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
10361,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
10362,Water,Water,Bareland,Water,Non_Wetland,NULL,Forest,Forest
10363,Water,Water,Bareland,Water,Non_Wetland,Grassland,NULL,Water
10364,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Wetland
10365,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
10366,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
10367,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
10368,Water,Water,Bareland,Water,Non_Wetland,Bareland,NULL,Water
10369,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
10370,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Wetland
10371,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
10372,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
10373,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
10374,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
10375,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
10376,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
10377,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
10378,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
10379,Water,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
10380,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
10381,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
10382,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
10383,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
10384,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
10385,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
10386,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
10387,Water,Water,Built-up,Water,Non_Wetland,Water,Built-up,Water
10388,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
10389,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
10390,Water,Water,Water,NULL,Water,NULL,NULL,Water
10391,Water,Water,Water,NULL,Water,NULL,NULL,Forest
10392,Water,Water,Water,NULL,Water,NULL,Grassland,Grassland
10393,Water,Water,Water,NULL,Water,NULL,Grassland,Water
10394,Water,Water,Water,NULL,Water,NULL,Wetland,Water
10395,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
10396,Water,Water,Water,NULL,Water,NULL,Water,Grassland
10397,Water,Water,Water,NULL,Water,NULL,Water,Water
10398,Water,Water,Water,NULL,Water,NULL,Water,Forest
10399,Water,Water,Water,NULL,Water,NULL,Forest,Water
10400,Water,Water,Water,NULL,Water,NULL,Forest,Forest
10401,Water,Water,Water,NULL,Water,Shrubland,NULL,Forest
10402,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Water
10403,Water,Water,Water,NULL,Water,Shrubland,Water,Water
10404,Water,Water,Water,NULL,Water,Shrubland,Water,Forest
10405,Water,Water,Water,NULL,Water,Shrubland,Forest,Forest
10406,Water,Water,Water,NULL,Water,Grassland,NULL,Grassland
10407,Water,Water,Water,NULL,Water,Grassland,NULL,Cropland
10408,Water,Water,Water,NULL,Water,Grassland,NULL,Wetland
10409,Water,Water,Water,NULL,Water,Grassland,NULL,Water
10410,Water,Water,Water,NULL,Water,Grassland,NULL,Forest
10411,Water,Water,Water,NULL,Water,Grassland,Grassland,Wetland
10412,Water,Water,Water,NULL,Water,Grassland,Grassland,Water
10413,Water,Water,Water,NULL,Water,Grassland,Wetland,Grassland
10414,Water,Water,Water,NULL,Water,Grassland,Wetland,Wetland
10415,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
10416,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
10417,Water,Water,Water,NULL,Water,Grassland,Bareland,Forest
10418,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
10419,Water,Water,Water,NULL,Water,Grassland,Water,Cropland
10420,Water,Water,Water,NULL,Water,Grassland,Water,Wetland
10421,Water,Water,Water,NULL,Water,Grassland,Water,Water
10422,Water,Water,Water,NULL,Water,Grassland,Water,Forest
10423,Water,Water,Water,NULL,Water,Grassland,Forest,Forest
10424,Water,Water,Water,NULL,Water,Wetland,NULL,Grassland
10425,Water,Water,Water,NULL,Water,Wetland,NULL,Wetland
10426,Water,Water,Water,NULL,Water,Wetland,NULL,Water
10427,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
10428,Water,Water,Water,NULL,Water,Wetland,Shrubland,Forest
10429,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
10430,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
10431,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
10432,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
10433,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
10434,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
10435,Water,Water,Water,NULL,Water,Wetland,Water,Water
10436,Water,Water,Water,NULL,Water,Wetland,Water,Forest
10437,Water,Water,Water,NULL,Water,Wetland,Forest,Grassland
10438,Water,Water,Water,NULL,Water,Wetland,Forest,Water
10439,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
10440,Water,Water,Water,NULL,Water,Bareland,NULL,Grassland
10441,Water,Water,Water,NULL,Water,Bareland,NULL,Built-up
10442,Water,Water,Water,NULL,Water,Bareland,NULL,Water
10443,Water,Water,Water,NULL,Water,Bareland,NULL,Forest
10444,Water,Water,Water,NULL,Water,Bareland,Grassland,Grassland
10445,Water,Water,Water,NULL,Water,Bareland,Grassland,Water
10446,Water,Water,Water,NULL,Water,Bareland,Wetland,Bareland
10447,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
10448,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
10449,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
10450,Water,Water,Water,NULL,Water,Bareland,Water,Wetland
10451,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
10452,Water,Water,Water,NULL,Water,Bareland,Water,Water
10453,Water,Water,Water,NULL,Water,Bareland,Water,Forest
10454,Water,Water,Water,NULL,Water,Bareland,Forest,Grassland
10455,Water,Water,Water,NULL,Water,Bareland,Forest,Water
10456,Water,Water,Water,NULL,Water,Bareland,Forest,Forest
10457,Water,Water,Water,NULL,Water,Water,NULL,NULL
10458,Water,Water,Water,NULL,Water,Water,NULL,Grassland
10459,Water,Water,Water,NULL,Water,Water,NULL,Cropland
10460,Water,Water,Water,NULL,Water,Water,NULL,Wetland
10461,Water,Water,Water,NULL,Water,Water,NULL,Bareland
10462,Water,Water,Water,NULL,Water,Water,NULL,Water
10463,Water,Water,Water,NULL,Water,Water,NULL,Forest
10464,Water,Water,Water,NULL,Water,Water,Shrubland,Water
10465,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
10466,Water,Water,Water,NULL,Water,Water,Grassland,Water
10467,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
10468,Water,Water,Water,NULL,Water,Water,Wetland,Water
10469,Water,Water,Water,NULL,Water,Water,Wetland,Forest
10470,Water,Water,Water,NULL,Water,Water,Water,Grassland
10471,Water,Water,Water,NULL,Water,Water,Water,Cropland
10472,Water,Water,Water,NULL,Water,Water,Water,Wetland
10473,Water,Water,Water,NULL,Water,Water,Water,Water
10474,Water,Water,Water,NULL,Water,Water,Water,Forest
10475,Water,Water,Water,NULL,Water,Water,Forest,Water
10476,Water,Water,Water,NULL,Water,Water,Forest,Forest
10477,Water,Water,Water,NULL,Water,Forest,NULL,Water
10478,Water,Water,Water,NULL,Water,Forest,NULL,Forest
10479,Water,Water,Water,NULL,Water,Forest,Wetland,Wetland
10480,Water,Water,Water,NULL,Water,Forest,Wetland,Water
10481,Water,Water,Water,NULL,Water,Forest,Water,Water
10482,Water,Water,Water,NULL,Water,Forest,Water,Forest
10483,Water,Water,Water,NULL,Water,Forest,Forest,Water
10484,Water,Water,Water,NULL,Water,Forest,Forest,Forest
10485,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
10486,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
10487,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
10488,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
10489,Water,Water,Water,Non_Water,Water,NULL,Water,Grassland
10490,Water,Water,Water,Non_Water,Water,NULL,Water,Wetland
10491,Water,Water,Water,Non_Water,Water,NULL,Water,Water
10492,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
10493,Water,Water,Water,Non_Water,Water,NULL,Forest,Water
10494,Water,Water,Water,Non_Water,Water,NULL,Forest,Forest
10495,Water,Water,Water,Non_Water,Water,Shrubland,NULL,Grassland
10496,Water,Water,Water,Non_Water,Water,Shrubland,Water,Water
10497,Water,Water,Water,Non_Water,Water,Shrubland,Water,Forest
10498,Water,Water,Water,Non_Water,Water,Grassland,NULL,Grassland
10499,Water,Water,Water,Non_Water,Water,Grassland,NULL,Wetland
10500,Water,Water,Water,Non_Water,Water,Grassland,NULL,Water
10501,Water,Water,Water,Non_Water,Water,Grassland,NULL,Forest
10502,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Grassland
10503,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
10504,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
10505,Water,Water,Water,Non_Water,Water,Grassland,Water,Wetland
10506,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
10507,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
10508,Water,Water,Water,Non_Water,Water,Grassland,Forest,NULL
10509,Water,Water,Water,Non_Water,Water,Wetland,NULL,Water
10510,Water,Water,Water,Non_Water,Water,Wetland,NULL,Forest
10511,Water,Water,Water,Non_Water,Water,Wetland,Shrubland,Forest
10512,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
10513,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
10514,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
10515,Water,Water,Water,Non_Water,Water,Wetland,Water,NULL
10516,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
10517,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
10518,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
10519,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
10520,Water,Water,Water,Non_Water,Water,Wetland,Forest,Grassland
10521,Water,Water,Water,Non_Water,Water,Bareland,NULL,Grassland
10522,Water,Water,Water,Non_Water,Water,Bareland,NULL,Water
10523,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Water
10524,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
10525,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
10526,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
10527,Water,Water,Water,Non_Water,Water,Bareland,Forest,Water
10528,Water,Water,Water,Non_Water,Water,Bareland,Forest,Forest
10529,Water,Water,Water,Non_Water,Water,Water,NULL,Grassland
10530,Water,Water,Water,Non_Water,Water,Water,NULL,Cropland
10531,Water,Water,Water,Non_Water,Water,Water,NULL,Wetland
10532,Water,Water,Water,Non_Water,Water,Water,NULL,Water
10533,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
10534,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
10535,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
10536,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
10537,Water,Water,Water,Non_Water,Water,Water,Water,NULL
10538,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
10539,Water,Water,Water,Non_Water,Water,Water,Water,Cropland
10540,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
10541,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
10542,Water,Water,Water,Non_Water,Water,Water,Water,Water
10543,Water,Water,Water,Non_Water,Water,Water,Water,Forest
10544,Water,Water,Water,Non_Water,Water,Water,Forest,Bareland
10545,Water,Water,Water,Non_Water,Water,Water,Forest,Water
10546,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
10547,Water,Water,Water,Non_Water,Water,Forest,NULL,Forest
10548,Water,Water,Water,Non_Water,Water,Forest,Water,Water
10549,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
10550,Water,Water,Water,Non_Water,Water,Forest,Forest,Water
10551,Water,Water,Water,Non_Water,Water,Forest,Forest,Forest
10552,Water,Water,Water,Water,Water,NULL,NULL,Cropland
10553,Water,Water,Water,Water,Water,NULL,NULL,Wetland
10554,Water,Water,Water,Water,Water,NULL,NULL,Water
10555,Water,Water,Water,Water,Water,NULL,NULL,Forest
10556,Water,Water,Water,Water,Water,NULL,Wetland,Grassland
10557,Water,Water,Water,Water,Water,NULL,Water,Grassland
10558,Water,Water,Water,Water,Water,NULL,Water,Cropland
10559,Water,Water,Water,Water,Water,NULL,Water,Wetland
10560,Water,Water,Water,Water,Water,NULL,Water,Bareland
10561,Water,Water,Water,Water,Water,NULL,Water,Water
10562,Water,Water,Water,Water,Water,NULL,Water,Forest
10563,Water,Water,Water,Water,Water,NULL,Forest,Water
10564,Water,Water,Water,Water,Water,NULL,Forest,Forest
10565,Water,Water,Water,Water,Water,Shrubland,Water,Water
10566,Water,Water,Water,Water,Water,Shrubland,Water,Forest
10567,Water,Water,Water,Water,Water,Grassland,NULL,Grassland
10568,Water,Water,Water,Water,Water,Grassland,NULL,Wetland
10569,Water,Water,Water,Water,Water,Grassland,NULL,Water
10570,Water,Water,Water,Water,Water,Grassland,NULL,Forest
10571,Water,Water,Water,Water,Water,Grassland,Grassland,Grassland
10572,Water,Water,Water,Water,Water,Grassland,Grassland,Water
10573,Water,Water,Water,Water,Water,Grassland,Wetland,Grassland
10574,Water,Water,Water,Water,Water,Grassland,Wetland,Wetland
10575,Water,Water,Water,Water,Water,Grassland,Wetland,Water
10576,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
10577,Water,Water,Water,Water,Water,Grassland,Water,Grassland
10578,Water,Water,Water,Water,Water,Grassland,Water,Cropland
10579,Water,Water,Water,Water,Water,Grassland,Water,Wetland
10580,Water,Water,Water,Water,Water,Grassland,Water,Water
10581,Water,Water,Water,Water,Water,Grassland,Water,Forest
10582,Water,Water,Water,Water,Water,Grassland,Forest,Water
10583,Water,Water,Water,Water,Water,Cropland,NULL,Water
10584,Water,Water,Water,Water,Water,Wetland,NULL,Grassland
10585,Water,Water,Water,Water,Water,Wetland,NULL,Water
10586,Water,Water,Water,Water,Water,Wetland,NULL,Forest
10587,Water,Water,Water,Water,Water,Wetland,Wetland,Water
10588,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
10589,Water,Water,Water,Water,Water,Wetland,Water,Grassland
10590,Water,Water,Water,Water,Water,Wetland,Water,Wetland
10591,Water,Water,Water,Water,Water,Wetland,Water,Water
10592,Water,Water,Water,Water,Water,Wetland,Water,Forest
10593,Water,Water,Water,Water,Water,Wetland,Forest,Water
10594,Water,Water,Water,Water,Water,Wetland,Forest,Forest
10595,Water,Water,Water,Water,Water,Bareland,NULL,Grassland
10596,Water,Water,Water,Water,Water,Bareland,NULL,Water
10597,Water,Water,Water,Water,Water,Bareland,Wetland,Water
10598,Water,Water,Water,Water,Water,Bareland,Water,Grassland
10599,Water,Water,Water,Water,Water,Bareland,Water,Wetland
10600,Water,Water,Water,Water,Water,Bareland,Water,Water
10601,Water,Water,Water,Water,Water,Bareland,Water,Forest
10602,Water,Water,Water,Water,Water,Water,NULL,Grassland
10603,Water,Water,Water,Water,Water,Water,NULL,Water
10604,Water,Water,Water,Water,Water,Water,NULL,Forest
10605,Water,Water,Water,Water,Water,Water,Shrubland,Water
10606,Water,Water,Water,Water,Water,Water,Grassland,Water
10607,Water,Water,Water,Water,Water,Water,Wetland,Grassland
10608,Water,Water,Water,Water,Water,Water,Wetland,Wetland
10609,Water,Water,Water,Water,Water,Water,Wetland,Water
10610,Water,Water,Water,Water,Water,Water,Wetland,Forest
10611,Water,Water,Water,Water,Water,Water,Water,Grassland
10612,Water,Water,Water,Water,Water,Water,Water,Cropland
10613,Water,Water,Water,Water,Water,Water,Water,Wetland
10614,Water,Water,Water,Water,Water,Water,Water,Bareland
10615,Water,Water,Water,Water,Water,Water,Water,Water
10616,Water,Water,Water,Water,Water,Water,Water,Forest
10617,Water,Water,Water,Water,Water,Water,Forest,Water
10618,Water,Water,Water,Water,Water,Water,Forest,Forest
10619,Water,Water,Water,Water,Water,Forest,NULL,Water
10620,Water,Water,Water,Water,Water,Forest,NULL,Forest
10621,Water,Water,Water,Water,Water,Forest,Water,Water
10622,Water,Water,Water,Water,Water,Forest,Water,Forest
10623,Water,Water,Water,Water,Water,Forest,Forest,Water
10624,Water,Water,Water,Water,Water,Forest,Forest,Forest
10625,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10626,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
10627,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10628,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
10629,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
10630,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
10631,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
10632,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
10633,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
10634,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10635,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
10636,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
10637,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
10638,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
10639,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
10640,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
10641,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
10642,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
10643,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10644,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
10645,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Water
10646,Water,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10647,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
10648,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10649,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
10650,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
10651,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
10652,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
10653,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
10654,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
10655,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
10656,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
10657,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
10658,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10659,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
10660,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10661,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
10662,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
10663,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
10664,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
10665,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
10666,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
10667,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
10668,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
10669,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10670,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10671,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
10672,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10673,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
10674,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
10675,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
10676,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
10677,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
10678,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10679,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
10680,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
10681,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
10682,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
10683,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
10684,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
10685,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
10686,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
10687,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
10688,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
10689,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
10690,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
10691,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
10692,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
10693,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
10694,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
10695,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
10696,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
10697,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
10698,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
10699,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
10700,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
10701,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
10702,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
10703,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
10704,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
10705,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10706,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
10707,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
10708,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
10709,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10710,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
10711,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
10712,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
10713,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
10714,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
10715,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
