Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUD_M_R
11821,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
11822,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
11823,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
11824,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
11825,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
11826,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
11827,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
11828,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
11829,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
11830,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
11831,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
11832,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
11833,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
11834,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11835,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
11836,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11837,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
11838,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Built-up
11839,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
11840,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
11841,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
11842,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
11843,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Water
11844,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
11845,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
11846,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
11847,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
11848,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
11849,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
11850,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
11851,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
11852,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
11853,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
11854,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
11855,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
11856,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
11857,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
11858,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
11859,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
11860,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
11861,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
11862,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
11863,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
11864,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
11865,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
11866,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
11867,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11868,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
11869,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
11870,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11871,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
11872,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
11873,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
11874,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
11875,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
11876,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
11877,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
11878,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
11879,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
11880,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
11881,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Forest
11882,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Forest
11883,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
11884,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
11885,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Wetland
11886,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Water
11887,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
11888,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
11889,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
11890,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
11891,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
11892,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
11893,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
11894,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
11895,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
11896,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
11897,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
11898,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
11899,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
11900,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
11901,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
11902,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
11903,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
11904,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,NULL
11905,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
11906,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Water
11907,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
11908,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Water
11909,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
11910,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
11911,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Water
11912,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
11913,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
11914,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
11915,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
11916,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
11917,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Water
11918,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
11919,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
11920,Forest,Forest,Wetland,NULL,Wetland,Cropland,Grassland,Forest
11921,Forest,Forest,Wetland,NULL,Wetland,Cropland,Wetland,Forest
11922,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
11923,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
11924,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
11925,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
11926,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
11927,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
11928,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Water
11929,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
11930,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
11931,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
11932,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
11933,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
11934,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
11935,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
11936,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
11937,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
11938,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
11939,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
11940,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
11941,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
11942,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
11943,Forest,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
11944,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
11945,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
11946,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,NULL
11947,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
11948,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Forest
11949,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
11950,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Water
11951,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
11952,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
11953,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
11954,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
11955,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
11956,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
11957,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
11958,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Bareland
11959,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
11960,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
11961,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,NULL
11962,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Water
11963,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
11964,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
11965,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
11966,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Wetland
11967,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
11968,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
11969,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
11970,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Wetland
11971,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
11972,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
11973,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
11974,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
11975,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
11976,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
11977,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
11978,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
11979,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
11980,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
11981,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
11982,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
11983,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
11984,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
11985,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
11986,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
11987,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
11988,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
11989,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
11990,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
11991,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
11992,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
11993,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
11994,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
11995,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
11996,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
11997,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
11998,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
11999,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
12000,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
12001,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
12002,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
12003,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
12004,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
12005,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
12006,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
12007,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
12008,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
12009,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
12010,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
12011,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
12012,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
12013,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
12014,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
12015,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Grassland
12016,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
12017,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
12018,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
12019,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
12020,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
12021,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
12022,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
12023,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Water
12024,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Forest
12025,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
12026,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
12027,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
12028,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
12029,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
12030,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
12031,Forest,Forest,Wetland,Water,Wetland,Forest,Grassland,Forest
12032,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
12033,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
12034,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
12035,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
12036,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
12037,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
12038,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
12039,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
12040,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
12041,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
12042,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12043,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12044,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12045,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12046,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
12047,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
12048,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
12049,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12050,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
12051,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
12052,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
12053,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
12054,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
12055,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
12056,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
12057,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12058,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
12059,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
12060,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
12061,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
12062,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
12063,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
12064,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
12065,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
12066,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
12067,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
12068,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,NULL
12069,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12070,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
12071,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
12072,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
12073,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Grassland
12074,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
12075,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
12076,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Water
12077,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
12078,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Wetland
12079,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Water
12080,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
12081,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Forest
12082,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
12083,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
12084,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
12085,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
12086,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
12087,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
12088,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
12089,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
12090,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
12091,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
12092,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
12093,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
12094,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
12095,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
12096,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
12097,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
12098,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12099,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12100,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
12101,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12102,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
12103,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
12104,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
12105,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12106,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
12107,Forest,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
12108,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
12109,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
12110,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
12111,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
12112,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
12113,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
12114,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
12115,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
12116,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
12117,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
12118,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
12119,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
12120,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
12121,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
12122,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
12123,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
12124,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
12125,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
12126,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
12127,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
12128,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
12129,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12130,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
12131,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
12132,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
12133,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
12134,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
12135,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
12136,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
12137,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
12138,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
12139,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
12140,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
12141,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
12142,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
12143,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
12144,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
12145,Forest,Forest,Water,NULL,Water,NULL,Grassland,Grassland
12146,Forest,Forest,Water,NULL,Water,NULL,Grassland,Wetland
12147,Forest,Forest,Water,NULL,Water,NULL,Grassland,Water
12148,Forest,Forest,Water,NULL,Water,NULL,Grassland,Forest
12149,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
12150,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
12151,Forest,Forest,Water,NULL,Water,NULL,Bareland,Forest
12152,Forest,Forest,Water,NULL,Water,NULL,Water,Water
12153,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
12154,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
12155,Forest,Forest,Water,NULL,Water,Shrubland,NULL,Forest
12156,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Grassland
12157,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Water
12158,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Forest
12159,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Grassland
12160,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Water
12161,Forest,Forest,Water,NULL,Water,Shrubland,Grassland,Forest
12162,Forest,Forest,Water,NULL,Water,Shrubland,Wetland,Forest
12163,Forest,Forest,Water,NULL,Water,Shrubland,Bareland,Grassland
