Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPE_M_R
22300,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
22301,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
22302,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
22303,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Water
22304,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
22305,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
22306,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
22307,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
22308,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
22309,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Built-up
22310,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
22311,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
22312,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
22313,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
22314,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Water
22315,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
22316,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
22317,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
22318,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
22319,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
22320,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
22321,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
22322,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
22323,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
22324,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
22325,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
22326,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
22327,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
22328,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
22329,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
22330,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
22331,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
22332,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
22333,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
22334,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
22335,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
22336,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
22337,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
22338,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
22339,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
22340,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
22341,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
22342,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
22343,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
22344,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
22345,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
22346,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
22347,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
22348,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
22349,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
22350,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
22351,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
22352,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
22353,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
22354,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Water
22355,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
22356,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
22357,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Grassland
22358,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Water
22359,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
22360,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
22361,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
22362,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Cropland
22363,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
22364,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Water
22365,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
22366,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Water
22367,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
22368,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Grassland
22369,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Cropland
22370,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Wetland
22371,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
22372,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
22373,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
22374,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
22375,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
22376,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
22377,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
22378,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
22379,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
22380,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
22381,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
22382,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
22383,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
22384,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
22385,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
22386,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
22387,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
22388,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
22389,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
22390,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
22391,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Wetland
22392,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
22393,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
22394,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
22395,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
22396,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
22397,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
22398,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
22399,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
22400,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
22401,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
22402,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
22403,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
22404,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
22405,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
22406,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
22407,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
22408,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
22409,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Water
22410,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
22411,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
22412,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
22413,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
22414,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
22415,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
22416,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
22417,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
22418,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Water
22419,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
22420,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
22421,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
22422,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Cropland
22423,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
22424,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
22425,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
22426,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
22427,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
22428,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
22429,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Water
22430,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
22431,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
22432,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
22433,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
22434,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
22435,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Built-up
22436,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
22437,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
22438,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
22439,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
22440,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
22441,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
22442,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
22443,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
22444,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,Cropland
22445,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
22446,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
22447,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
22448,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Cropland
22449,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
22450,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Water
22451,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
22452,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
22453,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
22454,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
22455,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
22456,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
22457,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
22458,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
22459,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
22460,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
22461,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
22462,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
22463,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
22464,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
22465,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland,NULL,NULL
22466,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
22467,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland,NULL,Forest
22468,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland,Shrubland,NULL
22469,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland,Shrubland,Cropland
22470,Forest,Forest,NULL,Non_Water,Non_Wetland,Cropland,Shrubland,Forest
22471,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,NULL,NULL
22472,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
22473,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
22474,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
22475,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Water
22476,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
22477,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,NULL
22478,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
22479,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
22480,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
22481,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
22482,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
22483,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Water
22484,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
22485,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
22486,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
22487,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
22488,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
22489,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
22490,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Grassland,Cropland
22491,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
22492,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
22493,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,NULL
22494,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
22495,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
22496,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
22497,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
22498,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
22499,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,NULL
22500,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
22501,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Cropland
22502,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
22503,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
22504,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
22505,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Cropland
22506,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
22507,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
22508,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
22509,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
22510,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
22511,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Water
22512,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
22513,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Water
22514,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
22515,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
22516,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
22517,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
22518,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
22519,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Cropland
22520,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
22521,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
22522,Forest,Forest,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
22523,Forest,Forest,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
22524,Forest,Forest,NULL,Water,Non_Wetland,NULL,Shrubland,Cropland
22525,Forest,Forest,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
22526,Forest,Forest,NULL,Water,Non_Wetland,NULL,Shrubland,Water
22527,Forest,Forest,NULL,Water,Non_Wetland,NULL,Shrubland,Forest
22528,Forest,Forest,NULL,Water,Non_Wetland,NULL,Grassland,NULL
22529,Forest,Forest,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
22530,Forest,Forest,NULL,Water,Non_Wetland,NULL,Grassland,Forest
22531,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Cropland
22532,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Water
22533,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
22534,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Grassland
22535,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Cropland
22536,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Wetland
22537,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
22538,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
22539,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
22540,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
22541,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
22542,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
22543,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
22544,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
22545,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
22546,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Water,NULL
22547,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
22548,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Water,Forest
22549,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Forest,Cropland
22550,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Forest,Wetland
22551,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
22552,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Shrubland,Water
22553,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
22554,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,NULL
22555,Forest,Forest,NULL,Water,Non_Wetland,Cropland,Shrubland,NULL
22556,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Shrubland,Forest
22557,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
22558,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
22559,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Forest
22560,Forest,Forest,NULL,Water,Non_Wetland,Water,NULL,Grassland
22561,Forest,Forest,NULL,Water,Non_Wetland,Water,NULL,Forest
22562,Forest,Forest,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
22563,Forest,Forest,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
22564,Forest,Forest,NULL,Water,Non_Wetland,Water,Shrubland,Water
22565,Forest,Forest,NULL,Water,Non_Wetland,Water,Shrubland,Forest
22566,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Grassland
22567,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Wetland
22568,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
22569,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
22570,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Water
22571,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
22572,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Forest
22573,Forest,Forest,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
22574,Forest,Forest,NULL,Water,Non_Wetland,Forest,Shrubland,Cropland
22575,Forest,Forest,NULL,Water,Non_Wetland,Forest,Shrubland,Wetland
22576,Forest,Forest,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
22577,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
22578,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Grassland
22579,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Wetland
22580,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
22581,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
22582,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
22583,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
22584,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
22585,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
22586,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
22587,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
22588,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
22589,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
22590,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
22591,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
22592,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
22593,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
22594,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
22595,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
22596,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
22597,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
22598,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
22599,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
22600,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
22601,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
22602,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
22603,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
22604,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
22605,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
22606,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
22607,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
22608,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
22609,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
22610,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
22611,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
22612,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
22613,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
22614,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
22615,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
22616,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
22617,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
22618,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
22619,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
22620,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
22621,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
22622,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
22623,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
22624,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
22625,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
22626,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
22627,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
22628,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
22629,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
22630,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
