Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFQ_M_R
714,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
715,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
716,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
717,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
718,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
719,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
720,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
721,Water,NULL,Water,Water,Water,Grassland,Water,Water
722,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
723,Water,NULL,Water,Water,Water,Wetland,Water,Water
724,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
725,Water,NULL,Water,Water,Water,Water,Wetland,Water
726,Water,NULL,Water,Water,Water,Water,Water,Grassland
727,Water,NULL,Water,Water,Water,Water,Water,Wetland
728,Water,NULL,Water,Water,Water,Water,Water,Water
729,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
730,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
731,Water,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
732,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Water
733,Water,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
734,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
735,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
736,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
737,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
738,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
739,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
740,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
741,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
742,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
743,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
744,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
745,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
746,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
747,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
748,Water,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
749,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
750,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
751,Water,Wetland,Water,Water,Water,Water,Wetland,Water
752,Water,Wetland,Water,Water,Water,Water,Water,Grassland
753,Water,Wetland,Water,Water,Water,Water,Water,Water
754,Water,Wetland,Water,Water,Water,Water,Water,Forest
755,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
756,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
757,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
758,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
759,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
760,Water,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
761,Water,Bareland,Water,Water,Water,Water,Water,Water
762,Water,Bareland,Forest,NULL,Non_Wetland,Water,Water,Forest
763,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
764,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
765,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
766,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
767,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
768,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
769,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
770,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
771,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
772,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
773,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
774,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
775,Water,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
776,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
777,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
778,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
779,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
780,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
781,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
782,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
783,Water,Water,NULL,Water,Non_Wetland,NULL,Water,Water
784,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
785,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
786,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
787,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
788,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
789,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
790,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
791,Water,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
792,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
793,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
794,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
795,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
796,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
797,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
798,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
799,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
800,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
801,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
802,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
803,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
804,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
805,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
806,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
807,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
808,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
809,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
810,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
811,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
812,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
813,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
814,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
815,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
816,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
817,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
818,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
819,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
820,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Forest
821,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
822,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
823,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
824,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
825,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
826,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
827,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
828,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
829,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
830,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
831,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
832,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
833,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
834,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
835,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
836,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
837,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
838,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
839,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
840,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
841,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
842,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
843,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
844,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
845,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
846,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
847,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
848,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
849,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
850,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
851,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
852,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
853,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
854,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
855,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
856,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
857,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
858,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
859,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
860,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
861,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
862,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
863,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
864,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
865,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
866,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
867,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
868,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
869,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
870,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
871,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
872,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
873,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
874,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
875,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
876,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
877,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
878,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
879,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
880,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
881,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
882,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
883,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
884,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
885,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
886,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
887,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
888,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
889,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
890,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
891,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
892,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
893,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
894,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
895,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
896,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
897,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
898,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
899,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
900,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
901,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
902,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
903,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
904,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
905,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
906,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
907,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
908,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
909,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
910,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
911,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
912,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
913,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
914,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
915,Water,Water,Wetland,Water,Wetland,Water,Water,Water
916,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
917,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
918,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
919,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
920,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
921,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
922,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Water
923,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
924,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
925,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
926,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
927,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
928,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
929,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
930,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
931,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
932,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
933,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
934,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
935,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
936,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
937,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
938,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
939,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
940,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
941,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
942,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
943,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
944,Water,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
945,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
946,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
947,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
948,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
949,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
950,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
951,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
952,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
953,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
954,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
955,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
956,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
957,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
958,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
959,Water,Water,Water,NULL,Water,NULL,Wetland,Water
960,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
961,Water,Water,Water,NULL,Water,NULL,Water,Water
962,Water,Water,Water,NULL,Water,NULL,Water,Forest
963,Water,Water,Water,NULL,Water,NULL,Forest,Water
964,Water,Water,Water,NULL,Water,Grassland,Wetland,Grassland
965,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
966,Water,Water,Water,NULL,Water,Grassland,Water,Water
967,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
968,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
969,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
970,Water,Water,Water,NULL,Water,Wetland,Water,Water
971,Water,Water,Water,NULL,Water,Wetland,Water,Forest
972,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
973,Water,Water,Water,NULL,Water,Water,Wetland,Water
974,Water,Water,Water,NULL,Water,Water,Wetland,Forest
975,Water,Water,Water,NULL,Water,Water,Water,Grassland
976,Water,Water,Water,NULL,Water,Water,Water,Water
977,Water,Water,Water,NULL,Water,Water,Water,Forest
978,Water,Water,Water,NULL,Water,Water,Forest,Water
979,Water,Water,Water,NULL,Water,Water,Forest,Forest
980,Water,Water,Water,NULL,Water,Forest,Wetland,Water
981,Water,Water,Water,NULL,Water,Forest,Water,Water
982,Water,Water,Water,NULL,Water,Forest,Water,Forest
983,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
984,Water,Water,Water,Non_Water,Water,NULL,Water,Water
985,Water,Water,Water,Non_Water,Water,NULL,Forest,Water
986,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
987,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
988,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
989,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
990,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
991,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
992,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
993,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
994,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
995,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
996,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
997,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
998,Water,Water,Water,Non_Water,Water,Water,Water,Water
999,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1000,Water,Water,Water,Non_Water,Water,Water,Forest,Water
1001,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
1002,Water,Water,Water,Non_Water,Water,Forest,Wetland,Water
1003,Water,Water,Water,Water,Water,NULL,Wetland,Grassland
1004,Water,Water,Water,Water,Water,NULL,Wetland,Water
1005,Water,Water,Water,Water,Water,NULL,Water,Grassland
1006,Water,Water,Water,Water,Water,NULL,Water,Water
1007,Water,Water,Water,Water,Water,NULL,Water,Forest
1008,Water,Water,Water,Water,Water,Grassland,Wetland,Grassland
1009,Water,Water,Water,Water,Water,Grassland,Wetland,Water
1010,Water,Water,Water,Water,Water,Grassland,Water,Grassland
1011,Water,Water,Water,Water,Water,Grassland,Water,Water
1012,Water,Water,Water,Water,Water,Grassland,Water,Forest
1013,Water,Water,Water,Water,Water,Grassland,Forest,Water
1014,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
1015,Water,Water,Water,Water,Water,Wetland,Wetland,Water
1016,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
1017,Water,Water,Water,Water,Water,Wetland,Water,Grassland
1018,Water,Water,Water,Water,Water,Wetland,Water,Water
1019,Water,Water,Water,Water,Water,Wetland,Water,Forest
1020,Water,Water,Water,Water,Water,Bareland,Wetland,Forest
1021,Water,Water,Water,Water,Water,Water,Wetland,Grassland
1022,Water,Water,Water,Water,Water,Water,Wetland,Wetland
1023,Water,Water,Water,Water,Water,Water,Wetland,Water
1024,Water,Water,Water,Water,Water,Water,Wetland,Forest
1025,Water,Water,Water,Water,Water,Water,Water,Grassland
1026,Water,Water,Water,Water,Water,Water,Water,Wetland
1027,Water,Water,Water,Water,Water,Water,Water,Water
1028,Water,Water,Water,Water,Water,Water,Water,Forest
1029,Water,Water,Water,Water,Water,Water,Forest,Water
1030,Water,Water,Water,Water,Water,Water,Forest,Forest
1031,Water,Water,Water,Water,Water,Forest,Water,Water
1032,Water,Water,Water,Water,Water,Forest,Water,Forest
1033,Water,Water,Water,Water,Water,Forest,Forest,Forest
1034,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1035,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1036,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1037,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1038,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1039,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1040,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1041,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1042,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1043,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1044,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1045,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1046,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1047,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1048,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1049,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1050,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1051,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1052,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1053,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1054,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1055,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1056,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1057,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1058,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1059,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1060,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1061,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
1062,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1063,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1064,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1065,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1066,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1067,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1068,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1069,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1070,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
1071,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1072,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1073,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
1074,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1075,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1076,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1077,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1078,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1079,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1080,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1081,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1082,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1083,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1084,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
1085,Water,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1086,Water,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1087,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
1088,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1089,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1090,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1091,Water,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1092,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
1093,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
1094,Water,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1095,Water,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1096,Water,Forest,Water,Water,Water,Wetland,Wetland,Water
1097,Water,Forest,Water,Water,Water,Water,Wetland,Grassland
1098,Water,Forest,Water,Water,Water,Water,Wetland,Water
1099,Water,Forest,Water,Water,Water,Water,Water,Grassland
1100,Water,Forest,Water,Water,Water,Water,Water,Water
1101,Water,Forest,Water,Water,Water,Water,Water,Forest
1102,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1103,Permanent_ice_and_snow,Bareland,Water,Non_Water,Water,Bareland,Water,Grassland
1104,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water,Water,Water
1105,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1106,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1107,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1108,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1109,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1110,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Wetland,Water
