Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTL_M_R
16980,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
16981,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Forest
16982,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
16983,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
16984,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
16985,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
16986,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
16987,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Forest
16988,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,NULL
16989,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
16990,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
16991,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Water
16992,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
16993,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
16994,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
16995,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
16996,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,NULL
16997,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Wetland
16998,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
16999,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Water
17000,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Forest
17001,Forest,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Wetland
17002,Forest,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Forest
17003,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
17004,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
17005,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Grassland
17006,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
17007,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Water
17008,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
17009,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
17010,Forest,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,NULL
17011,Forest,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
17012,Forest,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
17013,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Wetland
17014,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
17015,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
17016,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Grassland
17017,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
17018,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Bareland
17019,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Water
17020,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
17021,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
17022,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
17023,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
17024,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
17025,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
17026,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
17027,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
17028,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
17029,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
17030,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
17031,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Water
17032,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
17033,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
17034,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Water
17035,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
17036,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Shrubland,NULL
17037,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
17038,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
17039,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
17040,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Water
17041,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
17042,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
17043,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
17044,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
17045,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Water
17046,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
17047,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
17048,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
17049,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
17050,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
17051,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
17052,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
17053,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
17054,Forest,Wetland,Wetland,Water,Wetland,NULL,Shrubland,Grassland
17055,Forest,Wetland,Wetland,Water,Wetland,NULL,Shrubland,Wetland
17056,Forest,Wetland,Wetland,Water,Wetland,NULL,Forest,Wetland
17057,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
17058,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
17059,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Bareland
17060,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
17061,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Water,Wetland
17062,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Water,Forest
17063,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Forest,Wetland
17064,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Forest,Water
17065,Forest,Wetland,Wetland,Water,Wetland,Shrubland,Forest,Forest
17066,Forest,Wetland,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
17067,Forest,Wetland,Wetland,Water,Wetland,Grassland,Shrubland,Wetland
17068,Forest,Wetland,Wetland,Water,Wetland,Grassland,Built-up,Wetland
17069,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
17070,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
17071,Forest,Wetland,Wetland,Water,Wetland,Grassland,Forest,Wetland
17072,Forest,Wetland,Wetland,Water,Wetland,Bareland,Shrubland,Wetland
17073,Forest,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
17074,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
17075,Forest,Wetland,Wetland,Water,Wetland,Bareland,Forest,Wetland
17076,Forest,Wetland,Wetland,Water,Wetland,Water,Shrubland,Wetland
17077,Forest,Wetland,Wetland,Water,Wetland,Water,Bareland,Water
17078,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
17079,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
17080,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
17081,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
17082,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Wetland
17083,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Water
17084,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Forest
17085,Forest,Wetland,Wetland,Water,Wetland,Forest,Shrubland,Wetland
17086,Forest,Wetland,Wetland,Water,Wetland,Forest,Shrubland,Water
17087,Forest,Wetland,Wetland,Water,Wetland,Forest,Shrubland,Forest
17088,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Wetland
17089,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
17090,Forest,Wetland,Wetland,Water,Wetland,Forest,Forest,Wetland
17091,Forest,Wetland,Wetland,Water,Wetland,Forest,Forest,Water
17092,Forest,Wetland,Wetland,Water,Wetland,Forest,Forest,Forest
17093,Forest,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
17094,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
17095,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
17096,Forest,Wetland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17097,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
17098,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
17099,Forest,Wetland,Water,NULL,Water,NULL,Shrubland,Wetland
17100,Forest,Wetland,Water,NULL,Water,NULL,Forest,Wetland
17101,Forest,Wetland,Water,NULL,Water,Shrubland,NULL,Wetland
17102,Forest,Wetland,Water,NULL,Water,Shrubland,NULL,Water
17103,Forest,Wetland,Water,NULL,Water,Shrubland,Shrubland,Grassland
17104,Forest,Wetland,Water,NULL,Water,Shrubland,Shrubland,Wetland
17105,Forest,Wetland,Water,NULL,Water,Shrubland,Shrubland,Water
17106,Forest,Wetland,Water,NULL,Water,Shrubland,Shrubland,Forest
17107,Forest,Wetland,Water,NULL,Water,Shrubland,Water,Wetland
17108,Forest,Wetland,Water,NULL,Water,Shrubland,Water,Water
17109,Forest,Wetland,Water,NULL,Water,Shrubland,Forest,Wetland
17110,Forest,Wetland,Water,NULL,Water,Shrubland,Forest,Water
17111,Forest,Wetland,Water,NULL,Water,Shrubland,Forest,Forest
17112,Forest,Wetland,Water,NULL,Water,Water,Shrubland,Wetland
17113,Forest,Wetland,Water,NULL,Water,Water,Shrubland,Water
17114,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
17115,Forest,Wetland,Water,NULL,Water,Water,Water,Water
17116,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
17117,Forest,Wetland,Water,NULL,Water,Water,Forest,Wetland
17118,Forest,Wetland,Water,NULL,Water,Water,Forest,Water
17119,Forest,Wetland,Water,NULL,Water,Water,Forest,Forest
17120,Forest,Wetland,Water,NULL,Water,Forest,Shrubland,Wetland
17121,Forest,Wetland,Water,NULL,Water,Forest,Shrubland,Forest
17122,Forest,Wetland,Water,NULL,Water,Forest,Water,Wetland
17123,Forest,Wetland,Water,NULL,Water,Forest,Forest,Wetland
17124,Forest,Wetland,Water,NULL,Water,Forest,Forest,Forest
17125,Forest,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,NULL
17126,Forest,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
17127,Forest,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,Forest
17128,Forest,Wetland,Water,Non_Water,Water,Shrubland,Forest,Wetland
17129,Forest,Wetland,Water,Non_Water,Water,Shrubland,Forest,Forest
17130,Forest,Wetland,Water,Non_Water,Water,Water,Shrubland,Wetland
17131,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
17132,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
17133,Forest,Wetland,Water,Non_Water,Water,Water,Forest,Wetland
17134,Forest,Wetland,Water,Non_Water,Water,Water,Forest,Water
17135,Forest,Wetland,Water,Non_Water,Water,Water,Forest,Forest
17136,Forest,Wetland,Water,Non_Water,Water,Forest,Shrubland,Wetland
17137,Forest,Wetland,Water,Non_Water,Water,Forest,Shrubland,Water
17138,Forest,Wetland,Water,Non_Water,Water,Forest,Shrubland,Forest
17139,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Wetland
17140,Forest,Wetland,Water,Non_Water,Water,Forest,Forest,Grassland
17141,Forest,Wetland,Water,Non_Water,Water,Forest,Forest,Wetland
17142,Forest,Wetland,Water,Non_Water,Water,Forest,Forest,Forest
17143,Forest,Wetland,Water,Water,Water,NULL,Shrubland,Wetland
17144,Forest,Wetland,Water,Water,Water,NULL,Shrubland,Water
17145,Forest,Wetland,Water,Water,Water,NULL,Water,Wetland
17146,Forest,Wetland,Water,Water,Water,NULL,Water,Water
17147,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
17148,Forest,Wetland,Water,Water,Water,NULL,Forest,Wetland
17149,Forest,Wetland,Water,Water,Water,NULL,Forest,Forest
17150,Forest,Wetland,Water,Water,Water,Shrubland,NULL,Wetland
17151,Forest,Wetland,Water,Water,Water,Shrubland,Shrubland,Wetland
17152,Forest,Wetland,Water,Water,Water,Shrubland,Shrubland,Water
17153,Forest,Wetland,Water,Water,Water,Shrubland,Shrubland,Forest
17154,Forest,Wetland,Water,Water,Water,Shrubland,Water,Wetland
17155,Forest,Wetland,Water,Water,Water,Shrubland,Water,Water
17156,Forest,Wetland,Water,Water,Water,Shrubland,Forest,Wetland
17157,Forest,Wetland,Water,Water,Water,Shrubland,Forest,Water
17158,Forest,Wetland,Water,Water,Water,Shrubland,Forest,Forest
17159,Forest,Wetland,Water,Water,Water,Grassland,Water,Grassland
17160,Forest,Wetland,Water,Water,Water,Bareland,Shrubland,Wetland
17161,Forest,Wetland,Water,Water,Water,Bareland,Water,Wetland
17162,Forest,Wetland,Water,Water,Water,Bareland,Forest,Wetland
17163,Forest,Wetland,Water,Water,Water,Water,Shrubland,Wetland
17164,Forest,Wetland,Water,Water,Water,Water,Shrubland,Water
17165,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
17166,Forest,Wetland,Water,Water,Water,Water,Water,Water
17167,Forest,Wetland,Water,Water,Water,Water,Water,Forest
17168,Forest,Wetland,Water,Water,Water,Water,Forest,Grassland
17169,Forest,Wetland,Water,Water,Water,Water,Forest,Wetland
17170,Forest,Wetland,Water,Water,Water,Water,Forest,Water
17171,Forest,Wetland,Water,Water,Water,Water,Forest,Forest
17172,Forest,Wetland,Water,Water,Water,Forest,Shrubland,Wetland
17173,Forest,Wetland,Water,Water,Water,Forest,Shrubland,Water
17174,Forest,Wetland,Water,Water,Water,Forest,Shrubland,Forest
17175,Forest,Wetland,Water,Water,Water,Forest,Grassland,Wetland
17176,Forest,Wetland,Water,Water,Water,Forest,Grassland,Forest
17177,Forest,Wetland,Water,Water,Water,Forest,Water,Wetland
17178,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
17179,Forest,Wetland,Water,Water,Water,Forest,Forest,Wetland
17180,Forest,Wetland,Water,Water,Water,Forest,Forest,Water
17181,Forest,Wetland,Water,Water,Water,Forest,Forest,Forest
17182,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
17183,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
17184,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
17185,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
17186,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
17187,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
17188,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
17189,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
17190,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
17191,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
17192,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
17193,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
17194,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
17195,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
17196,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
17197,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
17198,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
17199,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
17200,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
17201,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
17202,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
17203,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
17204,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
17205,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
17206,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17207,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
17208,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
17209,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
17210,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
17211,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
17212,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
17213,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
17214,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
17215,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
17216,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
17217,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
17218,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
17219,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
17220,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
17221,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
17222,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
17223,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
17224,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
17225,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
17226,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
17227,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
17228,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
17229,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
17230,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
17231,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
17232,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
17233,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
17234,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
17235,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
17236,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
17237,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
17238,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
17239,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
17240,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
17241,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
17242,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
17243,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Wetland
17244,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
17245,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
17246,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
17247,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
17248,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
17249,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
17250,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
17251,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
17252,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
17253,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Wetland
17254,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
17255,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
17256,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
17257,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Water
17258,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
17259,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
17260,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
17261,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Wetland
17262,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
17263,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
17264,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
17265,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
17266,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
17267,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
17268,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
17269,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
17270,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
17271,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
17272,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Water
17273,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
17274,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
17275,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
17276,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
17277,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
17278,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
17279,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Water
17280,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
17281,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
17282,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
17283,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
17284,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
17285,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
17286,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
17287,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Shrubland,Wetland
17288,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Grassland
17289,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Wetland
17290,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water,Water
17291,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Forest,NULL
17292,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Forest,Grassland
17293,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Forest,Wetland
17294,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Forest,Forest
17295,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
17296,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
17297,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
17298,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
17299,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
17300,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
17301,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Forest
17302,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Forest,Wetland
17303,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Forest,Water
17304,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
17305,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Shrubland,Wetland
17306,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
17307,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Shrubland,Wetland
17308,Forest,Wetland,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
17309,Forest,Wetland,Forest,Water,Non_Wetland,Water,Shrubland,Water
17310,Forest,Wetland,Forest,Water,Non_Wetland,Water,Shrubland,Forest
17311,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
17312,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
17313,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
17314,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
17315,Forest,Wetland,Forest,Water,Non_Wetland,Water,Forest,Wetland
17316,Forest,Wetland,Forest,Water,Non_Wetland,Water,Forest,Water
17317,Forest,Wetland,Forest,Water,Non_Wetland,Water,Forest,Forest
17318,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Shrubland,Wetland
17319,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
17320,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Wetland
17321,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
17322,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Grassland
17323,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Wetland
17324,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Forest
17325,Forest,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
17326,Forest,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
