Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEP_M_R
13150,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
13151,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
13152,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Forest
13153,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
13154,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
13155,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
13156,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
13157,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
13158,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
13159,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
13160,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
13161,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
13162,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
13163,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
13164,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Wetland
13165,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
13166,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Forest,Grassland
13167,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
13168,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
13169,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
13170,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
13171,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
13172,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
13173,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
13174,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
13175,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
13176,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Forest
13177,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Grassland
13178,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
13179,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
13180,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
13181,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
13182,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
13183,Forest,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
13184,Forest,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Forest
13185,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Shrubland,Grassland
13186,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Water,Forest
13187,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Forest,Forest
13188,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
13189,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
13190,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
13191,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
13192,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
13193,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
13194,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
13195,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
13196,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
13197,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
13198,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
13199,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
13200,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
13201,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
13202,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
13203,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
13204,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland,Forest
13205,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
13206,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
13207,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
13208,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
13209,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
13210,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
13211,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
13212,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
13213,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
13214,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
13215,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
13216,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
13217,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
13218,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
13219,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
13220,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
13221,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
13222,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
13223,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
13224,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
13225,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
13226,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
13227,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
13228,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Water
13229,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
13230,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
13231,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
13232,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Wetland
13233,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Water
13234,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
13235,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
13236,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
13237,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
13238,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Water
13239,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
13240,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
13241,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
13242,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Cropland
13243,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
13244,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
13245,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
13246,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
13247,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
13248,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
13249,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
13250,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
13251,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
13252,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
13253,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
13254,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
13255,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
13256,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
13257,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
13258,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
13259,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
13260,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
13261,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
13262,Forest,NULL,Wetland,NULL,Wetland,Cropland,Shrubland,Grassland
13263,Forest,NULL,Wetland,NULL,Wetland,Cropland,Grassland,NULL
13264,Forest,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
13265,Forest,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Wetland
13266,Forest,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Forest
13267,Forest,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
13268,Forest,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Forest
13269,Forest,NULL,Wetland,NULL,Wetland,Cropland,Forest,NULL
13270,Forest,NULL,Wetland,NULL,Wetland,Cropland,Forest,Grassland
13271,Forest,NULL,Wetland,NULL,Wetland,Cropland,Forest,Forest
13272,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
13273,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
13274,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
13275,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
13276,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
13277,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
13278,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
13279,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Water
13280,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
13281,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
13282,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
13283,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
13284,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
13285,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
13286,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
13287,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
13288,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
13289,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
13290,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
13291,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
13292,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
13293,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
13294,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
13295,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
13296,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
13297,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
13298,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
13299,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
13300,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,NULL
13301,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
13302,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Cropland
13303,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Wetland
13304,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
13305,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
13306,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
13307,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
13308,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Water
13309,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
13310,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
13311,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
13312,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
13313,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
13314,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
13315,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
13316,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
13317,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
13318,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
13319,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
13320,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
13321,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
13322,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
13323,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
13324,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Bareland
13325,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
13326,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
13327,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
13328,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Water
13329,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
13330,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,NULL
13331,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
13332,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
13333,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
13334,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
13335,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
13336,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
13337,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
13338,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
13339,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
13340,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
13341,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
13342,Forest,NULL,Wetland,NULL,Wetland,Water,Water,NULL
13343,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
13344,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
13345,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
13346,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
13347,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
13348,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
13349,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
13350,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Water
13351,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
13352,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,NULL
13353,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
13354,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
13355,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
13356,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
13357,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
13358,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Water
13359,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
13360,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
13361,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
13362,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
13363,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
13364,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
13365,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
13366,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
13367,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Water
13368,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
13369,Forest,NULL,Wetland,NULL,Wetland,Forest,Bareland,Forest
13370,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Grassland
13371,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Wetland
13372,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Water
13373,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
13374,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
13375,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
13376,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
13377,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Water
13378,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
13379,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
13380,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
13381,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
13382,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
13383,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
13384,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
13385,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
13386,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
13387,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
13388,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
13389,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
13390,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
13391,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
13392,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
13393,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
13394,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
13395,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
13396,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
13397,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
13398,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
13399,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
13400,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
13401,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
13402,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
13403,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
13404,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
13405,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
13406,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
13407,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
13408,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
13409,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
13410,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
13411,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
13412,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
13413,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
13414,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
13415,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,NULL
13416,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
13417,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
13418,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
13419,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Forest
13420,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
13421,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
13422,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
13423,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
13424,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
13425,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
13426,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
13427,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
13428,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Water
13429,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
13430,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
13431,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
13432,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
13433,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,NULL
13434,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
13435,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
13436,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
13437,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
13438,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
13439,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
13440,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
13441,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
13442,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
13443,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
13444,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
13445,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
13446,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
13447,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
13448,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
13449,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
13450,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
13451,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
13452,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
13453,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
13454,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
13455,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Water
13456,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
13457,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
13458,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
13459,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
13460,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
13461,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
13462,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
13463,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
13464,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
13465,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
13466,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
13467,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
13468,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
13469,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
13470,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
13471,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Water
13472,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
13473,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,NULL
13474,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
13475,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Cropland
13476,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
13477,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
13478,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Water
13479,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
13480,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,NULL
13481,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
13482,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Water
13483,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
13484,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
13485,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
13486,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
13487,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,NULL
13488,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
13489,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
13490,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
13491,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
13492,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
13493,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
13494,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
