Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NFG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NFG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NFG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NFG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NFG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NFG_M_R
3089,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
3090,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3091,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
3092,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
3093,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
3094,Wetland,Cropland,Wetland,Water,Wetland,Water,Grassland,Wetland
3095,Wetland,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
3096,Wetland,Cropland,Wetland,Water,Wetland,Water,Wetland,Water
3097,Wetland,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
3098,Wetland,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
3099,Wetland,Cropland,Wetland,Water,Wetland,Water,Water,Bareland
3100,Wetland,Cropland,Wetland,Water,Wetland,Water,Water,Water
3101,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
3102,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
3103,Wetland,Cropland,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
3104,Wetland,Cropland,Water,NULL,Water,Wetland,Wetland,Cropland
3105,Wetland,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
3106,Wetland,Cropland,Water,NULL,Water,Wetland,Water,Wetland
3107,Wetland,Cropland,Water,NULL,Water,Water,Grassland,Wetland
3108,Wetland,Cropland,Water,NULL,Water,Water,Wetland,Wetland
3109,Wetland,Cropland,Water,NULL,Water,Water,Water,Wetland
3110,Wetland,Cropland,Water,Non_Water,Water,Cropland,Wetland,Grassland
3111,Wetland,Cropland,Water,Non_Water,Water,Cropland,Water,Grassland
3112,Wetland,Cropland,Water,Non_Water,Water,Wetland,Grassland,Wetland
3113,Wetland,Cropland,Water,Non_Water,Water,Wetland,Water,Grassland
3114,Wetland,Cropland,Water,Non_Water,Water,Wetland,Water,Wetland
3115,Wetland,Cropland,Water,Non_Water,Water,Bareland,Wetland,Grassland
3116,Wetland,Cropland,Water,Non_Water,Water,Bareland,Water,Bareland
3117,Wetland,Cropland,Water,Non_Water,Water,Water,Grassland,Water
3118,Wetland,Cropland,Water,Non_Water,Water,Water,Water,Wetland
3119,Wetland,Cropland,Water,Water,Water,Wetland,Water,Wetland
3120,Wetland,Cropland,Water,Water,Water,Wetland,Water,Water
3121,Wetland,Cropland,Water,Water,Water,Water,Water,Wetland
3122,Wetland,Cropland,Water,Water,Water,Water,Water,Water
3123,Wetland,Cropland,Water,Water,Water,Forest,Water,Water
3124,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3125,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
3126,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3127,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
3128,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
3129,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3130,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
3131,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
3132,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Wetland
3133,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3134,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
3135,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3136,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3137,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3138,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
3139,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Water
3140,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3141,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3142,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3143,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3144,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
3145,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
3146,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3147,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3148,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
3149,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
3150,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
3151,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3152,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3153,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
3154,Wetland,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Wetland
3155,Wetland,Cropland,Forest,Water,Non_Wetland,Water,Water,Wetland
3156,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland,Wetland,Wetland
3157,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3158,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
3159,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3160,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
3161,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
3162,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3163,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
3164,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3165,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3166,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
3167,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
3168,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3169,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Cropland
3170,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
3171,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3172,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Cropland
3173,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
3174,Wetland,Wetland,NULL,Water,Non_Wetland,Bareland,Water,Wetland
3175,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
3176,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3177,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3178,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3179,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
3180,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
3181,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Water,Cropland
3182,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland,Water,Wetland
3183,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3184,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3185,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
3186,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3187,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
3188,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3189,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3190,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
3191,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3192,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3193,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
3194,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3195,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
3196,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3197,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
3198,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
3199,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
3200,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Grassland
3201,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Wetland
3202,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3203,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3204,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3205,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
3206,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3207,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3208,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Cropland
3209,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3210,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3211,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
3212,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
3213,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3214,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3215,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3216,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
3217,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland,Wetland,Wetland
3218,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland,Water,Wetland
3219,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3220,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Cropland
3221,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
3222,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
3223,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3224,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
3225,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
3226,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
3227,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
3228,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Water
3229,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3230,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3231,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3232,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Wetland
3233,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland,Water,Wetland
3234,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3235,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Cropland
3236,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3237,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
3238,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3239,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3240,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Cropland
3241,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
3242,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
3243,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
3244,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
3245,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Wetland
3246,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3247,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3248,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3249,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
3250,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3251,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3252,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3253,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3254,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3255,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
3256,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3257,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
3258,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
3259,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Water
3260,Wetland,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
3261,Wetland,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
3262,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3263,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
3264,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Water
3265,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
3266,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
3267,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
3268,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3269,Wetland,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
3270,Wetland,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Cropland
3271,Wetland,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
3272,Wetland,Wetland,Wetland,NULL,Wetland,Cropland,Water,Wetland
3273,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3274,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3275,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
3276,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3277,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
3278,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3279,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
3280,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Cropland
3281,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
3282,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
3283,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
3284,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3285,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Cropland
3286,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
3287,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Cropland
3288,Wetland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
3289,Wetland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
3290,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
3291,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Cropland
3292,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
3293,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
3294,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
3295,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Cropland
3296,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
3297,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
3298,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
3299,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
3300,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
3301,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,Wetland
3302,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
3303,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
3304,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3305,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
3306,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
3307,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
3308,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3309,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
3310,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3311,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
3312,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
3313,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
3314,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
3315,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3316,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3317,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
3318,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3319,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3320,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3321,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3322,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Cropland
3323,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3324,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
3325,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
3326,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
3327,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
3328,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3329,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3330,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
3331,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
3332,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Cropland
3333,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
3334,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
3335,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
3336,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
3337,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Water
3338,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
3339,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
3340,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
3341,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Water
3342,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
3343,Wetland,Wetland,Wetland,Water,Wetland,Cropland,Wetland,Grassland
3344,Wetland,Wetland,Wetland,Water,Wetland,Cropland,Wetland,Wetland
3345,Wetland,Wetland,Wetland,Water,Wetland,Cropland,Water,Grassland
3346,Wetland,Wetland,Wetland,Water,Wetland,Cropland,Water,Wetland
3347,Wetland,Wetland,Wetland,Water,Wetland,Cropland,Water,Water
3348,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3349,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Cropland
3350,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3351,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
3352,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
3353,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Cropland
3354,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
3355,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
3356,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
3357,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
3358,Wetland,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
3359,Wetland,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
3360,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
3361,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
3362,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
3363,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
3364,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Cropland
3365,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
3366,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
3367,Wetland,Wetland,Wetland,Water,Wetland,Forest,Wetland,Grassland
3368,Wetland,Wetland,Wetland,Water,Wetland,Forest,Wetland,Wetland
3369,Wetland,Wetland,Wetland,Water,Wetland,Forest,Wetland,Water
3370,Wetland,Wetland,Wetland,Water,Wetland,Forest,Water,Wetland
3371,Wetland,Wetland,Water,NULL,Water,NULL,Wetland,Wetland
3372,Wetland,Wetland,Water,NULL,Water,NULL,Wetland,Water
3373,Wetland,Wetland,Water,NULL,Water,NULL,Water,Wetland
3374,Wetland,Wetland,Water,NULL,Water,NULL,Water,Water
3375,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
3376,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
3377,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Water
3378,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Grassland
3379,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Cropland
3380,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
3381,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Water
3382,Wetland,Wetland,Water,NULL,Water,Bareland,Wetland,Wetland
3383,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Wetland
3384,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Water
3385,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
3386,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
3387,Wetland,Wetland,Water,NULL,Water,Forest,Wetland,Wetland
3388,Wetland,Wetland,Water,Non_Water,Water,NULL,Wetland,Wetland
3389,Wetland,Wetland,Water,Non_Water,Water,NULL,Wetland,Water
3390,Wetland,Wetland,Water,Non_Water,Water,NULL,Water,Water
3391,Wetland,Wetland,Water,Non_Water,Water,Cropland,Water,Grassland
3392,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
3393,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
3394,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
3395,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
3396,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
3397,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Water
3398,Wetland,Wetland,Water,Non_Water,Water,Bareland,Water,Cropland
3399,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
3400,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Water
3401,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
3402,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
3403,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
3404,Wetland,Wetland,Water,Non_Water,Water,Forest,Wetland,Water
3405,Wetland,Wetland,Water,Non_Water,Water,Forest,Water,Water
3406,Wetland,Wetland,Water,Water,Water,NULL,Wetland,Wetland
3407,Wetland,Wetland,Water,Water,Water,NULL,Wetland,Water
3408,Wetland,Wetland,Water,Water,Water,NULL,Water,Wetland
3409,Wetland,Wetland,Water,Water,Water,NULL,Water,Water
3410,Wetland,Wetland,Water,Water,Water,Grassland,Wetland,Water
3411,Wetland,Wetland,Water,Water,Water,Cropland,Wetland,Wetland
3412,Wetland,Wetland,Water,Water,Water,Cropland,Water,Wetland
3413,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
3414,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Cropland
3415,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
3416,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Water
3417,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
3418,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
3419,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
3420,Wetland,Wetland,Water,Water,Water,Bareland,Water,Wetland
3421,Wetland,Wetland,Water,Water,Water,Bareland,Water,Water
3422,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
3423,Wetland,Wetland,Water,Water,Water,Water,Wetland,Bareland
