Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKP_M_R
8989,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
8990,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
8991,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Wetland
8992,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Water
8993,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
8994,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
8995,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
8996,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8997,Wetland,Water,Water,NULL,Water,Shrubland,Shrubland,Grassland
8998,Wetland,Water,Water,NULL,Water,Grassland,NULL,Forest
8999,Wetland,Water,Water,NULL,Water,Grassland,Shrubland,Grassland
9000,Wetland,Water,Water,NULL,Water,Grassland,Grassland,Forest
9001,Wetland,Water,Water,NULL,Water,Grassland,Water,Grassland
9002,Wetland,Water,Water,NULL,Water,Wetland,NULL,Grassland
9003,Wetland,Water,Water,NULL,Water,Wetland,NULL,Water
9004,Wetland,Water,Water,NULL,Water,Wetland,NULL,Forest
9005,Wetland,Water,Water,NULL,Water,Wetland,Shrubland,Wetland
9006,Wetland,Water,Water,NULL,Water,Wetland,Wetland,Water
9007,Wetland,Water,Water,NULL,Water,Wetland,Water,Grassland
9008,Wetland,Water,Water,NULL,Water,Wetland,Water,Wetland
9009,Wetland,Water,Water,NULL,Water,Wetland,Water,Water
9010,Wetland,Water,Water,NULL,Water,Wetland,Forest,Water
9011,Wetland,Water,Water,NULL,Water,Bareland,NULL,Grassland
9012,Wetland,Water,Water,NULL,Water,Bareland,Shrubland,Forest
9013,Wetland,Water,Water,NULL,Water,Bareland,Water,Forest
9014,Wetland,Water,Water,NULL,Water,Water,Grassland,Grassland
9015,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
9016,Wetland,Water,Water,NULL,Water,Water,Water,Water
9017,Wetland,Water,Water,NULL,Water,Forest,Wetland,Wetland
9018,Wetland,Water,Water,Non_Water,Water,Wetland,NULL,Wetland
9019,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Wetland
9020,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Water
9021,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Forest
9022,Wetland,Water,Water,Non_Water,Water,Bareland,Water,Water
9023,Wetland,Water,Water,Non_Water,Water,Water,NULL,Forest
9024,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
9025,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
9026,Wetland,Water,Water,Non_Water,Water,Forest,Wetland,Wetland
9027,Wetland,Water,Water,Non_Water,Water,Forest,Wetland,Water
9028,Wetland,Water,Water,Non_Water,Water,Forest,Water,Water
9029,Wetland,Water,Water,Non_Water,Water,Forest,Water,Forest
9030,Wetland,Water,Water,Water,Water,NULL,Water,Forest
9031,Wetland,Water,Water,Water,Water,Wetland,Water,Wetland
9032,Wetland,Water,Water,Water,Water,Wetland,Water,Water
9033,Wetland,Water,Water,Water,Water,Wetland,Water,Forest
9034,Wetland,Water,Water,Water,Water,Bareland,NULL,Grassland
9035,Wetland,Water,Water,Water,Water,Bareland,NULL,Water
9036,Wetland,Water,Water,Water,Water,Bareland,Water,Wetland
9037,Wetland,Water,Water,Water,Water,Bareland,Water,Water
9038,Wetland,Water,Water,Water,Water,Bareland,Water,Forest
9039,Wetland,Water,Water,Water,Water,Water,Built-up,Water
9040,Wetland,Water,Water,Water,Water,Water,Water,Grassland
9041,Wetland,Water,Water,Water,Water,Water,Water,Wetland
9042,Wetland,Water,Water,Water,Water,Water,Water,Water
9043,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9044,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9045,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Water
9046,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9047,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9048,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
9049,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9050,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9051,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
9052,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
9053,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
9054,Wetland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9055,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
9056,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
9057,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
9058,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9059,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
9060,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
9061,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9062,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9063,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
9064,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
9065,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9066,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
9067,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
9068,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9069,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
9070,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
9071,Wetland,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
9072,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
9073,Wetland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9074,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
9075,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9076,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9077,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
9078,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
9079,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
9080,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
9081,Wetland,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
9082,Wetland,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
9083,Wetland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
9084,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
9085,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9086,Wetland,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
9087,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
9088,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
9089,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9090,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9091,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
9092,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9093,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9094,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
9095,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
9096,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
9097,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Water
9098,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9099,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9100,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
9101,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9102,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9103,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
9104,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
9105,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9106,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
9107,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9108,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
9109,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
9110,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
9111,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9112,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
9113,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
9114,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
9115,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
9116,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9117,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
9118,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
9119,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
9120,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
9121,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
9122,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
9123,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
9124,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9125,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
9126,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
9127,Bareland,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
9128,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9129,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
9130,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9131,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9132,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
9133,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
9134,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
9135,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
9136,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9137,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9138,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9139,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9140,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9141,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
9142,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9143,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9144,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9145,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
9146,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
9147,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9148,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9149,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9150,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9151,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9152,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9153,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9154,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
9155,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
9156,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9157,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
9158,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
9159,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
9160,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9161,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
9162,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9163,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9164,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9165,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9166,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
9167,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
9168,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
9169,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9170,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9171,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9172,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9173,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9174,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9175,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9176,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
9177,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9178,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9179,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9180,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9181,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
9182,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
9183,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
9184,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
9185,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
9186,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
9187,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
9188,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
9189,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9190,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
9191,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
9192,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
9193,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9194,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
9195,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
9196,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
9197,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9198,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9199,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9200,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Water
9201,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
9202,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9203,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
9204,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
9205,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
9206,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
9207,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
9208,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
9209,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
9210,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
9211,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
9212,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
9213,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
9214,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
9215,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
9216,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
9217,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9218,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9219,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9220,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
9221,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
9222,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9223,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
9224,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
9225,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
9226,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9227,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
9228,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9229,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9230,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9231,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9232,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9233,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9234,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9235,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
9236,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9237,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9238,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9239,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9240,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
9241,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
9242,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
9243,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9244,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9245,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9246,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9247,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
9248,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
9249,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
9250,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
9251,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9252,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
9253,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
9254,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9255,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9256,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9257,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9258,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9259,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9260,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9261,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
9262,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
9263,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9264,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9265,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
9266,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9267,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9268,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9269,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9270,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
9271,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9272,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9273,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9274,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9275,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9276,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9277,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
9278,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
9279,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9280,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9281,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9282,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9283,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9284,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9285,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
9286,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9287,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9288,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
9289,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
9290,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
9291,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
9292,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
9293,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
9294,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
9295,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9296,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
9297,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
9298,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9299,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9300,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9301,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9302,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
9303,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
9304,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
9305,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Forest
9306,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
9307,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
9308,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
9309,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
9310,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
9311,Bareland,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
9312,Bareland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Cropland
9313,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
9314,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
9315,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
9316,Bareland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
9317,Bareland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Bareland
9318,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
