Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEN_M_R
14750,Forest,Wetland,Water,Non_Water,Water,Grassland,Forest,Forest
14751,Forest,Wetland,Water,Non_Water,Water,Wetland,Shrubland,Grassland
14752,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
14753,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
14754,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
14755,Forest,Wetland,Water,Non_Water,Water,Wetland,Forest,Forest
14756,Forest,Wetland,Water,Non_Water,Water,Water,Shrubland,Wetland
14757,Forest,Wetland,Water,Non_Water,Water,Water,Shrubland,Forest
14758,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
14759,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
14760,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
14761,Forest,Wetland,Water,Non_Water,Water,Water,Forest,Wetland
14762,Forest,Wetland,Water,Non_Water,Water,Water,Forest,Water
14763,Forest,Wetland,Water,Non_Water,Water,Water,Forest,Forest
14764,Forest,Wetland,Water,Non_Water,Water,Forest,Shrubland,Grassland
14765,Forest,Wetland,Water,Non_Water,Water,Forest,Shrubland,Wetland
14766,Forest,Wetland,Water,Non_Water,Water,Forest,Shrubland,Forest
14767,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Wetland
14768,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Water
14769,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
14770,Forest,Wetland,Water,Non_Water,Water,Forest,Forest,Grassland
14771,Forest,Wetland,Water,Non_Water,Water,Forest,Forest,Wetland
14772,Forest,Wetland,Water,Non_Water,Water,Forest,Forest,Water
14773,Forest,Wetland,Water,Non_Water,Water,Forest,Forest,Forest
14774,Forest,Wetland,Water,Water,Water,Shrubland,Shrubland,Grassland
14775,Forest,Wetland,Water,Water,Water,Shrubland,Shrubland,Wetland
14776,Forest,Wetland,Water,Water,Water,Shrubland,Shrubland,Water
14777,Forest,Wetland,Water,Water,Water,Shrubland,Shrubland,Forest
14778,Forest,Wetland,Water,Water,Water,Shrubland,Water,Grassland
14779,Forest,Wetland,Water,Water,Water,Shrubland,Water,Wetland
14780,Forest,Wetland,Water,Water,Water,Shrubland,Water,Water
14781,Forest,Wetland,Water,Water,Water,Shrubland,Water,Forest
14782,Forest,Wetland,Water,Water,Water,Shrubland,Forest,Wetland
14783,Forest,Wetland,Water,Water,Water,Shrubland,Forest,Water
14784,Forest,Wetland,Water,Water,Water,Shrubland,Forest,Forest
14785,Forest,Wetland,Water,Water,Water,Grassland,Shrubland,Wetland
14786,Forest,Wetland,Water,Water,Water,Wetland,Shrubland,Forest
14787,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
14788,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
14789,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
14790,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
14791,Forest,Wetland,Water,Water,Water,Wetland,Forest,NULL
14792,Forest,Wetland,Water,Water,Water,Wetland,Forest,Water
14793,Forest,Wetland,Water,Water,Water,Wetland,Forest,Forest
14794,Forest,Wetland,Water,Water,Water,Bareland,Water,Grassland
14795,Forest,Wetland,Water,Water,Water,Water,Shrubland,Wetland
14796,Forest,Wetland,Water,Water,Water,Water,Shrubland,Water
14797,Forest,Wetland,Water,Water,Water,Water,Shrubland,Forest
14798,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
14799,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
14800,Forest,Wetland,Water,Water,Water,Water,Water,Water
14801,Forest,Wetland,Water,Water,Water,Water,Water,Forest
14802,Forest,Wetland,Water,Water,Water,Water,Forest,Water
14803,Forest,Wetland,Water,Water,Water,Water,Forest,Forest
14804,Forest,Wetland,Water,Water,Water,Forest,Shrubland,Wetland
14805,Forest,Wetland,Water,Water,Water,Forest,Shrubland,Water
14806,Forest,Wetland,Water,Water,Water,Forest,Shrubland,Forest
14807,Forest,Wetland,Water,Water,Water,Forest,Water,Wetland
14808,Forest,Wetland,Water,Water,Water,Forest,Water,Water
14809,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
14810,Forest,Wetland,Water,Water,Water,Forest,Forest,Wetland
14811,Forest,Wetland,Water,Water,Water,Forest,Forest,Water
14812,Forest,Wetland,Water,Water,Water,Forest,Forest,Forest
14813,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
14814,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
14815,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
14816,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
14817,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
14818,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
14819,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14820,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14821,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
14822,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
14823,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14824,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
14825,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14826,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
14827,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
14828,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
14829,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
14830,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
14831,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
14832,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
14833,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
14834,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
14835,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
14836,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
14837,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
14838,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
14839,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
14840,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
14841,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
14842,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
14843,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
14844,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
14845,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
14846,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
14847,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
14848,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
14849,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
14850,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
14851,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
14852,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
14853,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
14854,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
14855,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
14856,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
14857,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
14858,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
14859,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Water
14860,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
14861,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
14862,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
14863,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
14864,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
14865,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
14866,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
14867,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
14868,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
14869,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
14870,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
14871,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
14872,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,NULL
14873,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
14874,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Wetland
14875,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
14876,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
14877,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
14878,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
14879,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
14880,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
14881,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
14882,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
14883,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
14884,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
14885,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
14886,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
14887,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
14888,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
14889,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
14890,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Water
14891,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
14892,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
14893,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
14894,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
14895,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
14896,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
14897,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
14898,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
14899,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
14900,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
14901,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
14902,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
14903,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
14904,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
14905,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
14906,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
14907,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
14908,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
14909,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
14910,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
14911,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
14912,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Water
14913,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
14914,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
14915,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
14916,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
14917,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
14918,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
14919,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
14920,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
14921,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
14922,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
14923,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
14924,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
14925,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
14926,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,NULL
14927,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
14928,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
14929,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
14930,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
14931,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
14932,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
14933,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
14934,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
14935,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
14936,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
14937,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
14938,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,NULL
14939,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
14940,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
14941,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
14942,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
14943,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
14944,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
14945,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
14946,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
14947,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
14948,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
14949,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
14950,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Water
14951,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
14952,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
14953,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
14954,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
14955,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
14956,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
14957,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
14958,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
14959,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
14960,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
14961,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
14962,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Water
14963,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Forest
14964,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
14965,Forest,Wetland,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
14966,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
14967,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Shrubland,Forest
14968,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
14969,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
14970,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
14971,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
14972,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Forest,Forest
14973,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Shrubland,Grassland
14974,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Water,Grassland
14975,Forest,Wetland,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
14976,Forest,Wetland,Forest,Water,Non_Wetland,Water,Shrubland,Water
14977,Forest,Wetland,Forest,Water,Non_Wetland,Water,Shrubland,Forest
14978,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
14979,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
14980,Forest,Wetland,Forest,Water,Non_Wetland,Water,Forest,Water
14981,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Shrubland,Grassland
14982,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Shrubland,Wetland
14983,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Shrubland,Water
14984,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
14985,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Wetland
14986,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Water
14987,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
14988,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Wetland
14989,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Water
14990,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Forest
14991,Forest,Bareland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
14992,Forest,Bareland,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
14993,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
14994,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
14995,Forest,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
14996,Forest,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Forest
14997,Forest,Bareland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
14998,Forest,Bareland,Wetland,NULL,Wetland,Bareland,Forest,Water
14999,Forest,Bareland,Wetland,NULL,Wetland,Bareland,Forest,Forest
15000,Forest,Bareland,Wetland,NULL,Wetland,Water,Water,Forest
15001,Forest,Bareland,Wetland,NULL,Wetland,Forest,Forest,Water
15002,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
15003,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
15004,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,NULL,Water
15005,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
15006,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
15007,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
15008,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,Forest,Water
15009,Forest,Bareland,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
15010,Forest,Bareland,Wetland,Water,Wetland,Shrubland,Water,Wetland
15011,Forest,Bareland,Wetland,Water,Wetland,Bareland,NULL,Grassland
15012,Forest,Bareland,Wetland,Water,Wetland,Bareland,NULL,Water
15013,Forest,Bareland,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
15014,Forest,Bareland,Wetland,Water,Wetland,Bareland,Shrubland,Forest
15015,Forest,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
15016,Forest,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
15017,Forest,Bareland,Wetland,Water,Wetland,Bareland,Water,Cropland
15018,Forest,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
15019,Forest,Bareland,Wetland,Water,Wetland,Bareland,Water,Forest
15020,Forest,Bareland,Wetland,Water,Wetland,Bareland,Forest,Grassland
15021,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
15022,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Forest
15023,Forest,Bareland,Wetland,Water,Wetland,Forest,Water,Water
15024,Forest,Bareland,Wetland,Water,Wetland,Forest,Water,Forest
15025,Forest,Bareland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15026,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
15027,Forest,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
15028,Forest,Bareland,Forest,Water,Non_Wetland,Bareland,Forest,Water
15029,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
15030,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15031,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
15032,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
15033,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
15034,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
15035,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
15036,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
15037,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
15038,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
15039,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
15040,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
15041,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
15042,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
15043,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15044,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
15045,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
15046,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
15047,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
15048,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
15049,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
15050,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
15051,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
15052,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
15053,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
15054,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
15055,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
15056,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Water,Forest
15057,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
15058,Forest,Built-up,NULL,Water,Non_Wetland,Bareland,NULL,Forest
15059,Forest,Built-up,NULL,Water,Non_Wetland,Forest,Water,Forest
15060,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
15061,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
15062,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
15063,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
15064,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15065,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
15066,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15067,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
15068,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
15069,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
15070,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
15071,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
15072,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
15073,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
15074,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
15075,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
15076,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
15077,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
15078,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
15079,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15080,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
15081,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
15082,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
15083,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
15084,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
15085,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
