Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NTE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTE_M_R
3695,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
3696,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
3697,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
3698,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3699,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
3700,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3701,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
3702,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
3703,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3704,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
3705,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
3706,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Cropland
3707,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Wetland
3708,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
3709,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Cropland
3710,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Wetland
3711,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
3712,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
3713,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
3714,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Cropland
3715,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3716,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Cropland
3717,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
3718,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
3719,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
3720,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
3721,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
3722,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
3723,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
3724,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
3725,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
3726,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
3727,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
3728,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3729,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
3730,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3731,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3732,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3733,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3734,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3735,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3736,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3737,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3738,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3739,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Bareland
3740,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3741,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3742,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3743,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3744,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3745,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3746,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Wetland
3747,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3748,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3749,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3750,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
3751,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3752,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3753,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
3754,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3755,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3756,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3757,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3758,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3759,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3760,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
3761,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
3762,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Bareland
3763,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
3764,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
3765,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
3766,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Bareland
3767,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3768,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3769,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3770,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3771,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3772,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
3773,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3774,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3775,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3776,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3777,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Bareland
3778,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3779,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
3780,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
3781,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
3782,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Bareland
3783,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Water
3784,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3785,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
3786,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Cropland
3787,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
3788,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
3789,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland,Wetland,Grassland
3790,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3791,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
3792,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
3793,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
3794,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
3795,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Bareland
3796,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
3797,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
3798,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
3799,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Bareland
3800,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3801,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3802,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3803,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3804,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3805,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3806,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3807,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3808,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3809,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3810,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3811,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3812,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3813,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3814,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3815,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
3816,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
3817,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
3818,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3819,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
3820,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3821,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3822,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
3823,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
3824,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
3825,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
3826,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
3827,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3828,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3829,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3830,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3831,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3832,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
3833,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
3834,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Wetland
3835,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
3836,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland,Wetland,Grassland
3837,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland,Wetland,Wetland
3838,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
3839,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
3840,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Wetland
3841,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
3842,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
3843,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
3844,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
3845,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
3846,Bareland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3847,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3848,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3849,Bareland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
3850,Bareland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
3851,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3852,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3853,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3854,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3855,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3856,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3857,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
3858,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3859,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
3860,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3861,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3862,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
3863,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3864,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3865,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
3866,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
3867,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
3868,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
3869,Bareland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3870,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3871,Bareland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
3872,Bareland,NULL,Wetland,Water,Wetland,Cropland,Grassland,Wetland
3873,Bareland,NULL,Wetland,Water,Wetland,Cropland,Wetland,Grassland
3874,Bareland,NULL,Wetland,Water,Wetland,Cropland,Wetland,Wetland
3875,Bareland,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
3876,Bareland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3877,Bareland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Cropland
3878,Bareland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
3879,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3880,Bareland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3881,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3882,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
3883,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
3884,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3885,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
3886,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3887,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3888,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3889,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
3890,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
3891,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
3892,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland,Wetland,Grassland
3893,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3894,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
3895,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3896,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3897,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3898,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3899,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
3900,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
3901,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
3902,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
3903,Bareland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
3904,Bareland,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
3905,Bareland,NULL,Water,NULL,Water,Cropland,Wetland,Grassland
3906,Bareland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
3907,Bareland,NULL,Water,NULL,Water,Water,Water,Wetland
3908,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
3909,Bareland,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
3910,Bareland,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
3911,Bareland,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
3912,Bareland,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
3913,Bareland,NULL,Water,Non_Water,Water,Cropland,Wetland,Grassland
3914,Bareland,NULL,Water,Non_Water,Water,Cropland,Wetland,Wetland
3915,Bareland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
3916,Bareland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
3917,Bareland,NULL,Water,Non_Water,Water,Bareland,Wetland,Grassland
3918,Bareland,NULL,Water,Non_Water,Water,Bareland,Wetland,Wetland
3919,Bareland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
3920,Bareland,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
3921,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
3922,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
3923,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
3924,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
3925,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
3926,Bareland,NULL,Water,Water,Water,Grassland,NULL,Water
3927,Bareland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
3928,Bareland,NULL,Water,Water,Water,Grassland,Wetland,Wetland
3929,Bareland,NULL,Water,Water,Water,Grassland,Water,Grassland
3930,Bareland,NULL,Water,Water,Water,Cropland,Wetland,Grassland
3931,Bareland,NULL,Water,Water,Water,Cropland,Wetland,Wetland
3932,Bareland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
3933,Bareland,NULL,Water,Water,Water,Bareland,Wetland,Grassland
3934,Bareland,NULL,Water,Water,Water,Bareland,Water,Grassland
3935,Bareland,NULL,Water,Water,Water,Water,NULL,Grassland
3936,Bareland,NULL,Water,Water,Water,Water,Water,Wetland
3937,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3938,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3939,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3940,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3941,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3942,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3943,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3944,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3945,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3946,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3947,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3948,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3949,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3950,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
3951,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
3952,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
3953,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
3954,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland,Water,Grassland
3955,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3956,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
3957,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3958,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3959,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
3960,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3961,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
3962,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3963,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3964,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3965,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
3966,Bareland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
3967,Bareland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
3968,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3969,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3970,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3971,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3972,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3973,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3974,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3975,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
3976,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
3977,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
3978,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
3979,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3980,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3981,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
3982,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
3983,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3984,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
3985,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3986,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3987,Bareland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3988,Bareland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
3989,Bareland,NULL,Forest,Water,Non_Wetland,Cropland,NULL,Grassland
3990,Bareland,NULL,Forest,Water,Non_Wetland,Cropland,Wetland,Grassland
3991,Bareland,NULL,Forest,Water,Non_Wetland,Cropland,Wetland,Wetland
3992,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
3993,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3994,Bareland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3995,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
3996,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
3997,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3998,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3999,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4000,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4001,Bareland,Cropland,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
4002,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4003,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4004,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4005,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4006,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4007,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
4008,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4009,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4010,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4011,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4012,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4013,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4014,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4015,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4016,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
4017,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4018,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4019,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
4020,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
