Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MZV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MZV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MZV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MZV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MZV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MZV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MZV_M_R
16921,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland,NULL,NULL
16922,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
16923,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
16924,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16925,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
16926,Forest,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
16927,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
16928,Forest,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
16929,Forest,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
16930,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
16931,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
16932,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
16933,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
16934,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
16935,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
16936,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
16937,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
16938,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
16939,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
16940,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Water,NULL
16941,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,NULL
16942,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
16943,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
16944,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
16945,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
16946,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
16947,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
16948,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
16949,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
16950,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
16951,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
16952,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
16953,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
16954,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,NULL
16955,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
16956,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
16957,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
16958,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
16959,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
16960,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
16961,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
16962,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
16963,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
16964,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
16965,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
16966,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Grassland
16967,Forest,Built-up,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
16968,Forest,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
16969,Forest,Built-up,NULL,Water,Non_Wetland,NULL,Water,Forest
16970,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
16971,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
16972,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
16973,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
16974,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
16975,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
16976,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
16977,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
16978,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
16979,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
16980,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
16981,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16982,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
16983,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
16984,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
16985,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
16986,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
16987,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
16988,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,NULL
16989,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
16990,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
16991,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
16992,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
16993,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
16994,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
16995,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
16996,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
16997,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
16998,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
16999,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
17000,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
17001,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
17002,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
17003,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
17004,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
17005,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
17006,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
17007,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
17008,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
17009,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
17010,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
17011,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
17012,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
17013,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
17014,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
17015,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
17016,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
17017,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
17018,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
17019,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
17020,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
17021,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
17022,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
17023,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
17024,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
17025,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
17026,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
17027,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
17028,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
17029,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
17030,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
17031,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
17032,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
17033,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
17034,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
17035,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
17036,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
17037,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
17038,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
17039,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
17040,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
17041,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
17042,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
17043,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
17044,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
17045,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
17046,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
17047,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
17048,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
17049,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
17050,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
17051,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
17052,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
17053,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
17054,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
17055,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
17056,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
17057,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
17058,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
17059,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
17060,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
17061,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
17062,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,NULL
17063,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
17064,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
17065,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
17066,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
17067,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
17068,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
17069,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
17070,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
17071,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
17072,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
17073,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
17074,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
17075,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
17076,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
17077,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
17078,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
17079,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
17080,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
17081,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
17082,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
17083,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
17084,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
17085,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
17086,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
17087,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
17088,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
17089,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Forest
17090,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
17091,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
17092,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
17093,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
17094,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
17095,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
17096,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
17097,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
17098,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,NULL
17099,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
17100,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Cropland,NULL,NULL
17101,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
17102,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,NULL
17103,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
17104,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
17105,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,Bareland,NULL
17106,Forest,Built-up,Cropland,Water,Non_Wetland,NULL,Water,NULL
17107,Forest,Built-up,Cropland,Water,Non_Wetland,Shrubland,NULL,Forest
17108,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,NULL
17109,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
17110,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
17111,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
17112,Forest,Built-up,Wetland,NULL,Wetland,NULL,Built-up,NULL
17113,Forest,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Grassland
17114,Forest,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Forest
17115,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest,Forest
17116,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,NULL
17117,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
17118,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,Water
17119,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,Forest
17120,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Forest,Forest
17121,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,NULL
17122,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
17123,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
17124,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
17125,Forest,Built-up,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
17126,Forest,Built-up,Wetland,Water,NULL,NULL,Built-up,Grassland
17127,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
17128,Forest,Built-up,Wetland,Water,Wetland,Shrubland,NULL,Grassland
17129,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
17130,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
17131,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
17132,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
17133,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,NULL
17134,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
17135,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
17136,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
17137,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
17138,Forest,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Built-up,Forest
17139,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
17140,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
17141,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,NULL
17142,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
17143,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
17144,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
17145,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
17146,Forest,Built-up,Bareland,Water,Non_Wetland,NULL,Water,Forest
17147,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
17148,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
17149,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
17150,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
17151,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
17152,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
17153,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
17154,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
17155,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Wetland
17156,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
17157,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
17158,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
17159,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
17160,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
17161,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
17162,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
17163,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
17164,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
17165,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
17166,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
17167,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,NULL
17168,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
17169,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
17170,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
17171,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
17172,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
17173,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
17174,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
17175,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
17176,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
17177,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
17178,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
17179,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
17180,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
17181,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
17182,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
17183,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,NULL
17184,Forest,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
17185,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
17186,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
17187,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
17188,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
17189,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
17190,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
17191,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
17192,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
17193,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
17194,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
17195,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
17196,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
17197,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
17198,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
17199,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
17200,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
17201,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
17202,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
17203,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
17204,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Built-up
17205,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
17206,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Built-up,NULL
17207,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Built-up,Grassland
17208,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
17209,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
17210,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
17211,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
17212,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
17213,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
17214,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
17215,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
17216,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
17217,Forest,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Forest
17218,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
17219,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
17220,Forest,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
17221,Forest,Built-up,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
17222,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
17223,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
17224,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
17225,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
17226,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
17227,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17228,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
17229,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
17230,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
17231,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
17232,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Grassland
17233,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
17234,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
17235,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
17236,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
17237,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
17238,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
17239,Forest,Water,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
17240,Forest,Water,NULL,Water,Non_Wetland,Shrubland,Water,NULL
17241,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
17242,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
17243,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
17244,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
