Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPP_M_R
7109,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
7110,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
7111,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
7112,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Water
7113,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
7114,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
7115,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
7116,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Wetland
7117,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Forest
7118,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Water,Forest
7119,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Grassland
7120,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
7121,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
7122,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
7123,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
7124,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
7125,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
7126,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Water,Forest
7127,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
7128,Forest,Built-up,Wetland,NULL,Wetland,Water,Shrubland,Forest
7129,Forest,Built-up,Wetland,NULL,Wetland,Water,Grassland,Grassland
7130,Forest,Built-up,Wetland,NULL,Wetland,Water,Grassland,Bareland
7131,Forest,Built-up,Wetland,NULL,Wetland,Water,Grassland,Forest
7132,Forest,Built-up,Wetland,NULL,Wetland,Water,Built-up,Wetland
7133,Forest,Built-up,Wetland,NULL,Wetland,Water,Built-up,Forest
7134,Forest,Built-up,Wetland,NULL,Wetland,Forest,Grassland,Grassland
7135,Forest,Built-up,Wetland,NULL,Wetland,Forest,Grassland,Forest
7136,Forest,Built-up,Wetland,NULL,Wetland,Forest,Bareland,Forest
7137,Forest,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Grassland
7138,Forest,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Forest
7139,Forest,Built-up,Wetland,NULL,Wetland,Forest,Water,Forest
7140,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
7141,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Forest
7142,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
7143,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Forest
7144,Forest,Built-up,Wetland,Non_Water,Wetland,Water,Built-up,Grassland
7145,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Water,Forest
7146,Forest,Built-up,Wetland,Water,Wetland,Grassland,Grassland,Forest
7147,Forest,Built-up,Wetland,Water,Wetland,Bareland,Water,Forest
7148,Forest,Built-up,Wetland,Water,Wetland,Built-up,Water,Water
7149,Forest,Built-up,Wetland,Water,Wetland,Forest,Water,Water
7150,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7151,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
7152,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7153,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Forest
7154,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Forest
7155,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7156,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
7157,Forest,Built-up,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
7158,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
7159,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
7160,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7161,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
7162,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
7163,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7164,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
7165,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
7166,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
7167,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
7168,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
7169,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
7170,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
7171,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
7172,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
7173,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
7174,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
7175,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
7176,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
7177,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
7178,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7179,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
7180,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
7181,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
7182,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
7183,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7184,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7185,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
7186,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
7187,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
7188,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
7189,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
7190,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
7191,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
7192,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
7193,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
7194,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
7195,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
7196,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
7197,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
7198,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
7199,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7200,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7201,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
7202,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Shrubland,Grassland
7203,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
7204,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Forest
7205,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
7206,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
7207,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
7208,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
7209,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
7210,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
7211,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
7212,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Forest
7213,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7214,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7215,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Forest
7216,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
7217,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Forest
7218,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Forest
7219,Forest,Built-up,Water,NULL,Water,Grassland,Shrubland,Forest
7220,Forest,Built-up,Water,NULL,Water,Grassland,Grassland,Forest
7221,Forest,Built-up,Water,NULL,Water,Grassland,Built-up,Forest
7222,Forest,Built-up,Water,NULL,Water,Bareland,Grassland,Grassland
7223,Forest,Built-up,Water,NULL,Water,Bareland,Grassland,Forest
7224,Forest,Built-up,Water,NULL,Water,Bareland,Built-up,Grassland
7225,Forest,Built-up,Water,NULL,Water,Bareland,Built-up,Forest
7226,Forest,Built-up,Water,NULL,Water,Built-up,Grassland,Grassland
7227,Forest,Built-up,Water,NULL,Water,Water,Grassland,Forest
7228,Forest,Built-up,Water,NULL,Water,Water,Built-up,Forest
7229,Forest,Built-up,Water,NULL,Water,Forest,Grassland,Forest
7230,Forest,Built-up,Water,NULL,Water,Forest,Wetland,Forest
7231,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7232,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
7233,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
7234,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7235,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7236,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7237,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
7238,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7239,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
7240,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
7241,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
7242,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
7243,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
7244,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
7245,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
7246,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
7247,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7248,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7249,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
7250,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7251,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
7252,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7253,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
7254,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
7255,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
7256,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
7257,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
7258,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
7259,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
7260,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
7261,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
7262,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
7263,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
7264,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
7265,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
7266,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
7267,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
7268,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
7269,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
7270,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Grassland
7271,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Forest
7272,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7273,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
7274,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7275,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
7276,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
7277,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
7278,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7279,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7280,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7281,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Built-up,Forest
7282,Forest,Built-up,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
7283,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
7284,Forest,Built-up,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
7285,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7286,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
7287,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
7288,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
7289,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
7290,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
7291,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
7292,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7293,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
7294,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7295,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
7296,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7297,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
7298,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
7299,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
7300,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
7301,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
7302,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7303,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
7304,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
7305,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
7306,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
7307,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
7308,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
7309,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
7310,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
7311,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
7312,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
7313,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
7314,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
7315,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
7316,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
7317,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
7318,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
7319,Forest,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
7320,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
7321,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
7322,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
7323,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
7324,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7325,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
7326,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
7327,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
7328,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
7329,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7330,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7331,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
7332,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
7333,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
7334,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
7335,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
7336,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
7337,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
7338,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
7339,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
7340,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
7341,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
7342,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
7343,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
7344,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
7345,Forest,Water,NULL,Water,Non_Wetland,Grassland,Forest,Water
7346,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
7347,Forest,Water,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
7348,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
7349,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
7350,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
7351,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
7352,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
7353,Forest,Water,NULL,Water,Non_Wetland,Forest,Grassland,Forest
7354,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
7355,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
7356,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Water
7357,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
7358,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
7359,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
7360,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
7361,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
7362,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
7363,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
7364,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7365,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
7366,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
7367,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
7368,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
7369,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
7370,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
7371,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
7372,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
7373,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
7374,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
7375,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
7376,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
7377,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7378,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7379,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7380,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
7381,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
7382,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
7383,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7384,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
7385,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
7386,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
7387,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
7388,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
7389,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
7390,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
7391,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
7392,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
7393,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
7394,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
7395,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
7396,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
7397,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
7398,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
7399,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
7400,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
7401,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
7402,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
7403,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
7404,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
7405,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
7406,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
7407,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
7408,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7409,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
7410,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
7411,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
7412,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Water
7413,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
7414,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7415,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
7416,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
7417,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
7418,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
7419,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
7420,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
7421,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
7422,Forest,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
7423,Forest,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
7424,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
7425,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
7426,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
7427,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
7428,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Bareland
7429,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
7430,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
7431,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
7432,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
7433,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
7434,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Wetland
7435,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
7436,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
7437,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
7438,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7439,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Water
7440,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7441,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7442,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
7443,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
7444,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
