Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWN_M_R
5688,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5689,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5690,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
5691,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
5692,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
5693,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
5694,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5695,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
5696,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
5697,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
5698,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
5699,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5700,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5701,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
5702,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
5703,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
5704,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
5705,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
5706,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
5707,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5708,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
5709,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5710,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5711,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
5712,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5713,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5714,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
5715,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5716,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
5717,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
5718,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
5719,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
5720,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Bareland,Forest
5721,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5722,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
5723,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5724,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5725,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5726,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
5727,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5728,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5729,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5730,Forest,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
5731,Forest,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
5732,Forest,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
5733,Forest,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
5734,Forest,Wetland,Water,NULL,Water,Bareland,Bareland,NULL
5735,Forest,Wetland,Water,NULL,Water,Bareland,Bareland,Grassland
5736,Forest,Wetland,Water,NULL,Water,Bareland,Bareland,Bareland
5737,Forest,Wetland,Water,NULL,Water,Bareland,Bareland,Water
5738,Forest,Wetland,Water,NULL,Water,Bareland,Bareland,Forest
5739,Forest,Wetland,Water,NULL,Water,Forest,Bareland,Forest
5740,Forest,Wetland,Water,Non_Water,Water,NULL,Bareland,Forest
5741,Forest,Wetland,Water,Non_Water,Water,Bareland,Bareland,Grassland
5742,Forest,Wetland,Water,Non_Water,Water,Bareland,Bareland,Forest
5743,Forest,Wetland,Water,Water,Water,Bareland,Wetland,Water
5744,Forest,Wetland,Water,Water,Water,Bareland,Bareland,NULL
5745,Forest,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
5746,Forest,Wetland,Water,Water,Water,Bareland,Bareland,Bareland
5747,Forest,Wetland,Water,Water,Water,Bareland,Bareland,Water
5748,Forest,Wetland,Water,Water,Water,Bareland,Bareland,Forest
5749,Forest,Wetland,Water,Water,Water,Bareland,Water,Water
5750,Forest,Wetland,Water,Water,Water,Bareland,Water,Forest
5751,Forest,Wetland,Water,Water,Water,Water,Bareland,Forest
5752,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5753,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5754,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5755,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5756,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5757,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5758,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5759,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5760,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5761,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5762,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5763,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5764,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
5765,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5766,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
5767,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
5768,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5769,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5770,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5771,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5772,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
5773,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5774,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5775,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5776,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
5777,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5778,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5779,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
5780,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
5781,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
5782,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,NULL
5783,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5784,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
5785,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5786,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
5787,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
5788,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
5789,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
5790,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
5791,Forest,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5792,Forest,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5793,Forest,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
5794,Forest,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5795,Forest,Bareland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5796,Forest,Bareland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
5797,Forest,Bareland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
5798,Forest,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5799,Forest,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
5800,Forest,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
5801,Forest,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
5802,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5803,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5804,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
5805,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5806,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5807,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5808,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5809,Forest,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
5810,Forest,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
5811,Forest,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
5812,Forest,Bareland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
5813,Forest,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
5814,Forest,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
5815,Forest,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Water
5816,Forest,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
5817,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
5818,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
5819,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
5820,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Bareland,Water
5821,Forest,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
5822,Forest,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
5823,Forest,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Forest
5824,Forest,Bareland,Wetland,Water,Wetland,Water,Bareland,Forest
5825,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5826,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5827,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
5828,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
5829,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5830,Forest,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
5831,Forest,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
5832,Forest,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5833,Forest,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5834,Forest,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5835,Forest,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
5836,Forest,Bareland,Water,Water,Water,Bareland,Bareland,Grassland
5837,Forest,Bareland,Water,Water,Water,Bareland,Bareland,Water
5838,Forest,Bareland,Water,Water,Water,Bareland,Bareland,Forest
5839,Forest,Bareland,Water,Water,Water,Water,Bareland,Forest
5840,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5841,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
5842,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5843,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5844,Forest,Bareland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5845,Forest,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
5846,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5847,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5848,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5849,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
5850,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
5851,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
5852,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5853,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5854,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
5855,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
5856,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5857,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5858,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
5859,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5860,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Forest
5861,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
5862,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5863,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
5864,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
5865,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
5866,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
5867,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5868,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
5869,Forest,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5870,Forest,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5871,Forest,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5872,Forest,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
5873,Forest,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
5874,Forest,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Water
5875,Forest,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
5876,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
5877,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5878,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5879,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5880,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5881,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
5882,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5883,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5884,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
5885,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5886,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
5887,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5888,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
5889,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
5890,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5891,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5892,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
5893,Forest,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
5894,Forest,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
5895,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5896,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
5897,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5898,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5899,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5900,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
5901,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5902,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5903,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
5904,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5905,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5906,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5907,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
5908,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5909,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5910,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5911,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5912,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5913,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5914,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
5915,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5916,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5917,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5918,Forest,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
5919,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
5920,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
5921,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
5922,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
5923,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
5924,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Water
5925,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
5926,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Forest
5927,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
5928,Forest,Built-up,Wetland,NULL,Wetland,Forest,Bareland,Forest
5929,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
5930,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
5931,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
5932,Forest,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
5933,Forest,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Bareland
5934,Forest,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Water
5935,Forest,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Forest
5936,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Grassland
5937,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
5938,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
5939,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5940,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
5941,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
5942,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5943,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
5944,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5945,Forest,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
5946,Forest,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
5947,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
5948,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5949,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
5950,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
5951,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
5952,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5953,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5954,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5955,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5956,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
5957,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5958,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
5959,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
5960,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
5961,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
5962,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
5963,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
5964,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
5965,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5966,Forest,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
5967,Forest,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
5968,Forest,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
5969,Forest,Built-up,Water,NULL,Water,Bareland,Bareland,Water
5970,Forest,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
5971,Forest,Built-up,Water,NULL,Water,Bareland,Water,Water
5972,Forest,Built-up,Water,NULL,Water,Built-up,Water,Water
5973,Forest,Built-up,Water,Water,Water,Bareland,Bareland,Water
5974,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5975,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5976,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5977,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5978,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5979,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5980,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5981,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5982,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
5983,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
5984,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5985,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
5986,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5987,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
5988,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5989,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5990,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5991,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5992,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5993,Forest,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
5994,Forest,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
5995,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5996,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
5997,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
5998,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Water
5999,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
6000,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
6001,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
6002,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
6003,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6004,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6005,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6006,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6007,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
6008,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
6009,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6010,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6011,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6012,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6013,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
6014,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
