Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20PPR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PPR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PPR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PPR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PPR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20PPR_M_R
886,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
887,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up
888,Bareland,Water,Shrubland,Water,Non_Wetland,Water
889,Bareland,Water,Grassland,Water,Non_Wetland,Water
890,Bareland,Water,Wetland,NULL,Wetland,Wetland
891,Bareland,Water,Wetland,NULL,Wetland,Water
892,Bareland,Water,Wetland,NULL,Wetland,Forest
893,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
894,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
895,Bareland,Water,Wetland,Non_Water,Wetland,Water
896,Bareland,Water,Wetland,Water,NULL,Wetland
897,Bareland,Water,Wetland,Water,Wetland,Grassland
898,Bareland,Water,Wetland,Water,Wetland,Wetland
899,Bareland,Water,Wetland,Water,Wetland,Water
900,Bareland,Water,Wetland,Water,Wetland,Forest
901,Bareland,Water,Water,NULL,Water,Wetland
902,Bareland,Water,Water,NULL,Water,Forest
903,Bareland,Water,Water,Non_Water,Water,Wetland
904,Bareland,Water,Water,Non_Water,Water,Water
905,Bareland,Water,Water,Water,NULL,Wetland
906,Bareland,Water,Water,Water,Water,Wetland
907,Bareland,Water,Water,Water,Water,Water
908,Bareland,Water,Water,Water,Water,Forest
909,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
910,Bareland,Water,Forest,Water,Non_Wetland,Wetland
911,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
912,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
913,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
914,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
915,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland
916,Bareland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
917,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
918,Bareland,Forest,Wetland,NULL,Wetland,NULL
919,Bareland,Forest,Wetland,NULL,Wetland,Grassland
920,Bareland,Forest,Wetland,NULL,Wetland,Wetland
921,Bareland,Forest,Wetland,NULL,Wetland,Water
922,Bareland,Forest,Wetland,NULL,Wetland,Forest
923,Bareland,Forest,Wetland,Non_Water,Wetland,Grassland
924,Bareland,Forest,Wetland,Non_Water,Wetland,Wetland
925,Bareland,Forest,Wetland,Water,Wetland,Wetland
926,Bareland,Forest,Wetland,Water,Wetland,Forest
927,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
928,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland
929,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
930,Bareland,Forest,Forest,Non_Water,Non_Wetland,Water
931,Bareland,Forest,Forest,Water,Non_Wetland,Forest
932,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
933,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
934,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
935,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
936,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
937,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
938,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
939,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
940,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
941,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
942,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
943,Water,NULL,Grassland,NULL,Non_Wetland,Forest
944,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
945,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland
946,Water,NULL,Grassland,Water,Non_Wetland,Grassland
947,Water,NULL,Grassland,Water,Non_Wetland,Wetland
948,Water,NULL,Grassland,Water,Non_Wetland,Water
949,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
950,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
951,Water,NULL,Cropland,NULL,Non_Wetland,Forest
952,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
953,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
954,Water,NULL,Cropland,Water,Non_Wetland,Grassland
955,Water,NULL,Cropland,Water,Non_Wetland,Wetland
956,Water,NULL,Wetland,NULL,Wetland,NULL
957,Water,NULL,Wetland,NULL,Wetland,Grassland
958,Water,NULL,Wetland,NULL,Wetland,Cropland
959,Water,NULL,Wetland,NULL,Wetland,Wetland
960,Water,NULL,Wetland,NULL,Wetland,Water
961,Water,NULL,Wetland,NULL,Wetland,Forest
962,Water,NULL,Wetland,Non_Water,Wetland,Grassland
963,Water,NULL,Wetland,Non_Water,Wetland,Wetland
964,Water,NULL,Wetland,Non_Water,Wetland,Water
965,Water,NULL,Wetland,Non_Water,Wetland,Forest
966,Water,NULL,Wetland,Water,Wetland,Grassland
967,Water,NULL,Wetland,Water,Wetland,Wetland
968,Water,NULL,Wetland,Water,Wetland,Water
969,Water,NULL,Wetland,Water,Wetland,Forest
970,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
971,Water,NULL,Built-up,Water,Non_Wetland,Grassland
972,Water,NULL,Water,NULL,NULL,Water
973,Water,NULL,Water,NULL,Water,Grassland
974,Water,NULL,Water,NULL,Water,Wetland
975,Water,NULL,Water,NULL,Water,Water
976,Water,NULL,Water,Non_Water,Water,Grassland
977,Water,NULL,Water,Non_Water,Water,Wetland
978,Water,NULL,Water,Non_Water,Water,Water
979,Water,NULL,Water,Non_Water,Water,Forest
980,Water,NULL,Water,Water,NULL,Water
981,Water,NULL,Water,Water,Water,Grassland
982,Water,NULL,Water,Water,Water,Wetland
983,Water,NULL,Water,Water,Water,Water
984,Water,NULL,Water,Water,Water,Forest
985,Water,NULL,Forest,NULL,Non_Wetland,NULL
986,Water,NULL,Forest,NULL,Non_Wetland,Grassland
987,Water,NULL,Forest,NULL,Non_Wetland,Cropland
988,Water,NULL,Forest,NULL,Non_Wetland,Wetland
989,Water,NULL,Forest,NULL,Non_Wetland,Forest
990,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
991,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
992,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
993,Water,NULL,Forest,Water,Non_Wetland,Grassland
994,Water,NULL,Forest,Water,Non_Wetland,Wetland
995,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
996,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
997,Water,Cropland,Wetland,NULL,Wetland,Wetland
998,Water,Cropland,Wetland,NULL,Wetland,Forest
999,Water,Cropland,Wetland,Water,Wetland,Wetland
1000,Water,Cropland,Built-up,Water,Non_Wetland,Water
1001,Water,Cropland,Water,Water,Water,Water
1002,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1003,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1004,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1005,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1006,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1007,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1008,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1009,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1010,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1011,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1012,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
1013,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
1014,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1015,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1016,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1017,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1018,Water,Wetland,Wetland,NULL,Wetland,NULL
1019,Water,Wetland,Wetland,NULL,Wetland,Grassland
1020,Water,Wetland,Wetland,NULL,Wetland,Wetland
1021,Water,Wetland,Wetland,NULL,Wetland,Water
1022,Water,Wetland,Wetland,NULL,Wetland,Forest
1023,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1024,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1025,Water,Wetland,Wetland,Non_Water,Wetland,Water
1026,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1027,Water,Wetland,Wetland,Water,Wetland,Grassland
1028,Water,Wetland,Wetland,Water,Wetland,Wetland
1029,Water,Wetland,Wetland,Water,Wetland,Water
1030,Water,Wetland,Wetland,Water,Wetland,Forest
1031,Water,Wetland,Water,NULL,Water,Grassland
1032,Water,Wetland,Water,NULL,Water,Wetland
1033,Water,Wetland,Water,NULL,Water,Water
1034,Water,Wetland,Water,NULL,Water,Forest
1035,Water,Wetland,Water,Non_Water,Water,Grassland
1036,Water,Wetland,Water,Non_Water,Water,Wetland
1037,Water,Wetland,Water,Non_Water,Water,Water
1038,Water,Wetland,Water,Non_Water,Water,Forest
1039,Water,Wetland,Water,Water,Water,Grassland
1040,Water,Wetland,Water,Water,Water,Wetland
1041,Water,Wetland,Water,Water,Water,Water
1042,Water,Wetland,Water,Water,Water,Forest
1043,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1044,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1045,Water,Wetland,Forest,NULL,Non_Wetland,Water
1046,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1047,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1048,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1049,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1050,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1051,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1052,Water,Bareland,Cropland,Water,Non_Wetland,Wetland
1053,Water,Bareland,Wetland,NULL,Wetland,Grassland
1054,Water,Bareland,Wetland,NULL,Wetland,Wetland
1055,Water,Bareland,Wetland,Non_Water,Wetland,Wetland
1056,Water,Bareland,Wetland,Water,Wetland,Grassland
1057,Water,Bareland,Wetland,Water,Wetland,Wetland
1058,Water,Bareland,Wetland,Water,Wetland,Water
1059,Water,Bareland,Water,Water,Water,Wetland
1060,Water,Bareland,Water,Water,Water,Water
1061,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1062,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1063,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1064,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1065,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water
1066,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
1067,Water,Built-up,Shrubland,Water,Non_Wetland,Wetland
1068,Water,Built-up,Shrubland,Water,Non_Wetland,Water
1069,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1070,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland
1071,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1072,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
1073,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1074,Water,Built-up,Wetland,NULL,Wetland,Grassland
1075,Water,Built-up,Wetland,NULL,Wetland,Wetland
1076,Water,Built-up,Wetland,NULL,Wetland,Water
1077,Water,Built-up,Wetland,NULL,Wetland,Forest
1078,Water,Built-up,Wetland,Non_Water,Wetland,Grassland
1079,Water,Built-up,Wetland,Non_Water,Wetland,Wetland
1080,Water,Built-up,Wetland,Non_Water,Wetland,Built-up
1081,Water,Built-up,Wetland,Non_Water,Wetland,Water
1082,Water,Built-up,Wetland,Non_Water,Wetland,Forest
1083,Water,Built-up,Wetland,Water,Wetland,Grassland
1084,Water,Built-up,Wetland,Water,Wetland,Wetland
1085,Water,Built-up,Wetland,Water,Wetland,Built-up
1086,Water,Built-up,Wetland,Water,Wetland,Water
1087,Water,Built-up,Wetland,Water,Wetland,Forest
1088,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1089,Water,Built-up,Built-up,NULL,Non_Wetland,Wetland
1090,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1091,Water,Built-up,Built-up,NULL,Non_Wetland,Water
1092,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1093,Water,Built-up,Built-up,Water,Non_Wetland,Water
1094,Water,Built-up,Water,NULL,Water,Wetland
1095,Water,Built-up,Water,NULL,Water,Forest
1096,Water,Built-up,Water,Non_Water,Water,Grassland
1097,Water,Built-up,Water,Non_Water,Water,Wetland
1098,Water,Built-up,Water,Non_Water,Water,Water
1099,Water,Built-up,Water,Water,Water,Wetland
1100,Water,Built-up,Water,Water,Water,Water
1101,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1102,Water,Built-up,Forest,NULL,Non_Wetland,Wetland
1103,Water,Built-up,Forest,NULL,Non_Wetland,Water
1104,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1105,Water,Built-up,Forest,Water,Non_Wetland,Water
1106,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
1107,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1108,Water,Water,NULL,Non_Water,Non_Wetland,Water
1109,Water,Water,NULL,Water,Non_Wetland,Wetland
1110,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1111,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1112,Water,Water,Shrubland,NULL,Non_Wetland,Water
1113,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1114,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1115,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1116,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1117,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1118,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1119,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1120,Water,Water,Shrubland,Water,Non_Wetland,Water
1121,Water,Water,Grassland,NULL,Non_Wetland,Water
1122,Water,Water,Grassland,NULL,Non_Wetland,Forest
1123,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1124,Water,Water,Grassland,Water,Non_Wetland,Grassland
1125,Water,Water,Grassland,Water,Non_Wetland,Wetland
1126,Water,Water,Grassland,Water,Non_Wetland,Water
1127,Water,Water,Cropland,NULL,Non_Wetland,Wetland
1128,Water,Water,Cropland,NULL,Non_Wetland,Forest
1129,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1130,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
1131,Water,Water,Cropland,Water,Non_Wetland,Wetland
1132,Water,Water,Cropland,Water,Non_Wetland,Bareland
1133,Water,Water,Cropland,Water,Non_Wetland,Water
1134,Water,Water,Wetland,NULL,NULL,Grassland
1135,Water,Water,Wetland,NULL,NULL,Wetland
1136,Water,Water,Wetland,NULL,NULL,Bareland
1137,Water,Water,Wetland,NULL,NULL,Water
1138,Water,Water,Wetland,NULL,Wetland,NULL
1139,Water,Water,Wetland,NULL,Wetland,Grassland
1140,Water,Water,Wetland,NULL,Wetland,Cropland
1141,Water,Water,Wetland,NULL,Wetland,Wetland
1142,Water,Water,Wetland,NULL,Wetland,Bareland
1143,Water,Water,Wetland,NULL,Wetland,Water
1144,Water,Water,Wetland,NULL,Wetland,Forest
1145,Water,Water,Wetland,Non_Water,NULL,Grassland
1146,Water,Water,Wetland,Non_Water,NULL,Wetland
1147,Water,Water,Wetland,Non_Water,NULL,Bareland
1148,Water,Water,Wetland,Non_Water,NULL,Water
1149,Water,Water,Wetland,Non_Water,Wetland,Grassland
1150,Water,Water,Wetland,Non_Water,Wetland,Wetland
1151,Water,Water,Wetland,Non_Water,Wetland,Bareland
1152,Water,Water,Wetland,Non_Water,Wetland,Water
1153,Water,Water,Wetland,Non_Water,Wetland,Forest
1154,Water,Water,Wetland,Water,NULL,Grassland
1155,Water,Water,Wetland,Water,NULL,Wetland
1156,Water,Water,Wetland,Water,NULL,Water
1157,Water,Water,Wetland,Water,Wetland,Grassland
1158,Water,Water,Wetland,Water,Wetland,Cropland
1159,Water,Water,Wetland,Water,Wetland,Wetland
1160,Water,Water,Wetland,Water,Wetland,Bareland
1161,Water,Water,Wetland,Water,Wetland,Built-up
1162,Water,Water,Wetland,Water,Wetland,Water
1163,Water,Water,Wetland,Water,Wetland,Forest
1164,Water,Water,Bareland,NULL,Non_Wetland,Wetland
1165,Water,Water,Bareland,NULL,Non_Wetland,Water
1166,Water,Water,Bareland,NULL,Non_Wetland,Forest
1167,Water,Water,Bareland,Water,Non_Wetland,Wetland
1168,Water,Water,Bareland,Water,Non_Wetland,Water
1169,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1170,Water,Water,Built-up,NULL,Non_Wetland,Wetland
1171,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1172,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1173,Water,Water,Built-up,NULL,Non_Wetland,Water
1174,Water,Water,Built-up,NULL,Non_Wetland,Forest
1175,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1176,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland
1177,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1178,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up
1179,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1180,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1181,Water,Water,Built-up,Water,Non_Wetland,Grassland
1182,Water,Water,Built-up,Water,Non_Wetland,Wetland
1183,Water,Water,Built-up,Water,Non_Wetland,Bareland
1184,Water,Water,Built-up,Water,Non_Wetland,Built-up
1185,Water,Water,Built-up,Water,Non_Wetland,Water
1186,Water,Water,Built-up,Water,Non_Wetland,Forest
1187,Water,Water,Water,NULL,NULL,Grassland
1188,Water,Water,Water,NULL,NULL,Wetland
1189,Water,Water,Water,NULL,NULL,Water
1190,Water,Water,Water,NULL,Water,Grassland
1191,Water,Water,Water,NULL,Water,Wetland
1192,Water,Water,Water,NULL,Water,Water
1193,Water,Water,Water,NULL,Water,Forest
1194,Water,Water,Water,Non_Water,NULL,Wetland
1195,Water,Water,Water,Non_Water,NULL,Water
1196,Water,Water,Water,Non_Water,Water,Grassland
1197,Water,Water,Water,Non_Water,Water,Wetland
1198,Water,Water,Water,Non_Water,Water,Water
1199,Water,Water,Water,Non_Water,Water,Forest
1200,Water,Water,Water,Water,NULL,Grassland
1201,Water,Water,Water,Water,NULL,Wetland
1202,Water,Water,Water,Water,NULL,Water
1203,Water,Water,Water,Water,Water,Grassland
1204,Water,Water,Water,Water,Water,Wetland
1205,Water,Water,Water,Water,Water,Built-up
1206,Water,Water,Water,Water,Water,Water
1207,Water,Water,Water,Water,Water,Forest
1208,Water,Water,Forest,NULL,Non_Wetland,Grassland
1209,Water,Water,Forest,NULL,Non_Wetland,Wetland
1210,Water,Water,Forest,NULL,Non_Wetland,Built-up
1211,Water,Water,Forest,NULL,Non_Wetland,Water
1212,Water,Water,Forest,NULL,Non_Wetland,Forest
1213,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1214,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1215,Water,Water,Forest,Non_Water,Non_Wetland,Water
1216,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1217,Water,Water,Forest,Water,Non_Wetland,Grassland
1218,Water,Water,Forest,Water,Non_Wetland,Wetland
1219,Water,Water,Forest,Water,Non_Wetland,Water
1220,Water,Water,Forest,Water,Non_Wetland,Forest
1221,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1222,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1223,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
1224,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1225,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1226,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1227,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1228,Water,Forest,Shrubland,Water,Non_Wetland,Wetland
1229,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1230,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1231,Water,Forest,Grassland,NULL,Non_Wetland,Wetland
1232,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1233,Water,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1234,Water,Forest,Grassland,Water,Non_Wetland,Grassland
1235,Water,Forest,Grassland,Water,Non_Wetland,Wetland
1236,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1237,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
1238,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1239,Water,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1240,Water,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1241,Water,Forest,Cropland,Water,Non_Wetland,Wetland
1242,Water,Forest,Wetland,NULL,Wetland,NULL
1243,Water,Forest,Wetland,NULL,Wetland,Grassland
1244,Water,Forest,Wetland,NULL,Wetland,Cropland
1245,Water,Forest,Wetland,NULL,Wetland,Wetland
1246,Water,Forest,Wetland,NULL,Wetland,Bareland
1247,Water,Forest,Wetland,NULL,Wetland,Built-up
1248,Water,Forest,Wetland,NULL,Wetland,Water
1249,Water,Forest,Wetland,NULL,Wetland,Forest
1250,Water,Forest,Wetland,Non_Water,Wetland,Grassland
1251,Water,Forest,Wetland,Non_Water,Wetland,Wetland
1252,Water,Forest,Wetland,Non_Water,Wetland,Bareland
1253,Water,Forest,Wetland,Non_Water,Wetland,Built-up
1254,Water,Forest,Wetland,Non_Water,Wetland,Water
1255,Water,Forest,Wetland,Non_Water,Wetland,Forest
1256,Water,Forest,Wetland,Water,Wetland,NULL
1257,Water,Forest,Wetland,Water,Wetland,Grassland
1258,Water,Forest,Wetland,Water,Wetland,Wetland
1259,Water,Forest,Wetland,Water,Wetland,Water
1260,Water,Forest,Wetland,Water,Wetland,Forest
1261,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1262,Water,Forest,Built-up,NULL,Non_Wetland,Grassland
1263,Water,Forest,Built-up,NULL,Non_Wetland,Wetland
1264,Water,Forest,Built-up,NULL,Non_Wetland,Forest
1265,Water,Forest,Water,NULL,Water,Grassland
1266,Water,Forest,Water,NULL,Water,Wetland
1267,Water,Forest,Water,NULL,Water,Water
1268,Water,Forest,Water,NULL,Water,Forest
1269,Water,Forest,Water,Non_Water,Water,Grassland
1270,Water,Forest,Water,Non_Water,Water,Wetland
1271,Water,Forest,Water,Non_Water,Water,Water
1272,Water,Forest,Water,Non_Water,Water,Forest
1273,Water,Forest,Water,Water,Water,Grassland
1274,Water,Forest,Water,Water,Water,Wetland
1275,Water,Forest,Water,Water,Water,Water
1276,Water,Forest,Water,Water,Water,Forest
1277,Water,Forest,Forest,NULL,Non_Wetland,NULL
1278,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1279,Water,Forest,Forest,NULL,Non_Wetland,Wetland
1280,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1281,Water,Forest,Forest,NULL,Non_Wetland,Water
1282,Water,Forest,Forest,NULL,Non_Wetland,Forest
1283,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1284,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland
1285,Water,Forest,Forest,Non_Water,Non_Wetland,Water
1286,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1287,Water,Forest,Forest,Water,Non_Wetland,Grassland
1288,Water,Forest,Forest,Water,Non_Wetland,Wetland
1289,Water,Forest,Forest,Water,Non_Wetland,Water
1290,Water,Forest,Forest,Water,Non_Wetland,Forest
1291,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1292,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland
1293,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1294,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Wetland
1295,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
1296,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Wetland
1297,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,Grassland
1298,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
1299,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Wetland
1300,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL
1301,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Grassland
1302,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Wetland
1303,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Forest
1304,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Grassland
1305,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Wetland
1306,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Wetland
1307,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Water
1308,Permanent_ice_and_snow,NULL,Water,Water,Water,Wetland
1309,Permanent_ice_and_snow,NULL,Water,Water,Water,Water
1310,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
1311,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland
1312,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
1313,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,Grassland
1314,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,Wetland
1315,Permanent_ice_and_snow,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1316,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Grassland
1317,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Wetland
1318,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Forest
1319,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,Wetland
1320,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,Forest
1321,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,Wetland
1322,Permanent_ice_and_snow,Wetland,Water,Non_Water,Water,Wetland
1323,Permanent_ice_and_snow,Wetland,Water,Water,Water,Wetland
1324,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Forest
1325,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland
1326,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Forest
1327,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,Built-up
1328,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,Forest
1329,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland
1330,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up
1331,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Forest
1332,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Built-up
1333,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Forest
1334,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1335,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Grassland
1336,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Wetland
1337,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water
