Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NTH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NTH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NTH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NTH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NTH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NTH_M_R
871,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
872,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
873,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
874,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
875,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
876,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
877,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
878,Bareland,NULL,Water,NULL,Water,Grassland
879,Bareland,NULL,Water,NULL,Water,Bareland
880,Bareland,NULL,Water,NULL,Water,Water
881,Bareland,NULL,Water,NULL,Water,Forest
882,Bareland,NULL,Water,Non_Water,Water,Grassland
883,Bareland,NULL,Water,Non_Water,Water,Bareland
884,Bareland,NULL,Water,Non_Water,Water,Built-up
885,Bareland,NULL,Water,Non_Water,Water,Water
886,Bareland,NULL,Water,Non_Water,Water,Forest
887,Bareland,NULL,Water,Water,Water,Grassland
888,Bareland,NULL,Water,Water,Water,Bareland
889,Bareland,NULL,Water,Water,Water,Water
890,Bareland,NULL,Water,Water,Water,Forest
891,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
892,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
893,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
894,Bareland,NULL,Forest,NULL,Non_Wetland,Water
895,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
896,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
897,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland
898,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water
899,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
900,Bareland,NULL,Forest,Water,Non_Wetland,Water
901,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
902,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
903,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
904,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
905,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
906,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
907,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
908,Bareland,Cropland,Grassland,Water,Non_Wetland,Water
909,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
910,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
911,Bareland,Cropland,Forest,Water,Non_Wetland,Water
912,Bareland,Wetland,Forest,NULL,Non_Wetland,Forest
913,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
914,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
915,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up
916,Bareland,Bareland,NULL,NULL,Non_Wetland,Water
917,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
918,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Grassland
919,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
920,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water
921,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Forest
922,Bareland,Bareland,NULL,Water,Non_Wetland,Water
923,Bareland,Bareland,NULL,Water,Non_Wetland,Forest
924,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
925,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
926,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
927,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
928,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
929,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
930,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
931,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
932,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
933,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
934,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
935,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
936,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
937,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
938,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
939,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
940,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
941,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Forest
942,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
943,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
944,Bareland,Bareland,Grassland,Water,Non_Wetland,Forest
945,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
946,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
947,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
948,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
949,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
950,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
951,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
952,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
953,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
954,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
955,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
956,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
957,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
958,Bareland,Bareland,Wetland,NULL,Wetland,Water
959,Bareland,Bareland,Wetland,NULL,Wetland,Forest
960,Bareland,Bareland,Wetland,Non_Water,Wetland,Grassland
961,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
962,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
963,Bareland,Bareland,Wetland,Non_Water,Wetland,Forest
964,Bareland,Bareland,Wetland,Water,Wetland,Grassland
965,Bareland,Bareland,Wetland,Water,Wetland,Bareland
966,Bareland,Bareland,Wetland,Water,Wetland,Water
967,Bareland,Bareland,Wetland,Water,Wetland,Forest
968,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
969,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
970,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
971,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
972,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
973,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
974,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
975,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
976,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
977,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
978,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
979,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
980,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
981,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
982,Bareland,Bareland,Water,NULL,Water,Grassland
983,Bareland,Bareland,Water,NULL,Water,Bareland
984,Bareland,Bareland,Water,NULL,Water,Water
985,Bareland,Bareland,Water,NULL,Water,Forest
986,Bareland,Bareland,Water,Non_Water,Water,Grassland
987,Bareland,Bareland,Water,Non_Water,Water,Bareland
988,Bareland,Bareland,Water,Non_Water,Water,Water
989,Bareland,Bareland,Water,Non_Water,Water,Forest
990,Bareland,Bareland,Water,Water,Water,Bareland
991,Bareland,Bareland,Water,Water,Water,Water
992,Bareland,Bareland,Water,Water,Water,Forest
993,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
994,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
995,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
996,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
997,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
998,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Bareland
999,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water
1000,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Forest
1001,Bareland,Bareland,Forest,Water,Non_Wetland,Grassland
1002,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1003,Bareland,Bareland,Forest,Water,Non_Wetland,Water
1004,Bareland,Bareland,Forest,Water,Non_Wetland,Forest
1005,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
1006,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1007,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1008,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1009,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1010,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1011,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
1012,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1013,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1014,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1015,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1016,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1017,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1018,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1019,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1020,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1021,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1022,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Forest
1023,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
1024,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
1025,Bareland,Water,NULL,NULL,Non_Wetland,Water
1026,Bareland,Water,NULL,NULL,Non_Wetland,Forest
1027,Bareland,Water,NULL,Non_Water,Non_Wetland,Grassland
1028,Bareland,Water,NULL,Non_Water,Non_Wetland,Water
1029,Bareland,Water,NULL,Non_Water,Non_Wetland,Forest
1030,Bareland,Water,NULL,Water,Non_Wetland,Water
1031,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1032,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1033,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1034,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1035,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1036,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1037,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1038,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1039,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1040,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1041,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1042,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
1043,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1044,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1045,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1046,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1047,Bareland,Water,Grassland,Non_Water,Non_Wetland,Water
1048,Bareland,Water,Grassland,Non_Water,Non_Wetland,Forest
1049,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1050,Bareland,Water,Grassland,Water,Non_Wetland,Water
1051,Bareland,Water,Grassland,Water,Non_Wetland,Forest
1052,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1053,Bareland,Water,Cropland,Water,Non_Wetland,Water
1054,Bareland,Water,Wetland,NULL,Wetland,Grassland
1055,Bareland,Water,Wetland,NULL,Wetland,Bareland
1056,Bareland,Water,Wetland,NULL,Wetland,Water
1057,Bareland,Water,Wetland,NULL,Wetland,Forest
1058,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1059,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
1060,Bareland,Water,Wetland,Non_Water,Wetland,Water
1061,Bareland,Water,Wetland,Non_Water,Wetland,Forest
1062,Bareland,Water,Wetland,Water,Wetland,Grassland
1063,Bareland,Water,Wetland,Water,Wetland,Bareland
1064,Bareland,Water,Wetland,Water,Wetland,Water
1065,Bareland,Water,Wetland,Water,Wetland,Forest
1066,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1067,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1068,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1069,Bareland,Water,Bareland,Water,Non_Wetland,Water
1070,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland
1071,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1072,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
1073,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1074,Bareland,Water,Built-up,Water,Non_Wetland,Water
1075,Bareland,Water,Water,NULL,Water,Grassland
1076,Bareland,Water,Water,NULL,Water,Bareland
1077,Bareland,Water,Water,NULL,Water,Water
1078,Bareland,Water,Water,NULL,Water,Forest
1079,Bareland,Water,Water,Non_Water,Water,Grassland
1080,Bareland,Water,Water,Non_Water,Water,Bareland
1081,Bareland,Water,Water,Non_Water,Water,Water
1082,Bareland,Water,Water,Water,Water,Bareland
1083,Bareland,Water,Water,Water,Water,Water
1084,Bareland,Water,Water,Water,Water,Forest
1085,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
1086,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1087,Bareland,Water,Forest,NULL,Non_Wetland,Water
1088,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1089,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
1090,Bareland,Water,Forest,Non_Water,Non_Wetland,Water
1091,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1092,Bareland,Water,Forest,Water,Non_Wetland,Grassland
1093,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1094,Bareland,Water,Forest,Water,Non_Wetland,Water
1095,Bareland,Water,Forest,Water,Non_Wetland,Forest
1096,Bareland,Forest,NULL,NULL,Non_Wetland,Water
1097,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
1098,Bareland,Forest,NULL,Water,Non_Wetland,Forest
1099,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1100,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1101,Bareland,Forest,Shrubland,NULL,Non_Wetland,Water
1102,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1103,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1104,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1105,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1106,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1107,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1108,Bareland,Forest,Wetland,NULL,Wetland,Bareland
1109,Bareland,Forest,Wetland,NULL,Wetland,Forest
1110,Bareland,Forest,Wetland,Non_Water,Wetland,Forest
1111,Bareland,Forest,Water,NULL,Water,Forest
1112,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1113,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
1114,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1115,Bareland,Forest,Forest,Non_Water,Non_Wetland,Water
1116,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
1117,Bareland,Forest,Forest,Water,Non_Wetland,Bareland
1118,Bareland,Forest,Forest,Water,Non_Wetland,Forest
1119,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1120,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1121,Water,NULL,NULL,NULL,Non_Wetland,Built-up
1122,Water,NULL,NULL,NULL,Non_Wetland,Water
1123,Water,NULL,NULL,NULL,Non_Wetland,Forest
1124,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
1125,Water,NULL,NULL,Non_Water,Non_Wetland,Water
1126,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
1127,Water,NULL,NULL,Water,Non_Wetland,Grassland
1128,Water,NULL,NULL,Water,Non_Wetland,Bareland
1129,Water,NULL,NULL,Water,Non_Wetland,Water
1130,Water,NULL,NULL,Water,Non_Wetland,Forest
1131,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1132,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1133,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1134,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1135,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1136,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1137,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1138,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1139,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1140,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1141,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1142,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1143,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1144,Water,NULL,Shrubland,Water,Non_Wetland,Water
1145,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1146,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1147,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1148,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
1149,Water,NULL,Grassland,NULL,Non_Wetland,Water
1150,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1151,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1152,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1153,Water,NULL,Grassland,Non_Water,Non_Wetland,Water
1154,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1155,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1156,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1157,Water,NULL,Grassland,Water,Non_Wetland,Water
1158,Water,NULL,Grassland,Water,Non_Wetland,Forest
1159,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1160,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1161,Water,NULL,Cropland,NULL,Non_Wetland,Water
1162,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1163,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1164,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
1165,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1166,Water,NULL,Cropland,Water,Non_Wetland,Bareland
1167,Water,NULL,Cropland,Water,Non_Wetland,Forest
1168,Water,NULL,Wetland,NULL,Wetland,Grassland
1169,Water,NULL,Wetland,NULL,Wetland,Bareland
1170,Water,NULL,Wetland,NULL,Wetland,Water
1171,Water,NULL,Wetland,NULL,Wetland,Forest
1172,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1173,Water,NULL,Wetland,Non_Water,Wetland,Bareland
1174,Water,NULL,Wetland,Non_Water,Wetland,Water
1175,Water,NULL,Wetland,Non_Water,Wetland,Forest
1176,Water,NULL,Wetland,Water,Wetland,Grassland
1177,Water,NULL,Wetland,Water,Wetland,Bareland
1178,Water,NULL,Wetland,Water,Wetland,Water
1179,Water,NULL,Wetland,Water,Wetland,Forest
1180,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1181,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1182,Water,NULL,Bareland,NULL,Non_Wetland,Water
1183,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1184,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1185,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1186,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1187,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
1188,Water,NULL,Built-up,NULL,Non_Wetland,Water
1189,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1190,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1191,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1192,Water,NULL,Built-up,Water,Non_Wetland,Water
1193,Water,NULL,Water,NULL,Water,Grassland
1194,Water,NULL,Water,NULL,Water,Bareland
1195,Water,NULL,Water,NULL,Water,Water
1196,Water,NULL,Water,NULL,Water,Forest
1197,Water,NULL,Water,Non_Water,Water,Grassland
1198,Water,NULL,Water,Non_Water,Water,Bareland
1199,Water,NULL,Water,Non_Water,Water,Water
1200,Water,NULL,Water,Non_Water,Water,Forest
1201,Water,NULL,Water,Water,Water,Grassland
1202,Water,NULL,Water,Water,Water,Bareland
1203,Water,NULL,Water,Water,Water,Water
1204,Water,NULL,Water,Water,Water,Forest
1205,Water,NULL,Forest,NULL,Non_Wetland,NULL
1206,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1207,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1208,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1209,Water,NULL,Forest,NULL,Non_Wetland,Built-up
1210,Water,NULL,Forest,NULL,Non_Wetland,Water
1211,Water,NULL,Forest,NULL,Non_Wetland,Forest
1212,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1213,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland
1214,Water,NULL,Forest,Non_Water,Non_Wetland,Water
1215,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1216,Water,NULL,Forest,Water,Non_Wetland,Grassland
1217,Water,NULL,Forest,Water,Non_Wetland,Bareland
1218,Water,NULL,Forest,Water,Non_Wetland,Built-up
1219,Water,NULL,Forest,Water,Non_Wetland,Water
1220,Water,NULL,Forest,Water,Non_Wetland,Forest
1221,Water,Cropland,NULL,NULL,Non_Wetland,Forest
1222,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest
1223,Water,Cropland,NULL,Water,Non_Wetland,Water
1224,Water,Cropland,NULL,Water,Non_Wetland,Forest
1225,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1226,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1227,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1228,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1229,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1230,Water,Cropland,Shrubland,Water,Non_Wetland,Water
1231,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1232,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1233,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1234,Water,Cropland,Grassland,Water,Non_Wetland,Water
1235,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1236,Water,Cropland,Cropland,Water,Non_Wetland,Water
1237,Water,Cropland,Wetland,NULL,Wetland,Forest
1238,Water,Cropland,Wetland,Water,Wetland,Water
1239,Water,Cropland,Water,NULL,Water,Forest
1240,Water,Cropland,Water,Non_Water,Water,Forest
1241,Water,Cropland,Water,Water,Water,Water
1242,Water,Cropland,Water,Water,Water,Forest
1243,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1244,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1245,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
1246,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1247,Water,Cropland,Forest,Non_Water,Non_Wetland,Water
1248,Water,Cropland,Forest,Water,Non_Wetland,Grassland
1249,Water,Cropland,Forest,Water,Non_Wetland,Water
1250,Water,Cropland,Forest,Water,Non_Wetland,Forest
1251,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
1252,Water,Wetland,NULL,NULL,Non_Wetland,Bareland
1253,Water,Wetland,NULL,NULL,Non_Wetland,Water
1254,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1255,Water,Wetland,NULL,Non_Water,Non_Wetland,Water
1256,Water,Wetland,NULL,Non_Water,Non_Wetland,Forest
1257,Water,Wetland,NULL,Water,Non_Wetland,Grassland
1258,Water,Wetland,NULL,Water,Non_Wetland,Bareland
1259,Water,Wetland,NULL,Water,Non_Wetland,Water
1260,Water,Wetland,NULL,Water,Non_Wetland,Forest
1261,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1262,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
1263,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1264,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1265,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1266,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1267,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
1268,Water,Wetland,Shrubland,Water,Non_Wetland,Bareland
1269,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
1270,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland
1271,Water,Wetland,Grassland,NULL,Non_Wetland,Forest
1272,Water,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1273,Water,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1274,Water,Wetland,Grassland,Water,Non_Wetland,Grassland
1275,Water,Wetland,Grassland,Water,Non_Wetland,Bareland
1276,Water,Wetland,Grassland,Water,Non_Wetland,Forest
1277,Water,Wetland,Cropland,Water,Non_Wetland,Bareland
1278,Water,Wetland,Wetland,NULL,Wetland,Grassland
1279,Water,Wetland,Wetland,NULL,Wetland,Bareland
1280,Water,Wetland,Wetland,NULL,Wetland,Water
1281,Water,Wetland,Wetland,NULL,Wetland,Forest
1282,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1283,Water,Wetland,Wetland,Non_Water,Wetland,Water
1284,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1285,Water,Wetland,Wetland,Water,Wetland,Grassland
1286,Water,Wetland,Wetland,Water,Wetland,Bareland
1287,Water,Wetland,Wetland,Water,Wetland,Water
1288,Water,Wetland,Wetland,Water,Wetland,Forest
1289,Water,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1290,Water,Wetland,Built-up,Water,Non_Wetland,Grassland
1291,Water,Wetland,Water,NULL,Water,Grassland
1292,Water,Wetland,Water,NULL,Water,Bareland
1293,Water,Wetland,Water,NULL,Water,Water
1294,Water,Wetland,Water,NULL,Water,Forest
1295,Water,Wetland,Water,Non_Water,Water,Grassland
1296,Water,Wetland,Water,Non_Water,Water,Water
1297,Water,Wetland,Water,Non_Water,Water,Forest
1298,Water,Wetland,Water,Water,Water,Grassland
1299,Water,Wetland,Water,Water,Water,Water
1300,Water,Wetland,Water,Water,Water,Forest
1301,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1302,Water,Wetland,Forest,NULL,Non_Wetland,Bareland
1303,Water,Wetland,Forest,NULL,Non_Wetland,Water
1304,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1305,Water,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1306,Water,Wetland,Forest,Non_Water,Non_Wetland,Water
1307,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1308,Water,Wetland,Forest,Water,Non_Wetland,Grassland
1309,Water,Wetland,Forest,Water,Non_Wetland,Bareland
1310,Water,Wetland,Forest,Water,Non_Wetland,Water
1311,Water,Wetland,Forest,Water,Non_Wetland,Forest
1312,Water,Bareland,NULL,NULL,Non_Wetland,Grassland
