Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXH_M_R
8327,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8328,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
8329,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
8330,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
8331,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
8332,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
8333,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
8334,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
8335,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
8336,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
8337,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
8338,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Bareland
8339,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
8340,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
8341,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
8342,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
8343,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
8344,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
8345,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
8346,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
8347,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
8348,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
8349,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
8350,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Built-up
8351,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
8352,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
8353,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
8354,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Bareland
8355,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
8356,Water,Water,Wetland,NULL,Wetland,Built-up,Bareland,Water
8357,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
8358,Water,Water,Wetland,NULL,Wetland,Water,NULL,Bareland
8359,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
8360,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
8361,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
8362,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
8363,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
8364,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
8365,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
8366,Water,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
8367,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
8368,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
8369,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
8370,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
8371,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
8372,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
8373,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
8374,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
8375,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
8376,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
8377,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
8378,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
8379,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
8380,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
8381,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
8382,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
8383,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
8384,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Grassland
8385,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Water
8386,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
8387,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Grassland
8388,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
8389,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
8390,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Grassland
8391,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
8392,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
8393,Water,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
8394,Water,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
8395,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
8396,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
8397,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
8398,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
8399,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
8400,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
8401,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
8402,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
8403,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
8404,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
8405,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
8406,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
8407,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
8408,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
8409,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
8410,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
8411,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
8412,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
8413,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
8414,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
8415,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
8416,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
8417,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
8418,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
8419,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
8420,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
8421,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8422,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
8423,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8424,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
8425,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8426,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
8427,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
8428,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
8429,Water,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Water
8430,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
8431,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
8432,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
8433,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
8434,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Bareland
8435,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
8436,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
8437,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
8438,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
8439,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
8440,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
8441,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,NULL
8442,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
8443,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
8444,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
8445,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
8446,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
8447,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
8448,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
8449,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
8450,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
8451,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
8452,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
8453,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
8454,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
8455,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
8456,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
8457,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
8458,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
8459,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
8460,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
8461,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
8462,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Bareland
8463,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Water
8464,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
8465,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
8466,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
8467,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
8468,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
8469,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
8470,Water,Water,Wetland,Water,Wetland,NULL,Water,Bareland
8471,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
8472,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
8473,Water,Water,Wetland,Water,Wetland,NULL,Forest,Grassland
8474,Water,Water,Wetland,Water,Wetland,NULL,Forest,Water
8475,Water,Water,Wetland,Water,Wetland,NULL,Forest,Forest
8476,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
8477,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Bareland
8478,Water,Water,Wetland,Water,Wetland,Grassland,NULL,Water
8479,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
8480,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
8481,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
8482,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
8483,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
8484,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
8485,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Grassland
8486,Water,Water,Wetland,Water,Wetland,Cropland,NULL,Water
8487,Water,Water,Wetland,Water,Wetland,Cropland,Water,Water
8488,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Grassland
8489,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Wetland
8490,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Built-up
8491,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Water
8492,Water,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
8493,Water,Water,Wetland,Water,Wetland,Wetland,Shrubland,Forest
8494,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
8495,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
8496,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
8497,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
8498,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
8499,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
8500,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
8501,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Bareland
8502,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
8503,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
8504,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
8505,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
8506,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
8507,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
8508,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Water
8509,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
8510,Water,Water,Wetland,Water,Wetland,Bareland,NULL,Water
8511,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
8512,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
8513,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
8514,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Wetland
8515,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
8516,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
8517,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
8518,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
8519,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
8520,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
8521,Water,Water,Wetland,Water,Wetland,Bareland,Water,Built-up
8522,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
8523,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
8524,Water,Water,Wetland,Water,Wetland,Built-up,NULL,Water
8525,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Grassland
8526,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
8527,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
8528,Water,Water,Wetland,Water,Wetland,Water,NULL,Wetland
8529,Water,Water,Wetland,Water,Wetland,Water,NULL,Bareland
8530,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
8531,Water,Water,Wetland,Water,Wetland,Water,NULL,Forest
8532,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Forest
8533,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
8534,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
8535,Water,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
8536,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
8537,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
8538,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
8539,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
8540,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
8541,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
8542,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
8543,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
8544,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
8545,Water,Water,Wetland,Water,Wetland,Water,Built-up,Grassland
8546,Water,Water,Wetland,Water,Wetland,Water,Built-up,Water
8547,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
8548,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
8549,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
8550,Water,Water,Wetland,Water,Wetland,Water,Water,Water
8551,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
8552,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
8553,Water,Water,Wetland,Water,Wetland,Water,Forest,Wetland
8554,Water,Water,Wetland,Water,Wetland,Water,Forest,Bareland
8555,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
8556,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
8557,Water,Water,Wetland,Water,Wetland,Forest,NULL,Grassland
8558,Water,Water,Wetland,Water,Wetland,Forest,NULL,Water
8559,Water,Water,Wetland,Water,Wetland,Forest,Grassland,Grassland
8560,Water,Water,Wetland,Water,Wetland,Forest,Grassland,Water
8561,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Grassland
8562,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
8563,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
8564,Water,Water,Wetland,Water,Wetland,Forest,Water,Grassland
8565,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
8566,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
8567,Water,Water,Wetland,Water,Wetland,Forest,Forest,Grassland
8568,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
8569,Water,Water,Wetland,Water,Wetland,Forest,Forest,Forest
8570,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
8571,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
8572,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
8573,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
8574,Water,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
8575,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
8576,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
8577,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
8578,Water,Water,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
8579,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
8580,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
8581,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
8582,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
8583,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
8584,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
8585,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
8586,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
8587,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
8588,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
8589,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
8590,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Bareland
8591,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
8592,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
8593,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
8594,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8595,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
8596,Water,Water,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
8597,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
8598,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
8599,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
8600,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
8601,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
8602,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
8603,Water,Water,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
8604,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
8605,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
8606,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
8607,Water,Water,Bareland,Water,Non_Wetland,Bareland,NULL,Bareland
8608,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
8609,Water,Water,Bareland,Water,Non_Wetland,Built-up,NULL,Forest
8610,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Grassland
8611,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
8612,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Forest
8613,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
8614,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
8615,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
8616,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
8617,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
8618,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Grassland
8619,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
8620,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
8621,Water,Water,Bareland,Water,Non_Wetland,Forest,Grassland,Grassland
8622,Water,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
8623,Water,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Bareland
8624,Water,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
8625,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
8626,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
8627,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8628,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8629,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
8630,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Water
8631,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
8632,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
8633,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
8634,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8635,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
8636,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8637,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8638,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
8639,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8640,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
8641,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
8642,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
8643,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
8644,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Forest
8645,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
8646,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Water
8647,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
8648,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
8649,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
8650,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Water
8651,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
8652,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
8653,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
8654,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
8655,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
8656,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Water
8657,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Built-up
8658,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Water
8659,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
8660,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
8661,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
8662,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Bareland
8663,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Built-up
8664,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
8665,Water,Water,Built-up,Water,Non_Wetland,Water,Built-up,Water
8666,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
8667,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
8668,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Built-up
8669,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
8670,Water,Water,Built-up,Water,Non_Wetland,Forest,Grassland,Grassland
8671,Water,Water,Built-up,Water,Non_Wetland,Forest,Bareland,Grassland
8672,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
8673,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
8674,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
8675,Water,Water,Water,NULL,Water,NULL,NULL,Water
8676,Water,Water,Water,NULL,Water,NULL,NULL,Forest
8677,Water,Water,Water,NULL,Water,NULL,Grassland,Grassland
8678,Water,Water,Water,NULL,Water,NULL,Grassland,Wetland
8679,Water,Water,Water,NULL,Water,NULL,Grassland,Bareland
8680,Water,Water,Water,NULL,Water,NULL,Grassland,Water
8681,Water,Water,Water,NULL,Water,NULL,Grassland,Forest
8682,Water,Water,Water,NULL,Water,NULL,Wetland,Grassland
8683,Water,Water,Water,NULL,Water,NULL,Wetland,Wetland
8684,Water,Water,Water,NULL,Water,NULL,Wetland,Bareland
8685,Water,Water,Water,NULL,Water,NULL,Wetland,Water
8686,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
8687,Water,Water,Water,NULL,Water,NULL,Bareland,Grassland
8688,Water,Water,Water,NULL,Water,NULL,Water,Grassland
8689,Water,Water,Water,NULL,Water,NULL,Water,Wetland
8690,Water,Water,Water,NULL,Water,NULL,Water,Bareland
8691,Water,Water,Water,NULL,Water,NULL,Water,Water
8692,Water,Water,Water,NULL,Water,NULL,Water,Forest
8693,Water,Water,Water,NULL,Water,NULL,Forest,Grassland
8694,Water,Water,Water,NULL,Water,NULL,Forest,Wetland
8695,Water,Water,Water,NULL,Water,NULL,Forest,Water
8696,Water,Water,Water,NULL,Water,NULL,Forest,Forest
8697,Water,Water,Water,NULL,Water,Grassland,NULL,Grassland
8698,Water,Water,Water,NULL,Water,Grassland,NULL,Cropland
8699,Water,Water,Water,NULL,Water,Grassland,NULL,Bareland
8700,Water,Water,Water,NULL,Water,Grassland,NULL,Water
8701,Water,Water,Water,NULL,Water,Grassland,NULL,Forest
8702,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
8703,Water,Water,Water,NULL,Water,Grassland,Grassland,Bareland
8704,Water,Water,Water,NULL,Water,Grassland,Grassland,Water
8705,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
8706,Water,Water,Water,NULL,Water,Grassland,Wetland,Grassland
8707,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
