Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTH_M_R
11588,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11589,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11590,Forest,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
11591,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
11592,Forest,Bareland,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
11593,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11594,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
11595,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11596,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
11597,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
11598,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
11599,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
11600,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
11601,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
11602,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
11603,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
11604,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
11605,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
11606,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
11607,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Grassland
11608,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
11609,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
11610,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
11611,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
11612,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
11613,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
11614,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
11615,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11616,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11617,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11618,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
11619,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11620,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
11621,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
11622,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
11623,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11624,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11625,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
11626,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11627,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
11628,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
11629,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
11630,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
11631,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
11632,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
11633,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
11634,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
11635,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
11636,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
11637,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
11638,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
11639,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
11640,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
11641,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
11642,Forest,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Forest
11643,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
11644,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
11645,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
11646,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
11647,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
11648,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Built-up
11649,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
11650,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
11651,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Water,Forest
11652,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
11653,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11654,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
11655,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Forest
11656,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
11657,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Forest
11658,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
11659,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
11660,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11661,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
11662,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
11663,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11664,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11665,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
11666,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
11667,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11668,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
11669,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
11670,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
11671,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
11672,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
11673,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
11674,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
11675,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
11676,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
11677,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
11678,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
11679,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
11680,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11681,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
11682,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11683,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11684,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11685,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11686,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11687,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11688,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
11689,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
11690,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11691,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
11692,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11693,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
11694,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
11695,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11696,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
11697,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11698,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11699,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11700,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11701,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11702,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11703,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11704,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
11705,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
11706,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
11707,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
11708,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
11709,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
11710,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
11711,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
11712,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
11713,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11714,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11715,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11716,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11717,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
11718,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
11719,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
11720,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
11721,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
11722,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11723,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
11724,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
11725,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11726,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11727,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
11728,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
11729,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
11730,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
11731,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
11732,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
11733,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
11734,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
11735,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11736,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11737,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
11738,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
11739,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
11740,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Built-up
11741,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
11742,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
11743,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
11744,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
11745,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11746,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
11747,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
11748,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
11749,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
11750,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
11751,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
11752,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
11753,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
11754,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
11755,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
11756,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
11757,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
11758,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11759,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11760,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
11761,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
11762,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11763,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
11764,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11765,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11766,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
11767,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11768,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
11769,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11770,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
11771,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
11772,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
11773,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
11774,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
11775,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
11776,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
11777,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
11778,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11779,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
11780,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
11781,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11782,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11783,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11784,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11785,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11786,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11787,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11788,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11789,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
11790,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
11791,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
11792,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11793,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11794,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
11795,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11796,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11797,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11798,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
11799,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11800,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11801,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11802,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11803,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11804,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11805,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11806,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
11807,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11808,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
11809,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
11810,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
11811,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
11812,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
11813,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
11814,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
11815,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11816,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
11817,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
11818,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
11819,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
11820,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
11821,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11822,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
11823,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
11824,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11825,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11826,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
11827,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
11828,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
11829,Forest,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Forest
11830,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
11831,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11832,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
11833,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
11834,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
11835,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
11836,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
11837,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
11838,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
11839,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
11840,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
11841,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
11842,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
11843,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11844,Forest,Built-up,Wetland,Water,Wetland,NULL,Water,Grassland
11845,Forest,Built-up,Wetland,Water,Wetland,Forest,Water,Grassland
11846,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
11847,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
11848,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
11849,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
11850,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
11851,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
11852,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
11853,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
11854,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
11855,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
11856,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
11857,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
11858,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
11859,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
11860,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
11861,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
11862,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
11863,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
11864,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
11865,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
11866,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
11867,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
11868,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
11869,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11870,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11871,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11872,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11873,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
11874,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11875,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
11876,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
11877,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
11878,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
11879,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
11880,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
11881,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
11882,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
11883,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
11884,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11885,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11886,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
11887,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
11888,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
11889,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
11890,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
11891,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
11892,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
11893,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
11894,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
11895,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
11896,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
11897,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
11898,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11899,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11900,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11901,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
11902,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
11903,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
11904,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
