Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVG_M_R
3034,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3035,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3036,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3037,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3038,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3039,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3040,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3041,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3042,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3043,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3044,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3045,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3046,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
3047,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
3048,Cropland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
3049,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3050,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3051,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3052,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
3053,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3054,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3055,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3056,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3057,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3058,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3059,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3060,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3061,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3062,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3063,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3064,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3065,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3066,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3067,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3068,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3069,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3070,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3071,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3072,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3073,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3074,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3075,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3076,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3077,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3078,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3079,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
3080,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
3081,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3082,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
3083,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3084,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3085,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
3086,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
3087,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
3088,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3089,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3090,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3091,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
3092,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3093,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3094,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
3095,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3096,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
3097,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3098,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3099,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3100,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
3101,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3102,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
3103,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
3104,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
3105,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
3106,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
3107,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3108,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3109,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
3110,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Built-up
3111,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
3112,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3113,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
3114,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
3115,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3116,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
3117,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3118,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
3119,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
3120,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3121,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3122,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3123,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
3124,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3125,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3126,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3127,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3128,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3129,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3130,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3131,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3132,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3133,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
3134,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3135,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3136,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3137,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3138,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
3139,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3140,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
3141,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
3142,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3143,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3144,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3145,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3146,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3147,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3148,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3149,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3150,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3151,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3152,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
3153,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
3154,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
3155,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3156,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3157,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
3158,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3159,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3160,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3161,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3162,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3163,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3164,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
3165,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
3166,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
3167,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3168,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3169,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3170,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3171,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3172,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3173,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3174,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3175,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3176,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
3177,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
3178,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3179,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3180,Cropland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3181,Cropland,Cropland,Wetland,Water,Wetland,Bareland,Grassland,Water
3182,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
3183,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
3184,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Bareland
3185,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Forest
3186,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
3187,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
3188,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Cropland
3189,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
3190,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
3191,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Forest
3192,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
3193,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Cropland
3194,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Bareland
3195,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Forest,Cropland
3196,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
3197,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Cropland
3198,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Bareland
3199,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
3200,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Cropland
3201,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Cropland
3202,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Built-up
3203,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Grassland,Grassland
3204,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3205,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3206,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
3207,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3208,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3209,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3210,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3211,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3212,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3213,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3214,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
3215,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3216,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Cropland
3217,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3218,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
3219,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3220,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
3221,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
3222,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
3223,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
3224,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
3225,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
3226,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
3227,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
3228,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3229,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
3230,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3231,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3232,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3233,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
3234,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3235,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3236,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3237,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
3238,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
3239,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Cropland
3240,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
3241,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
3242,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
3243,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3244,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3245,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3246,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
3247,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
3248,Cropland,Cropland,Water,NULL,Water,Grassland,NULL,Forest
3249,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
3250,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Cropland
3251,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Wetland
3252,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
3253,Cropland,Cropland,Water,NULL,Water,Grassland,Forest,Forest
3254,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
3255,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Forest
3256,Cropland,Cropland,Water,NULL,Water,Cropland,Grassland,Grassland
3257,Cropland,Cropland,Water,NULL,Water,Cropland,Grassland,Forest
3258,Cropland,Cropland,Water,NULL,Water,Cropland,Forest,Cropland
3259,Cropland,Cropland,Water,NULL,Water,Bareland,NULL,Forest
3260,Cropland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
3261,Cropland,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
3262,Cropland,Cropland,Water,NULL,Water,Bareland,Forest,Forest
3263,Cropland,Cropland,Water,Water,Water,Wetland,Grassland,Forest
3264,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3265,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3266,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3267,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3268,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3269,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
3270,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3271,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3272,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3273,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3274,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3275,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3276,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3277,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
3278,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3279,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3280,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3281,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
3282,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3283,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3284,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3285,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3286,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3287,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3288,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3289,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3290,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
3291,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
3292,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3293,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
3294,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3295,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3296,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3297,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3298,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
3299,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
3300,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
3301,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3302,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3303,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3304,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3305,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3306,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3307,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3308,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
3309,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
3310,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3311,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3312,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
3313,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3314,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
3315,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3316,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3317,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3318,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
3319,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
3320,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3321,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
3322,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3323,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3324,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Wetland
3325,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
3326,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3327,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3328,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3329,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
3330,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3331,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
3332,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Wetland
3333,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
3334,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3335,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
3336,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
3337,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
3338,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
3339,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
3340,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Bareland
3341,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3342,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
