Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRT_M_R
2426,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2427,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2428,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2429,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2430,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
2431,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
2432,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2433,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2434,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2435,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2436,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2437,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2438,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
2439,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2440,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
2441,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2442,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2443,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2444,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2445,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2446,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2447,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
2448,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
2449,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
2450,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2451,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2452,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2453,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2454,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2455,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2456,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
2457,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2458,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2459,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
2460,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
2461,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
2462,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2463,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2464,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2465,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2466,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2467,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2468,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2469,Water,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2470,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
2471,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
2472,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2473,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2474,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2475,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2476,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2477,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2478,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2479,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2480,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2481,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2482,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2483,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2484,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2485,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2486,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2487,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2488,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2489,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2490,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2491,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2492,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2493,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2494,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2495,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2496,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2497,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2498,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2499,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2500,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2501,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2502,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2503,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2504,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2505,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2506,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2507,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2508,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2509,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2510,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2511,Permanent_ice_and_snow,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2512,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2513,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2514,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2515,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2516,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2517,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2518,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2519,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2520,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2521,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2522,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2523,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
2524,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2525,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2526,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2527,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2528,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2529,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2530,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2531,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2532,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2533,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2534,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2535,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2536,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2537,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2538,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2539,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2540,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
2541,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2542,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2543,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2544,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2545,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2546,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2547,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2548,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2549,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2550,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2551,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2552,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2553,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
2554,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2555,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2556,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2557,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2558,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2559,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2560,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
2561,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2562,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2563,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2564,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2565,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2566,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
2567,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
2568,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2569,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
2570,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2571,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2572,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
2573,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2574,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2575,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2576,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2577,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Built-up
2578,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2579,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2580,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2581,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2582,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2583,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2584,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Bareland
2585,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2586,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2587,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2588,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2589,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2590,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2591,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2592,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2593,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2594,Forest,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
2595,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2596,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
2597,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2598,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2599,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
2600,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
2601,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
2602,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
2603,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
2604,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
2605,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2606,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2607,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2608,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2609,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2610,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2611,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2612,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2613,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
2614,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2615,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2616,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
2617,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
2618,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2619,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
2620,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
2621,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2622,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2623,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2624,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
2625,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2626,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2627,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2628,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2629,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2630,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2631,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2632,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2633,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2634,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2635,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2636,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2637,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2638,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2639,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2640,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2641,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2642,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2643,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2644,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2645,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2646,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2647,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2648,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2649,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2650,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2651,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2652,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2653,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2654,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2655,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2656,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2657,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2658,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2659,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2660,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
2661,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2662,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
2663,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2664,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2665,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2666,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2667,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2668,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2669,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2670,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
2671,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2672,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2673,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2674,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2675,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2676,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2677,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2678,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2679,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2680,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2681,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2682,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2683,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2684,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2685,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2686,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2687,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2688,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2689,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
2690,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2691,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2692,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2693,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2694,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2695,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2696,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2697,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2698,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2699,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2700,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2701,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2702,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2703,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2704,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2705,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2706,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2707,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2708,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2709,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2710,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2711,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2712,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2713,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2714,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2715,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2716,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2717,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2718,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2719,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2720,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2721,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
2722,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2723,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2724,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2725,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2726,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2727,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
2728,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2729,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2730,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2731,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2732,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2733,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2734,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2735,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2736,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2737,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
2738,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2739,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2740,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2741,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2742,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2743,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2744,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2745,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2746,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
