Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUG_M_R
8350,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8351,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
8352,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
8353,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
8354,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
8355,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
8356,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
8357,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
8358,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Water,Forest
8359,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8360,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
8361,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
8362,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
8363,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8364,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8365,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8366,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8367,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8368,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8369,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8370,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8371,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
8372,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8373,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8374,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8375,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8376,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8377,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8378,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
8379,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8380,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8381,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8382,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8383,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8384,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8385,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8386,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
8387,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
8388,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
8389,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
8390,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8391,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8392,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8393,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8394,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8395,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8396,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8397,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
8398,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8399,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
8400,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8401,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8402,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8403,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8404,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
8405,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
8406,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
8407,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
8408,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
8409,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8410,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8411,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
8412,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
8413,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8414,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
8415,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
8416,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
8417,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
8418,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
8419,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
8420,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
8421,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
8422,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
8423,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
8424,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
8425,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
8426,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
8427,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
8428,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
8429,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8430,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8431,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
8432,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
8433,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
8434,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
8435,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
8436,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
8437,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
8438,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
8439,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
8440,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
8441,Forest,Wetland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8442,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
8443,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
8444,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
8445,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
8446,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
8447,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
8448,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
8449,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
8450,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
8451,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
8452,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
8453,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
8454,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
8455,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
8456,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
8457,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
8458,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
8459,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
8460,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
8461,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
8462,Forest,Wetland,Water,Water,Water,Water,Water,Water
8463,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8464,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8465,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8466,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8467,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8468,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8469,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
8470,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
8471,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
8472,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
8473,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8474,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
8475,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8476,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
8477,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
8478,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8479,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
8480,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
8481,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
8482,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8483,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
8484,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
8485,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8486,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
8487,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8488,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
8489,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
8490,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
8491,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
8492,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
8493,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8494,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8495,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8496,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8497,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8498,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
8499,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
8500,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
8501,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8502,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
8503,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8504,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8505,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
8506,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8507,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
8508,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8509,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
8510,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
8511,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
8512,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8513,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
8514,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
8515,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
8516,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8517,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8518,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
8519,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
8520,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
8521,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8522,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
8523,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
8524,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8525,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
8526,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
8527,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8528,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
8529,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
8530,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
8531,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
8532,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8533,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
8534,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
8535,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
8536,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
8537,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
8538,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
8539,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
8540,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
8541,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8542,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8543,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8544,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,NULL
8545,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8546,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8547,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8548,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8549,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8550,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8551,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8552,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8553,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8554,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
8555,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8556,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
8557,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
8558,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
8559,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
8560,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8561,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8562,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8563,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8564,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8565,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8566,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8567,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8568,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
8569,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8570,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
8571,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
8572,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8573,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8574,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8575,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8576,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8577,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8578,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8579,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8580,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8581,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8582,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
8583,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8584,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8585,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8586,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
8587,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
8588,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8589,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
8590,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
8591,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8592,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8593,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8594,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
8595,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
8596,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8597,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
8598,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
8599,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8600,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8601,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8602,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8603,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
8604,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8605,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8606,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8607,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
8608,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
8609,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
8610,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
8611,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
8612,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8613,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
8614,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8615,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
8616,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
8617,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
8618,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
8619,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
8620,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8621,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
8622,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
8623,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
8624,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
8625,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
8626,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
8627,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8628,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
8629,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8630,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8631,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
8632,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8633,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
8634,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8635,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8636,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8637,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8638,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
8639,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8640,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
8641,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8642,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8643,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8644,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
8645,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8646,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
8647,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8648,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
8649,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8650,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8651,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8652,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8653,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8654,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
8655,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
8656,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8657,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8658,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8659,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8660,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8661,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8662,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8663,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8664,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8665,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8666,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
8667,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8668,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
8669,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
8670,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
8671,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8672,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
8673,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
