Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MRQ_M_R
879,Bareland,Forest,Wetland,Non_Water,Wetland,Grassland
880,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland
881,Bareland,Forest,Wetland,Non_Water,Wetland,Water
882,Bareland,Forest,Wetland,Non_Water,Wetland,Forest
883,Bareland,Forest,Wetland,Water,Wetland,Grassland
884,Bareland,Forest,Wetland,Water,Wetland,Bareland
885,Bareland,Forest,Wetland,Water,Wetland,Water
886,Bareland,Forest,Wetland,Water,Wetland,Forest
887,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
888,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
889,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
890,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
891,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Water
892,Bareland,Forest,Bareland,Non_Water,Non_Wetland,Forest
893,Bareland,Forest,Bareland,Water,Non_Wetland,Grassland
894,Bareland,Forest,Bareland,Water,Non_Wetland,Water
895,Bareland,Forest,Water,Non_Water,Water,Grassland
896,Bareland,Forest,Water,Non_Water,Water,Bareland
897,Bareland,Forest,Water,Non_Water,Water,Water
898,Bareland,Forest,Water,Water,Water,Grassland
899,Bareland,Forest,Water,Water,Water,Water
900,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
901,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
902,Bareland,Forest,Forest,NULL,Non_Wetland,Water
903,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
904,Bareland,Forest,Forest,Non_Water,Non_Wetland,Grassland
905,Bareland,Forest,Forest,Non_Water,Non_Wetland,Water
906,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
907,Bareland,Forest,Forest,Water,Non_Wetland,Grassland
908,Bareland,Forest,Forest,Water,Non_Wetland,Bareland
909,Bareland,Forest,Forest,Water,Non_Wetland,Water
910,Bareland,Forest,Forest,Water,Non_Wetland,Forest
911,Water,NULL,NULL,NULL,Non_Wetland,NULL
912,Water,NULL,NULL,NULL,Non_Wetland,Grassland
913,Water,NULL,NULL,NULL,Non_Wetland,Bareland
914,Water,NULL,NULL,NULL,Non_Wetland,Forest
915,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
916,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
917,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
918,Water,NULL,Shrubland,NULL,Non_Wetland,Water
919,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
920,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
921,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
922,Water,NULL,Shrubland,Water,Non_Wetland,Water
923,Water,NULL,Shrubland,Water,Non_Wetland,Forest
924,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
925,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
926,Water,NULL,Grassland,NULL,Non_Wetland,Forest
927,Water,NULL,Grassland,Water,Non_Wetland,Water
928,Water,NULL,Cropland,NULL,Non_Wetland,Forest
929,Water,NULL,Wetland,NULL,Wetland,Grassland
930,Water,NULL,Wetland,NULL,Wetland,Water
931,Water,NULL,Wetland,NULL,Wetland,Forest
932,Water,NULL,Wetland,Non_Water,Wetland,Grassland
933,Water,NULL,Wetland,Non_Water,Wetland,Water
934,Water,NULL,Wetland,Non_Water,Wetland,Forest
935,Water,NULL,Wetland,Water,Wetland,Bareland
936,Water,NULL,Wetland,Water,Wetland,Water
937,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
938,Water,NULL,Bareland,NULL,Non_Wetland,Forest
939,Water,NULL,Bareland,Water,Non_Wetland,Bareland
940,Water,NULL,Bareland,Water,Non_Wetland,Water
941,Water,NULL,Water,NULL,Water,Grassland
942,Water,NULL,Water,NULL,Water,Forest
943,Water,NULL,Water,Non_Water,Water,Bareland
944,Water,NULL,Water,Water,Water,Water
945,Water,NULL,Water,Water,Water,Forest
946,Water,NULL,Forest,NULL,Non_Wetland,NULL
947,Water,NULL,Forest,NULL,Non_Wetland,Grassland
948,Water,NULL,Forest,NULL,Non_Wetland,Bareland
949,Water,NULL,Forest,NULL,Non_Wetland,Water
950,Water,NULL,Forest,NULL,Non_Wetland,Forest
951,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
952,Water,NULL,Forest,Non_Water,Non_Wetland,Water
953,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
954,Water,Wetland,Wetland,Water,Wetland,Forest
955,Water,Wetland,Forest,NULL,Non_Wetland,Forest
956,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
957,Water,Wetland,Forest,Water,Non_Wetland,Forest
958,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
959,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
960,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
961,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
962,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
963,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
964,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
965,Water,Bareland,Shrubland,Water,Non_Wetland,Water
966,Water,Bareland,Shrubland,Water,Non_Wetland,Forest
967,Water,Bareland,Cropland,NULL,Non_Wetland,Water
968,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
969,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
970,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water
971,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
972,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
973,Water,Bareland,Cropland,Water,Non_Wetland,Water
974,Water,Bareland,Cropland,Water,Non_Wetland,Forest
975,Water,Bareland,Wetland,NULL,Wetland,Water
976,Water,Bareland,Wetland,NULL,Wetland,Forest
977,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
978,Water,Bareland,Wetland,Non_Water,Wetland,Water
979,Water,Bareland,Wetland,Non_Water,Wetland,Forest
980,Water,Bareland,Wetland,Water,Wetland,Grassland
981,Water,Bareland,Wetland,Water,Wetland,Bareland
982,Water,Bareland,Wetland,Water,Wetland,Water
983,Water,Bareland,Wetland,Water,Wetland,Forest
984,Water,Bareland,Bareland,NULL,Non_Wetland,Water
985,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
986,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
987,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
988,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
989,Water,Bareland,Bareland,Water,Non_Wetland,Water
990,Water,Bareland,Water,NULL,Water,Bareland
991,Water,Bareland,Water,NULL,Water,Water
992,Water,Bareland,Water,NULL,Water,Forest
993,Water,Bareland,Water,Non_Water,Water,Water
994,Water,Bareland,Water,Non_Water,Water,Forest
995,Water,Bareland,Water,Water,Water,Grassland
996,Water,Bareland,Water,Water,Water,Bareland
997,Water,Bareland,Water,Water,Water,Water
998,Water,Bareland,Water,Water,Water,Forest
999,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1000,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1001,Water,Bareland,Forest,NULL,Non_Wetland,Water
1002,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1003,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
1004,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
1005,Water,Bareland,Forest,Water,Non_Wetland,Bareland
1006,Water,Bareland,Forest,Water,Non_Wetland,Water
1007,Water,Bareland,Forest,Water,Non_Wetland,Forest
1008,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1009,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1010,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1011,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1012,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1013,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
1014,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water
1015,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1016,Water,Built-up,Shrubland,Water,Non_Wetland,Water
1017,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
1018,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1019,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1020,Water,Built-up,Grassland,Non_Water,Non_Wetland,Water
1021,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1022,Water,Built-up,Cropland,NULL,Non_Wetland,Water
1023,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1024,Water,Built-up,Cropland,Water,Non_Wetland,Water
1025,Water,Built-up,Wetland,NULL,Wetland,Water
1026,Water,Built-up,Wetland,NULL,Wetland,Forest
1027,Water,Built-up,Wetland,Non_Water,Wetland,Water
1028,Water,Built-up,Wetland,Non_Water,Wetland,Forest
1029,Water,Built-up,Wetland,Water,Wetland,Water
1030,Water,Built-up,Wetland,Water,Wetland,Forest
1031,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1032,Water,Built-up,Bareland,NULL,Non_Wetland,Water
1033,Water,Built-up,Bareland,Non_Water,Non_Wetland,Water
1034,Water,Built-up,Bareland,Water,Non_Wetland,Water
1035,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1036,Water,Built-up,Built-up,NULL,Non_Wetland,Water
1037,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water
1038,Water,Built-up,Built-up,Water,Non_Wetland,Water
1039,Water,Built-up,Water,NULL,Water,Water
1040,Water,Built-up,Water,Water,Water,Water
1041,Water,Built-up,Water,Water,Water,Forest
1042,Water,Built-up,Forest,NULL,Non_Wetland,Water
1043,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1044,Water,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1045,Water,Built-up,Forest,Non_Water,Non_Wetland,Water
1046,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
1047,Water,Built-up,Forest,Water,Non_Wetland,Water
1048,Water,Water,NULL,NULL,Non_Wetland,Grassland
1049,Water,Water,NULL,NULL,Non_Wetland,Water
1050,Water,Water,NULL,NULL,Non_Wetland,Forest
1051,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
1052,Water,Water,NULL,Non_Water,Non_Wetland,Water
1053,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1054,Water,Water,NULL,Water,Non_Wetland,Water
1055,Water,Water,NULL,Water,Non_Wetland,Forest
1056,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1057,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1058,Water,Water,Shrubland,NULL,Non_Wetland,Water
1059,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1060,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1061,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1062,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1063,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1064,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1065,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1066,Water,Water,Shrubland,Water,Non_Wetland,Water
1067,Water,Water,Shrubland,Water,Non_Wetland,Forest
1068,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1069,Water,Water,Grassland,NULL,Non_Wetland,Water
1070,Water,Water,Grassland,NULL,Non_Wetland,Forest
1071,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1072,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1073,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1074,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1075,Water,Water,Grassland,Water,Non_Wetland,Grassland
1076,Water,Water,Grassland,Water,Non_Wetland,Water
1077,Water,Water,Grassland,Water,Non_Wetland,Forest
1078,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1079,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1080,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1081,Water,Water,Cropland,NULL,Non_Wetland,Water
1082,Water,Water,Cropland,NULL,Non_Wetland,Forest
1083,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1084,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1085,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1086,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1087,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1088,Water,Water,Cropland,Water,Non_Wetland,Grassland
1089,Water,Water,Cropland,Water,Non_Wetland,Bareland
1090,Water,Water,Cropland,Water,Non_Wetland,Water
1091,Water,Water,Cropland,Water,Non_Wetland,Forest
1092,Water,Water,Wetland,NULL,Wetland,Grassland
1093,Water,Water,Wetland,NULL,Wetland,Bareland
1094,Water,Water,Wetland,NULL,Wetland,Water
1095,Water,Water,Wetland,NULL,Wetland,Forest
1096,Water,Water,Wetland,Non_Water,Wetland,Grassland
1097,Water,Water,Wetland,Non_Water,Wetland,Cropland
1098,Water,Water,Wetland,Non_Water,Wetland,Bareland
1099,Water,Water,Wetland,Non_Water,Wetland,Water
1100,Water,Water,Wetland,Non_Water,Wetland,Forest
1101,Water,Water,Wetland,Water,Wetland,Grassland
1102,Water,Water,Wetland,Water,Wetland,Bareland
1103,Water,Water,Wetland,Water,Wetland,Water
1104,Water,Water,Wetland,Water,Wetland,Forest
1105,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1106,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1107,Water,Water,Bareland,NULL,Non_Wetland,Water
1108,Water,Water,Bareland,NULL,Non_Wetland,Forest
1109,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1110,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1111,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1112,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1113,Water,Water,Bareland,Water,Non_Wetland,Grassland
1114,Water,Water,Bareland,Water,Non_Wetland,Bareland
1115,Water,Water,Bareland,Water,Non_Wetland,Water
1116,Water,Water,Bareland,Water,Non_Wetland,Forest
1117,Water,Water,Built-up,NULL,Non_Wetland,Water
1118,Water,Water,Built-up,NULL,Non_Wetland,Forest
1119,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1120,Water,Water,Built-up,Water,Non_Wetland,Water
1121,Water,Water,Built-up,Water,Non_Wetland,Forest
1122,Water,Water,Water,NULL,Water,Grassland
1123,Water,Water,Water,NULL,Water,Bareland
1124,Water,Water,Water,NULL,Water,Water
1125,Water,Water,Water,NULL,Water,Forest
1126,Water,Water,Water,Non_Water,Water,Grassland
1127,Water,Water,Water,Non_Water,Water,Cropland
1128,Water,Water,Water,Non_Water,Water,Bareland
1129,Water,Water,Water,Non_Water,Water,Water
1130,Water,Water,Water,Non_Water,Water,Forest
1131,Water,Water,Water,Water,Water,Grassland
1132,Water,Water,Water,Water,Water,Bareland
1133,Water,Water,Water,Water,Water,Water
1134,Water,Water,Water,Water,Water,Forest
1135,Water,Water,Forest,NULL,Non_Wetland,Grassland
1136,Water,Water,Forest,NULL,Non_Wetland,Cropland
1137,Water,Water,Forest,NULL,Non_Wetland,Wetland
1138,Water,Water,Forest,NULL,Non_Wetland,Bareland
1139,Water,Water,Forest,NULL,Non_Wetland,Built-up
1140,Water,Water,Forest,NULL,Non_Wetland,Water
1141,Water,Water,Forest,NULL,Non_Wetland,Forest
1142,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1143,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1144,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1145,Water,Water,Forest,Non_Water,Non_Wetland,Water
1146,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1147,Water,Water,Forest,Water,Non_Wetland,Grassland
1148,Water,Water,Forest,Water,Non_Wetland,Cropland
1149,Water,Water,Forest,Water,Non_Wetland,Bareland
1150,Water,Water,Forest,Water,Non_Wetland,Water
1151,Water,Water,Forest,Water,Non_Wetland,Forest
1152,Water,Forest,NULL,NULL,Non_Wetland,NULL
1153,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1154,Water,Forest,NULL,NULL,Non_Wetland,Bareland
1155,Water,Forest,NULL,NULL,Non_Wetland,Forest
1156,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1157,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1158,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1159,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1160,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1161,Water,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1162,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water
1163,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1164,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1165,Water,Forest,Shrubland,Water,Non_Wetland,Bareland
1166,Water,Forest,Shrubland,Water,Non_Wetland,Water
1167,Water,Forest,Shrubland,Water,Non_Wetland,Forest
1168,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1169,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1170,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1171,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1172,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1173,Water,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1174,Water,Forest,Cropland,Non_Water,Non_Wetland,Water
1175,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
1176,Water,Forest,Cropland,Water,Non_Wetland,Water
1177,Water,Forest,Wetland,NULL,Wetland,Grassland
1178,Water,Forest,Wetland,NULL,Wetland,Bareland
1179,Water,Forest,Wetland,NULL,Wetland,Water
1180,Water,Forest,Wetland,NULL,Wetland,Forest
1181,Water,Forest,Wetland,Non_Water,Wetland,NULL
1182,Water,Forest,Wetland,Non_Water,Wetland,Water
1183,Water,Forest,Wetland,Non_Water,Wetland,Forest
1184,Water,Forest,Wetland,Water,Wetland,Water
1185,Water,Forest,Wetland,Water,Wetland,Forest
1186,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1187,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1188,Water,Forest,Water,NULL,Water,Water
1189,Water,Forest,Water,NULL,Water,Forest
1190,Water,Forest,Water,Non_Water,Water,Grassland
1191,Water,Forest,Water,Non_Water,Water,Cropland
1192,Water,Forest,Water,Non_Water,Water,Water
1193,Water,Forest,Water,Non_Water,Water,Forest
1194,Water,Forest,Water,Water,Water,Grassland
1195,Water,Forest,Water,Water,Water,Water
1196,Water,Forest,Water,Water,Water,Forest
1197,Water,Forest,Forest,NULL,Non_Wetland,NULL
1198,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1199,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1200,Water,Forest,Forest,NULL,Non_Wetland,Water
1201,Water,Forest,Forest,NULL,Non_Wetland,Forest
1202,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1203,Water,Forest,Forest,Non_Water,Non_Wetland,Bareland
1204,Water,Forest,Forest,Non_Water,Non_Wetland,Water
1205,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1206,Water,Forest,Forest,Water,Non_Wetland,Water
1207,Water,Forest,Forest,Water,Non_Wetland,Forest
1208,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland
1209,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland
1210,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
1211,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1212,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
1213,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Forest
1214,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland
1215,Permanent_ice_and_snow,NULL,Water,NULL,Water,Bareland
1216,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
1217,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland
1218,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
1219,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland
1220,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland
1221,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Forest
1222,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland
1223,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest
1224,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland
1225,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
1226,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
1227,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
1228,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland
1229,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Water
1230,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
1231,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1232,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1233,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1234,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1235,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1236,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1237,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1238,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1239,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1240,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1241,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1242,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1243,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
1244,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1245,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1246,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1247,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1248,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1249,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1250,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1251,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water
1252,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1253,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1254,Forest,NULL,Grassland,Water,Non_Wetland,Water
1255,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1256,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1257,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1258,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1259,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1260,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1261,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water
1262,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1263,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1264,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
1265,Forest,NULL,Cropland,Water,Non_Wetland,Water
1266,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1267,Forest,NULL,Wetland,NULL,Wetland,NULL
1268,Forest,NULL,Wetland,NULL,Wetland,Grassland
1269,Forest,NULL,Wetland,NULL,Wetland,Water
1270,Forest,NULL,Wetland,NULL,Wetland,Forest
1271,Forest,NULL,Wetland,Non_Water,Wetland,NULL
1272,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1273,Forest,NULL,Wetland,Non_Water,Wetland,Bareland
1274,Forest,NULL,Wetland,Non_Water,Wetland,Water
1275,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1276,Forest,NULL,Wetland,Water,Wetland,Grassland
1277,Forest,NULL,Wetland,Water,Wetland,Bareland
1278,Forest,NULL,Wetland,Water,Wetland,Water
1279,Forest,NULL,Wetland,Water,Wetland,Forest
1280,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1281,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1282,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1283,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1284,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1285,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1286,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
1287,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1288,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1289,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1290,Forest,NULL,Bareland,Water,Non_Wetland,Water
1291,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1292,Forest,NULL,Water,NULL,Water,Water
1293,Forest,NULL,Water,NULL,Water,Forest
1294,Forest,NULL,Water,Non_Water,Water,Grassland
1295,Forest,NULL,Water,Non_Water,Water,Bareland
1296,Forest,NULL,Water,Non_Water,Water,Water
1297,Forest,NULL,Water,Non_Water,Water,Forest
1298,Forest,NULL,Water,Water,Water,Grassland
1299,Forest,NULL,Water,Water,Water,Bareland
1300,Forest,NULL,Water,Water,Water,Water
1301,Forest,NULL,Water,Water,Water,Forest
1302,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1303,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1304,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1305,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1306,Forest,NULL,Forest,NULL,Non_Wetland,Water
1307,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1308,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1309,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1310,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1311,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1312,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1313,Forest,NULL,Forest,Water,Non_Wetland,Water
1314,Forest,NULL,Forest,Water,Non_Wetland,Forest
1315,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1316,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1317,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1318,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1319,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1320,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1321,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1322,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1323,Forest,Wetland,Wetland,NULL,Wetland,Forest
1324,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1325,Forest,Wetland,Wetland,Water,Wetland,Water
1326,Forest,Wetland,Bareland,Water,Non_Wetland,Water
1327,Forest,Wetland,Water,NULL,Water,Forest
