Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KPA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KPA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KPA_M_R
1020,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1021,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1022,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1023,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1024,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1025,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1026,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1027,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1028,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1029,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1030,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1031,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1032,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1033,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1034,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1035,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1036,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1037,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1038,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1039,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1040,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1041,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1042,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1043,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1044,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1045,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1046,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1047,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1048,Water,Water,Water,NULL,Water,NULL,NULL,NULL
1049,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1050,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
1051,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1052,Water,Water,Water,NULL,Water,NULL,NULL,Water
1053,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1054,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
1055,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1056,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1057,Water,Water,Water,Water,Water,NULL,NULL,NULL
1058,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1059,Water,Water,Water,Water,Water,NULL,NULL,Water
1060,Water,Water,Water,Water,Water,NULL,NULL,Forest
1061,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1062,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1063,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1064,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1065,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1066,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1067,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1068,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
1069,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1070,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1071,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1072,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1073,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1074,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1075,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1076,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1077,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1078,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1079,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1080,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1081,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1082,Water,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1083,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
1084,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1085,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1086,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1087,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1088,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1089,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1090,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1091,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1092,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1093,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1094,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1095,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1096,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1097,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1098,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1099,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1100,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1101,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1102,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1103,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1104,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1105,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1106,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1107,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1108,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1109,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1110,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1111,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1112,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1113,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1114,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1115,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1116,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1117,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1118,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1119,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1120,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1121,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1122,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1123,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1124,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1125,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1126,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1127,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1128,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1129,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1130,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1131,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1132,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1133,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1134,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1135,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1136,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1137,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1138,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1139,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1140,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1141,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1142,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1143,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1144,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1145,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1146,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1147,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1148,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1149,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1150,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1151,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1152,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1153,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1154,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1155,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1156,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1157,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1158,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
1159,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1160,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
1161,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
1162,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1163,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1164,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1165,Forest,NULL,Water,Water,Water,NULL,NULL,NULL
1166,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1167,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
1168,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1169,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1170,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1171,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1172,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1173,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1174,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1175,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1176,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1177,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1178,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1179,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1180,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1181,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1182,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1183,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1184,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1185,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1186,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1187,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1188,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1189,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1190,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1191,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1192,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1193,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1194,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1195,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1196,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1197,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1198,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1199,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1200,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1201,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1202,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1203,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1204,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1205,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1206,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1207,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1208,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1209,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1210,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1211,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1212,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1213,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1214,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1215,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1216,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1217,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1218,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1219,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1220,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1221,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1222,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1223,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1224,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1225,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1226,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1227,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1228,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1229,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1230,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1231,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1232,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1233,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1234,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1235,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1236,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1237,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1238,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1239,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1240,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1241,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1242,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1243,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1244,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
1245,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1246,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1247,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1248,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
1249,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
1250,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1251,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1252,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1253,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1254,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1255,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1256,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1257,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1258,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1259,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1260,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1261,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1262,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1263,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1264,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1265,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1266,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1267,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1268,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1269,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1270,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1271,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1272,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1273,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1274,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1275,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1276,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1277,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1278,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1279,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1280,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1281,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1282,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1283,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
1284,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1285,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1286,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1287,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1288,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1289,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1290,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1291,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1292,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1293,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1294,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1295,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1296,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1297,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1298,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1299,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1300,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1301,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1302,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1303,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1304,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1305,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1306,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1307,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1308,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1309,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1310,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1311,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1312,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1313,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1314,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1315,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1316,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1317,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1318,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1319,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1320,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1321,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1322,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1323,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1324,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1325,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1326,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1327,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1328,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1329,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1330,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1331,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1332,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1333,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1334,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1335,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1336,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1337,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1338,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1339,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1340,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1341,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1342,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1343,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1344,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1345,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1346,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1347,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1348,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1349,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1350,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1351,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1352,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1353,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1354,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1355,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1356,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1357,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1358,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1359,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1360,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1361,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1362,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1363,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
