Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXG_M_R
11616,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
11617,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
11618,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11619,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11620,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11621,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
11622,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11623,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
11624,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11625,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11626,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11627,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11628,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11629,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
11630,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11631,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
11632,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
11633,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11634,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
11635,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
11636,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
11637,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11638,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
11639,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
11640,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
11641,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
11642,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
11643,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
11644,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
11645,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
11646,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
11647,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
11648,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
11649,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
11650,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
11651,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11652,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
11653,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
11654,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
11655,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11656,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
11657,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
11658,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
11659,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
11660,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
11661,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
11662,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
11663,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
11664,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
11665,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
11666,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
11667,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
11668,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
11669,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
11670,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
11671,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11672,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
11673,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11674,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
11675,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
11676,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
11677,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11678,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
11679,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
11680,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
11681,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
11682,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
11683,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
11684,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
11685,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11686,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
11687,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
11688,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
11689,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
11690,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11691,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11692,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
11693,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11694,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11695,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11696,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
11697,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11698,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
11699,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11700,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
11701,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
11702,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11703,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
11704,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
11705,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
11706,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
11707,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
11708,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11709,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
11710,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11711,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11712,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
11713,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11714,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
11715,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
11716,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
11717,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
11718,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
11719,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
11720,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
11721,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
11722,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
11723,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
11724,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
11725,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
11726,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11727,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
11728,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
11729,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
11730,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
11731,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11732,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11733,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
11734,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
11735,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
11736,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
11737,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
11738,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
11739,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
11740,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
11741,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
11742,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
11743,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
11744,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
11745,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11746,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11747,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
11748,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
11749,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
11750,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
11751,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
11752,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
11753,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11754,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11755,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
11756,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
11757,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
11758,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
11759,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
11760,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
11761,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11762,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
11763,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
11764,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
11765,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
11766,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
11767,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
11768,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
11769,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Water
11770,Forest,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
11771,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
11772,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
11773,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
11774,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
11775,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
11776,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11777,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11778,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
11779,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
11780,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
11781,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
11782,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
11783,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
11784,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11785,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11786,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
11787,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
11788,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11789,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11790,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11791,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11792,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11793,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
11794,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
11795,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
11796,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11797,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11798,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11799,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
11800,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
11801,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
11802,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
11803,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
11804,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
11805,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
11806,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
11807,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
11808,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
11809,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
11810,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
11811,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
11812,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11813,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
11814,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
11815,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11816,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11817,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11818,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11819,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11820,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11821,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11822,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
11823,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
11824,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11825,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
11826,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11827,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11828,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
11829,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
11830,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
11831,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11832,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11833,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
11834,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
11835,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11836,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11837,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11838,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11839,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11840,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
11841,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11842,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11843,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11844,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11845,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11846,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
11847,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
11848,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11849,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
11850,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
11851,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
11852,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11853,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
11854,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
11855,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
11856,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
11857,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
11858,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
11859,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
11860,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
11861,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
11862,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
11863,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11864,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
11865,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
11866,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11867,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
11868,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
11869,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
11870,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
11871,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
11872,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
11873,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
11874,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
11875,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
11876,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
11877,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
11878,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
11879,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
11880,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
11881,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11882,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
11883,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11884,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
11885,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
11886,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11887,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
11888,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
11889,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
11890,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
11891,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
11892,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
11893,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11894,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11895,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
11896,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11897,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
11898,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11899,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
11900,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
11901,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11902,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
11903,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
11904,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
11905,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11906,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
11907,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11908,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
11909,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11910,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
11911,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
11912,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
11913,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
11914,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
11915,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
11916,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
11917,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
11918,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
11919,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
11920,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11921,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
11922,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
11923,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
11924,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11925,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
11926,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
11927,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
