Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDQ_M_R
759,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
760,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
761,Forest,Water,Water,Non_Water,Water,NULL,Water,Grassland
762,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
763,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
764,Forest,Water,Water,Non_Water,Water,NULL,Forest,Water
765,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
766,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
767,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
768,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
769,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
770,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Water
771,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Water
772,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
773,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
774,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
775,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
776,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
777,Forest,Water,Water,Non_Water,Water,Water,Water,Water
778,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
779,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
780,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
781,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
782,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
783,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
784,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
785,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
786,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
787,Forest,Water,Water,Water,Water,NULL,Wetland,Water
788,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
789,Forest,Water,Water,Water,Water,NULL,Water,Water
790,Forest,Water,Water,Water,Water,NULL,Water,Forest
791,Forest,Water,Water,Water,Water,NULL,Forest,Water
792,Forest,Water,Water,Water,Water,NULL,Forest,Forest
793,Forest,Water,Water,Water,Water,Grassland,Water,Water
794,Forest,Water,Water,Water,Water,Grassland,Water,Forest
795,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
796,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
797,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
798,Forest,Water,Water,Water,Water,Wetland,Water,Water
799,Forest,Water,Water,Water,Water,Wetland,Water,Forest
800,Forest,Water,Water,Water,Water,Wetland,Forest,Water
801,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
802,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
803,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
804,Forest,Water,Water,Water,Water,Bareland,Water,Water
805,Forest,Water,Water,Water,Water,Bareland,Water,Forest
806,Forest,Water,Water,Water,Water,Water,Wetland,Water
807,Forest,Water,Water,Water,Water,Water,Wetland,Forest
808,Forest,Water,Water,Water,Water,Water,Water,Grassland
809,Forest,Water,Water,Water,Water,Water,Water,Water
810,Forest,Water,Water,Water,Water,Water,Water,Forest
811,Forest,Water,Water,Water,Water,Water,Forest,Water
812,Forest,Water,Water,Water,Water,Water,Forest,Forest
813,Forest,Water,Water,Water,Water,Forest,Wetland,Water
814,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
815,Forest,Water,Water,Water,Water,Forest,Water,Water
816,Forest,Water,Water,Water,Water,Forest,Water,Forest
817,Forest,Water,Water,Water,Water,Forest,Forest,Water
818,Forest,Water,Water,Water,Water,Forest,Forest,Forest
819,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
820,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
821,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
822,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
823,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
824,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
825,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
826,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
827,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
828,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
829,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
830,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
831,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
832,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
833,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
834,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
835,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
836,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
837,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
838,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
839,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
840,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
841,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
842,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
843,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
844,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
845,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
846,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
847,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
848,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
849,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
850,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
851,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
852,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
853,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
854,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
855,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
856,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
857,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
858,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
859,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
860,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
861,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
862,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
863,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
864,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
865,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
866,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
867,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
868,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
869,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
870,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
871,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
872,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
873,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
874,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
875,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
876,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
877,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
878,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
879,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
880,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
881,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
882,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
883,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
884,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
885,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
886,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
887,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
888,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
889,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
890,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
891,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
892,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
893,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
894,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
895,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
896,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
897,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
898,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
899,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
900,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
901,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
902,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
903,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
904,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
905,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
906,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
907,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
908,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
909,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
910,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
911,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
912,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
913,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
914,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
915,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
916,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
917,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
918,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
919,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Water
920,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
921,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
922,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
923,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
924,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Bareland
925,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
926,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
927,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
928,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
929,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
930,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
931,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
932,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
933,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
934,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
935,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
936,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
937,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
938,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
939,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Water
940,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
941,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
942,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
943,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
944,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
945,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
946,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
947,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
948,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
949,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
950,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
951,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
952,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
953,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
954,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
955,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
956,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Water
957,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
958,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
959,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
960,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
961,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Water
962,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
963,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Water
964,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
965,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
966,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
967,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Water
968,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
969,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
970,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
971,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Water
972,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
973,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Water
974,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
975,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
976,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
977,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
978,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
979,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Forest
980,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Forest
981,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
982,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
983,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
984,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
985,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
986,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
987,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
988,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
989,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
990,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
991,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
992,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
993,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
994,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
995,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
996,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
997,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
998,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
999,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1000,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1001,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1002,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1003,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1004,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
1005,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1006,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1007,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1008,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1009,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1010,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
1011,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
1012,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1013,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1014,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1015,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1016,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1017,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1018,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1019,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1020,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1021,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
1022,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
1023,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1024,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1025,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1026,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
1027,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1028,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1029,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
1030,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
1031,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1032,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1033,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
1034,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
1035,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
1036,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1037,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1038,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Water
1039,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1040,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1041,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1042,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1043,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1044,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1045,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1046,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1047,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
1048,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1049,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1050,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1051,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1052,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1053,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Water
1054,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
1055,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Water
1056,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1057,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1058,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1059,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1060,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1061,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Water
1062,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1063,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1064,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
1065,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1066,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1067,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1068,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1069,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1070,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1071,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1072,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1073,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
1074,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
1075,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
1076,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1077,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1078,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1079,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1080,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1081,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
1082,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1083,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
1084,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
1085,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Water
1086,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1087,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
1088,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
1089,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Water
1090,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Forest
1091,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
1092,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1093,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
1094,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
1095,Forest,Forest,Grassland,Water,Non_Wetland,Water,Forest,Forest
1096,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1097,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
1098,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1099,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1100,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1101,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1102,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Water
1103,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
1104,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Water
1105,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
1106,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
1107,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
1108,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1109,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1110,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
1111,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
1112,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
1113,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1114,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
1115,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
1116,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
1117,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Water
1118,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
1119,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
