Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLT_M_R
4456,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
4457,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
4458,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Water
4459,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
4460,Forest,Water,Grassland,Water,Non_Wetland,Forest,Wetland,Water
4461,Forest,Water,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
4462,Forest,Water,Grassland,Water,Non_Wetland,Forest,Water,Water
4463,Forest,Water,Grassland,Water,Non_Wetland,Forest,Water,Forest
4464,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4465,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4466,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4467,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4468,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4469,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4470,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
4471,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
4472,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
4473,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4474,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
4475,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
4476,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
4477,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
4478,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
4479,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
4480,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
4481,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4482,Forest,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4483,Forest,Water,Cropland,Water,Non_Wetland,Wetland,Water,Forest
4484,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
4485,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Water
4486,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
4487,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
4488,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4489,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
4490,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
4491,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
4492,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
4493,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
4494,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
4495,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
4496,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4497,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4498,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4499,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
4500,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4501,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
4502,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
4503,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
4504,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
4505,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4506,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4507,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4508,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
4509,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4510,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
4511,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
4512,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4513,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4514,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
4515,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
4516,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4517,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
4518,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4519,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
4520,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
4521,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
4522,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
4523,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
4524,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
4525,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
4526,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4527,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4528,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
4529,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
4530,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
4531,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
4532,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Grassland
4533,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
4534,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
4535,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
4536,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
4537,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
4538,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
4539,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4540,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4541,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
4542,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
4543,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
4544,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
4545,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4546,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
4547,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4548,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4549,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
4550,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
4551,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4552,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4553,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4554,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4555,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
4556,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4557,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
4558,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
4559,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
4560,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
4561,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
4562,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
4563,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
4564,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4565,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
4566,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4567,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
4568,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4569,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4570,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4571,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
4572,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
4573,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
4574,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4575,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
4576,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
4577,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
4578,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4579,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
4580,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
4581,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
4582,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
4583,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
4584,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
4585,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4586,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
4587,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
4588,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
4589,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
4590,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
4591,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
4592,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4593,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
4594,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4595,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4596,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
4597,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
4598,Forest,Water,Wetland,Water,Wetland,Wetland,Bareland,Grassland
4599,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
4600,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
4601,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
4602,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
4603,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
4604,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
4605,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
4606,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
4607,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
4608,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
4609,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
4610,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
4611,Forest,Water,Wetland,Water,Wetland,Built-up,Wetland,Grassland
4612,Forest,Water,Wetland,Water,Wetland,Built-up,Water,Grassland
4613,Forest,Water,Wetland,Water,Wetland,Built-up,Water,Water
4614,Forest,Water,Wetland,Water,Wetland,Water,NULL,Forest
4615,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
4616,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
4617,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
4618,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
4619,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Water
4620,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
4621,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
4622,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
4623,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
4624,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
4625,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
4626,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
4627,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
4628,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
4629,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
4630,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
4631,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Water
4632,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
4633,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4634,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
4635,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
4636,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
4637,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4638,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
4639,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4640,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
4641,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
4642,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4643,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
4644,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4645,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
4646,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
4647,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
4648,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
4649,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
4650,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
4651,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
4652,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4653,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
4654,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
4655,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
4656,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
4657,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
4658,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
4659,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
4660,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
4661,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
4662,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
4663,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
4664,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4665,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
4666,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
4667,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4668,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4669,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4670,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4671,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
4672,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
4673,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
4674,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
4675,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
4676,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4677,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4678,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
4679,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
4680,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
4681,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
4682,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
4683,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
4684,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
4685,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
4686,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
4687,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
4688,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
4689,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
4690,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
4691,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
4692,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
4693,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
4694,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
4695,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
4696,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
4697,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
4698,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
4699,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
4700,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
4701,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
4702,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
4703,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
4704,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
4705,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
4706,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
4707,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
4708,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
4709,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
4710,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
4711,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
4712,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
4713,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
4714,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
4715,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
4716,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
4717,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
4718,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
4719,Forest,Water,Built-up,Water,Non_Wetland,Built-up,Water,Grassland
4720,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
4721,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
4722,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
4723,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
4724,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
4725,Forest,Water,Water,NULL,Water,NULL,Grassland,Forest
4726,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
4727,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
4728,Forest,Water,Water,NULL,Water,NULL,Water,Grassland
4729,Forest,Water,Water,NULL,Water,NULL,Water,Water
4730,Forest,Water,Water,NULL,Water,NULL,Water,Forest
4731,Forest,Water,Water,NULL,Water,NULL,Forest,Water
4732,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
4733,Forest,Water,Water,NULL,Water,Grassland,Wetland,Grassland
4734,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
4735,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
4736,Forest,Water,Water,NULL,Water,Grassland,Water,Grassland
4737,Forest,Water,Water,NULL,Water,Wetland,Grassland,Grassland
4738,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
4739,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
4740,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
4741,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
4742,Forest,Water,Water,NULL,Water,Wetland,Water,Water
4743,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
4744,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
4745,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
4746,Forest,Water,Water,NULL,Water,Water,Grassland,Grassland
4747,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
4748,Forest,Water,Water,NULL,Water,Water,Wetland,Water
4749,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
4750,Forest,Water,Water,NULL,Water,Water,Bareland,Grassland
4751,Forest,Water,Water,NULL,Water,Water,Water,Grassland
4752,Forest,Water,Water,NULL,Water,Water,Water,Water
4753,Forest,Water,Water,NULL,Water,Water,Water,Forest
4754,Forest,Water,Water,NULL,Water,Water,Forest,Water
4755,Forest,Water,Water,NULL,Water,Water,Forest,Forest
4756,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
4757,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
4758,Forest,Water,Water,NULL,Water,Forest,Water,Water
4759,Forest,Water,Water,NULL,Water,Forest,Water,Forest
4760,Forest,Water,Water,NULL,Water,Forest,Forest,Water
4761,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
4762,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
4763,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
4764,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
4765,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
4766,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Water
4767,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
4768,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
4769,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
4770,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
4771,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
4772,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
4773,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
4774,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
4775,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
4776,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
4777,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
4778,Forest,Water,Water,Non_Water,Water,Water,Water,Water
4779,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
4780,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
4781,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
4782,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
4783,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
4784,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
4785,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
4786,Forest,Water,Water,Water,Water,NULL,Grassland,Water
4787,Forest,Water,Water,Water,Water,NULL,Grassland,Forest
4788,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
4789,Forest,Water,Water,Water,Water,NULL,Wetland,Water
4790,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
4791,Forest,Water,Water,Water,Water,NULL,Water,Grassland
4792,Forest,Water,Water,Water,Water,NULL,Water,Water
4793,Forest,Water,Water,Water,Water,NULL,Water,Forest
4794,Forest,Water,Water,Water,Water,NULL,Forest,Water
4795,Forest,Water,Water,Water,Water,NULL,Forest,Forest
4796,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
4797,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
4798,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
4799,Forest,Water,Water,Water,Water,Grassland,Water,Water
4800,Forest,Water,Water,Water,Water,Grassland,Water,Forest
4801,Forest,Water,Water,Water,Water,Wetland,Grassland,Grassland
4802,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
4803,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
4804,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
4805,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
4806,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
4807,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
4808,Forest,Water,Water,Water,Water,Wetland,Water,Water
4809,Forest,Water,Water,Water,Water,Wetland,Water,Forest
4810,Forest,Water,Water,Water,Water,Wetland,Forest,Water
4811,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
4812,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
4813,Forest,Water,Water,Water,Water,Bareland,Water,Grassland
4814,Forest,Water,Water,Water,Water,Bareland,Water,Water
4815,Forest,Water,Water,Water,Water,Water,Grassland,Grassland
4816,Forest,Water,Water,Water,Water,Water,Grassland,Water
4817,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
4818,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
4819,Forest,Water,Water,Water,Water,Water,Wetland,Water
4820,Forest,Water,Water,Water,Water,Water,Wetland,Forest
4821,Forest,Water,Water,Water,Water,Water,Water,Grassland
4822,Forest,Water,Water,Water,Water,Water,Water,Wetland
4823,Forest,Water,Water,Water,Water,Water,Water,Water
4824,Forest,Water,Water,Water,Water,Water,Water,Forest
4825,Forest,Water,Water,Water,Water,Water,Forest,Water
4826,Forest,Water,Water,Water,Water,Water,Forest,Forest
4827,Forest,Water,Water,Water,Water,Forest,Wetland,Water
4828,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
4829,Forest,Water,Water,Water,Water,Forest,Water,Water
4830,Forest,Water,Water,Water,Water,Forest,Water,Forest
4831,Forest,Water,Water,Water,Water,Forest,Forest,Forest
4832,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4833,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
