Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MEV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MEV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MEV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MEV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MEV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MEV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MEV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MEV_M_R
2094,Water,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2095,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
2096,Water,Built-up,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
2097,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2098,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
2099,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2100,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2101,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
2102,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2103,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2104,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
2105,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2106,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2107,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
2108,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
2109,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2110,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
2111,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2112,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2113,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2114,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
2115,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2116,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2117,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2118,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
2119,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2120,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2121,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
2122,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
2123,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2124,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2125,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2126,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
2127,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
2128,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2129,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2130,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2131,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
2132,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2133,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2134,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
2135,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2136,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2137,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
2138,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
2139,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
2140,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2141,Water,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
2142,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Bareland
2143,Water,Water,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
2144,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
2145,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
2146,Water,Water,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
2147,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
2148,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
2149,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
2150,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Bareland
2151,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
2152,Water,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
2153,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
2154,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
2155,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2156,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
2157,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2158,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2159,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
2160,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
2161,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2162,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2163,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2164,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
2165,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2166,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
2167,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2168,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2169,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
2170,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2171,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2172,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2173,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2174,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
2175,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2176,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2177,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2178,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2179,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
2180,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
2181,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2182,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
2183,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2184,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
2185,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
2186,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2187,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2188,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2189,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2190,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Water
2191,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2192,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2193,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2194,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
2195,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2196,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2197,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2198,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Bareland
2199,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
2200,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
2201,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2202,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
2203,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
2204,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
2205,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
2206,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
2207,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
2208,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
2209,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
2210,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
2211,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
2212,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
2213,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2214,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
2215,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
2216,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2217,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
2218,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2219,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
2220,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2221,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2222,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2223,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Water
2224,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2225,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2226,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2227,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2228,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
2229,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2230,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2231,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2232,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2233,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
2234,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2235,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2236,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2237,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
2238,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
2239,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2240,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
2241,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2242,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2243,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
2244,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Water
2245,Water,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2246,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2247,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2248,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
2249,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
2250,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
2251,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
2252,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2253,Water,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2254,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
2255,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2256,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2257,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2258,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Forest
2259,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2260,Water,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
2261,Water,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
2262,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
2263,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Water
2264,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
2265,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
2266,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
2267,Water,Water,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
2268,Water,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Wetland
2269,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
2270,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
2271,Water,Water,Grassland,Water,Non_Wetland,Bareland,Water,Forest
2272,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
2273,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Forest
2274,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
2275,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
2276,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Bareland
2277,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
2278,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
2279,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2280,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2281,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2282,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2283,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
2284,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
2285,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
2286,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
2287,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
2288,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2289,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2290,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
2291,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2292,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
2293,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2294,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2295,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
2296,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2297,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
2298,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2299,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2300,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
2301,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
2302,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2303,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
2304,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
2305,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2306,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
2307,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
2308,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2309,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2310,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Bareland
2311,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
2312,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
2313,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2314,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
2315,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
2316,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2317,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2318,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2319,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2320,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
2321,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
2322,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
2323,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
2324,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
2325,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Bareland
2326,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
2327,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
2328,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
2329,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
2330,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
2331,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2332,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2333,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
2334,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
2335,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
2336,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2337,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
2338,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
2339,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
2340,Water,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
2341,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
2342,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2343,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
2344,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2345,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2346,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2347,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2348,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2349,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2350,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2351,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2352,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2353,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2354,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
2355,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2356,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
2357,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
2358,Water,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
2359,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
2360,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2361,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
2362,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
2363,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
2364,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2365,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2366,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
2367,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2368,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2369,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2370,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2371,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
2372,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2373,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2374,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2375,Water,Water,Wetland,Water,Wetland,NULL,Forest,Forest
2376,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2377,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2378,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
2379,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
2380,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Bareland
2381,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2382,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2383,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
2384,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
2385,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2386,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Bareland
2387,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Water
2388,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
2389,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
2390,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Wetland
2391,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
2392,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Forest
2393,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2394,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
2395,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
2396,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
2397,Water,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
2398,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
2399,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
2400,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
2401,Water,Water,Wetland,Water,Wetland,Water,Bareland,Forest
2402,Water,Water,Wetland,Water,Wetland,Water,Built-up,Forest
2403,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
2404,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
2405,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
2406,Water,Water,Wetland,Water,Wetland,Water,Water,Water
2407,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
2408,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
2409,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
2410,Water,Water,Wetland,Water,Wetland,Forest,Grassland,Bareland
2411,Water,Water,Wetland,Water,Wetland,Forest,Grassland,Water
2412,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2413,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2414,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2415,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2416,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
2417,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2418,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2419,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2420,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
2421,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Bareland
2422,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2423,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2424,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
2425,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2426,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2427,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2428,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
2429,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
2430,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2431,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2432,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
2433,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2434,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
2435,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2436,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2437,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2438,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
2439,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2440,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
2441,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2442,Water,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Bareland
2443,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Bareland
2444,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2445,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
2446,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Forest
2447,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
2448,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
2449,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2450,Water,Water,Built-up,Water,Non_Wetland,Bareland,Grassland,Forest
2451,Water,Water,Water,NULL,Water,NULL,Grassland,Forest
2452,Water,Water,Water,NULL,Water,NULL,Water,Forest
2453,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
2454,Water,Water,Water,NULL,Water,Grassland,Grassland,Bareland
2455,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
2456,Water,Water,Water,NULL,Water,Grassland,Water,Bareland
2457,Water,Water,Water,NULL,Water,Grassland,Water,Forest
2458,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
