Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNU_M_R
28652,Forest,Cropland,NULL,Water,Non_Wetland,Water,Grassland,Wetland
28653,Forest,Cropland,NULL,Water,Non_Wetland,Water,Grassland,Water
28654,Forest,Cropland,NULL,Water,Non_Wetland,Water,Water,Water
28655,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
28656,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
28657,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
28658,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
28659,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
28660,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
28661,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
28662,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
28663,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
28664,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
28665,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
28666,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
28667,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
28668,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
28669,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
28670,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
28671,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
28672,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
28673,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
28674,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
28675,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
28676,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
28677,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
28678,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
28679,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
28680,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
28681,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
28682,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
28683,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
28684,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
28685,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
28686,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
28687,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
28688,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
28689,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
28690,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
28691,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
28692,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
28693,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
28694,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
28695,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
28696,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
28697,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
28698,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
28699,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
28700,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
28701,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
28702,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
28703,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
28704,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
28705,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
28706,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
28707,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
28708,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
28709,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
28710,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
28711,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
28712,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
28713,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
28714,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
28715,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
28716,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
28717,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
28718,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
28719,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
28720,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
28721,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
28722,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
28723,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
28724,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
28725,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
28726,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
28727,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
28728,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
28729,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
28730,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
28731,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
28732,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
28733,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
28734,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
28735,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
28736,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
28737,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
28738,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
28739,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
28740,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
28741,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
28742,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
28743,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
28744,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
28745,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
28746,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
28747,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
28748,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
28749,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
28750,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
28751,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
28752,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
28753,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
28754,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
28755,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
28756,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
28757,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
28758,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
28759,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
28760,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
28761,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
28762,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
28763,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
28764,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
28765,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
28766,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
28767,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
28768,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
28769,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
28770,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
28771,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
28772,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
28773,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
28774,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
28775,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
28776,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
28777,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
28778,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
28779,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
28780,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
28781,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
28782,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
28783,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
28784,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
28785,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
28786,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
28787,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
28788,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
28789,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
28790,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
28791,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
28792,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
28793,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
28794,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
28795,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
28796,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
28797,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
28798,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
28799,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
28800,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
28801,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
28802,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
28803,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
28804,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
28805,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
28806,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
28807,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
28808,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
28809,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
28810,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
28811,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
28812,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
28813,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
28814,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
28815,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
28816,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
28817,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
28818,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
28819,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
28820,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
28821,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
28822,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
28823,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
28824,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
28825,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
28826,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
28827,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
28828,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
28829,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
28830,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
28831,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
28832,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
28833,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
28834,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
28835,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
28836,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
28837,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
28838,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
28839,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
28840,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
28841,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
28842,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
28843,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
28844,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
28845,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
28846,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
28847,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
28848,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
28849,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
28850,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
28851,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
28852,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
28853,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
28854,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
28855,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
28856,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
28857,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
28858,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
28859,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
28860,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
28861,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
28862,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
28863,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
28864,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
28865,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
28866,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
28867,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
28868,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
28869,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
28870,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
28871,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
28872,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
28873,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
28874,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
28875,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
28876,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
28877,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
28878,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
28879,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
28880,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
28881,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
28882,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
28883,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
28884,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
28885,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
28886,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
28887,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
28888,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
28889,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
28890,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
28891,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
28892,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
28893,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
28894,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
28895,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
28896,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
28897,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
28898,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
28899,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
28900,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
28901,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
28902,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
28903,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
28904,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
28905,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
28906,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
28907,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
28908,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
28909,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
28910,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
28911,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
28912,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
28913,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
28914,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
28915,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
28916,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
28917,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
28918,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
28919,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
28920,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
28921,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
28922,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
28923,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
28924,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
28925,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
28926,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
28927,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
28928,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
28929,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
28930,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
28931,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Forest,Water
28932,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
28933,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
28934,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
28935,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
28936,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
28937,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
28938,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
28939,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
28940,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
28941,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
28942,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
28943,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
28944,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
28945,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
28946,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
28947,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
28948,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
28949,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
28950,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Built-up
28951,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
28952,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
28953,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
28954,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Built-up
28955,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
28956,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
28957,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Built-up
28958,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
28959,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Built-up,NULL
28960,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
28961,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Built-up,Cropland
28962,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Built-up,Bareland
28963,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
