Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NXH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NXH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NXH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NXH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NXH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NXH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NXH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NXH_M_R
702,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
703,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
704,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
705,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
706,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
707,Water,Water,Water,Water,Water,NULL,NULL,Grassland
708,Water,Water,Water,Water,Water,NULL,NULL,Wetland
709,Water,Water,Water,Water,Water,NULL,NULL,Bareland
710,Water,Water,Water,Water,Water,NULL,NULL,Water
711,Water,Water,Water,Water,Water,NULL,NULL,Forest
712,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
713,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
714,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
715,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
716,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
717,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
718,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
719,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
720,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
721,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
722,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
723,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
724,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
725,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
726,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
727,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
728,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
729,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
730,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
731,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
732,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
733,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
734,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
735,Water,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
736,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
737,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
738,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
739,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
740,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
741,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
742,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
743,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
744,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
745,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
746,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
747,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
748,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
749,Water,Forest,Water,Water,Water,NULL,NULL,Forest
750,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
751,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
752,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
753,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
754,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
755,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
756,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
757,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
758,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
759,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
760,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
761,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
762,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
763,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
764,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
765,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
766,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
767,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
768,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
769,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
770,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
771,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
772,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
773,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
774,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
775,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
776,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
777,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
778,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
779,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
780,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
781,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
782,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
783,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
784,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
785,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
786,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
787,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
788,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
789,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
790,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
791,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
792,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
793,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
794,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
795,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
796,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
797,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
798,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
799,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
800,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
801,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
802,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
803,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
804,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
805,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
806,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
807,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
808,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
809,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
810,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
811,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
812,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
813,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
814,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
815,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
816,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
817,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
818,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
819,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
820,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
821,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
822,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
823,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
824,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
825,Forest,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
826,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
827,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
828,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
829,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
830,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
831,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
832,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
833,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
834,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
835,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
836,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
837,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
838,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
839,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
840,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
841,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
842,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
843,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
844,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
845,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
846,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
847,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
848,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
849,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
850,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
851,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
852,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
853,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
854,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
855,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
856,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
857,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
858,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
859,Forest,Bareland,Water,Water,Water,NULL,NULL,Grassland
860,Forest,Bareland,Water,Water,Water,NULL,NULL,Bareland
861,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
862,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
863,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
864,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
865,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
866,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
867,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
868,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
869,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
870,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
871,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
872,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
873,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
874,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
875,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
876,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
877,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
878,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
879,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
880,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
881,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
882,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
883,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
884,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
885,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
886,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
887,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
888,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
889,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
890,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
891,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
892,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
893,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
894,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
895,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
896,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
897,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
898,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
899,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
900,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
901,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
902,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
903,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
904,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
905,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
906,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
907,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
908,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
909,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
910,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
911,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
912,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
913,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
914,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
915,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
916,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
917,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
918,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
919,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
920,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
921,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
922,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
923,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
924,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
925,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
926,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
927,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
928,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
929,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
930,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
931,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
932,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
933,Forest,Water,Water,NULL,Water,NULL,NULL,Water
934,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
935,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
936,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
937,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
938,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
939,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
940,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
941,Forest,Water,Water,Water,Water,NULL,NULL,Water
942,Forest,Water,Water,Water,Water,NULL,NULL,Forest
943,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
944,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
945,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
946,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
947,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
948,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
949,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
950,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
951,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
952,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
953,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
954,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
955,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
956,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
957,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
958,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
959,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
960,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
961,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
962,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
963,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
964,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
965,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
966,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
967,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
968,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
969,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
970,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
971,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
972,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
973,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
974,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
975,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
976,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
977,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
978,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
979,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
980,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
981,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
982,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
983,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
984,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
985,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
986,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
987,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
988,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
989,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
990,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
991,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
992,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
993,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
994,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
995,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
996,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
997,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
998,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
999,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1000,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1001,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1002,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1003,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1004,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1005,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1006,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1007,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1008,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1009,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Built-up
1010,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1011,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1012,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1013,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1014,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1015,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1016,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1017,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1018,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1019,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1020,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1021,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1022,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1023,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1024,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1025,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1026,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1027,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1028,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1029,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1030,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1031,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1032,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1033,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1034,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1035,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1036,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1037,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1038,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1039,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1040,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
1041,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1042,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1043,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1044,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1045,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1046,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1047,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1048,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1049,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
1050,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1051,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1052,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1053,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1054,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1055,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1056,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1057,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1058,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1059,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1060,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1061,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
