Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NNP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NNP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NNP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NNP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NNP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NNP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NNP_M_R
769,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
770,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland
771,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland
772,Wetland,NULL,Wetland,Water,Wetland,NULL,Bareland
773,Wetland,NULL,Wetland,Water,Wetland,NULL,Water
774,Wetland,NULL,Wetland,Water,Wetland,NULL,Forest
775,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
776,Wetland,NULL,Water,NULL,Water,NULL,Grassland
777,Wetland,NULL,Water,NULL,Water,NULL,Wetland
778,Wetland,NULL,Water,NULL,Water,NULL,Forest
779,Wetland,NULL,Water,Non_Water,Water,NULL,Grassland
780,Wetland,NULL,Water,Non_Water,Water,NULL,Wetland
781,Wetland,NULL,Water,Non_Water,Water,NULL,Water
782,Wetland,NULL,Water,Non_Water,Water,NULL,Forest
783,Wetland,NULL,Water,Water,Water,NULL,Grassland
784,Wetland,NULL,Water,Water,Water,NULL,Wetland
785,Wetland,NULL,Water,Water,Water,NULL,Bareland
786,Wetland,NULL,Water,Water,Water,NULL,Water
787,Wetland,NULL,Water,Water,Water,NULL,Forest
788,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL
789,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
790,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
791,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
792,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
793,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
794,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
795,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
796,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
797,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
798,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Water
799,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Forest
800,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
801,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland
802,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest
803,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
804,Wetland,Cropland,Water,Water,Water,NULL,Wetland
805,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
806,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
807,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
808,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
809,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
810,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
811,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
812,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
813,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
814,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
815,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
816,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL
817,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
818,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
819,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
820,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
821,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
822,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
823,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
824,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
825,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
826,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
827,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
828,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL
829,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
830,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
831,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Bareland
832,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water
833,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Forest
834,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
835,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
836,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
837,Wetland,Wetland,Wetland,Water,Wetland,NULL,Grassland
838,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland
839,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water
840,Wetland,Wetland,Wetland,Water,Wetland,NULL,Forest
841,Wetland,Wetland,Water,NULL,Water,NULL,Grassland
842,Wetland,Wetland,Water,NULL,Water,NULL,Wetland
843,Wetland,Wetland,Water,NULL,Water,NULL,Water
844,Wetland,Wetland,Water,NULL,Water,NULL,Forest
845,Wetland,Wetland,Water,Non_Water,Water,NULL,Grassland
846,Wetland,Wetland,Water,Non_Water,Water,NULL,Wetland
847,Wetland,Wetland,Water,Non_Water,Water,NULL,Water
848,Wetland,Wetland,Water,Non_Water,Water,NULL,Forest
849,Wetland,Wetland,Water,Water,Water,NULL,Grassland
850,Wetland,Wetland,Water,Water,Water,NULL,Wetland
851,Wetland,Wetland,Water,Water,Water,NULL,Water
852,Wetland,Wetland,Water,Water,Water,NULL,Forest
853,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL
854,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
855,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
856,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland
857,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Water
858,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
859,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
860,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
861,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
862,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
863,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
864,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Water
865,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
866,Wetland,Bareland,Wetland,Water,Wetland,NULL,Water
867,Wetland,Bareland,Water,Water,Water,NULL,Wetland
868,Wetland,Bareland,Water,Water,Water,NULL,Water
869,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
870,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
871,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland
872,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
873,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
874,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
875,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
876,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
877,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
878,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Water
879,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
880,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Wetland
881,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
882,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
883,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland
884,Wetland,Water,Grassland,Water,Non_Wetland,NULL,Grassland
885,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
886,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Wetland
887,Wetland,Water,Wetland,NULL,Wetland,NULL,Grassland
888,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland
889,Wetland,Water,Wetland,NULL,Wetland,NULL,Forest
890,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
891,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland
892,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Forest
893,Wetland,Water,Wetland,Water,Wetland,NULL,Grassland
894,Wetland,Water,Wetland,Water,Wetland,NULL,Wetland
895,Wetland,Water,Wetland,Water,Wetland,NULL,Water
896,Wetland,Water,Water,NULL,Water,NULL,Grassland
897,Wetland,Water,Water,NULL,Water,NULL,Wetland
898,Wetland,Water,Water,NULL,Water,NULL,Forest
899,Wetland,Water,Water,Non_Water,Water,NULL,Grassland
900,Wetland,Water,Water,Non_Water,Water,NULL,Wetland
901,Wetland,Water,Water,Non_Water,Water,NULL,Forest
902,Wetland,Water,Water,Water,Water,NULL,Grassland
903,Wetland,Water,Water,Water,Water,NULL,Wetland
904,Wetland,Water,Water,Water,Water,NULL,Water
905,Wetland,Water,Water,Water,Water,NULL,Forest
906,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
907,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Wetland
908,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Forest
909,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
910,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
911,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
912,Wetland,Water,Forest,Water,Non_Wetland,NULL,Grassland
913,Wetland,Water,Forest,Water,Non_Wetland,NULL,Wetland
914,Wetland,Water,Forest,Water,Non_Wetland,NULL,Forest
915,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
916,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
917,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
918,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
919,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland
920,Wetland,Forest,Wetland,NULL,Wetland,NULL,Forest
921,Wetland,Forest,Wetland,Water,Wetland,NULL,Wetland
922,Wetland,Forest,Wetland,Water,Wetland,NULL,Water
923,Wetland,Forest,Water,NULL,Water,NULL,Water
924,Wetland,Forest,Water,Water,Water,NULL,Water
925,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
926,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
927,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
928,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
929,Wetland,Forest,Forest,Water,Non_Wetland,NULL,Forest
930,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
931,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
932,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water
933,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest
934,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland
935,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland
936,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL
937,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Grassland
938,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Bareland
939,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Water
940,Bareland,NULL,NULL,Water,Non_Wetland,NULL,Forest
941,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
942,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
943,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
944,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
945,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
946,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
947,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
948,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
949,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
950,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
951,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
952,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
953,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL
954,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
955,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
956,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
957,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up
958,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
959,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
960,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
961,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
962,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
963,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
964,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
965,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
966,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland
967,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
968,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
969,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
970,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
971,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Water
972,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
973,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
974,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
975,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
976,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
977,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
978,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Forest
979,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL
980,Bareland,NULL,Wetland,NULL,Wetland,NULL,Grassland
981,Bareland,NULL,Wetland,NULL,Wetland,NULL,Wetland
982,Bareland,NULL,Wetland,NULL,Wetland,NULL,Bareland
983,Bareland,NULL,Wetland,NULL,Wetland,NULL,Built-up
984,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water
985,Bareland,NULL,Wetland,NULL,Wetland,NULL,Forest
986,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
987,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
988,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland
989,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water
990,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
991,Bareland,NULL,Wetland,Water,Wetland,NULL,Grassland
992,Bareland,NULL,Wetland,Water,Wetland,NULL,Wetland
993,Bareland,NULL,Wetland,Water,Wetland,NULL,Bareland
994,Bareland,NULL,Wetland,Water,Wetland,NULL,Built-up
995,Bareland,NULL,Wetland,Water,Wetland,NULL,Water
996,Bareland,NULL,Wetland,Water,Wetland,NULL,Forest
997,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
998,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland
999,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
1000,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up
1001,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1002,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1003,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
1004,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Wetland
1005,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
1006,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Water
1007,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Forest
1008,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL
1009,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
1010,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland
1011,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
1012,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest
1013,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1014,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland
1015,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up
1016,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland
1017,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Bareland
1018,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,Built-up
1019,Bareland,NULL,Water,NULL,Water,NULL,Grassland
1020,Bareland,NULL,Water,NULL,Water,NULL,Bareland
1021,Bareland,NULL,Water,NULL,Water,NULL,Built-up
1022,Bareland,NULL,Water,NULL,Water,NULL,Water
1023,Bareland,NULL,Water,NULL,Water,NULL,Forest
1024,Bareland,NULL,Water,Non_Water,Water,NULL,NULL
1025,Bareland,NULL,Water,Non_Water,Water,NULL,Grassland
1026,Bareland,NULL,Water,Non_Water,Water,NULL,Wetland
1027,Bareland,NULL,Water,Non_Water,Water,NULL,Bareland
1028,Bareland,NULL,Water,Non_Water,Water,NULL,Built-up
1029,Bareland,NULL,Water,Non_Water,Water,NULL,Water
1030,Bareland,NULL,Water,Non_Water,Water,NULL,Forest
1031,Bareland,NULL,Water,Water,Water,NULL,Grassland
1032,Bareland,NULL,Water,Water,Water,NULL,Wetland
1033,Bareland,NULL,Water,Water,Water,NULL,Bareland
1034,Bareland,NULL,Water,Water,Water,NULL,Built-up
1035,Bareland,NULL,Water,Water,Water,NULL,Water
1036,Bareland,NULL,Water,Water,Water,NULL,Forest
1037,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
1038,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
1039,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
1040,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Water
1041,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
1042,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
1043,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
1044,Bareland,NULL,Forest,Water,Non_Wetland,NULL,Forest
1045,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,Water
1046,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1047,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
1048,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland
1049,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland
1050,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
1051,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1052,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1053,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
1054,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
1055,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1056,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1057,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
1058,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Wetland
1059,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
1060,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
1061,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
1062,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
1063,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
1064,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1065,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
1066,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
1067,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
1068,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
1069,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1070,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Bareland
1071,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Forest
1072,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1073,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
1074,Bareland,Wetland,Wetland,Water,Wetland,NULL,Grassland
1075,Bareland,Wetland,Wetland,Water,Wetland,NULL,Wetland
1076,Bareland,Wetland,Wetland,Water,Wetland,NULL,Bareland
1077,Bareland,Wetland,Wetland,Water,Wetland,NULL,Water
1078,Bareland,Wetland,Wetland,Water,Wetland,NULL,Forest
1079,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
1080,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,Bareland
1081,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,Bareland
1082,Bareland,Wetland,Water,NULL,Water,NULL,Forest
1083,Bareland,Wetland,Water,Non_Water,Water,NULL,Water
1084,Bareland,Wetland,Water,Water,Water,NULL,Grassland
1085,Bareland,Wetland,Water,Water,Water,NULL,Wetland
1086,Bareland,Wetland,Water,Water,Water,NULL,Bareland
1087,Bareland,Wetland,Water,Water,Water,NULL,Water
1088,Bareland,Wetland,Water,Water,Water,NULL,Forest
1089,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1090,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1091,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
1092,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
1093,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Grassland
1094,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland
1095,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Forest
1096,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,Grassland
1097,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,Forest
1098,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Grassland
1099,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Wetland
1100,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Bareland
1101,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Water
1102,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,Forest
1103,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1104,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Wetland
1105,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1106,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Water
1107,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
1108,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1109,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
1110,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1111,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Water
1112,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1113,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Grassland
1114,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Wetland
1115,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Bareland
1116,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Water
1117,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,Forest
1118,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
1119,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Wetland
1120,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Bareland
1121,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Water
1122,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,Forest
1123,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Grassland
1124,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Wetland
1125,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Bareland
1126,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Water
1127,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,Forest
1128,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland
1129,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland
1130,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Wetland
1131,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Grassland
1132,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Wetland
1133,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Bareland
1134,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Built-up
1135,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Water
1136,Bareland,Bareland,Wetland,NULL,Wetland,NULL,Forest
1137,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland
1138,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Wetland
1139,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Bareland
1140,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Built-up
1141,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Water
1142,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Forest
1143,Bareland,Bareland,Wetland,Water,Wetland,NULL,Grassland
1144,Bareland,Bareland,Wetland,Water,Wetland,NULL,Wetland
1145,Bareland,Bareland,Wetland,Water,Wetland,NULL,Bareland
1146,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water
1147,Bareland,Bareland,Wetland,Water,Wetland,NULL,Forest
1148,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Grassland
1149,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Wetland
1150,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Bareland
1151,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,Water
1152,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1153,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Bareland
1154,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,Grassland
