Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZK_M_R
2342,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
2343,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
2344,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
2345,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
2346,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2347,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
2348,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
2349,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
2350,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
2351,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
2352,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2353,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
2354,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
2355,Water,Water,Water,Non_Water,Water,Water,Water,Water
2356,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2357,Water,Water,Water,Non_Water,Water,Water,Forest,Water
2358,Water,Water,Water,Water,Water,NULL,Wetland,Water
2359,Water,Water,Water,Water,Water,NULL,Wetland,Forest
2360,Water,Water,Water,Water,Water,NULL,Water,Water
2361,Water,Water,Water,Water,Water,NULL,Water,Forest
2362,Water,Water,Water,Water,Water,Grassland,Water,Forest
2363,Water,Water,Water,Water,Water,Cropland,Water,Water
2364,Water,Water,Water,Water,Water,Wetland,NULL,Forest
2365,Water,Water,Water,Water,Water,Wetland,Wetland,Water
2366,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
2367,Water,Water,Water,Water,Water,Wetland,Water,Water
2368,Water,Water,Water,Water,Water,Wetland,Water,Forest
2369,Water,Water,Water,Water,Water,Bareland,Water,Water
2370,Water,Water,Water,Water,Water,Water,NULL,Water
2371,Water,Water,Water,Water,Water,Water,Grassland,Grassland
2372,Water,Water,Water,Water,Water,Water,Grassland,Water
2373,Water,Water,Water,Water,Water,Water,Grassland,Forest
2374,Water,Water,Water,Water,Water,Water,Wetland,Wetland
2375,Water,Water,Water,Water,Water,Water,Wetland,Water
2376,Water,Water,Water,Water,Water,Water,Wetland,Forest
2377,Water,Water,Water,Water,Water,Water,Water,Grassland
2378,Water,Water,Water,Water,Water,Water,Water,Wetland
2379,Water,Water,Water,Water,Water,Water,Water,Water
2380,Water,Water,Water,Water,Water,Water,Water,Forest
2381,Water,Water,Water,Water,Water,Water,Forest,Water
2382,Water,Water,Water,Water,Water,Forest,Water,Water
2383,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2384,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2385,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2386,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2387,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2388,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2389,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2390,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2391,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2392,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2393,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2394,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2395,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2396,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2397,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2398,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2399,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
2400,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
2401,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2402,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2403,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
2404,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2405,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2406,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2407,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2408,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
2409,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
2410,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2411,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2412,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2413,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2414,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2415,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2416,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
2417,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2418,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2419,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2420,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2421,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2422,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2423,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2424,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2425,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
2426,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2427,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2428,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2429,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2430,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2431,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2432,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2433,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2434,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2435,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2436,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2437,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2438,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
2439,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2440,Water,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2441,Water,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
2442,Water,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2443,Water,Forest,Wetland,NULL,Wetland,Water,NULL,Water
2444,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2445,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2446,Water,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
2447,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
2448,Water,Forest,Water,NULL,Water,Water,Forest,Forest
2449,Water,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2450,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2451,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2452,Water,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
2453,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2454,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2455,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2456,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2457,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2458,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2459,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2460,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2461,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2462,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2463,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2464,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2465,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2466,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2467,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2468,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2469,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2470,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2471,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2472,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
2473,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2474,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2475,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
2476,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
2477,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2478,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
2479,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2480,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2481,Forest,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2482,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2483,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2484,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2485,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2486,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2487,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2488,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2489,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2490,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2491,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2492,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2493,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
2494,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2495,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2496,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
2497,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2498,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2499,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2500,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2501,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2502,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
2503,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
2504,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
2505,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2506,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2507,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2508,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2509,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2510,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2511,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2512,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2513,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2514,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
2515,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2516,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2517,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2518,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2519,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2520,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2521,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2522,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2523,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2524,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2525,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2526,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2527,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2528,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2529,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2530,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2531,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2532,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2533,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2534,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
2535,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
2536,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2537,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2538,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2539,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2540,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2541,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2542,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2543,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2544,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2545,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2546,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
2547,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2548,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2549,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2550,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2551,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2552,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2553,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2554,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2555,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2556,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2557,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2558,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2559,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2560,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2561,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2562,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2563,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2564,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2565,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2566,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2567,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2568,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2569,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2570,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2571,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2572,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2573,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2574,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2575,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2576,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2577,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2578,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2579,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2580,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2581,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2582,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2583,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2584,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2585,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2586,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2587,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2588,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2589,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2590,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
2591,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2592,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2593,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2594,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2595,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
2596,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
2597,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2598,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2599,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2600,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2601,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2602,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2603,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2604,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2605,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2606,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2607,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2608,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
2609,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2610,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2611,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2612,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2613,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2614,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2615,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2616,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2617,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2618,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2619,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2620,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2621,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2622,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2623,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2624,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2625,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2626,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2627,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2628,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
2629,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2630,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2631,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2632,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
2633,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2634,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2635,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
2636,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2637,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2638,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
2639,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
2640,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2641,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2642,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2643,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2644,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2645,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2646,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2647,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2648,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2649,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
2650,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2651,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
2652,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2653,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2654,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2655,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
2656,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2657,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2658,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
2659,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2660,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
2661,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2662,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2663,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2664,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2665,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2666,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2667,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2668,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2669,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2670,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2671,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2672,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
2673,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2674,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2675,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2676,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2677,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2678,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2679,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2680,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2681,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2682,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2683,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
