Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTJ_M_R
16153,Forest,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Cropland
16154,Forest,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
16155,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
16156,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
16157,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
16158,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
16159,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Water,Forest
16160,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
16161,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Water
16162,Forest,Water,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
16163,Forest,Water,Wetland,NULL,Wetland,NULL,Shrubland,Forest
16164,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
16165,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
16166,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
16167,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
16168,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
16169,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
16170,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
16171,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
16172,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
16173,Forest,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
16174,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
16175,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
16176,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
16177,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
16178,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
16179,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
16180,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
16181,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
16182,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
16183,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
16184,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
16185,Forest,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
16186,Forest,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
16187,Forest,Water,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
16188,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,NULL
16189,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
16190,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
16191,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
16192,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
16193,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Cropland
16194,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
16195,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
16196,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
16197,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
16198,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Cropland
16199,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
16200,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
16201,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
16202,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
16203,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
16204,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
16205,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
16206,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
16207,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
16208,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
16209,Forest,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
16210,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,NULL
16211,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
16212,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
16213,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
16214,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
16215,Forest,Water,Wetland,Water,Wetland,NULL,Shrubland,Grassland
16216,Forest,Water,Wetland,Water,Wetland,NULL,Shrubland,Forest
16217,Forest,Water,Wetland,Water,Wetland,NULL,Water,NULL
16218,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
16219,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
16220,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,NULL
16221,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
16222,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
16223,Forest,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
16224,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
16225,Forest,Water,Wetland,Water,Wetland,Water,NULL,Grassland
16226,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
16227,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
16228,Forest,Water,Wetland,Water,Wetland,Forest,Shrubland,Grassland
16229,Forest,Water,Wetland,Water,Wetland,Forest,Water,NULL
16230,Forest,Water,Wetland,Water,Wetland,Forest,Water,Grassland
16231,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
16232,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
16233,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
16234,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
16235,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
16236,Forest,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
16237,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
16238,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
16239,Forest,Water,Bareland,Water,Non_Wetland,Water,Shrubland,Water
16240,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
16241,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
16242,Forest,Water,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16243,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
16244,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
16245,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest,NULL,Grassland
16246,Forest,Water,Water,NULL,Water,NULL,Water,Grassland
16247,Forest,Water,Water,NULL,Water,NULL,Water,Forest
16248,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Grassland
16249,Forest,Water,Water,NULL,Water,Grassland,Shrubland,Grassland
16250,Forest,Water,Water,NULL,Water,Grassland,Water,Grassland
16251,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
16252,Forest,Water,Water,NULL,Water,Water,Water,Forest
16253,Forest,Water,Water,Non_Water,Water,NULL,Water,Wetland
16254,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
16255,Forest,Water,Water,Water,Water,NULL,Shrubland,Forest
16256,Forest,Water,Water,Water,Water,NULL,Water,Grassland
16257,Forest,Water,Water,Water,Water,NULL,Water,Water
16258,Forest,Water,Water,Water,Water,NULL,Water,Forest
16259,Forest,Water,Water,Water,Water,Shrubland,Shrubland,Grassland
16260,Forest,Water,Water,Water,Water,Shrubland,Shrubland,Forest
16261,Forest,Water,Water,Water,Water,Shrubland,Water,Grassland
16262,Forest,Water,Water,Water,Water,Shrubland,Water,Wetland
16263,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
16264,Forest,Water,Water,Water,Water,Grassland,Water,Forest
16265,Forest,Water,Water,Water,Water,Water,NULL,Grassland
16266,Forest,Water,Water,Water,Water,Water,Shrubland,Forest
16267,Forest,Water,Water,Water,Water,Water,Water,Grassland
16268,Forest,Water,Water,Water,Water,Water,Water,Wetland
16269,Forest,Water,Water,Water,Water,Forest,Shrubland,Forest
16270,Forest,Water,Water,Water,Water,Forest,Water,Water
16271,Forest,Water,Water,Water,Water,Forest,Water,Forest
16272,Forest,Water,Water,Water,Water,Forest,Forest,Forest
16273,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
16274,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
16275,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
16276,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
16277,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
16278,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
16279,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
16280,Forest,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
16281,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
16282,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
16283,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
16284,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
16285,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
16286,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
16287,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
16288,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
16289,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
16290,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16291,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16292,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
16293,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
16294,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
16295,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16296,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
16297,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16298,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
16299,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
16300,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
16301,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
16302,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
16303,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
16304,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
16305,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16306,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Water
16307,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
16308,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
16309,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
16310,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
16311,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,NULL
16312,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
16313,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
16314,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
16315,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
16316,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
16317,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
16318,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
16319,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
16320,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
16321,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
16322,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
16323,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
16324,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
16325,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
16326,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
16327,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
16328,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
16329,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
16330,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
16331,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
16332,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
16333,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
16334,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
16335,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
16336,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
16337,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
16338,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
16339,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
16340,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
16341,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
16342,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
16343,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
16344,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
16345,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
16346,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
16347,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
16348,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16349,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
16350,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
16351,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
16352,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
16353,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
16354,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
16355,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
16356,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
16357,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
16358,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
16359,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
16360,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
16361,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
16362,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,NULL
16363,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
16364,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
16365,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
16366,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
16367,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
16368,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
16369,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
16370,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,NULL
16371,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
16372,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
16373,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
16374,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
16375,Forest,Water,Forest,Water,Non_Wetland,NULL,Shrubland,NULL
16376,Forest,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
16377,Forest,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Cropland
16378,Forest,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Water
16379,Forest,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
16380,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
16381,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
16382,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
16383,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
16384,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
16385,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
16386,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
16387,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
16388,Forest,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
16389,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
16390,Forest,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
16391,Forest,Water,Forest,Water,Non_Wetland,Water,Shrubland,Forest
16392,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
16393,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
16394,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
16395,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
16396,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Grassland
16397,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
16398,Forest,Water,Forest,Water,Non_Wetland,Forest,Shrubland,NULL
16399,Forest,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Grassland
16400,Forest,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
16401,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Grassland
16402,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
16403,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
16404,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
16405,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
16406,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
16407,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
16408,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
16409,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
16410,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
16411,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
16412,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
16413,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
16414,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
16415,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
16416,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
16417,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
16418,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
16419,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
16420,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
16421,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
16422,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
16423,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
16424,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
16425,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
16426,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
16427,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,NULL
16428,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Grassland
16429,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
16430,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
16431,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
16432,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
16433,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
16434,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
16435,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
16436,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
16437,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
16438,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
16439,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
16440,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16441,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16442,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
16443,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
16444,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
16445,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
16446,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16447,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
16448,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16449,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
16450,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
16451,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
16452,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
16453,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
16454,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
16455,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Cropland
16456,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
16457,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
16458,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
16459,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
16460,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
16461,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
16462,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
16463,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
16464,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
16465,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
16466,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
16467,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
16468,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
16469,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
16470,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
16471,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16472,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
16473,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
16474,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
16475,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
16476,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
16477,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
16478,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
16479,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
16480,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
16481,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
16482,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
16483,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
16484,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
16485,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
16486,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
16487,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
16488,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
16489,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
16490,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
16491,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
16492,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
16493,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
16494,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
16495,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
16496,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
16497,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
16498,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
16499,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
16500,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
16501,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
16502,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
