Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20PNR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PNR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PNR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PNR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PNR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20PNR_M_R
1153,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1154,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1155,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
1156,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1157,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1158,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1159,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1160,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1161,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1162,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1163,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1164,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1165,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1166,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
1167,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1168,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1169,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1170,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1171,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1172,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
1173,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1174,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1175,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1176,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1177,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
1178,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1179,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1180,Bareland,NULL,Wetland,NULL,Wetland,Built-up
1181,Bareland,NULL,Wetland,NULL,Wetland,Water
1182,Bareland,NULL,Wetland,NULL,Wetland,Forest
1183,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1184,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
1185,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
1186,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1187,Bareland,NULL,Wetland,Water,Wetland,Grassland
1188,Bareland,NULL,Wetland,Water,Wetland,Wetland
1189,Bareland,NULL,Wetland,Water,Wetland,Bareland
1190,Bareland,NULL,Wetland,Water,Wetland,Water
1191,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1192,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1193,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1194,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1195,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1196,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1197,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1198,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1199,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1200,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1201,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
1202,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1203,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1204,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1205,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1206,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1207,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1208,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
1209,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1210,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
1211,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1212,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1213,Bareland,NULL,Water,NULL,Water,Wetland
1214,Bareland,NULL,Water,NULL,Water,Bareland
1215,Bareland,NULL,Water,Non_Water,Water,Grassland
1216,Bareland,NULL,Water,Water,Water,Grassland
1217,Bareland,NULL,Water,Water,Water,Wetland
1218,Bareland,NULL,Water,Water,Water,Water
1219,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1220,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1221,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1222,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1223,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1224,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland
1225,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1226,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1227,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1228,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1229,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1230,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1231,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
1232,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1233,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
1234,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1235,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1236,Bareland,Cropland,Grassland,Water,Non_Wetland,Wetland
1237,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1238,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
1239,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1240,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1241,Bareland,Cropland,Wetland,NULL,Wetland,Grassland
1242,Bareland,Cropland,Wetland,NULL,Wetland,Wetland
1243,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland
1244,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
1245,Bareland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1246,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1247,Bareland,Cropland,Water,Water,Water,Wetland
1248,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1249,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland
1250,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1251,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1252,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1253,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
1254,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1255,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
1256,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1257,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
1258,Bareland,Wetland,Wetland,Water,Wetland,Wetland
1259,Bareland,Wetland,Built-up,NULL,Non_Wetland,Built-up
1260,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
1261,Bareland,Wetland,Forest,NULL,Non_Wetland,Built-up
1262,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
1263,Bareland,Bareland,NULL,Water,Non_Wetland,Wetland
1264,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
1265,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1266,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1267,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1268,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1269,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
1270,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1271,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland
1272,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1273,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1274,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1275,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1276,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1277,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1278,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland
1279,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1280,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Wetland
1281,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
1282,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
1283,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
1284,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
1285,Bareland,Bareland,Wetland,Water,Wetland,Grassland
1286,Bareland,Bareland,Wetland,Water,Wetland,Wetland
1287,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1288,Bareland,Bareland,Wetland,Water,Wetland,Water
1289,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1290,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1291,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1292,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland
1293,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1294,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1295,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1296,Bareland,Bareland,Built-up,Water,Non_Wetland,Grassland
1297,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland
1298,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1299,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1300,Bareland,Bareland,Water,Non_Water,Water,Bareland
1301,Bareland,Bareland,Water,Water,Water,Wetland
1302,Bareland,Bareland,Water,Water,Water,Water
1303,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1304,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Wetland
1305,Bareland,Bareland,Forest,Water,Non_Wetland,Wetland
1306,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1307,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1308,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1309,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1310,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1311,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1312,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1313,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1314,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1315,Bareland,Built-up,Wetland,NULL,Wetland,Grassland
1316,Bareland,Built-up,Wetland,NULL,Wetland,Built-up
1317,Bareland,Built-up,Wetland,NULL,Wetland,Forest
1318,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1319,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1320,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1321,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1322,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1323,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1324,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1325,Bareland,Built-up,Forest,NULL,Non_Wetland,Built-up
1326,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1327,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
1328,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
1329,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1330,Bareland,Water,Wetland,NULL,Wetland,Wetland
1331,Bareland,Water,Wetland,NULL,Wetland,Water
1332,Bareland,Water,Wetland,NULL,Wetland,Forest
1333,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
1334,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
1335,Bareland,Water,Wetland,Non_Water,Wetland,Forest
1336,Bareland,Water,Wetland,Water,Wetland,Wetland
1337,Bareland,Water,Wetland,Water,Wetland,Water
1338,Bareland,Water,Water,NULL,Water,Water
1339,Bareland,Water,Water,Non_Water,Water,Wetland
1340,Bareland,Water,Water,Non_Water,Water,Water
1341,Bareland,Water,Water,Water,NULL,Water
1342,Bareland,Water,Water,Water,Water,Wetland
1343,Bareland,Water,Water,Water,Water,Water
1344,Bareland,Water,Water,Water,Water,Forest
1345,Bareland,Water,Forest,NULL,Non_Wetland,Wetland
1346,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1347,Bareland,Water,Forest,Water,Non_Wetland,Bareland
1348,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1349,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1350,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1351,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1352,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland
1353,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1354,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
1355,Bareland,Forest,Cropland,NULL,Non_Wetland,Wetland
1356,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
1357,Bareland,Forest,Wetland,NULL,Wetland,Grassland
1358,Bareland,Forest,Wetland,NULL,Wetland,Wetland
1359,Bareland,Forest,Wetland,NULL,Wetland,Forest
1360,Bareland,Forest,Wetland,Non_Water,Wetland,Wetland
1361,Bareland,Forest,Wetland,Non_Water,Wetland,Forest
1362,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
1363,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland
1364,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1365,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
1366,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1367,Water,NULL,NULL,NULL,Non_Wetland,Wetland
1368,Water,NULL,NULL,NULL,Non_Wetland,Bareland
1369,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
1370,Water,NULL,NULL,Water,Non_Wetland,Grassland
1371,Water,NULL,NULL,Water,Non_Wetland,Wetland
1372,Water,NULL,NULL,Water,Non_Wetland,Bareland
1373,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1374,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1375,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1376,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1377,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1378,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1379,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1380,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1381,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1382,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1383,Water,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
1384,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1385,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1386,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1387,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1388,Water,NULL,Shrubland,Water,Non_Wetland,Built-up
1389,Water,NULL,Shrubland,Water,Non_Wetland,Water
1390,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1391,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1392,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1393,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1394,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1395,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
1396,Water,NULL,Grassland,NULL,Non_Wetland,Water
1397,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1398,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1399,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1400,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1401,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1402,Water,NULL,Grassland,Water,Non_Wetland,Wetland
1403,Water,NULL,Grassland,Water,Non_Wetland,Water
1404,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1405,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1406,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
1407,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1408,Water,NULL,Cropland,NULL,Non_Wetland,Water
1409,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1410,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1411,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1412,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1413,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1414,Water,NULL,Cropland,Water,Non_Wetland,Wetland
1415,Water,NULL,Cropland,Water,Non_Wetland,Water
1416,Water,NULL,Wetland,NULL,Wetland,NULL
1417,Water,NULL,Wetland,NULL,Wetland,Grassland
1418,Water,NULL,Wetland,NULL,Wetland,Cropland
1419,Water,NULL,Wetland,NULL,Wetland,Wetland
1420,Water,NULL,Wetland,NULL,Wetland,Bareland
1421,Water,NULL,Wetland,NULL,Wetland,Water
1422,Water,NULL,Wetland,NULL,Wetland,Forest
1423,Water,NULL,Wetland,Non_Water,Wetland,Grassland
1424,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1425,Water,NULL,Wetland,Non_Water,Wetland,Bareland
1426,Water,NULL,Wetland,Non_Water,Wetland,Water
1427,Water,NULL,Wetland,Non_Water,Wetland,Forest
1428,Water,NULL,Wetland,Water,Wetland,Grassland
1429,Water,NULL,Wetland,Water,Wetland,Wetland
1430,Water,NULL,Wetland,Water,Wetland,Bareland
1431,Water,NULL,Wetland,Water,Wetland,Water
1432,Water,NULL,Wetland,Water,Wetland,Forest
1433,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1434,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1435,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1436,Water,NULL,Bareland,NULL,Non_Wetland,Built-up
1437,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1438,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1439,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
1440,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1441,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1442,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1443,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
1444,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
1445,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1446,Water,NULL,Built-up,Non_Water,Non_Wetland,Wetland
1447,Water,NULL,Built-up,Water,Non_Wetland,Wetland
1448,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1449,Water,NULL,Water,NULL,Water,Grassland
1450,Water,NULL,Water,NULL,Water,Wetland
1451,Water,NULL,Water,NULL,Water,Forest
1452,Water,NULL,Water,Non_Water,Water,Grassland
1453,Water,NULL,Water,Non_Water,Water,Wetland
1454,Water,NULL,Water,Non_Water,Water,Water
1455,Water,NULL,Water,Non_Water,Water,Forest
1456,Water,NULL,Water,Water,Water,Grassland
1457,Water,NULL,Water,Water,Water,Wetland
1458,Water,NULL,Water,Water,Water,Water
1459,Water,NULL,Water,Water,Water,Forest
1460,Water,NULL,Forest,NULL,Non_Wetland,NULL
1461,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1462,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1463,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1464,Water,NULL,Forest,NULL,Non_Wetland,Built-up
1465,Water,NULL,Forest,NULL,Non_Wetland,Water
1466,Water,NULL,Forest,NULL,Non_Wetland,Forest
1467,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1468,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
1469,Water,NULL,Forest,Non_Water,Non_Wetland,Water
1470,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1471,Water,NULL,Forest,Water,Non_Wetland,Grassland
1472,Water,NULL,Forest,Water,Non_Wetland,Wetland
1473,Water,NULL,Forest,Water,Non_Wetland,Water
1474,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
1475,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1476,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1477,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1478,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1479,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1480,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
1481,Water,Cropland,Shrubland,Water,Non_Wetland,Bareland
1482,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1483,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1484,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland
1485,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1486,Water,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1487,Water,Cropland,Grassland,Water,Non_Wetland,Wetland
1488,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1489,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1490,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland
1491,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1492,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1493,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1494,Water,Cropland,Wetland,NULL,Wetland,Grassland
1495,Water,Cropland,Wetland,NULL,Wetland,Wetland
1496,Water,Cropland,Wetland,NULL,Wetland,Forest
1497,Water,Cropland,Wetland,Non_Water,Wetland,Grassland
1498,Water,Cropland,Wetland,Non_Water,Wetland,Wetland
1499,Water,Cropland,Wetland,Non_Water,Wetland,Forest
1500,Water,Cropland,Wetland,Water,Wetland,Wetland
1501,Water,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1502,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1503,Water,Cropland,Built-up,NULL,Non_Wetland,Wetland
1504,Water,Cropland,Built-up,NULL,Non_Wetland,Water
1505,Water,Cropland,Built-up,Water,Non_Wetland,Water
1506,Water,Cropland,Water,Water,Water,Wetland
1507,Water,Cropland,Water,Water,Water,Water
1508,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1509,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
1510,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1511,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1512,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1513,Water,Cropland,Forest,Water,Non_Wetland,Wetland
1514,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1515,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
1516,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1517,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
1518,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
1519,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland
1520,Water,Wetland,Grassland,NULL,Non_Wetland,Forest
1521,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1522,Water,Wetland,Grassland,Water,Non_Wetland,Wetland
1523,Water,Wetland,Cropland,NULL,Non_Wetland,Grassland
1524,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
1525,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1526,Water,Wetland,Wetland,NULL,Wetland,Grassland
1527,Water,Wetland,Wetland,NULL,Wetland,Wetland
1528,Water,Wetland,Wetland,NULL,Wetland,Water
1529,Water,Wetland,Wetland,NULL,Wetland,Forest
1530,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
1531,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
1532,Water,Wetland,Wetland,Non_Water,Wetland,Water
1533,Water,Wetland,Wetland,Non_Water,Wetland,Forest
1534,Water,Wetland,Wetland,Water,Wetland,Grassland
1535,Water,Wetland,Wetland,Water,Wetland,Wetland
1536,Water,Wetland,Wetland,Water,Wetland,Water
1537,Water,Wetland,Wetland,Water,Wetland,Forest
1538,Water,Wetland,Built-up,NULL,Non_Wetland,Grassland
1539,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland
1540,Water,Wetland,Water,NULL,Water,Grassland
1541,Water,Wetland,Water,NULL,Water,Wetland
1542,Water,Wetland,Water,NULL,Water,Water
1543,Water,Wetland,Water,NULL,Water,Forest
1544,Water,Wetland,Water,Non_Water,Water,Wetland
1545,Water,Wetland,Water,Non_Water,Water,Water
1546,Water,Wetland,Water,Non_Water,Water,Forest
1547,Water,Wetland,Water,Water,Water,Wetland
1548,Water,Wetland,Water,Water,Water,Water
1549,Water,Wetland,Water,Water,Water,Forest
1550,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
1551,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
1552,Water,Wetland,Forest,NULL,Non_Wetland,Forest
1553,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1554,Water,Wetland,Forest,Water,Non_Wetland,Wetland
1555,Water,Wetland,Forest,Water,Non_Wetland,Water
1556,Water,Bareland,NULL,Non_Water,Non_Wetland,Bareland
1557,Water,Bareland,NULL,Water,Non_Wetland,Bareland
1558,Water,Bareland,NULL,Water,Non_Wetland,Water
1559,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1560,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1561,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1562,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1563,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
1564,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1565,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
1566,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1567,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1568,Water,Bareland,Grassland,NULL,Non_Wetland,Water
1569,Water,Bareland,Grassland,Non_Water,Non_Wetland,Wetland
1570,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1571,Water,Bareland,Cropland,Non_Water,Non_Wetland,Wetland
1572,Water,Bareland,Cropland,Water,Non_Wetland,Water
1573,Water,Bareland,Wetland,NULL,Wetland,Wetland
1574,Water,Bareland,Wetland,NULL,Wetland,Bareland
1575,Water,Bareland,Wetland,NULL,Wetland,Water
1576,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
1577,Water,Bareland,Wetland,Non_Water,Wetland,Wetland
1578,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1579,Water,Bareland,Wetland,Water,Wetland,Grassland
1580,Water,Bareland,Wetland,Water,Wetland,Wetland
1581,Water,Bareland,Wetland,Water,Wetland,Water
