Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGN_M_R
18242,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
18243,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
18244,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
18245,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
18246,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
18247,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
18248,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
18249,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
18250,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
18251,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
18252,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
18253,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
18254,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
18255,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
18256,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
18257,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
18258,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
18259,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
18260,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18261,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
18262,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
18263,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
18264,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
18265,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18266,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
18267,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
18268,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
18269,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
18270,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
18271,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
18272,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
18273,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
18274,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
18275,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
18276,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
18277,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
18278,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Water,NULL
18279,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Grassland
18280,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
18281,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Forest
18282,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,NULL
18283,Forest,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
18284,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
18285,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
18286,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
18287,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
18288,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
18289,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
18290,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
18291,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
18292,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
18293,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
18294,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
18295,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
18296,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
18297,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
18298,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
18299,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,NULL
18300,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
18301,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
18302,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Water
18303,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
18304,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
18305,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
18306,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Water
18307,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,NULL
18308,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
18309,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
18310,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
18311,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Forest,NULL
18312,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Wetland
18313,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Water
18314,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Forest
18315,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
18316,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
18317,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
18318,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
18319,Forest,Wetland,Wetland,NULL,Wetland,Forest,NULL,Forest
18320,Forest,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
18321,Forest,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
18322,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
18323,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,NULL
18324,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Wetland
18325,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
18326,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
18327,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Water
18328,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
18329,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
18330,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
18331,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
18332,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
18333,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
18334,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
18335,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
18336,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
18337,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
18338,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
18339,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
18340,Forest,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
18341,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
18342,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
18343,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
18344,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
18345,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
18346,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
18347,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,NULL
18348,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
18349,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
18350,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
18351,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
18352,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
18353,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
18354,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
18355,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Water
18356,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
18357,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
18358,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
18359,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
18360,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
18361,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
18362,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
18363,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
18364,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
18365,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
18366,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
18367,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
18368,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
18369,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
18370,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
18371,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,NULL
18372,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
18373,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
18374,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,NULL
18375,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
18376,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
18377,Forest,Wetland,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
18378,Forest,Wetland,Wetland,Water,Wetland,Wetland,Shrubland,Water
18379,Forest,Wetland,Wetland,Water,Wetland,Wetland,Shrubland,Forest
18380,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
18381,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,NULL
18382,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
18383,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
18384,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
18385,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
18386,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,NULL
18387,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Grassland
18388,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Wetland
18389,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Water
18390,Forest,Wetland,Wetland,Water,Wetland,Wetland,Forest,Forest
18391,Forest,Wetland,Wetland,Water,Wetland,Bareland,Shrubland,Wetland
18392,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
18393,Forest,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
18394,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
18395,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
18396,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
18397,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
18398,Forest,Wetland,Wetland,Water,Wetland,Bareland,Forest,Wetland
18399,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
18400,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
18401,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
18402,Forest,Wetland,Wetland,Water,Wetland,Forest,Shrubland,Forest
18403,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
18404,Forest,Wetland,Wetland,Water,Wetland,Forest,Forest,Forest
18405,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
18406,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
18407,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
18408,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
18409,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
18410,Forest,Wetland,Water,NULL,Water,Shrubland,Water,Forest
18411,Forest,Wetland,Water,NULL,Water,Wetland,Shrubland,Wetland
18412,Forest,Wetland,Water,NULL,Water,Wetland,Shrubland,Forest
18413,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
18414,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
18415,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
18416,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
18417,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
18418,Forest,Wetland,Water,NULL,Water,Wetland,Forest,Grassland
18419,Forest,Wetland,Water,NULL,Water,Wetland,Forest,Wetland
18420,Forest,Wetland,Water,NULL,Water,Wetland,Forest,Water
18421,Forest,Wetland,Water,NULL,Water,Wetland,Forest,Forest
18422,Forest,Wetland,Water,NULL,Water,Bareland,Wetland,Water
18423,Forest,Wetland,Water,NULL,Water,Bareland,Water,Wetland
18424,Forest,Wetland,Water,NULL,Water,Bareland,Water,Water
18425,Forest,Wetland,Water,NULL,Water,Bareland,Water,Forest
18426,Forest,Wetland,Water,NULL,Water,Bareland,Forest,Wetland
18427,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
18428,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
18429,Forest,Wetland,Water,NULL,Water,Water,Water,Water
18430,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
18431,Forest,Wetland,Water,NULL,Water,Water,Forest,NULL
18432,Forest,Wetland,Water,NULL,Water,Water,Forest,Wetland
18433,Forest,Wetland,Water,NULL,Water,Water,Forest,Water
18434,Forest,Wetland,Water,NULL,Water,Water,Forest,Forest
18435,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
18436,Forest,Wetland,Water,NULL,Water,Forest,Forest,Water
18437,Forest,Wetland,Water,NULL,Water,Forest,Forest,Forest
18438,Forest,Wetland,Water,Non_Water,Water,Shrubland,Water,Wetland
18439,Forest,Wetland,Water,Non_Water,Water,Wetland,Shrubland,Wetland
18440,Forest,Wetland,Water,Non_Water,Water,Wetland,Shrubland,Forest
18441,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
18442,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
18443,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
18444,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
18445,Forest,Wetland,Water,Non_Water,Water,Wetland,Forest,Wetland
18446,Forest,Wetland,Water,Non_Water,Water,Wetland,Forest,Water
18447,Forest,Wetland,Water,Non_Water,Water,Bareland,Wetland,Wetland
18448,Forest,Wetland,Water,Non_Water,Water,Bareland,Water,Wetland
18449,Forest,Wetland,Water,Non_Water,Water,Bareland,Water,Water
18450,Forest,Wetland,Water,Non_Water,Water,Bareland,Water,Forest
18451,Forest,Wetland,Water,Non_Water,Water,Water,Water,NULL
18452,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
18453,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
18454,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
18455,Forest,Wetland,Water,Non_Water,Water,Water,Forest,Wetland
18456,Forest,Wetland,Water,Non_Water,Water,Forest,Shrubland,Forest
18457,Forest,Wetland,Water,Non_Water,Water,Forest,Wetland,Wetland
18458,Forest,Wetland,Water,Non_Water,Water,Forest,Water,NULL
18459,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Wetland
18460,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Water
18461,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
18462,Forest,Wetland,Water,Non_Water,Water,Forest,Forest,Wetland
18463,Forest,Wetland,Water,Water,Water,Shrubland,Water,Wetland
18464,Forest,Wetland,Water,Water,Water,Wetland,Shrubland,Wetland
18465,Forest,Wetland,Water,Water,Water,Wetland,Shrubland,Forest
18466,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
18467,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
18468,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
18469,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
18470,Forest,Wetland,Water,Water,Water,Wetland,Forest,Grassland
18471,Forest,Wetland,Water,Water,Water,Wetland,Forest,Wetland
18472,Forest,Wetland,Water,Water,Water,Wetland,Forest,Water
18473,Forest,Wetland,Water,Water,Water,Wetland,Forest,Forest
18474,Forest,Wetland,Water,Water,Water,Bareland,Shrubland,Wetland
18475,Forest,Wetland,Water,Water,Water,Bareland,Wetland,Wetland
18476,Forest,Wetland,Water,Water,Water,Bareland,Water,Grassland
18477,Forest,Wetland,Water,Water,Water,Bareland,Water,Wetland
18478,Forest,Wetland,Water,Water,Water,Bareland,Water,Water
18479,Forest,Wetland,Water,Water,Water,Bareland,Forest,Wetland
18480,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
18481,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
18482,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
18483,Forest,Wetland,Water,Water,Water,Water,Water,Bareland
18484,Forest,Wetland,Water,Water,Water,Water,Water,Water
18485,Forest,Wetland,Water,Water,Water,Water,Water,Forest
18486,Forest,Wetland,Water,Water,Water,Water,Forest,Wetland
18487,Forest,Wetland,Water,Water,Water,Water,Forest,Water
18488,Forest,Wetland,Water,Water,Water,Forest,Water,Wetland
18489,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
18490,Forest,Wetland,Water,Water,Water,Forest,Forest,Water
18491,Forest,Wetland,Water,Water,Water,Forest,Forest,Forest
18492,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
18493,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
18494,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
18495,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
18496,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
18497,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
18498,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
18499,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
18500,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
18501,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
18502,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
18503,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
18504,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
18505,Forest,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
18506,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
18507,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
18508,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
18509,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
18510,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
18511,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
18512,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
18513,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
18514,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
18515,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
18516,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
18517,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
18518,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
18519,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
18520,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
18521,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
18522,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
18523,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
18524,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Water
18525,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
18526,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
18527,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
18528,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
18529,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
18530,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
18531,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
18532,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
18533,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
18534,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Water
18535,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
18536,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
18537,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
18538,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
18539,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
18540,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
18541,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
18542,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Wetland
18543,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
18544,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
18545,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
18546,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
18547,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Water
18548,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
18549,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
18550,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
18551,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
18552,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
18553,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
18554,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
18555,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
18556,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
18557,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
18558,Forest,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
18559,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
18560,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
18561,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
18562,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
18563,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
18564,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
18565,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
18566,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
18567,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
18568,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
18569,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
18570,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,NULL
18571,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
18572,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
18573,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
18574,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
18575,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
18576,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
18577,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
18578,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
18579,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
18580,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Forest,Wetland
18581,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
18582,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,NULL
18583,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
18584,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
18585,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
18586,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
